Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Designe,New-build,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Parking,Garage,Cellar,Lift,Terrace,Terasa 14 m²,Lodžie 5 m²,Balkón 3 m²,Sklep 3 m²,Administrative fee,Lodžie 2 m²,Terasa 18 m²,Balkón 2 m²,Sklep 2 m²,Reconstruction,Balkón 14 m²,Balkón 19 m²,Sklep 4 m²,Terasa 19 m²,Lodžie 19 m²,Balkón 6 m²,Terasa 3 m²,Sklep 1 m²,Balkón 5 m²,Domácí mazlíčci vítáni,Lodžie 3 m²,Balkón 8 m²,Balkón 11 m²,Balkón 15 m²,Terasa 5 m²,Sklep 5 m²,Lodžie 6 m²,Balkón 10 m²,Balkón 16 m²,Terasa 37 m²,Lodžie 7 m²,Terasa 53 m²,Terasa 25 m²,Lodžie 4 m²,Sklep 6 m²,Balkón 4 m²,Sklep 1.5 m²,Lodžie 3.5 m²,Terasa 21 m²,Balkón 2.5 m²,Terasa 20 m²,Lodžie 8 m²,Terasa 16 m²,Balkón 7 m²,Balkón 1 m²,Sklep 25 m²,Balkón 12 m²,Balkón 1.5 m²,Terasa 30 m²,Balkón 40 m²,Terasa 50 m²,Balkón 4.21 m²,Sklep 36 m²,Sklep 7 m²,Terasa 8 m²,Sklep 6.1 m²,Terasa 40 m²,Terasa 15 m²,Enclosed balcony,Terasa 36 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Lodžie 11 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Lodžie 16 m²,Lodžie 9 m²,Balkón 9 m²,Terasa 12 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Terasa 9 m²,Balkón 13 m²,Balkón 2.3 m²,Sklep 2.9 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 20 m²,Terasa 80 m²,Sklep 9 m²,Terasa 13 m²,Lodžie 4.5 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 29,000",CZK 0,"CZK 29,000",750175,4+1,11/9/2022,,D,,147 m²,Partly,4,Brick,,,,48.5,696.65,44.54,182.75,130.46,200.48,212.5,566.1,277.8,240.64,Prague - Libeň,50.10621,14.47257,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 20,000",598847,Studio,9/30/2022,Personal,A,Geothermal,42 m²,Fully furnished,1,Brick,Up to 10 years,Luxurious,1.0,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",646218,Studio,12/1/2022,Personal,B,Distance,33 m²,Partly,8,Prefab concrete,,Standard,,113.18,386.47,194.66,339.41,263.29,417.1,315.13,448.25,906.99,131.23,"Počernická, Prague - Malešice",50.080924,14.496629,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 2,596","CZK 15,586",750161,Studio,11/28/2022,Personal,B,,30 m²,Fully furnished,5,Brick,,,1.0,378.88,984.0,631.56,836.53,756.16,440.58,541.6,695.64,1341.97,451.29,"Mantovská, Prague - Horní Měcholupy",50.04040145874,14.569700241089,New-build,1.0,1.0,,,1.0,,,,,,"CZK 15,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 2,596","CZK 15,586",750162,Studio,11/28/2022,Personal,B,,30 m²,Fully furnished,5,Brick,,,1.0,378.88,984.0,631.56,836.53,756.16,440.58,541.6,695.64,1341.97,451.29,"Mantovská, Prague - Horní Měcholupy",50.04040145874,14.569700241089,New-build,1.0,1.0,,,1.0,,,,,,"CZK 15,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,500","CZK 38,000",617666,3+kk,12/19/2022,Personal,B,Central,115 m²,Fully furnished,2,Brick,,Luxurious,,211.64,452.05,298.84,219.86,260.77,92.48,724.86,871.35,310.07,375.08,"Podnádražní, Prague - Vysočany",50.11155,14.497226,Very good,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000",CZK 0,"CZK 30,000",493384,Studio,2/1/2023,Personal,,Gas boiler,37 m²,Partly,1,Brick,Up to 10 years,Luxurious,1.0,342.69,944.82,1567.51,4193.75,382.23,1274.28,1539.25,1674.65,1746.52,806.03,"Holekova, Prague - Klánovice",50.1008217,14.6871026,Very good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 2,500","CZK 35,000",552310,2 bedroom,11/1/2022,Personal,,,62 m²,Partly,2,Brick,,Standard,,347.08,1543.7,298.58,2377.36,431.98,1655.1,321.6,1327.76,858.53,926.68,"Sobínská, Prague - Ruzyně",50.0839733,14.315071,Very good,,,,,,,,,,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 4,000","CZK 50,000",748971,3+kk,11/28/2022,,G,,90 m²,Unfurnished,5,Brick,,,,62.48,332.72,157.85,281.42,1.58,418.05,243.22,555.93,942.53,382.39,"Gorazdova, Prague - Nové Město",50.07522,14.41465,Very good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,498","CZK 5,350","CZK 45,000",750093,4+1,11/9/2022,,C,,86 m²,Fully furnished,1,Prefab concrete,,,,166.77,904.61,368.98,592.95,488.76,691.02,437.52,457.48,751.12,317.13,"Stříbrského, Prague - Háje",50.02759,14.5318,Very good,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,900","CZK 22,000",750072,3+kk,11/8/2022,,C,,83 m²,Partly,2,Brick,,,,195.49,1765.42,769.34,1749.97,733.56,962.87,871.67,1232.09,1628.36,2.95,Prague - Újezd u Průhonic,50.01934,14.52093,Good,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 9,000","CZK 33,000",590115,2+kk,2/1/2023,Personal,G,,44 m²,,4,Other,,,,104.38,768.87,375.96,633.62,165.89,268.76,410.33,342.46,574.4,371.79,"Nad Kajetánkou, Prague - Břevnov",50.086257,14.372842,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000",CZK 0,"CZK 9,000",748929,Studio,1/23/2023,,A,,29 m²,Fully furnished,5,Brick,,,,111.07,546.69,125.11,473.32,0.34,584.5,560.6,323.15,139.29,246.7,"Přípotoční, Prague - Vršovice",50.06603,14.46019,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500","CZK 14,000",750047,Studio,12/20/2022,,B,,37 m²,Fully furnished,1,Low-energy,Up to 10 years,,1.0,166.02,910.58,604.42,3121.83,491.35,600.13,1075.78,2824.28,1661.92,651.65,Prague - Dolní Počernice,50.0829,14.57544,New-build,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 7,000","CZK 19,000",748902,2+kk,11/21/2022,,G,,52 m²,Fully furnished,1,Brick,,,,258.42,658.62,83.81,189.85,147.84,306.27,729.84,568.82,554.28,317.34,"Jindřicha Plachty, Prague - Smíchov",50.07083,14.40948,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 25,000",744830,2+kk,11/21/2022,Personal,B,,52 m²,Unfurnished,3,Brick,,,1.0,209.56,1319.99,270.71,994.54,331.79,830.27,270.88,975.52,1259.78,1085.64,"Čerpadlová, Prague - Vysočany",50.10153,14.50496,New-build,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 53,990","CZK 1,265","CZK 55,255",749778,5+1,11/28/2022,Personal,G,,133 m²,Fully furnished,3,Brick,,,,132.15,546.76,164.7,59.11,31.19,223.78,355.08,429.61,424.65,472.61,"Sokolská, Prague - Nové Město",50.07507305555,14.42927027777,Very good,1.0,,,,,,,,,,"CZK 55,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,500","CZK 1,300","CZK 45,000",645258,3+kk,12/1/2022,Personal,C,Central,79 m²,Partly,2,Brick,10 to 30 years,Standard,,121.48,1227.99,928.72,1099.69,499.69,876.19,826.93,1182.44,637.73,82.41,Prague - Řeporyje,50.03812,14.322755,Very good,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,950",CZK 950,"CZK 25,000",658789,Small studio,12/1/2022,Personal,C,Gas boiler,30 m²,Partly,5,Brick,,Standard,,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,"Drahobejlova, Prague - Libeň",50.10608,14.4905,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 25,000",483887,2+kk,11/1/2022,Personal,E,,36 m²,Fully furnished,3,Brick,,Standard,,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 10,000","CZK 30,000",748848,3+kk,11/3/2022,Personal,A,Central,116 m²,Partly,2,Brick,,,,279.61,15.61,87.04,1168.37,151.56,1003.31,381.58,613.7,661.86,137.06,"Voskovcova, Prague - Hlubočepy",50.02907,14.36447,Very good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 2,800","CZK 10,000",708196,2 bedroom,3/1/2022,Cooperative,G,,60 m²,Fully furnished,2,Brick,,,,34.6,1237.96,88.73,633.25,137.47,87.72,358.42,384.73,749.57,356.71,"Zelená, Prague - Dejvice",50.10652,14.38893,Good,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000","CZK 35,000",588580,1 bedroom,11/7/2022,Personal,D,Electric boiler,40 m²,Fully furnished,1,Brick,Over 50 years,Standard,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 9,000","CZK 33,000",506316,3+kk,11/7/2022,Personal,B,Distance,72 m²,Partly,8,Prefab concrete,,,,68.81,499.33,60.97,337.72,73.32,448.91,570.93,262.69,257.69,336.73,"Moskevská, Prague - Vršovice",50.067186063732,14.460773942853,,,,,,1.0,,,,,,,,,,1.0,Complete,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 16,000",748612,2+kk,1/1/2023,,C,,58 m²,Fully furnished,3,Brick,,,,156.48,522.68,393.14,375.47,186.19,191.73,169.89,620.06,191.66,253.23,Prague - Letňany,50.13494,14.51208,Good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,990","CZK 1,052","CZK 34,042",749407,3+kk,11/28/2022,Personal,G,,69 m²,Fully furnished,3,Brick,,,,28.49,267.39,103.11,256.52,24.73,448.31,199.2,197.16,576.1,770.97,"Vinohradská, Prague - Vinohrady",50.07835277777,14.4352425,Very good,,,,,1.0,,,,,,"CZK 34,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,000","CZK 30,000",724051,2+kk,1/1/2023,Personal,B,Central,67 m²,Partly,2,Low-energy,Up to 10 years,,1.0,373.83,1098.13,908.55,1934.22,807.19,1821.86,588.6,1794.2,492.45,918.39,Prague - Hrdlořezy,50.09171,14.52037,New-build,,1.0,1.0,,1.0,,,,,1.0,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,100","CZK 3,900",CZK 0,328848,2+kk,9/9/2022,Personal,,,50 m²,Partly,2,Brick,Up to 10 years,,,12.89,613.19,193.98,744.47,162.95,181.01,254.7,715.88,520.38,131.99,"Frýdecká, Prague - Letňany",50.1382491,14.5091945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 2,462","CZK 22,452",749394,2+kk,11/28/2022,Personal,C,,60 m²,Partly,2,Brick,,,,207.76,1777.69,729.24,1762.25,654.29,975.15,883.95,1244.36,1579.73,123.24,"Remízková, Prague - Újezd u Průhonic",50.01931111111,14.52171638888,Very good,1.0,,,1.0,,,,,,,"CZK 22,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,000","CZK 22,000",691647,2+kk,12/1/2022,Personal,B,Other,55 m²,Partly,2,Brick,10 to 30 years,Standard,,227.16,1875.01,1366.8,1867.67,1231.62,1325.29,568.97,1522.86,1445.48,137.96,"U Zátiší, Prague - Hodkovičky",50.0210987,14.4138923,New-build,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,800","CZK 2,200","CZK 27,000",630283,3+1,11/14/2022,Personal,G,Gas boiler,65 m²,Partly,2,Brick,,Standard,,104.57,455.05,121.26,334.07,92.0,540.22,209.26,1209.76,143.91,315.2,"Jana Zajíce, Prague - Bubeneč",50.101668,14.418246,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 3,500","CZK 35,000",310862,4+kk,2/1/2023,Personal,A,,97 m²,Fully furnished,4,Brick,Up to 10 years,Luxurious,,356.86,414.06,107.1,343.56,236.72,164.88,255.77,772.65,146.14,319.6,Prague - Bubeneč,50.1021761,14.4253942,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,600","CZK 4,400","CZK 30,000",749319,3+1,11/14/2022,Personal,G,,84 m²,Fully furnished,1,Brick,,Luxurious,,202.13,104.65,91.47,32.05,58.0,84.62,343.43,168.38,270.67,394.73,Prague - Nové Město,50.0897,14.43323,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000",CZK 0,364617,2 bedroom,1/1/2023,Personal,,Central,56 m²,Partly,3,Brick,,,,146.86,765.9,114.48,542.55,37.09,540.89,355.5,270.32,509.37,158.39,"Tolstého, Prague - Vršovice",50.0719122,14.4605969,,,,,,1.0,,,,,,,,,1.0,1.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,200","CZK 29,000",748704,2+kk,11/2/2022,,G,Electric boiler,59 m²,Unfurnished,8,Prefab concrete,,,,220.3,522.0,363.55,451.88,231.9,525.81,492.74,617.59,1577.36,193.51,"Radomská, Prague - Bohnice",50.13014,14.41504,Good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,500","CZK 45,000",747420,3+kk,11/7/2022,,B,,84 m²,Partly,1,Other,,,1.0,183.21,556.24,1203.47,1115.6,614.02,652.83,944.37,1424.45,667.72,332.33,"Nepomuckých, Prague - Letňany",50.13726,14.5225,New-build,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"CZK 15,000",CZK 480,"CZK 15,000",606280,1 bedroom,12/1/2022,Personal,,,32 m²,Partly,4,Brick,,,,151.88,504.86,232.55,499.16,13.77,407.82,298.02,280.53,615.55,372.98,"Bořivojova, Prague - Žižkov",50.082378,14.445379,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 1,000","CZK 17,000",697622,1 bedroom,12/1/2022,Personal,B,Central,35 m²,Partly,2,Low-energy,Up to 10 years,Luxurious,1.0,292.69,656.94,498.74,327.69,154.18,1254.37,385.86,685.76,207.05,339.6,"Pod Stárkou, Prague - Michle",50.0576031,14.4536973,New-build,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,000","CZK 37,000",748664,2+kk,11/1/2022,,G,,48 m²,Partly,2,Brick,,,,322.49,359.5,29.56,386.43,59.61,139.73,374.7,470.97,518.97,601.81,"Kubelíkova, Prague - Žižkov",50.08215,14.44849,Very good,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 2,949","CZK 16,939",735578,1 bedroom,11/29/2022,Personal,D,,38 m²,Fully furnished,3,Brick,,,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,Very good,1.0,,,1.0,,,,,,,"CZK 16,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 7,200","CZK 62,000",744231,3+kk,1/1/2023,,G,Distance,125 m²,Fully furnished,4,Brick,Up to 10 years,,,146.3,582.9,105.68,246.72,82.2,139.49,199.14,223.0,522.52,233.05,"Musílkova, Prague - Košíře",50.06881115,14.36939225,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,700","CZK 30,000",717018,1 bedroom,11/1/2022,Personal,G,,40 m²,Fully furnished,3,Brick,,Standard,,334.55,965.65,174.62,684.3,197.82,433.6,391.64,161.5,126.26,45.75,"U Školičky, Prague - Libeň",50.10832,14.49069,Good,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 25,000",749279,Small studio,11/21/2022,,G,Central,27 m²,Partly,13,Prefab concrete,,,,121.42,420.03,387.56,418.84,334.41,424.07,642.99,839.12,674.11,130.72,"Švehlova, Prague - Záběhlice",50.05567,14.51456,Good,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,000",CZK 1,"CZK 3,000",749275,4+kk,11/6/2022,,A,,150 m²,Fully furnished,4,Brick,,,,61.86,1141.82,53.81,927.59,146.06,1275.98,94.48,137.87,526.59,176.58,Prague - Vysočany,50.10063,14.48949,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
