Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Refundable security deposit,Building type,Condition,EPC,Terasa 25 m²,Sklep 8 m²,New-build,Parking,Garage,Age,Balkón 4 m²,Sklep 15 m²,Designe,Balkón 18 m²,Sklep 5 m²,Ownership,Heating,Sklep 17 m²,Reconstruction,Sklep 1 m²,Administrative fee,Cellar,Sklep 3 m²,Lodžie 5.1 m²,Balkón 7 m²,Lodžie 4 m²,Lodžie 3 m²,Terasa 70 m²,Terasa 21 m²,Balkón 28 m²,Sklep 2 m²,Balkón 5 m²,Sklep 6 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 10 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Balkón 3 m²,Terasa 32 m²,Balkón 2 m²,Terasa 9 m²,Balkón 6 m²,Lodžie 3.2 m²,Terasa 17 m²,Sklep 4 m²,Balkón 14 m²,Enclosed balcony,Terasa 20 m²,Balkón 8 m²,Sklep 58 m²,Lodžie 7 m²,Balkón 1 m²,Balkón 6.1 m²,Sklep 2.4 m²,Terasa 8 m²,Balkón 12 m²,Sklep 3.2 m²,Terasa 12 m²,Terasa 5 m²,Terasa 200 m²,Terasa 78 m²,Terasa 18 m²,Balkón 40 m²,Terasa 50 m²,Terasa 4 m²,Lodžie 9 m²,Sklep 8.1 m²,Sklep 3.1 m²,Lodžie 1 m²,Lodžie 10 m²,Balkón 9 m²,Lodžie 5 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Sklep 12 m²,Lodžie 8 m²,Sklep 7 m²,Lodžie 2 m²,Terasa 1 m²,Terasa 37 m²,Terasa 15 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 350 m²,Balkón 11 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²,Terasa 300 m²
"CZK 8,000","CZK 2,000",729860,Small studio,11/21/2022,13 m²,Fully furnished,3,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,,,CZK 0,Brick,New-build,G,,,,1.0,,Up to 10 years,,,Standard,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,500",747928,2+kk,10/27/2022,49 m²,Fully furnished,1,1.0,221.63,1067.53,189.91,1164.56,528.9,1100.2,735.32,587.2,842.06,517.89,"Boloňská, Prague - Horní Měcholupy",50.04838,14.55874,,,"CZK 20,000",Brick,Very good,C,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,240","CZK 3,760",644354,Studio,12/1/2022,26 m²,Fully furnished,2,1.0,354.23,663.43,231.82,786.8,331.69,757.64,1187.56,618.11,1123.94,121.38,"Peroutkova, Prague - Radlice",50.058484,14.378329,,,"CZK 17,000",Other,Very good,G,,,,,,Up to 10 years,,,Standard,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",745463,Studio,10/30/2022,46 m²,Partly,5,,213.99,1986.46,1149.13,1745.32,274.72,1392.97,840.78,1454.11,1140.96,762.91,"Mezi Vodami, Prague - Modřany",50.01425,14.40083,,,"CZK 27,000",Brick,New-build,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,000",95371,Small studio,11/1/2022,27 m²,Partly,3,,248.41,441.52,190.69,211.34,158.92,211.11,511.18,738.99,710.62,589.76,"Vlastislavova, Prague - Nusle",50.0651978,14.4429669,,,"CZK 15,000",Brick,,,,,,,,Over 50 years,,,Standard,,,,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,200",744884,2+kk,11/1/2022,52 m²,Partly,4,1.0,195.52,1608.98,133.82,1648.95,200.33,189.4,777.29,212.32,1184.04,156.46,"Bratislavská, Prague - Hostivař",50.04402,14.51721,,,"CZK 42,400",Other,Very good,B,,,,1.0,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,000","CZK 11,000",747924,4+kk,11/1/2022,131 m²,Unfurnished,7,,233.16,527.52,235.21,339.98,11.77,220.36,346.97,141.66,460.06,232.51,"U Kanálky, Prague - Vinohrady",50.07744,14.44624,,,"CZK 98,000",Brick,Very good,G,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500",604244,Studio,11/1/2022,42 m²,,3,1.0,121.73,523.09,216.71,467.89,51.45,428.17,201.44,318.89,276.38,563.51,"Jeronýmova, Prague - Žižkov",50.086888,14.4482,,,"CZK 13,000",Brick,Very good,D,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",747905,2+kk,10/27/2022,60 m²,Unfurnished,1,,211.28,398.21,166.08,419.89,134.74,368.07,258.12,121.18,496.54,164.66,"Korunní, Prague - Vinohrady",50.07525,14.44719,,,"CZK 21,000",Brick,Very good,G,,,,,,,,,Standard,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,000",174298,2+kk,11/1/2022,45 m²,Partly,2,,248.41,441.52,190.69,211.34,158.92,211.11,511.18,738.99,710.62,589.76,"Vlastislavova, Prague - Nusle",50.0651978,14.4429669,,,"CZK 15,000",Brick,,,,,,,,Over 50 years,,,Standard,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",414616,Studio,11/1/2022,26 m²,Unfurnished,2,1.0,172.33,747.36,133.31,383.32,149.39,316.43,545.4,247.0,139.57,286.64,"Biskupcova, Prague - Žižkov",50.0917339,14.4822434,,,"CZK 169,978",Brick,Very good,B,,,,,,,,,Standard,,,Personal,Central,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,138","CZK 8,712",747904,1 bedroom,10/29/2022,30 m²,Fully furnished,3,1.0,390.19,1780.37,1158.49,1539.06,629.04,878.87,461.79,942.36,478.01,426.3,"Jeřabinová, Prague - Smíchov",50.0749239,14.359682,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 5,000",740636,Studio,11/15/2022,58 m²,Fully furnished,3,1.0,233.47,437.35,169.28,279.19,158.02,212.34,325.01,370.86,210.14,428.9,Prague - Vršovice,50.0674,14.4519,,,"CZK 30,000",Brick,Very good,C,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 1,200",580360,Studio,10/27/2022,25 m²,Fully furnished,1,,180.22,317.05,268.97,2315.69,112.12,245.98,764.74,1001.42,2528.61,330.27,Prague - Dolní Chabry,50.145084,14.450038,,1.0,"CZK 13,000",Brick,Good,C,,,,,,Up to 10 years,,,Standard,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",747899,2+kk,12/1/2022,41 m²,Partly,6,,133.49,780.61,451.33,820.58,128.84,849.93,550.91,355.81,231.72,235.06,"Hostivařská, Prague - Hostivař",50.05105,14.52633,,,"CZK 15,000",Prefab concrete,Very good,G,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,900","CZK 2,500",652598,Small studio,11/4/2022,25 m²,Fully furnished,1,,287.5,584.79,320.16,2168.1,319.66,602.45,386.95,404.66,1181.19,334.82,"Ke Hřišti, Prague - Čimice",50.138321,14.432798,,,"CZK 12,900",Brick,Very good,B,,,,,,Up to 10 years,,,Luxurious,,,Personal,Other,,Complete,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,938","CZK 16,312",744437,4+1,12/1/2022,118 m²,Fully furnished,5,1.0,10.09,941.97,67.62,646.62,248.31,375.19,227.43,495.09,1021.07,415.81,"Grafická, Prague - Smíchov",50.0722637,14.3926388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,400","CZK 3,600",747887,Studio,11/1/2022,40 m²,Partly,5,1.0,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,"Štěchovická, Prague - Strašnice",50.07176,14.49995,,,"CZK 36,000",Other,New-build,B,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 5,000",731640,2 bedroom,10/28/2022,57 m²,Partly,1,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,,,"CZK 20,000",Brick,Very good,B,,,,1.0,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 7,500",746504,2+kk,10/20/2022,50 m²,Fully furnished,3,1.0,413.54,744.02,401.31,592.5,438.03,733.32,542.0,902.11,1.99,407.83,"Pod Klaudiánkou, Prague - Podolí",50.05435,14.42251,,,"CZK 56,000",Other,New-build,G,,,1.0,1.0,,,,,Luxurious,,,,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000",746533,Studio,10/20/2022,40 m²,Fully furnished,3,,413.54,744.02,401.31,592.5,438.03,733.32,542.0,902.11,1.99,407.83,"Pod Klaudiánkou, Prague - Podolí",50.05435,14.42251,,,"CZK 40,000",Brick,New-build,G,,,,,,Up to 10 years,,,Luxurious,,,,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 8,500",747788,3+kk,10/26/2022,98 m²,Fully furnished,3,1.0,225.61,549.92,121.01,248.92,9.61,235.2,278.79,387.65,180.91,363.2,"Bílkova, Prague - Staré Město",50.09129,14.42169,,,"CZK 90,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,900",569229,3+1,11/1/2022,61 m²,Unfurnished,3,,346.65,385.1,354.41,474.54,224.32,689.06,345.64,208.63,1503.27,188.9,"Novoborská, Prague - Prosek",50.1241793,14.5015127,1.0,,"CZK 16,000",Prefab concrete,Very good,,,,,,,,,,,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500","CZK 2,500",683367,Small studio,12/1/2022,15 m²,Fully furnished,2,,209.16,839.76,687.0,717.08,200.67,660.61,596.35,348.29,668.79,408.31,Prague - Stodůlky,50.04951,14.32643,,1.0,CZK 0,Brick,Good,G,,,,1.0,,10 to 30 years,,,Standard,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 5,000",380086,2+kk,10/22/2022,76 m²,Fully furnished,2,,147.18,682.76,367.88,685.45,667.12,571.0,773.92,600.1,1295.73,262.67,"Do Klukovic, Prague - Hlubočepy",50.0354278,14.3700267,,,"CZK 24,500",Brick,,C,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,000",451823,1 bedroom,11/6/2022,58 m²,Partly,3,,163.61,219.11,151.65,732.34,99.16,397.7,227.66,237.57,518.13,271.68,"Šumavská, Prague - Vinohrady",50.0740589,14.4437095,,,"CZK 15,000",Brick,Very good,D,,,,,,,,,Standard,,,Personal,Gas boiler,,Complete,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",747884,2+kk,11/1/2022,44 m²,Fully furnished,3,,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,"Štěchovická, Prague - Strašnice",50.07176,14.49995,,,"CZK 40,000",Other,New-build,B,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 2,500",747673,Studio,10/31/2022,25 m²,Fully furnished,1,,122.4,4811.45,2085.62,6040.49,2487.87,5476.74,2299.39,2291.49,3298.55,2369.51,"Na Cikánce, Prague - Radotín",49.99684,14.3205,,,"CZK 25,000",Other,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",747039,Small studio,10/22/2022,35 m²,Fully furnished,3,1.0,188.38,298.81,282.93,303.83,237.42,182.23,701.51,348.52,349.72,113.85,"Jemnická, Prague - Michle",50.04898,14.45703,,,"CZK 25,000",Brick,Very good,A,,,1.0,,1.0,Up to 10 years,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 5,000",569318,2 bedroom,11/1/2022,61 m²,Fully furnished,2,1.0,252.37,189.31,99.18,212.73,108.58,57.88,308.83,463.59,1208.04,275.91,"Kladenská, Prague - Vokovice",50.0963542,14.3590518,,,"CZK 62,000",Brick,Very good,C,,,,1.0,,,,,Luxurious,,,Personal,Distance,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 46,530","CZK 15,510",746227,2 bedroom,12/17/2022,48 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,300","CZK 12,100",747870,3+1,12/26/2022,96 m²,Fully furnished,5,1.0,99.53,260.16,62.64,93.65,6.85,222.0,321.74,519.59,396.11,642.83,"Londýnská, Prague - Vinohrady",50.0761895,14.4328649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,250","CZK 8,750",747869,1 bedroom,12/26/2022,56 m²,Fully furnished,5,1.0,152.25,672.65,40.42,444.62,81.03,447.64,262.25,308.06,547.1,276.36,"Slovinská, Prague - Vršovice",50.0716124,14.4594622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",747210,2+kk,12/23/2022,60 m²,Fully furnished,3,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",746620,2+kk,11/2/2022,48 m²,Fully furnished,3,1.0,188.32,492.36,64.31,169.76,16.44,202.35,307.51,551.4,544.96,488.43,"Řeznická, Prague - Nové Město",50.0781758,14.4220203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,900",747850,3+1,12/1/2022,67 m²,Partly,10,1.0,432.24,1429.54,112.12,1514.02,344.59,633.74,356.64,680.87,1240.45,133.59,"Černého, Prague - Střížkov",50.13195,14.48574,,,"CZK 36,000",Prefab concrete,Very good,G,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,000","CZK 8,000",746979,4+1,11/15/2022,135 m²,Partly,2,,400.01,660.41,116.64,757.12,189.52,720.7,472.58,198.74,575.52,181.44,"U Havlíčkových sadů, Prague - Vinohrady",50.07042,14.4433,,,"CZK 55,000",Brick,Very good,G,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,453","CZK 3,817",745100,4+kk,11/21/2022,60 m²,Fully furnished,-1,,128.07,590.39,54.39,441.02,27.54,567.88,151.31,255.51,710.79,142.74,"Masarykovo nábřeží, Prague - Nové Město",50.0778219,14.4145055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000",673720,3+kk,11/15/2022,76 m²,Fully furnished,3,1.0,327.29,1229.43,243.16,270.0,157.01,286.62,126.2,363.98,375.91,117.22,"Vratislavova, Prague - Vyšehrad",50.0661,14.41981,,,"CZK 48,000",Brick,Very good,D,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500",747669,2+kk,10/26/2022,50 m²,Fully furnished,1,,126.86,927.75,528.62,1209.72,132.49,569.33,339.56,480.48,640.96,436.23,Prague - Záběhlice,50.05248,14.49585,,,"CZK 37,000",Brick,Very good,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 5,000",657825,3+kk,12/1/2022,75 m²,Fully furnished,4,1.0,196.64,404.82,171.62,356.58,162.27,311.06,385.38,761.82,198.54,312.52,"Poupětova, Prague - Holešovice",50.10655,14.44765,,,"CZK 26,000",Brick,New-build,C,,,1.0,1.0,1.0,,1.0,,,,,Personal,Distance,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",746967,2+kk,10/21/2022,56 m²,Unfurnished,4,,189.88,754.26,493.13,493.85,115.89,251.95,296.59,578.41,664.4,172.09,"Počátecká, Prague - Michle",50.04359,14.45589,,,"CZK 25,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,900","CZK 6,700",747834,3+kk,10/26/2022,78 m²,Partly,1,1.0,267.73,726.33,171.87,513.12,269.34,1128.42,822.15,421.92,733.09,445.26,"Na Farkáně Ⅱ, Prague - Radlice",50.05989,14.38326,,,"CZK 30,000",Brick,New-build,A,,,1.0,,1.0,,,,,,,Personal,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,500",747620,1 bedroom,11/1/2022,47 m²,Unfurnished,2,,142.69,833.14,369.92,496.18,331.67,388.96,232.07,472.46,468.74,477.07,"Slávy Horníka, Prague - Košíře",50.06828,14.36827,,,"CZK 16,500",Brick,Very good,G,,,,,,,,,,,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000",744764,2+kk,11/4/2022,51 m²,Fully furnished,2,1.0,419.22,1300.74,1308.62,1345.5,1021.54,1398.09,651.81,482.16,1045.55,376.02,"Naskové, Prague - Košíře",50.06164,14.36178,,,"CZK 28,000",Low-energy,New-build,B,,,1.0,1.0,,Up to 10 years,,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,500",747827,Studio,11/1/2022,33 m²,Partly,8,1.0,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,"Čerpadlová, Prague - Vysočany",50.10109,14.5057,,,"CZK 15,500",Brick,New-build,B,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",744960,3+1,11/22/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 4,000",746946,2+kk,11/1/2022,40 m²,Fully furnished,2,,365.21,758.94,194.77,606.48,281.27,667.93,340.68,1510.52,492.71,79.12,"Tasovská, Prague - Zličín",50.0585,14.29021,,,"CZK 20,000",Prefab concrete,Very good,G,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
