Listing ID,Price,Latitude,Longitude,District,Layout,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Floor Space,Refundable security deposit,Ownership Type,Building Type,Heating,Renovation,PENB,Age,Total number of floors,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
707003,"CZK 17,000",50.07061,14.41694,"Pod Slovany, Prague - Nové Město",2 bedroom,"CZK 3,000",Unfurnished,3,No,No,No,No,No,No,No,01. 03. 2022,189,695,107,164,142,133,287,30,340,310,Excellent,71 m²,"CZK 17,000",Personal,Brick building,Gas boiler,Interior,G,,,,,,,,,,
707001,"CZK 18,900",50.0672,14.45578,"Oblouková, Prague - Vršovice",3 bedroom,"CZK 4,500",Partially furnished,,No,No,No,Yes,No,Yes,No,21. 02. 2022,111,152,39,243,32,243,297,487,249,332,Excellent,75 m²,"CZK 38,000",Personal,Brick building,Gas boiler,Overall,G,,Ground floor,,,,,,,,
639881,"CZK 17,990",50.020821,14.40306,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,"CZK 4,500",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,419,659,"1,181",370,"1,106",,,,,,New build,48 m²,"CZK 30,000",Personal,Brick building,District heating,,B,1 to 10 years years,Top floor,Premium materials and solutions,,Yes,,,,,
706080,"CZK 25,000",50.05335,14.49567,"Hyacintová, Prague - Záběhlice",3 bedroom with open-plan kitchen,"CZK 35,000",Furnished,4,No,Yes,No,No,Yes,Yes,Yes,12. 02. 2022,349,"1,005",561,"1,374",212,478,132,897,492,401,Good,450 m²,"CZK 50,000",Personal,Brick building,,,G,,,,,,,,,,
455552,"CZK 12,000",50.079706,14.45761,"Baranova, Prague - Žižkov",Studio,"CZK 2,000",Furnished,5,No,Yes,No,No,No,No,No,01. 04. 2022,279,570,123,350,52,420,398,357,686,113,Excellent,36 m²,"CZK 14,000",Cooperative,Brick building,Central heating,Interior,C,,Top floor,Standard materials and solutions,,,,,,,
290916,"CZK 6,500",50.0683326,14.4921814,"Čestlická, Prague - Strašnice",Small studio,CZK 500,Unfurnished,1,No,No,No,No,No,No,No,,53,"1,086",143,789,98,275,321,549,383,130,,28 m²,"CZK 13,000",Personal,Brick building,,,,,,,,,,,,,
706682,"CZK 80,000",50.06697,14.42146,"Na Slupi, Prague - Vyšehrad",3 bedroom with open-plan kitchen,"CZK 7,000",Furnished,8,No,Yes,No,No,Yes,Yes,Yes,10. 06. 2022,91,"1,015",0,110,32,106,233,513,293,362,New build,117 m²,"CZK 80,000",Personal,Brick building,,,B,,,,,,,,,,
391754,"CZK 14,000",49.9697787,14.3857091,"Jiřího Mašína, Prague - Zbraslav",1 bedroom with open-plan kitchen,"CZK 3,900",Unfurnished,3,Yes,No,No,No,No,No,No,,59,991,295,"1,082",168,189,748,119,202,,Excellent,58 m²,"CZK 18,000",Personal,Brick building,District heating,,,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
706944,"CZK 12,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 04. 2022,344,729,279,694,682,249,662,777,922,508,Excellent,47 m²,"CZK 30,000",Personal,Brick building,,,G,,,,,,,,,,
327297,"CZK 17,500",50.0795223,14.4589054,"Sudoměřská, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 1,704",Partially furnished,6,No,No,Yes,No,No,Yes,No,,230,500,173,357,41,417,511,336,665,151,New build,55 m²,"CZK 20,000",Personal,Brick building,Gas boiler,,,,Attic,,,Yes,,,,,
706056,"CZK 12,500",50.0562541,14.4320938,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,"CZK 1,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 03. 2022,158,984,83,279,168,390,634,361,191,165,Good,46 m²,"CZK 10,000",Cooperative,Prefab concrete building,,,G,,,,,,,,,,
543655,"CZK 14,000",50.0653043,14.4010041,"Na Doubkové, Prague - Smíchov",1 bedroom,"CZK 3,500",Partially furnished,1,Yes,No,No,No,No,No,No,01. 06. 2020,237,479,211,736,421,489,272,438,698,339,Good,55 m²,"CZK 14,000",Personal,Brick building,Central heating,,D,over 50 years years,Middle floor,Standard materials and solutions,,,,,,,
706049,"CZK 12,000",50.1291159,14.4614474,"Šiškova, Prague - Kobylisy",2 bedroom,"CZK 4,000",Partially furnished,3,No,No,No,Yes,Yes,Yes,No,12. 02. 2022,186,843,50,623,276,383,474,196,795,96,Good,64 m²,"CZK 16,000",Cooperative,Prefab concrete building,,,B,,,,,,,,,,
694990,"CZK 27,000",50.101638767123,14.452644197097,"Tusarova, Prague - Holešovice",2 bedroom with open-plan kitchen,"CZK 4,000",Furnished,3,No,No,No,No,No,Yes,No,16. 02. 2022,188,545,95,268,25,205,407,369,113,246,New build,70 m²,"CZK 27,000",Personal,Brick building,,,B,1 to 10 years years,,,,,,,,,
696356,"CZK 22,000",50.07975,14.41832,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,01. 02. 2022,230,595,135,286,20,310,120,331,190,615,Excellent,65 m²,"CZK 25,000",Personal,Brick building,,,G,,,,,,,,,,
706890,"CZK 13,990",50.05203722222,14.33069055555,"Symfonická, Prague - Stodůlky",Studio,"CZK 2,149",Partially furnished,1,Yes,No,No,No,No,Yes,No,,263,979,527,944,628,499,912,521,435,407,Excellent,52 m²,"CZK 16,139",Personal,Other,,,C,,,,,,"CZK 16,139

                                
                                
                
i",,,,
706042,"CZK 12,000",50.09338,14.36867,"Střešovická, Prague - Střešovice",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,202,"1,053",650,"1,257",290,957,759,"1,339",216,163,Excellent,43 m²,"CZK 16,000",Personal,Brick building,,,G,,,,,,,,,,
699509,"CZK 18,500",50.10779,14.47553,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,"CZK 2,350",Partially furnished,6,Yes,No,Yes,No,No,Yes,No,20. 03. 2022,339,694,171,420,182,388,359,517,407,250,New build,55 m²,"CZK 35,000",Personal,Other,District heating,,B,,Middle floor,,,,,,,,
483897,"CZK 21,000",50.13279,14.36972,"Uzoučká, Prague - Suchdol",2 bedroom with open-plan kitchen,"CZK 3,000",Furnished,2,No,No,Yes,No,No,No,No,01. 04. 2022,138,"1,007",405,641,539,988,"1,284",997,"1,023",274,Excellent,92 m²,"CZK 25,000",Personal,Brick building,Gas boiler,,,1 to 10 years years,Attic,,,,,,,,
706036,"CZK 34,000",50.0740185,14.4976206,"Dětská, Prague - Strašnice",3 bedroom with open-plan kitchen,"CZK 4,500",Partially furnished,,No,Yes,No,No,Yes,No,Yes,12. 03. 2022,399,637,257,617,278,641,315,303,684,348,Excellent,130 m²,,Personal,Brick building,Gas boiler,Overall,G,,,Standard materials and solutions,170 m²,,,,,,
706884,"CZK 15,000",50.03939,14.3161,"Radouňova, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,16. 02. 2022,280,"1,022",674,978,668,686,679,"1,036","1,068",102,Excellent,60 m²,"CZK 18,500",Personal,Brick building,,,G,,,,,,,,,,
706881,"CZK 16,000",50.0514134,14.5223345,"Hálův statek, Prague - Hostivař",1 bedroom with open-plan kitchen,"CZK 4,200",Partially furnished,2,Yes,No,Yes,No,No,No,Yes,01. 04. 2022,273,578,460,507,562,582,634,592,360,244,New build,50 m²,,Personal,Brick building,,,B,,,,,,,,,,
589152,"CZK 10,000",50.075161,14.486166,"Krátká, Prague - Vinohrady",Small studio,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,No,17. 02. 2022,276,514,81,366,341,388,515,636,896,320,Excellent,25 m²,"CZK 10,000",Personal,Brick building,,,F,1 to 10 years years,,,,,,,,,
706862,"CZK 8,000",50.09061,14.44044,"Za Poříčskou bránou, Prague - Karlín",1 bedroom,"CZK 2,800",Partially furnished,3,No,No,No,No,No,Yes,No,02. 03. 2022,204,720,323,398,14,454,483,930,566,408,Excellent,24 m²,"CZK 10,800",Personal,Brick building,,,G,,,,,,,,,,
150112,"CZK 12,000",50.0559665,14.4511103,"Nuselská, Prague - Michle",1 bedroom,CZK 300,Unfurnished,2,No,No,No,No,No,No,No,07. 03. 2022,250,322,184,253,199,"1,094",364,707,630,420,,35 m²,"CZK 13,500",Personal,Brick building,,,,,,,,,,,,,
587725,"CZK 19,000",50.013689,14.400643,"Pískařská, Prague - Modřany",1 bedroom with open-plan kitchen,"CZK 3,700",Partially furnished,3,No,Yes,Yes,Yes,Yes,Yes,Yes,01. 03. 2022,196,"1,129",313,"1,425",843,"1,434","1,179",765,,,Excellent,66 m²,"CZK 25,000",Personal,Brick building,Central heating,,A,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
116882,"CZK 9,000",50.073526,14.444901,"Luzicka, Prague - Vinohrady",Studio,CZK 750,Furnished,,No,No,No,No,Yes,No,No,01. 03. 2021,282,248,199,741,215,518,425,398,428,215,Excellent,15 m²,"CZK 12,000",Personal,Brick building,District heating,,,1 to 10 years years,,Standard materials and solutions,200 m²,,,,,,
447031,"CZK 12,400",50.0885471,14.4580317,"Koněvova, Prague - Žižkov",Studio,"CZK 2,198",Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,388,293,199,577,120,228,356,526,207,465,New build,31 m²,,Personal,Low-energy building,,,A,1 to 10 years years,,Premium materials and solutions,,Yes,,,,,
706848,"CZK 14,999",50.05882,14.43473,"5. května, Prague - Nusle",Studio,"CZK 3,399",Partially furnished,6,No,Yes,No,No,No,Yes,No,17. 02. 2022,317,"1,130",260,493,337,521,519,640,395,632,New build,33 m²,"CZK 18,398",Personal,Brick building,,,A,,,,,,,,,,
518218,"CZK 25,000",50.070427,14.4189049,Prague - Nové Město,2 bedroom with open-plan kitchen,"CZK 1,250",Furnished,5,Yes,Yes,No,No,No,Yes,No,31. 10. 2021,71,622,117,63,70,159,169,165,296,444,Excellent,82 m²,,Personal,Brick building,Gas boiler,Overall,C,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
706842,"CZK 15,000",50.13177,14.45644,"Mašínova, Prague - Kobylisy",2 bedroom with open-plan kitchen,"CZK 5,000",Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,248,"1,242",429,"1,119",107,778,"1,012",634,"1,192",370,Excellent,83 m²,"CZK 20,000",Personal,Brick building,,,F,,,,,,,,,,
688170,"CZK 28,000",50.07052,14.41875,"Vyšehradská, Prague - Nové Město",2 bedroom with open-plan kitchen,"CZK 1,500",Furnished,5,Yes,Yes,No,No,No,Yes,No,11. 02. 2022,73,606,101,47,3,143,190,149,259,381,Excellent,82 m²,,Personal,Brick building,Gas boiler,Overall,C,1 to 10 years years,,Premium materials and solutions,,,,,,,
705027,"CZK 12,000",50.01236,14.54705,"Formanská, Prague - Újezd u Průhonic",Studio,"CZK 3,000",Unfurnished,1,No,No,No,No,No,No,No,03. 02. 2022,84,10,83,626,321,,,,,,Excellent,49 m²,"CZK 36,000",Personal,Brick building,,,G,,,,,,,,,,
633017,"CZK 15,400",50.073347,14.429008,"Sokolská, Prague - Nové Město",Studio,"CZK 4,100",Furnished,3,No,No,No,No,Yes,Yes,No,16. 02. 2022,165,741,184,331,26,278,415,490,473,523,Excellent,28 m²,"CZK 5,000",Personal,Brick building,Central heating,Overall,C,1 to 10 years years,Ground floor,Premium materials and solutions,,,,,,,
598101,"CZK 32,000",50.132957,14.434955,"Pekařova, Prague - Bohnice",2 bedroom with open-plan kitchen,"CZK 5,000",Furnished,1,Yes,Yes,Yes,No,Yes,No,Yes,01. 04. 2022,407,437,262,418,959,836,491,336,310,,New build,85 m²,"CZK 50,000",Personal,Brick building,Gas boiler,,A,,Ground floor,Premium materials and solutions,96 m²,Yes,,,,,
704485,"CZK 14,000",50.0695973,14.4736698,"Amurská, Prague - Vršovice",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,31. 01. 2022,256,432,184,286,53,467,114,233,182,277,Excellent,48 m²,"CZK 14,000",Personal,Brick building,Central heating,Interior,A,,Middle floor,Standard materials and solutions,,,,,,,
687896,"CZK 14,000",50.06117,14.40262,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,15. 10. 2021,190,736,233,"1,164",176,210,819,918,902,698,Good,60 m²,"CZK 28,000",Personal,Brick building,,,G,,,,,,,,,,
575397,"CZK 19,900",50.0663211,14.4311281,"Sekaninova, Prague - Nusle",1 bedroom with open-plan kitchen,"CZK 1,000",Furnished,5,Yes,Yes,No,No,Yes,No,Yes,15. 03. 2022,237,627,167,761,64,289,395,448,223,185,New build,45 m²,,Personal,Brick building,Gas boiler,Overall,C,1 to 10 years years,Top floor,Premium materials and solutions,,Yes,,,,,
706779,"CZK 10,000",50.05744,14.44172,"Na Veselí, Prague - Nusle",Studio,CZK 300,Furnished,1,No,No,Yes,No,Yes,No,No,28. 02. 2022,93,"1,160",310,788,288,706,484,459,690,203,Excellent,30 m²,"CZK 30,000",Personal,Brick building,Gas boiler,Interior,E,1 to 10 years years,Raised ground floor,Standard materials and solutions,,,,,,,
706771,"CZK 14,000",50.04544,14.32438,"U Jezera, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 2,500",Partially furnished,6,No,No,No,No,No,No,No,01. 03. 2022,257,651,252,178,284,255,188,17,224,43,Excellent,48 m²,"CZK 14,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,"CZK 2,830",Partially furnished,2,Yes,No,No,No,No,No,No,,47,610,174,526,170,489,289,179,808,150,,43 m²,"CZK 11,000",Personal,Brick building,District heating,,,,,,,,,,,,
706759,"CZK 11,990",50.05788083333,14.44697694444,"Družstevní ochoz, Prague - Nusle",1 bedroom,"CZK 2,667",Partially furnished,1,Yes,No,No,No,No,No,No,,351,871,162,382,179,962,516,408,842,138,Excellent,36 m²,"CZK 14,657",Personal,Brick building,,,C,,,,,,"CZK 14,657

                                
                                
                
i",,,,
561986,"CZK 13,000",50.0446855,14.3198354,"Trávníčkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 3,000",Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 02. 2022,210,"1,009",215,258,578,242,259,317,580,177,,51 m²,,Cooperative,Prefab concrete building,District heating,,,,,,,,,,,,
614434,"CZK 10,000",50.071331,14.448994,"Černomořská, Prague - Vršovice",Studio,CZK 400,Unfurnished,3,No,No,No,No,No,No,No,01. 03. 2022,201,740,210,313,151,549,256,541,260,380,Excellent,28 m²,"CZK 20,000",Personal,Brick building,Other,Interior,G,,Middle floor,Standard materials and solutions,,,,,,,
271040,"CZK 13,900",50.0761854,14.4314938,"Vocelova, Prague - Vinohrady",1 bedroom with open-plan kitchen,CZK 500,Partially furnished,2,No,No,No,No,No,No,No,01. 01. 1970,45,354,45,80,54,132,402,477,353,504,,50 m²,"CZK 13,900",Personal,Brick building,,,,,,,,,,,,,
698932,"CZK 26,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,240,604,53,296,31,392,129,248,272,533,Excellent,88 m²,"CZK 30,000",Personal,Brick building,Electric boiler,Overall,A,,Middle floor,,,,,,,,
605136,"CZK 25,000",50.095329,14.458173,"Kaizlovy Sady, Prague - Karlín",2 bedroom with open-plan kitchen,"CZK 3,485",Furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,01. 12. 2021,85,789,82,529,83,486,289,"1,008",537,220,Excellent,78 m²,"CZK 27,000",Personal,Brick building,Central heating,Overall,B,,Middle floor,,15 m²,,,,,,
706699,"CZK 8,390",50.07716,14.49625,"Černokostelecká, Prague - Strašnice",Studio,"CZK 1,900",Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,130,297,88,562,325,596,605,313,"1,038",165,Excellent,22 m²,"CZK 10,290",Personal,Brick building,,,G,,,,,,,,,,
578793,"CZK 11,500",50.064006,14.510408,"Konojedská, Prague - Strašnice",1 bedroom,"CZK 3,500",Furnished,1,Yes,No,No,No,No,Yes,No,14. 02. 2022,321,574,"1,181",15,565,319,393,407,313,,Excellent,33 m²,"CZK 15,000",Personal,Brick building,Central heating,Interior,D,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
445036,"CZK 10,000",50.0580695,14.2841563,"Míšovická, Prague - Zličín",Studio,"CZK 3,500",Furnished,1,No,Yes,No,No,Yes,No,No,,386,879,798,728,675,852,64,936,104,,,32 m²,,Personal,Prefab concrete building,,,,,,,,,,,,,
706702,"CZK 16,500",50.11029,14.473,"Horovo náměstí, Prague - Libeň",2 bedroom with open-plan kitchen,"CZK 1,500",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,191,"1,134",193,571,318,214,315,888,291,182,Excellent,73 m²,"CZK 17,500",Personal,Brick building,,,G,,,,,,,,,,
484018,"CZK 16,000",50.1051921,14.4782886,"Na Žertvách, Prague - Libeň",1 bedroom with open-plan kitchen,"CZK 2,400",Furnished,2,Yes,No,No,No,Yes,Yes,No,01. 03. 2022,149,401,184,406,75,353,450,258,395,220,Excellent,64 m²,"CZK 19,000",,Brick building,,,,,,,,,,,,,
698437,"CZK 13,000",50.12662,14.41972,"Hnězdenská, Prague - Troja",Studio,"CZK 3,000",Furnished,5,Yes,No,No,Yes,Yes,No,No,15. 02. 2022,304,228,253,298,122,272,739,892,"1,291",400,New build,37 m²,"CZK 14,000",Personal,Brick building,District heating,Interior,B,1 to 10 years years,Middle floor,Standard materials and solutions,,Yes,,,,,
706678,"CZK 18,900",50.06483,14.41,"Na Plzeňce, Prague - Smíchov",2 bedroom,"CZK 1,100",Furnished,4,No,No,No,No,Yes,Yes,No,01. 03. 2022,291,463,331,937,295,708,760,998,450,491,Excellent,82 m²,,Other,Brick building,,,G,,,,,,,,,,
625757,"CZK 26,000",50.072344,14.439922,"Jana Masaryka, Prague - Vinohrady",1 bedroom,"CZK 1,900",,2,No,No,No,No,No,Yes,No,31. 03. 2022,151,370,148,629,46,497,204,285,670,428,Excellent,49 m²,"CZK 26,000",Personal,Brick building,,,B,,,,,,,,,,
706675,"CZK 12,990",50.10241638888,14.47648416666,"Sokolovská, Prague - Libeň",1 bedroom,"CZK 3,479",Furnished,1,No,No,Yes,No,No,No,No,,130,222,63,270,198,305,184,230,208,532,Excellent,44 m²,"CZK 16,469",Personal,Brick building,,,B,,,,,,"CZK 16,469

                                
                                
                
i",,,,
706672,"CZK 15,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,"CZK 3,149",,6,Yes,No,Yes,No,No,No,No,,231,905,57,356,196,707,438,604,840,175,Excellent,45 m²,"CZK 19,139",Personal,Brick building,,,C,,,,,,"CZK 19,139

                                
                                
                
i",,,,
706668,"CZK 17,500",50.0885503,14.3441736,"Křenova, Prague - Veleslavín",3 bedroom,"CZK 4,500",Partially furnished,1,No,No,Yes,No,No,No,No,15. 02. 2022,80,381,12,18,105,0,298,280,691,230,Good,74 m²,"CZK 25,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
628779,"CZK 14,000",50.061238,14.402847,"Na Neklance, Prague - Smíchov",2 bedroom,"CZK 3,500",Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,191,720,249,"1,181",193,193,835,922,918,682,Excellent,48 m²,,Personal,Brick building,,Overall,G,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
389581,"CZK 13,000",50.0433026,14.5670631,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,"CZK 3,200",Partially furnished,4,Yes,No,No,No,Yes,Yes,No,,73,967,207,779,680,199,629,627,"1,168",545,New build,44 m²,"CZK 13,000",Personal,Brick building,District heating,,C,1 to 10 years years,,Standard materials and solutions,,Yes,,,,,
706648,"CZK 16,900",50.06633,14.39952,"Bieblova, Prague - Smíchov",Studio,"CZK 3,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,56,286,17,658,228,370,90,284,546,223,New build,32 m²,"CZK 16,900",Personal,Low-energy building,,,A,,,,,,,,,,
488534,"CZK 15,500",50.06984,14.4750555,"Lvovská, Prague - Vršovice",2 bedroom,"CZK 4,000",Partially furnished,7,No,No,Yes,No,No,Yes,No,14. 02. 2022,181,314,178,402,130,362,151,158,136,180,,70 m²,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
706559,"CZK 21,000",50.0923343,14.4901038,"Koněvova, Prague - Žižkov",2 bedroom,"CZK 3,900",Unfurnished,3,No,No,No,No,Yes,No,No,14. 03. 2022,154,132,233,218,33,110,265,268,459,218,Excellent,76 m²,"CZK 33,000",Personal,Brick building,,,C,,Attic,,,,,,,,
706598,"CZK 13,000",50.0593,14.44594,"Na Jezerce, Prague - Nusle",Studio,CZK 500,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,304,"1,031",101,509,195,761,592,642,682,298,Excellent,35 m²,"CZK 13,500",Cooperative,Low-energy building,,,G,,,,,,,,,,
72709,"CZK 13,500",50.09027,14.42609,"Rybná, Prague - Staré Město",Small studio,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,123,154,53,66,16,193,208,159,150,201,,31 m²,"CZK 17,000",Personal,Brick building,,,,,,,,,,,,,
705768,"CZK 10,000",50.0482863,14.5243139,Prague - Hostivař,Small studio,"CZK 3,000",Furnished,2,No,No,Yes,Yes,Yes,Yes,No,01. 03. 2022,225,"1,085",479,"1,065",12,711,485,493,666,345,Excellent,20 m²,"CZK 20,000",Personal,Prefab concrete building,,,A,,,,,,,,,,
699025,"CZK 21,000",50.10904,14.44733,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,"CZK 5,000",Partially furnished,3,No,No,Yes,No,Yes,Yes,No,15. 02. 2022,167,654,39,587,258,432,138,"1,015",529,133,Excellent,52 m²,"CZK 30,000",Personal,Brick building,,Overall,A,,Middle floor,Standard materials and solutions,,,,,,,
689604,"CZK 37,000",50.078855,14.4503271,"Laubova, Prague - Vinohrady",4 bedroom,"CZK 2,400",Partially furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,170,234,0,233,74,262,103,243,592,130,Excellent,145 m²,"CZK 74,000",Personal,Brick building,,,G,,,,,,,,,,
693758,"CZK 13,000",50.10778,14.47439,"Andrštova, Prague - Libeň",Studio,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,311,762,258,352,250,361,291,585,379,318,Good,48 m²,"CZK 15,000",Personal,Brick building,,,G,,,,,,,,,,
705674,"CZK 18,000",50.072196135771,14.454171862148,"Ruská, Prague - Vršovice",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,4,No,No,No,No,No,Yes,No,30. 06. 2022,277,778,123,555,93,553,243,323,423,294,Excellent,46 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
706421,"CZK 12,000",50.04379,14.45913,"Jihlavská, Prague - Michle",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 05. 2022,275,743,292,772,137,380,604,568,654,306,Good,42 m²,"CZK 15,000",Personal,Brick building,Gas boiler,Exterior,G,30 to 50 years years,Raised ground floor,Standard materials and solutions,,,,,,,
706540,"CZK 12,000",50.05328,14.5131,"Velenovského, Prague - Záběhlice",2 bedroom,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,15. 02. 2022,223,396,386,344,167,392,815,930,730,223,New build,44 m²,"CZK 15,000",Personal,Brick building,,,A,,,,,,,,,,
544059,"CZK 12,500",50.0431159,14.3133445,"Toufarova, Prague - Stodůlky",Studio,"CZK 2,500",Partially furnished,,No,Yes,No,No,Yes,Yes,No,01. 02. 2022,267,495,240,809,830,438,788,568,"1,041",592,,33 m²,"CZK 15,000",Personal,Brick building,,,A,,,,,Yes,,,,,
72896,"CZK 13,000",50.0768004519,14.4043958187,"Arbesovo náměstí, Prague - Smíchov",1 bedroom,"CZK 1,000",Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,77,217,16,68,72,104,224,909,729,358,,53 m²,"CZK 14,000",Personal,Brick building,Other,,G,,Middle floor,,,,,,,,
572023,"CZK 19,000",50.0853905,14.3438632,"Nad Alejí, Prague - Břevnov",2 bedroom,"CZK 4,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,215,648,278,410,132,428,77,197,638,226,Excellent,54 m²,"CZK 30,000",Personal,Prefab concrete building,District heating,Overall,,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
263448,"CZK 10,000",50.1035108,14.4551188,Prague - Holešovice,Small studio,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,99,526,165,258,35,162,712,674,123,527,,20 m²,"CZK 12,000",Personal,Brick building,,,,,,,,,,,,,
484129,"CZK 13,500",50.1028214,14.5708852,"Vašátkova, Prague - Černý Most",1 bedroom with open-plan kitchen,"CZK 2,330",Partially furnished,1,No,No,No,No,No,No,No,07. 02. 2022,223,"1,207",345,978,477,589,396,540,418,,,50 m²,"CZK 13,500",Personal,Prefab concrete building,District heating,Overall,,1 to 10 years years,Ground floor,Standard materials and solutions,,,,,,,
690394,"CZK 12,000",50.12306,14.45288,"Nad Šutkou, Prague - Kobylisy",1 bedroom,CZK 690,Unfurnished,2,Yes,No,No,No,No,No,No,01. 11. 2021,9,724,131,219,124,187,269,661,"1,098",377,Excellent,54 m²,"CZK 24,000",Personal,Brick building,,,G,,,,,,,,,,
706450,"CZK 14,000",50.09259,14.45566,"Šaldova, Prague - Karlín",Studio,"CZK 2,785",Partially furnished,1,No,No,No,No,No,No,No,14. 02. 2022,360,709,135,310,149,173,353,"1,283",224,211,Excellent,40 m²,"CZK 28,000",Personal,Brick building,,,G,,,,,,,,,,
547167,"CZK 16,500",50.1077073,14.527514,Prague - Hloubětín,1 bedroom with open-plan kitchen,"CZK 2,630",Partially furnished,4,Yes,No,No,No,No,No,No,01. 08. 2020,67,"1,106",506,"1,088",770,903,"1,053",852,979,325,New build,53 m²,"CZK 10,000",Cooperative,Low-energy building,District heating,,B,1 to 10 years years,,Premium materials and solutions,,Yes,,,,,
673717,"CZK 13,000",50.0408926,14.3920654,Prague - Hlubočepy,1 bedroom,"CZK 2,000",Furnished,2,No,No,No,No,Yes,No,No,01. 09. 2021,165,170,147,913,508,301,242,,,,Excellent,34 m²,"CZK 10,000",Personal,Brick building,Electric boiler,Interior,G,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
31263,CZK 1,50.1115724,14.4775255,Prague - Libeň,3 bedroom,CZK 1,Furnished,,No,No,No,No,No,No,No,26. 02. 2021,207,"1,286",438,977,150,622,756,"1,018",699,41,Good,70 m²,"CZK 14,996",Personal,Brick building,Gas boiler,,,,Ground floor,Standard materials and solutions,,,,,,,
645720,"CZK 12,000",50.003901,14.405669,"Komořanská, Prague - Modřany",1 bedroom with open-plan kitchen,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,Yes,01. 04. 2022,140,"1,036",152,"1,078",108,130,138,177,787,73,Excellent,41 m²,"CZK 15,000",Personal,Prefab concrete building,,,C,,Middle floor,,,,,,,,
