Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,Renovation,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
641285,"CZK 22,000",50.064835,14.508364,"Konojedská, Prague - Strašnice",3 bedroom,Excellent,124 m²,"CZK 6,000","CZK 22,000",Personal,Brick building,Partially furnished,3,Yes,Yes,Yes,No,Yes,No,No,03. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,342 m²,Overall,B,285,"1,321",520,997,193,507,485,523,583,424,,,,,,
711531,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,90 m²,"CZK 12,375",,,,Furnished,2,No,No,No,No,No,Yes,No,23. 05. 2022,,,,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,
666032,"CZK 12,500",50.06918,14.43767,"Perucká, Prague - Vinohrady",Studio,New build,26 m²,"CZK 2,900",,Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,No,24. 04. 2022,,Premium materials and solutions,,,,,B,699,818,597,886,615,859,685,606,752,906,Yes,,,,,
712609,"CZK 22,950",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,,39 m²,"CZK 7,650",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,,203,332,57,333,25,268,328,262,694,682,,,,,,
712608,"CZK 12,450",50.0364962,14.4836088,"Kloboukova, Prague - Chodov",Studio,,30 m²,"CZK 4,150",,,,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,,,,,,,329,"1,145",258,979,429,945,711,"1,290",430,200,,,,,,
712607,"CZK 57,000",50.0859057,14.4200254,"Michalská, Prague - Staré Město",3 bedroom,,130 m²,"CZK 19,000",,,,Furnished,3,No,No,No,No,No,No,Yes,01. 06. 2022,,,,,,,,314,347,72,145,13,210,197,621,445,403,,,,,,
712606,"CZK 27,900",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,,41 m²,"CZK 9,300",,,,Furnished,5,No,No,No,No,No,No,No,01. 06. 2022,,,,,,,,394,499,253,432,280,389,317,725,696,412,,,,,,
712605,"CZK 27,195",50.0720218,14.4618189,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,,54 m²,"CZK 9,065",,,,Furnished,5,No,No,No,No,No,No,No,01. 06. 2022,,,,,,,,222,829,176,605,99,603,417,336,724,245,,,,,,
712604,"CZK 20,246",50.0911854,14.3453223,"Krásného, Prague - Veleslavín",2 bedroom,,57 m²,"CZK 6,749",,,,Furnished,6,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,,152,390,102,317,322,292,191,216,697,31,,,,,,
712603,"CZK 36,338",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,,180 m²,"CZK 12,112",,,,Furnished,1,Yes,Yes,No,No,No,No,Yes,01. 06. 2022,,,,,,,,695,843,921,,,,,,,,,,,,,
712602,"CZK 24,000",50.0704764,14.4060248,"Jindřicha Plachty, Prague - Smíchov",Studio,,27 m²,"CZK 8,000",,,,Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,,147,636,95,234,71,178,619,"1,110","1,047",682,,,,,,
708790,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 16,550",,,,Furnished,6,No,No,No,No,No,Yes,No,12. 04. 2022,,,,,,,,62,263,122,95,13,113,64,46,150,138,,,,,,
708789,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,43 m²,"CZK 16,550",,,,Furnished,6,No,No,No,No,No,Yes,No,12. 04. 2022,,,,,,,,62,263,122,95,13,113,64,46,150,138,,,,,,
712600,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 7,875",,,,Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,,220,310,47,185,156,218,202,"1,485",496,451,,,,,,
712599,"CZK 15,750",50.0716124,14.4594622,"Slovinská, Prague - Vršovice",1 bedroom with open-plan kitchen,,42 m²,"CZK 5,250",,,,Furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,,152,674,40,445,81,448,262,312,748,277,,,,,,
712598,"CZK 13,650",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,,24 m²,"CZK 4,550",,,,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,,,,,,,207,626,116,221,143,278,376,548,644,639,,,,,,
712597,"CZK 17,213",50.0529811,14.5019574,"Práčská   f, Prague - Záběhlice",1 bedroom,,40 m²,"CZK 5,737",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 06. 2022,,,,,,,,117,763,781,"1,230",239,789,727,207,"1,037",659,,,,,,
712596,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,56 m²,"CZK 12,500",,,,Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,,243,541,100,272,177,315,457,820,635,594,,,,,,
711896,"CZK 10,000",50.04025,14.42222,"U Dubu, Prague - Braník",Small studio,Excellent,30 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,15. 04. 2022,,,,,,,G,123,"1,066",642,"1,385",405,"1,012",838,745,"1,144",248,,,,,,
712349,"CZK 19,200",50.08781,14.4725,"Ambrožova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,63 m²,"CZK 2,500",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 07. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,B,102,622,257,413,274,484,238,58,551,172,Yes,,,,,
581813,"CZK 24,500",50.080526,14.435781,"Španělská, Prague - Vinohrady",3 bedroom,Good,74 m²,"CZK 5,000","CZK 49,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,15. 04. 2022,,,Gas boiler,Top floor,,Interior,G,223,589,377,471,280,168,321,321,492,732,,,,,,
712587,"CZK 14,000",50.06511,14.45658,"Přípotoční, Prague - Vršovice",1 bedroom,Excellent,50 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,171,318,180,511,168,511,245,575,318,95,,,,,,
711884,"CZK 15,500",50.0575323,14.29175961696,"Do Zahrádek I, Prague - Třebonice",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,900","CZK 25,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,B,653,"1,213",459,981,396,782,978,"1,483",247,819,,,,,,
712585,"CZK 13,000",50.10457,14.39648,"N. A. Někrasova, Prague - Bubeneč",1 bedroom,Excellent,57 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,04. 04. 2022,over 50 years years,Standard materials and solutions,Other,,,Overall,G,127,738,134,167,33,143,316,211,416,52,,,,,,
711868,"CZK 20,000",50.11025,14.47541,"Na Rokytce, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,406","CZK 40,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,G,354,"1,027",326,677,362,404,455,758,422,124,,,,,,
712581,"CZK 12,000",50.07794,14.47652,"Vinohradská, Prague - Vinohrady",Studio,Excellent,32 m²,"CZK 2,300","CZK 12,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,15. 04. 2022,,,,,,,G,10,965,32,465,31,2,720,876,154,132,,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,231,254,267,324,118,268,776,965,"1,244",396,,,,,,
712579,"CZK 15,000",50.05887,14.45047,Prague - Michle,2 bedroom with open-plan kitchen,Excellent,70 m²,CZK 800,"CZK 16,600",Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,,,Other,Middle floor,,Interior,G,62,735,156,141,101,803,116,488,605,289,,,,,,
712575,"CZK 17,000",50.06718,14.31153,"Laudova, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Unfurnished,8,No,No,No,Yes,Yes,Yes,No,01. 06. 2022,,Standard materials and solutions,Central heating,Middle floor,,Overall,C,137,498,395,565,562,478,182,244,"1,062",34,,,,,,
703606,"CZK 14,000",50.0396,14.55988,"Lessnerova, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 28,000",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,,,,,,,A,95,196,132,161,230,141,304,398,759,126,,,,,,
670956,"CZK 24,990",50.10194,14.42425,"Sochařská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,81 m²,CZK 340,"CZK 25,000",Other,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,,,,,,,G,373,427,184,356,181,212,333,223,276,,,,,,,
712564,"CZK 14,000",50.0427,14.4379,"Kovařovicova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 25,000",Personal,Prefab concrete building,Furnished,6,No,No,Yes,Yes,No,Yes,No,02. 04. 2022,,,,,,,G,90,395,202,402,184,454,565,373,360,117,,,,,,
712415,"CZK 12,000",50.07889,14.43626,"Mánesova, Prague - Vinohrady",2 bedroom,Excellent,70 m²,CZK 500,"CZK 24,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,03. 04. 2022,,,,,,,B,134,349,185,252,1,160,205,205,459,698,,,,,,
491626,"CZK 17,500",50.0715736,14.4762758,"Bajkalská, Prague - Vršovice",2 bedroom,,59 m²,"CZK 2,700","CZK 35,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,,,,,,,,178,65,183,341,66,155,203,284,443,287,,,,,,
712289,"CZK 20,706",50.0120548,14.3998802,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,Good,60 m²,"CZK 3,119","CZK 23,825",Personal,Other,,1,No,Yes,No,No,No,Yes,No,30. 03. 2022,,,,,,,,198,"1,078",373,"1,322",740,"1,383","1,378",662,,,,"CZK 3,106",,,,
712045,"CZK 13,172",50.1426903,14.5757532,"Českodubská, Prague - Vinoř",1 bedroom with open-plan kitchen,Good,38 m²,"CZK 3,106","CZK 16,278",Personal,Other,,1,No,No,No,No,No,No,No,28. 03. 2022,,,,,,,,289,362,893,432,876,773,660,438,97,,,"CZK 1,976",,,,
711098,"CZK 15,606",50.0478296,14.5599363,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 1,949","CZK 17,555",Personal,Other,,1,No,No,No,No,No,No,No,14. 03. 2022,,,,,,,,348,959,491,"1,037",69,"1,104",231,238,749,85,,"CZK 2,341",,,,
252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,,43 m²,"CZK 2,830","CZK 11,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,,,,District heating,,,,,47,610,174,526,170,489,289,179,808,150,,,,,,
712555,"CZK 11,000",50.0632765,14.3107686,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 5,300","CZK 11,000",Personal,Prefab concrete building,Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,G,203,276,278,327,436,433,734,681,503,,,,,,,
614387,"CZK 12,000",50.055329,14.444902,"Na Lepším, Prague - Nusle",1 bedroom,Excellent,45 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,G,279,947,172,718,332,876,181,97,761,263,,,,,,
712550,"CZK 22,990",50.15683583333,14.51585,"Marie Podvalové, Prague - Čakovice",2 bedroom with open-plan kitchen,New build,66 m²,"CZK 4,233","CZK 27,223",Personal,Other,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,,,,,,,,G,437,"1,160",338,266,"1,161",213,138,,,,Yes,"CZK 27,223

                                
                                
                
i",,,,
652042,"CZK 14,000",50.105045,14.482592,"Sokolovská, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 18,000",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 01. 1970,1 to 10 years years,,Gas boiler,,,Overall,G,71,500,36,109,324,657,202,654,359,99,,,,,,
629261,"CZK 12,990",50.070006,14.381292,"Hlaváčkova, Prague - Košíře",Studio,New build,31 m²,"CZK 2,200","CZK 21,980",Personal,Other,Partially furnished,5,Yes,No,Yes,Yes,No,Yes,Yes,01. 07. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,B,149,470,66,776,196,883,203,703,"1,101",434,Yes,,,,,
711847,"CZK 20,000",50.0759701,14.5095116,"Třebohostická, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,63 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Partially furnished,2,No,No,No,Yes,No,Yes,Yes,01. 04. 2022,,,,,,,B,378,"1,005",705,"1,127",391,"1,036",777,943,722,,,,,,,
680915,"CZK 28,500",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 32,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,No,10. 04. 2022,,,,,,,G,208,408,151,207,58,181,363,930,293,284,,,,,,
710907,"CZK 15,000",50.0897,14.46926,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,600","CZK 30,000",Personal,Brick building,Unfurnished,1,No,No,Yes,No,No,Yes,No,18. 03. 2022,,,,,,,E,89,751,57,96,32,69,373,378,454,390,,,,,,
709041,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 24,950",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,04. 04. 2022,,,,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,
712532,"CZK 14,500",50.07888,14.49817,"V Úžlabině, Prague - Strašnice",2 bedroom,Excellent,52 m²,"CZK 4,000","CZK 14,500",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,,,G,303,538,242,382,290,335,512,614,"1,164",118,,,,,,
274030,"CZK 14,000",50.0893868,14.3315494,"Naardenská, Prague - Liboc",Studio,New build,53 m²,"CZK 3,000","CZK 14,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,15. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,,,Overall,,407,"1,495",500,"1,099",91,"1,139","1,136",261,670,117,,,,,,
658146,"CZK 12,000",50.08429,14.44904,"Víta Nejedlého, Prague - Žižkov",1 bedroom,Excellent,36 m²,CZK 740,,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,12. 04. 2021,,,Other,,,,F,301,129,59,156,50,149,149,185,228,530,,,,,,
633016,"CZK 15,000",50.029126,14.363101,"Hugo Haase, Prague - Hlubočepy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,000","CZK 28,000",Cooperative,Low-energy building,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,15. 11. 2020,,Premium materials and solutions,Central heating,Middle floor,,,B,380,"1,262",503,"1,242",244,"1,280",473,713,798,486,Yes,,,,,
600497,"CZK 15,000",50.079351,14.458636,"Lucemburská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 05. 2022,,Standard materials and solutions,District heating,,,Interior,,246,517,174,373,68,434,497,362,690,168,,,,,,
712524,"CZK 23,990",50.09188777777,14.45656249999,"Pernerova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,089","CZK 29,079",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,,,,,,,,G,480,857,233,458,177,321,219,"1,137",372,145,,"CZK 29,079

                                
                                
                
i",,,,
712387,"CZK 20,000",50.07415,14.49245,"Věšínova, Prague - Strašnice",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Furnished,3,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,over 50 years years,,Central heating,Middle floor,100 m²,Overall,G,236,263,183,123,228,137,158,473,593,294,,,,,,
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,Excellent,114 m²,CZK 500,"CZK 40,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,Overall,B,158,603,131,173,31,68,243,317,159,223,,,,,,
543655,"CZK 14,000",50.0653043,14.4010041,"Na Doubkové, Prague - Smíchov",1 bedroom,Good,55 m²,"CZK 3,500","CZK 14,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 06. 2020,over 50 years years,Standard materials and solutions,Central heating,Middle floor,,,D,237,479,211,736,421,489,272,438,698,339,,,,,,
712518,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,81 m²,CZK 133,"CZK 72,000",Personal,Other,Furnished,3,No,Yes,No,No,No,No,No,01. 05. 2022,,,,,,,A,,,,,,,,,,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,309,
703821,"CZK 16,000",50.04529,14.45471,"Bítovská, Prague - Michle",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 5,600","CZK 20,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,26. 01. 2022,,,,,,,G,356,550,506,532,254,504,406,375,462,108,,,,,,
711206,"CZK 21,500",50.0739998,14.4353957,Prague - Vinohrady,Studio,Excellent,38 m²,"CZK 4,500","CZK 40,000",Personal,Brick building,Furnished,,Yes,Yes,No,No,No,Yes,No,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Middle floor,,Overall,,170,159,103,200,90,48,92,276,756,899,,,,,,
417903,"CZK 13,000",50.1112851,14.4976064,"Paříkova, Prague - Vysočany",Studio,Excellent,43 m²,"CZK 2,500","CZK 16,000",Other,Brick building,Partially furnished,5,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,10 to 30 years years,Standard materials and solutions,District heating,,,,,0,514,361,282,323,164,688,754,414,408,,,,,,
707326,"CZK 48,000",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,,72 m²,"CZK 16,000",,,,Furnished,5,No,No,No,No,No,Yes,No,16. 05. 2022,,,,,,,,274,300,81,587,69,312,103,253,793,568,,,,,,
711305,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,,27 m²,"CZK 10,750",,,,Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,,,,,,,,272,322,70,607,60,509,83,250,792,565,,,,,,
712513,"CZK 21,675",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,,65 m²,"CZK 7,225",,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,11. 05. 2022,,,,,,,,88,519,253,482,504,524,542,798,830,228,,,,,,
712512,"CZK 28,335",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 9,445",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,
712507,"CZK 10,000",50.102,14.43331,"Veletržní, Prague - Holešovice",Studio,New build,20 m²,CZK 500,"CZK 10,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,B,124,628,3,140,85,176,395,470,848,,,,,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,Excellent,95 m²,"CZK 9,000","CZK 30,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,,,E,144,329,135,144,57,216,290,180,632,156,,,,,,
661029,"CZK 6,000",50.0683635,14.475600908425,"Vladivostocká, Prague - Vršovice",Small studio,Excellent,20 m²,"CZK 3,000","CZK 9,000",,Other,Furnished,3,No,No,No,No,No,Yes,No,03. 05. 2021,,Standard materials and solutions,District heating,Middle floor,,,D,354,475,394,484,256,517,424,298,213,373,,,,,,
712501,"CZK 9,950",49.99005,14.4093,"Na Homoli, Prague - Komořany",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 425,"CZK 20,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,Yes,No,No,04. 04. 2022,over 50 years years,Standard materials and solutions,Other,Middle floor,,Interior,G,80,23,40,"1,232",207,,,,,,,,,,,
1972,"CZK 10,000",50.0432226687,14.4977903366,"Čenětická, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,499","CZK 10,000",Cooperative,Prefab concrete building,Partially furnished,7,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,,Standard materials and solutions,District heating,Middle floor,,Overall,,315,"1,207",366,"1,196",325,"1,099",593,"1,055",721,203,,,,,,
660828,"CZK 10,000",50.102,14.43331,"Veletržní, Prague - Holešovice",Studio,New build,20 m²,CZK 500,"CZK 10,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,B,124,628,3,140,85,176,395,470,848,,,,,,,
630457,"CZK 16,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 2,000",,Other,Brick building,Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,,,,,,,E,216,344,70,346,22,280,306,274,647,724,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",Personal,Brick building,Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,,,,,,,G,50,344,274,458,40,435,343,586,60,470,,,,,,
712492,"CZK 11,000",50.10803,14.44562,"Plynární, Prague - Holešovice",Small studio,Excellent,25 m²,"CZK 3,000","CZK 11,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,08. 04. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,Overall,E,114,582,185,594,83,223,275,937,453,203,,,,,,
712486,"CZK 7,650",50.07802,14.46797,"Vinohradská, Prague - Vinohrady",Studio,Good,30 m²,"CZK 2,005",,Personal,Prefab concrete building,Partially furnished,5,Yes,No,No,No,No,Yes,No,11. 04. 2022,,,,,,,G,54,403,111,317,208,130,172,927,294,149,,,,,,
712484,"CZK 11,500",50.04394,14.32291,"Neustupného, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,44 m²,"CZK 3,500","CZK 15,000",Personal,Prefab concrete building,Unfurnished,2,No,No,Yes,No,No,Yes,No,15. 04. 2022,,,,,,,G,409,721,329,278,528,295,272,333,325,259,,,,,,
712386,"CZK 40,000",50.11185,14.39179,"Heinemannova, Prague - Dejvice",2 bedroom with open-plan kitchen,Excellent,161 m²,"CZK 7,320","CZK 55,000",Personal,Other,Furnished,1,Yes,Yes,No,No,Yes,Yes,No,01. 05. 2022,,,,,,,C,448,24,"1,199",433,879,768,268,356,735,,,,,,,
712480,"CZK 22,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,Excellent,42 m²,CZK 133,"CZK 44,000",Personal,Other,Furnished,13,No,No,Yes,No,Yes,Yes,Yes,22. 07. 2022,,,,,,,A,,,,,,,,,,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,1301,
483370,"CZK 15,000",50.0445677,14.4603603,"Pod dálnicí, Prague - Michle",2 bedroom,Excellent,60 m²,"CZK 4,500","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,19,No,No,No,Yes,No,Yes,No,05. 05. 2022,,,District heating,Middle floor,,,,202,735,303,793,283,439,609,466,425,119,,,,,,
712478,"CZK 16,500",50.04411,14.49162,"Choceradská, Prague - Záběhlice",2 bedroom,Excellent,56 m²,"CZK 4,300","CZK 16,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,G,204,627,366,673,627,184,"1,001","1,256",117,,,,,,,
