Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Heating,Condition,Ownership,Age,Balcony,Parking,New-build,Terrace,Reconstruction,EPC,Designe,Cellar,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee
"CZK 13,800","CZK 2,297",448060,Studio,8/21/2022,31 m²,Partly,4,1.0,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,"CZK 13,800",Brick,,New-build,Personal,Up to 10 years,1.0,,1.0,1.0,,A,Standard,1.0,,,,
"CZK 30,675","CZK 10,225",731228,Studio,8/30/2022,30 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 2,000",731224,2+kk,10/1/2022,75 m²,Partly,1,,255.24,914.69,887.58,978.5,1070.25,1084.82,848.0,956.66,1208.75,610.32,Prague - Stodůlky,50.06476,14.31949,CZK 0,Brick,,New-build,Personal,Up to 10 years,,,1.0,1.0,,D,,1.0,1.0,,,
"CZK 7,000","CZK 2,499",731223,Small studio,8/26/2022,32 m²,Fully furnished,-1,,55.93,1183.25,865.1,1164.8,99.09,1132.03,706.63,821.45,876.06,775.91,Prague - Kyje,50.09897,14.54053,"CZK 7,000",Brick,,New-build,,,,,,,,A,,,,,,
"CZK 25,000","CZK 4,000",724861,3+kk,9/5/2022,95 m²,Fully furnished,1,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,"CZK 40,000",Brick,Electric boiler,Very good,Personal,,,,,,Complete,G,,,,,,
"CZK 28,000","CZK 7,000",730596,3+1,8/23/2022,69 m²,Unfurnished,6,1.0,251.15,665.44,128.98,173.17,28.33,148.87,349.95,431.04,163.8,540.76,Prague - Holešovice,50.10039,14.43109,"CZK 29,000",Brick,,Very good,,,1.0,,,,,G,,1.0,,,1.0,
"CZK 57,000","CZK 19,000",724522,3+1,10/2/2022,130 m²,Fully furnished,3,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,,,,,,1.0,,,
"CZK 45,000","CZK 15,000",723086,2+kk,9/14/2022,70 m²,Fully furnished,4,1.0,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,,,,,,
"CZK 29,175","CZK 9,725",730588,Studio,9/23/2022,30 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 10,500",724600,2+kk,9/21/2022,56 m²,Fully furnished,4,,91.98,204.34,98.75,50.9,42.55,154.76,196.57,433.55,409.29,205.78,"náměstí Bratří Synků, Prague - Nusle",50.0640124,14.439955,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,500",731205,Studio,10/1/2022,38 m²,Partly,8,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,"CZK 51,000",Low-energy,Central,New-build,Personal,,1.0,1.0,1.0,1.0,,B,Luxurious,1.0,1.0,,,
"CZK 16,000","CZK 2,500",151368,Studio,11/1/2022,35 m²,Fully furnished,4,1.0,192.81,450.32,123.58,444.23,107.63,445.32,91.37,277.35,599.07,142.91,"Lannova, Prague - Nové Město",50.0927445,14.4319608,"CZK 20,000",Brick,Central,Very good,Personal,,,,,,Interior,,Luxurious,,,,,
"CZK 32,000","CZK 4,000",731196,Studio,10/10/2022,50 m²,Fully furnished,1,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,"CZK 32,000",Low-energy,,New-build,,,,1.0,,1.0,,G,,,1.0,1.0,,
"CZK 26,000","CZK 2,000",729064,2+kk,8/8/2022,62 m²,Fully furnished,6,1.0,133.89,534.98,98.87,163.12,157.02,73.54,334.02,280.84,454.18,358.34,Prague - Nové Město,50.07173,14.41968,"CZK 26,000",Brick,,New-build,,,,,1.0,,,A,,,,,,
"CZK 30,000","CZK 4,000",730455,4+kk,9/1/2022,75 m²,Partly,2,1.0,247.64,1134.25,797.93,954.31,604.14,1009.82,681.55,1051.65,671.69,96.45,Prague - Řeporyje,50.03934,14.32273,"CZK 50,000",Brick,Distance,Very good,Personal,Up to 10 years,,1.0,,1.0,,G,Standard,1.0,,,,
"CZK 20,000","CZK 3,500",731189,3+kk,8/25/2022,74 m²,Fully furnished,3,1.0,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,"CZK 30,000",Brick,,Very good,,,,,,,,D,,,,,,
"CZK 16,800","CZK 3,800",731182,2 bedroom,8/25/2022,54 m²,Partly,4,1.0,61.07,537.43,327.21,536.24,419.11,541.47,520.21,723.51,679.1,211.63,Prague - Záběhlice,50.05628,14.51321,"CZK 31,977",Prefab concrete,,Very good,,,,,,,,C,,,,,1.0,
"CZK 15,200","CZK 2,720",670902,2+kk,9/1/2022,50 m²,Partly,11,1.0,90.25,545.43,456.45,475.3,475.33,469.93,537.33,1015.48,1351.64,157.08,"Poznaňská, Prague - Bohnice",50.13047,14.4184,"CZK 23,000",Prefab concrete,Central,Very good,Cooperative,30 - 50 years,,1.0,,,Complete,G,Standard,1.0,1.0,,,
"CZK 20,000","CZK 5,952",726780,3+kk,10/1/2022,64 m²,Fully furnished,4,1.0,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,"CZK 20,000",Prefab concrete,,Good,,,1.0,,,,,C,,1.0,,,,
"CZK 15,000","CZK 3,500",568945,Studio,10/1/2022,27 m²,Fully furnished,2,1.0,219.35,537.86,130.41,215.45,28.63,229.92,272.95,478.88,474.73,415.91,"Příčná, Prague - Nové Město",50.0779037,14.4228906,"CZK 18,500",Brick,,,Personal,,1.0,,1.0,,,D,,,,,,
"CZK 12,500","CZK 5,000",731175,Studio,10/1/2022,42 m²,Fully furnished,3,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,"CZK 12,495",Brick,,Very good,,,1.0,,,,,G,,,,,,
"CZK 21,000","CZK 5,000",647821,4+kk,9/1/2022,74 m²,Partly,2,,224.24,379.42,248.66,1352.86,116.55,873.14,768.84,820.64,670.01,63.64,Prague - Krč,50.0211,14.4525,"CZK 25,000",Prefab concrete,,Good,Personal,,,,,,,B,,,,,1.0,
"CZK 15,000","CZK 5,000",728043,2+kk,8/25/2022,50 m²,Unfurnished,3,,472.29,943.14,661.04,1348.71,676.16,989.59,1050.16,1126.49,1467.83,658.23,"Hůrská, Prague - Kyje",50.105237577283,14.554041749073,"CZK 40,000",Brick,Central,New-build,Personal,,1.0,1.0,1.0,,,A,Standard,,,,,
"CZK 25,000","CZK 3,500",731053,3+1,1/15/2023,80 m²,Partly,2,,163.29,926.49,454.19,902.87,485.67,704.88,995.26,691.9,560.36,279.85,Prague - Dejvice,50.09722,14.37377,"CZK 25,000",Brick,,Very good,,,1.0,,,,,G,,1.0,,,,
"CZK 24,990","CZK 1,106",731169,3+kk,8/28/2022,66 m²,Fully furnished,4,,67.68,388.99,216.56,347.61,141.01,364.46,365.92,473.05,330.63,380.94,"Na Zlatnici, Prague - Podolí",50.05788555555,14.42395694444,"CZK 26,096",Brick,,Very good,Personal,,,,,,,C,,,,,,"CZK 26,096"
"CZK 53,510","CZK 17,836",725486,4+1,10/8/2022,110 m²,Fully furnished,7,1.0,348.55,940.69,207.03,294.37,97.8,272.7,322.85,445.04,400.99,361.6,"Divadelní, Prague - Staré Město",50.0824664,14.4140344,,,,,,,1.0,,,1.0,,,,,,,,
"CZK 42,075","CZK 14,025",726062,2 bedroom,10/2/2022,80 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",726073,3+1,9/15/2022,55 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,850",730987,3+1,10/1/2022,65 m²,Fully furnished,5,1.0,123.31,616.48,177.46,428.47,348.1,132.04,278.68,287.58,957.16,215.29,Prague - Horní Měcholupy,50.04099,14.56562,"CZK 50,000",Prefab concrete,,Very good,,,,1.0,,,,G,,1.0,,,1.0,
"CZK 15,000","CZK 4,000",731164,Studio,9/1/2022,27 m²,Fully furnished,12,1.0,100.62,375.97,266.04,308.55,378.85,644.85,330.3,317.34,720.11,280.34,Prague - Háje,50.03133,14.53425,"CZK 30,000",Prefab concrete,,Very good,Personal,,,1.0,,,,C,,1.0,,,,
"CZK 13,000","CZK 2,228",714459,Studio,8/15/2022,30 m²,Fully furnished,1,1.0,151.09,621.17,71.68,397.82,85.37,396.16,175.79,342.31,672.48,333.41,"Bulharská, Prague - Vršovice",50.07165,14.45777,"CZK 25,000",Brick,Central,Very good,Personal,,,,,,Interior,G,Standard,,,,,
"CZK 12,500","CZK 3,500",731165,Studio,8/25/2022,33 m²,Partly,4,1.0,182.11,1074.41,283.25,1012.79,371.69,350.69,363.12,206.49,164.67,174.46,Prague - Střížkov,50.12414,14.48686,"CZK 12,500",Prefab concrete,,Good,,,1.0,,,,,G,,,,,,
"CZK 33,750","CZK 11,250",727478,1 bedroom,9/25/2022,43 m²,Fully furnished,4,1.0,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,,,
"CZK 21,750","CZK 7,250",728426,Studio,10/2/2022,25 m²,Fully furnished,12,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,,,,,,,
"CZK 18,500",CZK 0,127984,2 bedroom,8/29/2022,75 m²,Partly,1,,377.86,952.52,268.88,785.46,427.06,919.2,278.57,123.86,840.54,359.97,"Zdařilá, Prague - Nusle",50.0551428,14.4464394,"CZK 25,000",Brick,Central,Very good,Personal,Over 50 years,,,,,Complete,G,Standard,,,,,
"CZK 25,500","CZK 5,000",673369,3+kk,9/1/2022,77 m²,Unfurnished,2,1.0,0.0,1088.74,986.61,2536.53,657.22,1183.26,1009.64,1934.96,676.02,856.46,"Stochovská, Prague - Ruzyně",50.0841721,14.3121812,"CZK 25,500",Brick,Central,New-build,Personal,Up to 10 years,1.0,1.0,1.0,,,B,Standard,1.0,1.0,,,
"CZK 21,999","CZK 1,500",363249,2+kk,9/1/2022,54 m²,Partly,2,,90.36,29.99,9.53,143.04,111.56,98.54,262.06,593.1,533.99,194.58,"Podolská, Prague - Podolí",50.0587881,14.4209115,"CZK 40,000",Brick,Gas boiler,,Personal,Up to 10 years,,,,,Complete,E,Luxurious,,,,,
"CZK 34,650","CZK 11,550",726077,2 bedroom,9/15/2022,100 m²,Fully furnished,3,1.0,47.36,89.7,50.91,353.17,50.36,559.15,144.5,503.29,323.37,346.2,"Plaská, Prague - Malá Strana",50.0806597,14.4049697,,,,,,,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",728695,4+1,10/4/2022,102 m²,Fully furnished,2,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",728258,2 bedroom,10/1/2022,54 m²,Fully furnished,7,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 6,500",729473,3+kk,9/1/2022,80 m²,Fully furnished,1,1.0,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,"CZK 60,000",Other,,New-build,,,1.0,1.0,1.0,,,B,,,1.0,,,
"CZK 51,840","CZK 17,280",728059,3+1,9/30/2022,85 m²,Fully furnished,2,1.0,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,,,,,,,,,,,,,,,,
"CZK 32,175","CZK 10,725",723520,1 bedroom,9/24/2022,30 m²,Fully furnished,3,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,
"CZK 32,400","CZK 10,800",728253,2 bedroom,10/1/2022,65 m²,Fully furnished,5,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 3,500",729717,2+kk,10/1/2022,46 m²,Fully furnished,4,1.0,284.17,245.2,246.37,273.86,239.52,266.03,346.18,377.4,600.14,218.74,Prague - Stodůlky,50.04412,14.3335,"CZK 23,500",Prefab concrete,Central,Very good,,,,,,,Complete,G,,,,,1.0,
"CZK 6,000",CZK 0,537756,3+1,9/1/2022,12 m²,Fully furnished,1,,194.5,429.47,365.75,708.94,455.47,218.09,610.4,224.28,611.56,109.96,"Heranova, Prague - Stodůlky",50.0450662,14.3128096,CZK 0,Prefab concrete,,,Personal,,,,,,,,,,,,,
"CZK 15,400","CZK 1,930",437630,Studio,8/25/2022,32 m²,Fully furnished,5,1.0,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,"CZK 30,000",Low-energy,Distance,New-build,Personal,Up to 10 years,1.0,,1.0,,,B,Luxurious,,,,,
"CZK 27,000","CZK 2,000",731105,2+kk,8/24/2022,57 m²,Unfurnished,2,,123.88,389.44,377.0,355.55,47.68,331.61,357.79,654.7,1031.57,800.55,Prague - Malá Strana,50.09046,14.40395,CZK 0,Brick,Electric boiler,Very good,,,,,,,,G,Standard,,,1.0,,
"CZK 20,000","CZK 4,343",731129,2+kk,9/5/2022,55 m²,Fully furnished,3,1.0,225.8,186.58,162.91,156.93,59.19,229.02,808.23,113.99,1814.25,141.14,Prague - Jinonice,50.05661,14.3731,"CZK 30,000",Brick,Distance,New-build,Personal,Up to 10 years,1.0,,1.0,,,B,Luxurious,1.0,1.0,,,
"CZK 8,000","CZK 1,500",729860,Small studio,8/22/2022,14 m²,Fully furnished,3,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,CZK 0,Brick,,New-build,,Up to 10 years,,,,,,G,Standard,,,1.0,,
"CZK 17,800","CZK 3,200",662487,2 bedroom,6/1/2021,62 m²,Partly,2,,230.5,1140.69,683.99,849.62,291.59,849.93,1071.43,274.63,780.68,138.49,"Na vysočanských vinicích, Prague - Vysočany",50.11555,14.5086,"CZK 30,000",Brick,,Very good,Personal,,,,,,,G,,1.0,,,1.0,
"CZK 14,000","CZK 2,500",731122,Small studio,8/31/2022,29 m²,Partly,1,,307.47,1054.53,111.91,579.62,318.98,848.81,291.6,207.76,869.04,275.35,Prague - Nusle,50.05621,14.44507,"CZK 28,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 14,800","CZK 2,300",730553,1 bedroom,10/1/2022,43 m²,Partly,3,,401.18,749.85,140.97,350.8,185.5,213.93,310.4,836.12,264.45,209.65,Prague - Karlín,50.09247,14.45611,"CZK 28,000",Brick,,Very good,,,1.0,1.0,,,,G,,,,,,
"CZK 24,500","CZK 4,500",469337,2+kk,10/1/2022,112 m²,Fully furnished,1,1.0,69.35,969.2,421.88,1090.11,379.58,558.23,685.4,555.27,845.41,574.35,Prague - Libeň,50.1193735,14.4697847,"CZK 49,000",Brick,Central,,Personal,,,,1.0,1.0,,B,Luxurious,1.0,1.0,,,
"CZK 10,000","CZK 2,500",575593,Small studio,8/26/2022,30 m²,Fully furnished,2,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,"CZK 12,500",Brick,Electric boiler,Very good,Personal,,,,,,,A,,,,,,
"CZK 8,000","CZK 1,000",685013,6+kk,9/1/2022,150 m²,Fully furnished,2,,293.92,1315.64,723.43,1721.17,455.86,718.94,1138.4,1565.83,1233.41,647.96,"Studnická, Prague - Horní Počernice",50.1088652,14.5988617,"CZK 9,000",Brick,,Very good,Other,,1.0,,,,,G,,,,,,
"CZK 14,000","CZK 2,900",642068,Studio,9/1/2022,34 m²,Fully furnished,2,1.0,144.58,792.76,782.48,777.22,558.62,788.71,888.1,878.85,604.48,269.36,"Mikanova, Prague - Záběhlice",50.053085,14.511128,"CZK 15,000",Brick,,Very good,Personal,10 to 30 years,1.0,,,,,G,Standard,1.0,,,,
"CZK 15,000","CZK 3,000",731115,1 bedroom,8/24/2022,55 m²,Fully furnished,3,1.0,118.47,683.05,94.52,130.44,31.56,919.05,213.34,426.9,650.97,173.18,Prague - Michle,50.05923,14.44966,"CZK 30,000",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 16,500","CZK 5,000",729039,2+kk,8/8/2022,42 m²,Fully furnished,6,1.0,367.59,398.07,131.61,483.36,175.47,197.64,772.54,273.87,330.6,286.39,Prague - Chodov,50.02777,14.4907,"CZK 33,000",Prefab concrete,,Very good,,,,,,,,G,,,,,,
"CZK 18,000","CZK 4,500",582936,3+kk,9/1/2022,56 m²,Unfurnished,1,,231.73,136.03,189.78,194.29,137.29,225.81,43.12,382.88,71.25,292.35,"Saratovská, Prague - Strašnice",50.075045,14.492493,"CZK 36,000",Brick,Central,Very good,Personal,,,,,,Complete,G,,1.0,,,,
"CZK 11,600","CZK 4,000",483067,2+kk,8/20/2022,45 m²,Partly,2,1.0,193.89,630.98,342.79,544.64,275.97,504.97,386.58,561.52,691.76,307.24,"Ohradní, Prague - Michle",50.050726,14.4548252,"CZK 15,000",Prefab concrete,Central,,Cooperative,,,,,,,,Standard,1.0,,,,
"CZK 7,000","CZK 2,000",731039,Small studio,9/1/2022,35 m²,Fully furnished,2,1.0,178.58,1079.2,254.49,1044.37,461.31,619.85,1012.02,752.65,415.0,539.01,Prague - Stodůlky,50.05296,14.33228,"CZK 10,000",Other,,Very good,,,,1.0,,,,G,,,,,,
"CZK 25,900","CZK 2,700",558740,3+kk,10/1/2022,94 m²,Partly,1,,93.85,153.95,23.81,257.54,16.23,257.06,307.72,502.7,285.55,255.73,"Oblouková, Prague - Vršovice",50.0670925,14.4558324,"CZK 47,800",Brick,Gas boiler,Good,Personal,Over 50 years,1.0,,,,Interior,G,Luxurious,1.0,,,,
"CZK 19,000","CZK 5,000",729104,2+kk,8/20/2022,48 m²,Fully furnished,4,1.0,634.27,870.62,220.77,1005.97,282.21,234.65,479.9,251.36,711.03,122.07,Prague - Kunratice,50.02378,14.48676,"CZK 24,000",Brick,Central,Very good,,,1.0,1.0,,,,B,Standard,1.0,1.0,,,
"CZK 8,000","CZK 3,500",544787,Small studio,9/1/2022,19 m²,Fully furnished,,,96.72,989.4,234.88,512.51,13.45,358.12,365.95,354.86,328.29,225.86,"Rašínovo nábřeží, Prague - Nové Město",50.0688474,14.415003,"CZK 11,343",Brick,Central,Very good,Personal,,,,,,,,Standard,,,,,
"CZK 9,900","CZK 5,000",704560,Small studio,2/1/2022,24 m²,Fully furnished,,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,"CZK 15,000",Brick,Distance,Very good,Personal,Up to 10 years,,,,,Complete,G,,1.0,,,,
"CZK 24,000","CZK 6,000",731081,2 bedroom,8/24/2022,100 m²,Partly,5,1.0,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,"CZK 60,000",Brick,,Very good,,,,,,,,B,,,,1.0,,
"CZK 20,000","CZK 4,000",531932,2 bedroom,10/1/2022,50 m²,Partly,5,,35.42,420.61,131.42,161.76,67.56,272.26,361.85,379.4,229.28,240.53,Prague - Vršovice,50.0679028,14.4588789,"CZK 25,000",Brick,,,Personal,,,,,,,C,,,,,,
"CZK 21,500","CZK 2,500",728297,2+kk,9/1/2022,58 m²,Partly,2,1.0,180.7,972.84,122.71,351.25,23.7,396.36,682.88,702.43,520.3,193.82,Prague - Nusle,50.06576,14.42648,"CZK 43,000",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 23,836","CZK 4,100",719023,Studio,8/1/2022,32 m²,Fully furnished,4,1.0,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,"CZK 47,672",Brick,Electric boiler,Very good,Personal,Over 50 years,,,,,Complete,G,Standard,,,,,
"CZK 12,500","CZK 4,000",572946,2 bedroom,8/19/2022,50 m²,Partly,2,,122.27,182.11,97.14,402.41,60.06,61.25,493.68,441.33,743.86,465.99,"Stanislava Kostky Neumanna, Prague - Libeň",50.1199188,14.4584538,"CZK 15,000",Brick,,,Personal,,,,,,,,,,,,,
"CZK 12,500","CZK 5,500",535787,2+kk,9/1/2022,45 m²,Partly,4,1.0,400.69,581.2,115.56,801.04,107.93,474.58,190.59,822.58,484.6,103.39,"Hrabákova, Prague - Chodov",50.0296401,14.4837704,"CZK 20,000",Prefab concrete,,,Personal,,,,,,Complete,,,,,,,
"CZK 15,000","CZK 2,663",520762,Studio,10/1/2022,33 m²,Partly,6,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,"CZK 15,000",Brick,,,Personal,,,1.0,1.0,,,B,,,,,,
"CZK 15,000","CZK 3,000",629291,Studio,9/1/2022,47 m²,Fully furnished,5,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,"CZK 30,000",Brick,Distance,Very good,Cooperative,Over 50 years,,,,1.0,Interior,G,Standard,1.0,,,,
"CZK 18,990","CZK 4,061",731068,2 bedroom,8/29/2022,52 m²,Unfurnished,7,1.0,12.58,498.11,164.0,238.68,117.45,256.45,250.36,127.54,646.92,163.16,"Brunclíkova, Prague - Břevnov",50.08687333333,14.34524444444,"CZK 23,051",Prefab concrete,,Very good,Personal,,1.0,,,,,G,,1.0,,,,"CZK 23,051"
"CZK 13,950","CZK 3,000",731066,Studio,9/1/2022,30 m²,Partly,4,1.0,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,"CZK 20,000",Brick,,Very good,,,,,,,,C,,,,,,
"CZK 9,000","CZK 3,000",731055,Studio,8/24/2022,35 m²,Unfurnished,1,,44.66,1073.48,629.27,1066.13,480.83,554.32,546.65,705.68,1266.62,663.27,Prague - Braník,50.02646,14.41749,"CZK 10,000",Brick,,Good,,,,,,,,G,,1.0,,1.0,,
"CZK 25,200","CZK 4,900",168687,2+kk,9/1/2022,65 m²,Fully furnished,4,,75.58,92.05,73.2,16.18,4.45,124.26,366.36,757.47,337.3,380.95,Prague - Bubeneč,50.1004197,14.423345,"CZK 50,400",Brick,Central,Very good,Personal,,,,,1.0,,G,,,,,,
"CZK 17,400","CZK 1,200",634161,3+kk,9/12/2022,82 m²,Partly,1,,668.11,1132.02,617.56,1283.62,600.92,813.32,905.77,1076.68,530.89,497.59,Prague - Strašnice,50.066691,14.486618,"CZK 25,000",Brick,,Very good,Personal,,1.0,,,,,G,,,,,,
"CZK 15,000","CZK 4,500",573173,2+kk,9/16/2019,48 m²,Fully furnished,8,,202.83,830.23,30.37,642.13,256.73,364.02,470.51,110.03,825.61,111.39,"Šiškova, Prague - Kobylisy",50.1290279,14.4611701,"CZK 15,000",Prefab concrete,Central,,Cooperative,,1.0,,,,Interior,,Standard,,,,,
"CZK 12,000","CZK 1,500",730420,2+kk,8/18/2022,40 m²,Partly,2,,115.96,702.32,13.42,327.37,67.49,406.91,363.64,153.16,192.59,178.95,Prague - Nusle,50.0608,14.42675,"CZK 24,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 26,000","CZK 3,700",731045,2+kk,8/24/2022,48 m²,Fully furnished,1,1.0,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,"CZK 50,000",Brick,,New-build,,Up to 10 years,,1.0,1.0,1.0,,B,Luxurious,,1.0,,,
"CZK 16,000","CZK 4,500",730849,2+kk,9/1/2022,47 m²,Partly,3,1.0,131.97,614.65,167.71,938.18,526.16,312.8,441.85,915.79,284.53,188.63,Prague - Záběhlice,50.05853,14.4948,"CZK 32,000",Prefab concrete,,Very good,,,,,,,,C,,,,,1.0,
"CZK 9,000","CZK 3,000",731042,Small studio,8/31/2022,32 m²,Partly,3,,81.9,982.25,81.47,623.36,129.28,293.27,386.95,881.32,327.11,157.06,Prague - Strašnice,50.07003,14.48853,"CZK 12,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 17,500","CZK 3,500",730701,2+kk,8/21/2022,65 m²,Partly,2,1.0,265.0,976.08,523.77,941.25,483.3,496.25,908.9,521.25,436.99,403.29,Prague - Stodůlky,50.05178,14.33128,"CZK 17,500",Brick,,New-build,,,1.0,,,,,C,,1.0,,,,
"CZK 18,000","CZK 8,500",511073,2 bedroom,11/1/2022,75 m²,Partly,4,,115.25,687.92,89.51,214.74,7.35,83.42,518.41,797.69,441.58,761.65,"Dukelských hrdinů, Prague - Holešovice",50.1027248,14.4328603,"CZK 36,000",Brick,,,Personal,,,,,,,,,,,,,
"CZK 22,950","CZK 6,050",729461,3+kk,8/10/2022,64 m²,Fully furnished,7,1.0,118.26,104.46,115.27,117.85,301.03,138.11,396.16,317.59,242.47,232.25,Prague - Hloubětín,50.10496,14.53836,"CZK 29,000",Brick,,Very good,,,,1.0,,,Complete,G,,1.0,,,1.0,
"CZK 39,000","CZK 7,000",517158,3+1,10/3/2022,85 m²,Fully furnished,3,,295.13,929.65,441.84,565.86,439.45,345.14,741.77,802.36,774.4,312.3,Prague - Dejvice,50.101426,14.3708397,"CZK 70,000",Brick,Gas boiler,Very good,Personal,,1.0,,,,Complete,G,Luxurious,,,,1.0,
"CZK 14,000","CZK 3,920",730406,2+kk,8/18/2022,43 m²,Partly,2,1.0,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,"CZK 28,000",Prefab concrete,,Very good,,,1.0,,,,,G,,1.0,,,,
