Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Balcony,Lift,Terrace,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Domácí mazlíčci vítáni,Parking,Ownership,Reconstruction,Age,Designe,Enclosed balcony,Heating,New-build,Garage,Administrative fee,Plot type
"CZK 15,000","CZK 1,000",697622,1 bedroom,9/1/2022,42 m²,Partly,2,1.0,,1.0,292.69,656.94,498.74,327.69,154.18,1254.37,385.86,685.76,207.05,339.6,"Pod Stárkou, Prague - Michle",50.0576031,14.4536973,"CZK 16,000",B,New-build,Low-energy,,,1.0,Personal,,,Luxurious,1.0,,,,,
"CZK 9,000","CZK 3,000",727085,2 bedroom,9/22/2022,26 m²,Fully furnished,3,,,,240.22,762.14,534.22,521.0,543.1,584.05,536.64,879.96,1049.11,157.74,"U Chmelnice, Prague - Modřany",50.0080579,14.4107768,,,,,,,,,,,,,,,,,
"CZK 34,898","CZK 11,632",726071,2 bedroom,9/10/2022,90 m²,Fully furnished,4,,1.0,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 9,000",728060,1 bedroom,9/21/2022,50 m²,Fully furnished,2,,,,187.82,338.29,111.0,241.4,39.4,347.76,25.85,486.49,569.58,575.91,"Karmelitská, Prague - Malá Strana",50.08657,14.4033198,,,,,,,,,,,,,,,,,
"CZK 31,875","CZK 10,625",725887,2 bedroom,9/13/2022,65 m²,Fully furnished,2,,,,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,,,,,,,,
"CZK 36,450","CZK 12,150",726075,3+kk,9/15/2022,82 m²,Fully furnished,6,,1.0,,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,,,,,,
"CZK 23,760","CZK 7,920",728259,2 bedroom,10/1/2022,60 m²,Fully furnished,1,,,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",727478,1 bedroom,9/25/2022,43 m²,Fully furnished,4,,1.0,,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",727015,1 bedroom,9/21/2022,35 m²,Fully furnished,3,,1.0,,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,,,,,,,1.0,,
"CZK 34,500","CZK 11,500",724514,2 bedroom,9/3/2022,76 m²,Fully furnished,5,,1.0,,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,,,,,,,
"CZK 51,840","CZK 17,280",728059,3+1,9/30/2022,85 m²,Fully furnished,2,,1.0,,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",717694,2+kk,8/22/2022,,Fully furnished,3,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,
"CZK 41,438","CZK 13,812",728262,Studio,9/11/2022,26 m²,Fully furnished,2,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",729182,2+kk,10/15/2022,67 m²,Fully furnished,2,,,,81.58,261.82,179.91,165.34,96.05,235.81,210.32,24.34,339.34,418.58,"Zlatnická, Prague - Nové Město",50.0905181,14.4322974,,,,,,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",728695,4+1,10/4/2022,102 m²,Fully furnished,2,,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,8/22/2022,90 m²,Fully furnished,2,,1.0,,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,
"CZK 32,400","CZK 10,800",728253,2 bedroom,10/1/2022,65 m²,Fully furnished,5,,1.0,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,
"CZK 8,900","CZK 3,100",689133,Studio,8/17/2022,28 m²,Partly,4,,1.0,1.0,325.63,279.64,115.51,2177.18,130.11,325.04,2.2,206.21,1466.61,480.39,"Školní, Prague - Braník",50.03722,14.41341,"CZK 16,000",G,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 22,000","CZK 4,000",197779,2+kk,9/1/2022,60 m²,Fully furnished,5,1.0,1.0,,195.44,463.66,233.63,209.44,268.34,316.67,397.32,439.16,752.79,118.29,"Pod Kavalírkou, Prague - Košíře",50.069057434,14.3726345429,"CZK 26,000",,Very good,Low-energy,1.0,,,Personal,,Up to 10 years,Luxurious,,Central,,,,
"CZK 22,000","CZK 3,000",600303,2+kk,9/1/2022,60 m²,Fully furnished,4,1.0,1.0,,209.59,223.23,37.16,194.83,38.85,132.16,95.36,317.71,278.11,367.81,"Štítného, Prague - Žižkov",50.085184,14.452429,"CZK 23,000",A,Very good,Brick,,,,Personal,Complete,Up to 10 years,Standard,,,,,,
"CZK 11,500","CZK 2,580",730161,Studio,9/30/2022,22 m²,Partly,1,,1.0,,313.68,468.15,553.55,2697.95,331.92,485.82,741.2,610.42,1689.93,249.23,Prague - Čimice,50.14157,14.43307,"CZK 15,000",A,Very good,Prefab concrete,,1.0,,,,,,,,,,,
"CZK 32,000","CZK 4,500",694990,3+kk,9/4/2022,70 m²,Fully furnished,3,,1.0,,215.76,469.07,95.13,267.91,25.12,274.76,406.69,365.8,112.66,398.28,"Tusarova, Prague - Holešovice",50.101638767123,14.452644197097,"CZK 32,000",B,New-build,Brick,1.0,,,Personal,,Up to 10 years,,,,1.0,,,
"CZK 16,000","CZK 3,290",730159,2 bedroom,9/30/2022,54 m²,Partly,11,,1.0,,118.09,489.85,20.91,438.5,309.94,459.86,121.07,212.17,710.25,223.59,Prague - Vršovice,50.0723,14.47152,"CZK 19,290",A,Very good,Prefab concrete,,1.0,,,,,,,,,,,
"CZK 4,000","CZK 2,500",547762,4+1,8/17/2022,10 m²,,4,1.0,1.0,,343.53,1075.45,138.13,909.28,382.08,380.0,744.17,1267.9,614.52,46.73,"Hrdličkova, Prague - Chodov",50.0363218,14.4851105,"CZK 7,000",,,Prefab concrete,,,,Personal,,,,1.0,Central,,,,
"CZK 8,000","CZK 1,000",685013,6+kk,9/1/2022,150 m²,Fully furnished,2,1.0,,,293.92,1315.64,723.43,1721.17,455.86,718.94,1138.4,1565.83,1233.41,647.96,"Studnická, Prague - Horní Počernice",50.1088652,14.5988617,"CZK 9,000",G,Very good,Brick,,,,Other,,,,,,,,,
"CZK 21,000","CZK 3,000",730149,2+kk,9/1/2022,45 m²,Partly,5,,1.0,1.0,306.88,153.0,186.74,193.61,149.85,433.62,372.85,468.9,989.51,228.08,Prague - Vinohrady,50.07826,14.45382,"CZK 24,000",C,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 9,990","CZK 3,500",730142,1 bedroom,8/16/2022,31 m²,Fully furnished,5,,1.0,,199.7,286.81,295.47,268.36,312.88,288.62,201.15,159.89,284.84,115.87,Prague - Hloubětín,50.10361,14.53686,"CZK 9,990",D,Good,Brick,,,,,,,,,,,,,
"CZK 20,000","CZK 8,000",729578,3+kk,9/1/2022,60 m²,Partly,7,1.0,,,320.94,543.82,152.65,630.62,46.44,103.62,115.9,621.44,600.12,518.7,Prague - Břevnov,50.08744,14.36686,"CZK 28,000",D,Very good,Prefab concrete,1.0,,,Personal,Complete,,,,Central,,,,
"CZK 35,000","CZK 10,000",729540,3+kk,9/1/2022,136 m²,Fully furnished,5,,1.0,1.0,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,"Na Výsledku II, Prague - Nusle",50.05555665,14.44677365,"CZK 35,000",G,Very good,Other,1.0,,,,,,,,,,,,
"CZK 12,500","CZK 1,500",623402,Studio,9/1/2022,26 m²,Partly,1,,1.0,,119.72,253.35,187.66,341.99,59.61,456.47,361.12,422.32,279.07,343.72,"Novákových, Prague - Libeň",50.104372,14.477902,"CZK 20,000",,Very good,Brick,,,,Personal,Complete,Up to 10 years,,,Other,,,,
"CZK 14,500","CZK 3,000",729438,1 bedroom,8/17/2022,48 m²,Unfurnished,5,,,,434.9,655.87,466.9,607.76,169.97,682.28,547.75,382.87,338.16,559.67,Prague - Libeň,50.09945,14.4709,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 15,000","CZK 1,000",730119,2+kk,8/16/2022,47 m²,Fully furnished,1,,1.0,,115.52,213.18,87.49,399.12,155.35,260.62,361.69,510.42,495.18,117.86,Prague - Holešovice,50.10328,14.44447,"CZK 15,000",C,Very good,Brick,,1.0,,,,,,,Central,,,,
"CZK 31,000","CZK 6,000",628613,3+1,9/1/2022,89 m²,Fully furnished,1,,1.0,,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,"CZK 31,000",G,Very good,Brick,,,,Personal,Complete,30 - 50 years,Standard,,Electric boiler,,,,
"CZK 19,500","CZK 5,000",550500,2+kk,9/1/2022,45 m²,Fully furnished,3,,1.0,,88.97,116.24,130.39,148.56,32.83,248.95,470.04,547.81,404.84,162.86,"Sokolovská, Prague - Karlín",50.0933848,14.4494205,"CZK 24,500",,,Brick,,,,Personal,,,,,,,,,
"CZK 15,499","CZK 1,500",540296,Studio,8/1/2022,33 m²,Unfurnished,3,1.0,,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,"CZK 40,000",B,New-build,Brick,,,,Personal,,Up to 10 years,Luxurious,,Central,1.0,,,
"CZK 9,500","CZK 2,500",728735,Small studio,9/1/2022,15 m²,Fully furnished,4,,,,6.13,1142.27,634.69,818.33,746.52,711.11,579.27,699.97,377.71,338.38,Prague - Smíchov,50.07075,14.36128,"CZK 12,000",B,Good,Brick,,,,,,,,,,,,,
"CZK 17,500","CZK 1,500",730111,2+kk,9/1/2022,55 m²,Fully furnished,1,,,,129.88,1069.07,205.53,1004.68,159.66,663.48,615.44,421.6,536.05,467.95,Prague - Smíchov,50.06262,14.39664,"CZK 20,000",A,Very good,Brick,1.0,,,,,,,,,,1.0,,
"CZK 15,800","CZK 3,280",570248,Studio,10/1/2022,42 m²,Partly,3,1.0,1.0,,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,"CZK 20,000",C,New-build,Low-energy,1.0,,1.0,Personal,,Up to 10 years,Luxurious,,Distance,1.0,,,
"CZK 12,500","CZK 2,500",730113,Small studio,8/16/2022,32 m²,Partly,1,,,1.0,265.54,457.35,516.76,553.64,567.65,606.23,913.09,589.89,1518.52,803.9,Prague - Jinonice,50.05764,14.36741,"CZK 20,000",B,Very good,Brick,,,,,,,,,,,,,
"CZK 46,000","CZK 10,000",607655,4+1,1/15/2022,145 m²,Fully furnished,1,1.0,1.0,,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,"CZK 92,000",G,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 16,000","CZK 4,000",730100,2 bedroom,8/16/2022,50 m²,Unfurnished,3,1.0,1.0,,231.98,400.68,81.73,1320.65,181.98,823.91,307.39,297.29,243.53,63.79,Prague - Střešovice,50.08683,14.38424,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 20,990","CZK 4,649",730097,3+kk,8/20/2022,70 m²,Partly,4,1.0,,,18.89,637.86,620.35,1804.84,624.01,576.78,115.89,801.14,901.7,732.61,"Vlastina, Prague - Liboc",50.09144722222,14.31673388888,"CZK 25,639",G,Very good,Prefab concrete,1.0,,,Personal,,,,,,,,"CZK 25,639",
"CZK 6,000","CZK 3,000",661029,Small studio,5/3/2021,20 m²,Fully furnished,3,,1.0,,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,"CZK 9,000",D,Very good,Other,,,,,,,Standard,,Distance,,,,
"CZK 18,499","CZK 2,900",730088,1 bedroom,9/5/2022,42 m²,Fully furnished,2,,1.0,,340.95,897.63,209.45,320.71,161.41,757.28,575.98,605.27,662.58,647.43,Prague - Žižkov,50.08608,14.44166,CZK 0,G,Very good,Brick,,,,Personal,Complete,,,,,,,,
"CZK 26,500","CZK 3,000",724897,3+1,8/11/2022,99 m²,Partly,2,1.0,,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,"CZK 60,000",G,Good,Brick,1.0,,1.0,,,,,,,,,,
"CZK 12,490","CZK 2,637",730086,1 bedroom,8/20/2022,33 m²,Unfurnished,6,1.0,1.0,,394.19,523.99,385.26,1684.42,479.12,787.59,712.33,1152.2,912.59,443.77,"V Štíhlách, Prague - Krč",50.02144527777,14.45602166666,"CZK 15,127",G,Good,Prefab concrete,1.0,,,Personal,,,,1.0,,,,"CZK 15,127",
"CZK 43,000","CZK 7,000",730080,3+kk,9/1/2022,90 m²,Partly,2,,1.0,,78.16,287.71,91.16,102.12,98.71,140.37,133.02,301.56,565.88,477.59,Prague - Nové Město,50.09072,14.4351,"CZK 90,000",G,New-build,Brick,1.0,,,,,,,,,,,,
"CZK 20,500","CZK 5,500",683312,2+kk,9/1/2022,64 m²,Fully furnished,5,,1.0,,54.15,613.56,19.65,25.54,43.7,138.5,276.11,361.15,306.6,378.5,"Jana Želivského, Prague - Žižkov",50.08869,14.46837,"CZK 26,000",E,Very good,Brick,1.0,,,Personal,Complete,,,,,,,,
"CZK 18,000","CZK 4,500",729971,2+kk,8/15/2022,54 m²,Partly,1,,1.0,,125.19,476.66,279.77,479.36,289.08,314.3,666.75,218.94,863.25,151.45,Prague - Hlubočepy,50.029679849841,14.361795168886,"CZK 20,000",B,New-build,Brick,,,,Personal,,Up to 10 years,,1.0,Central,1.0,1.0,,
CZK 1,"CZK 2,000",724123,2 bedroom,8/15/2022,73 m²,Unfurnished,5,,,,261.32,369.9,189.95,760.08,189.22,495.41,255.48,280.96,452.06,238.59,Prague - Vinohrady,50.07363,14.44468,CZK 1,G,Under construction,Brick,,,,Personal,Complete,Over 50 years,,,,,,,
"CZK 28,000","CZK 3,904",729808,4+1,8/14/2022,90 m²,Partly,1,,1.0,,372.64,553.15,87.51,772.99,216.28,446.53,178.69,794.53,458.59,198.12,Prague - Chodov,50.03011,14.48337,"CZK 28,000",G,Good,Prefab concrete,1.0,1.0,,,,,,,Central,,,,
"CZK 23,000","CZK 5,000",723662,2+kk,8/15/2022,42 m²,Fully furnished,5,,1.0,1.0,248.13,434.64,284.68,215.85,302.0,423.93,194.53,888.81,323.92,157.1,Prague - Podolí,50.05603,14.42064,"CZK 60,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 16,500","CZK 3,000",729907,2 bedroom,9/12/2022,53 m²,Partly,6,,1.0,,154.59,121.63,210.28,406.06,427.2,165.42,331.31,69.33,839.62,83.63,Prague - Veleslavín,50.09015,14.34795,"CZK 25,000",C,Very good,Prefab concrete,,1.0,,Personal,Complete,,Standard,,Distance,,,,
"CZK 20,000","CZK 8,733",730067,Studio,9/12/2022,56 m²,Fully furnished,3,,1.0,,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,"CZK 20,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 8,300",CZK 0,730065,4+1,10/10/2022,30 m²,Fully furnished,2,,,,416.15,1119.2,164.68,682.83,309.93,545.96,146.46,1060.0,596.48,112.48,Prague - Karlín,50.09357,14.46052,"CZK 12,000",G,Good,Brick,1.0,,,,,,,,,,,,
"CZK 20,000","CZK 4,808",497125,2+kk,1/24/2021,55 m²,Fully furnished,1,1.0,1.0,,289.31,1030.71,185.29,875.56,580.15,1000.2,374.44,2240.15,1249.45,201.42,"Sazovická, Prague - Zličín",50.0570157,14.2807456,"CZK 25,000",,New-build,Brick,,,1.0,Personal,,Up to 10 years,,,Central,1.0,,,
"CZK 19,000","CZK 4,000",482008,2+kk,8/8/2022,65 m²,Partly,2,1.0,,,249.54,867.43,212.32,1207.06,862.83,292.83,389.82,744.76,1019.91,92.49,"Ústavní, Prague - Bohnice",50.1324367,14.4261315,"CZK 23,000",,,Brick,,,,Personal,,,,,Central,,,,
"CZK 16,000","CZK 4,000",600766,2+kk,8/15/2022,56 m²,Partly,1,,1.0,,115.45,128.96,563.8,755.23,442.46,635.86,384.23,834.07,2003.92,309.41,"U Kříže, Prague - Jinonice",50.054407,14.365663,"CZK 16,000",C,Very good,Brick,,,,Personal,,,,,,,1.0,,
"CZK 23,000","CZK 2,256",727374,2+kk,10/1/2022,50 m²,Partly,5,,1.0,,252.56,453.23,124.71,52.98,100.25,351.5,259.61,431.02,408.03,366.27,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,"CZK 50,512",E,Very good,Brick,1.0,,,Personal,Complete,,,,,,,,
"CZK 10,500","CZK 1,000",414688,2+kk,9/10/2022,38 m²,Fully furnished,4,,,,118.09,371.62,7.97,75.43,20.86,115.04,321.87,702.68,523.32,460.15,"Nuselská, Prague - Nusle",50.0635878,14.4426882,"CZK 12,000",C,,Brick,,,,Personal,,Up to 10 years,,,Central,,,,
"CZK 18,500","CZK 3,296",730004,2+kk,11/1/2022,56 m²,Fully furnished,3,1.0,1.0,,154.0,292.25,263.42,401.63,213.4,265.17,710.68,813.9,917.59,101.49,Prague - Uhříněves,50.02973,14.59703,"CZK 30,000",B,New-build,Brick,1.0,,,,,,,,,1.0,,,
"CZK 13,500","CZK 2,500",729950,Studio,8/22/2022,28 m²,Unfurnished,2,,1.0,,111.85,1169.22,640.68,883.83,539.37,955.29,719.13,425.1,588.16,295.46,Prague - Žižkov,50.08774,14.47907,"CZK 27,000",G,Very good,Brick,,,,Personal,Complete,,,,Electric boiler,,,,
"CZK 20,000","CZK 6,000",729510,2 bedroom,9/1/2022,53 m²,Partly,5,,,,225.96,219.82,222.59,435.53,173.44,235.7,437.33,248.87,717.43,172.35,Prague - Krč,50.04266,14.44284,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500",568046,2+kk,8/1/2019,50 m²,Partly,2,,,,115.31,41.79,81.3,214.82,175.84,170.31,293.77,664.87,602.76,201.56,"Vodárenská, Prague - Podolí",50.0585362,14.4205989,"CZK 50,000",,,Brick,,,,Personal,,,,,,,,,
"CZK 17,000","CZK 3,253",730003,3+kk,8/15/2022,48 m²,Partly,13,,1.0,,90.35,334.37,180.12,161.08,60.98,190.91,204.53,131.75,1042.05,295.0,Prague - Vokovice,50.0981,14.35827,"CZK 34,000",C,Very good,Prefab concrete,1.0,,1.0,,,,,1.0,,,,,
"CZK 16,000","CZK 4,000",436544,Studio,9/1/2022,39 m²,Fully furnished,7,,1.0,,214.84,1026.55,103.54,289.25,12.02,147.06,348.71,303.17,388.13,427.28,"Biskupcova, Prague - Žižkov",50.090125,14.473597,"CZK 32,000",,Very good,Brick,,,,Personal,,,,,Gas boiler,,,,
"CZK 15,000","CZK 3,500",660950,Studio,10/1/2022,37 m²,Fully furnished,1,,1.0,,58.78,415.44,123.63,280.09,0.14,348.3,97.19,129.32,470.2,310.79,"Soukenická, Prague - Nové Město",50.09157,14.43123,"CZK 30,000",D,Very good,Brick,1.0,,1.0,Personal,Interior,,Standard,,Distance,,,,
"CZK 17,500","CZK 3,000",729455,2+kk,8/10/2022,56 m²,Fully furnished,3,1.0,1.0,,248.28,1144.48,375.04,1366.78,712.61,394.22,1609.11,747.87,1063.69,167.62,Prague - Michle,50.0574,14.46782,"CZK 30,000",A,New-build,Brick,1.0,,1.0,,,,,,,1.0,1.0,,
"CZK 20,000","CZK 3,000",729985,2+kk,9/1/2022,66 m²,Partly,2,,1.0,,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,"CZK 40,000",G,New-build,Other,,,,,,,,1.0,,1.0,1.0,,
"CZK 17,500","CZK 1,000",730007,2+kk,9/1/2022,46 m²,Fully furnished,2,,,,81.36,725.52,62.05,501.8,69.69,500.51,315.12,191.96,431.0,242.32,Prague - Vršovice,50.07118,14.4607,"CZK 40,000",G,Very good,Brick,1.0,,,Personal,,,,,Electric boiler,,,,
"CZK 14,000","CZK 3,000",729996,2+kk,8/15/2022,39 m²,Fully furnished,5,1.0,,,258.84,486.12,220.91,478.78,179.92,155.7,177.17,233.12,838.22,137.98,Prague - Braník,50.02421,14.42841,"CZK 14,000",G,Good,Prefab concrete,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",729997,3+kk,8/31/2022,84 m²,Partly,10,,,,260.8,329.52,209.48,127.19,366.26,427.71,303.69,423.48,487.81,373.54,Prague - Háje,50.0303,14.53306,"CZK 21,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,
"CZK 17,000","CZK 5,500",666580,3+1,9/1/2022,70 m²,Partly,4,,,,223.93,440.21,127.34,594.23,354.73,535.09,506.22,227.2,639.45,171.86,"Vrátkovská, Prague - Strašnice",50.07767,14.49751,"CZK 22,500",D,Good,Prefab concrete,,,,Cooperative,,,,1.0,,,,,
"CZK 25,000","CZK 5,000",672188,4+kk,10/1/2022,75 m²,Partly,6,,1.0,,347.99,1372.18,309.17,1447.54,319.26,1437.07,229.32,179.55,810.33,112.39,"Pertoldova, Prague - Modřany",50.00133,14.43075,"CZK 30,000",G,Very good,Prefab concrete,1.0,,1.0,Personal,,,,1.0,,,,,
"CZK 9,800",CZK 600,729995,Small studio,8/15/2022,23 m²,Partly,2,,,,88.55,218.51,87.34,265.33,101.22,363.34,431.17,555.65,409.01,250.43,Prague - Vršovice,50.067,14.4571,"CZK 9,800",G,Very good,Brick,,,,,,,,,,,,,
"CZK 16,400","CZK 2,919",729992,Studio,8/15/2022,38 m²,Fully furnished,1,1.0,1.0,,432.29,869.99,174.64,599.8,284.14,257.83,648.15,747.88,800.5,599.28,Prague - Libeň,50.1045744,14.4729762,"CZK 19,319",B,New-build,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,Luxurious,,,1.0,,,
"CZK 25,000","CZK 7,000",726082,1 bedroom,7/17/2022,46 m²,Fully furnished,-1,,,,175.91,451.22,76.55,200.12,61.87,336.74,535.56,596.58,855.68,467.15,Prague - Nové Město,50.07405,14.4145,"CZK 50,000",E,New-build,Brick,,,,Personal,Complete,Over 50 years,Luxurious,,,,,,
"CZK 40,000","CZK 7,000",726083,2 bedroom,7/17/2022,75 m²,Fully furnished,4,,,,175.91,451.22,76.55,200.12,61.87,336.74,535.56,596.58,855.68,467.15,Prague - Nové Město,50.07405,14.4145,"CZK 80,000",E,Very good,Brick,,,,,Complete,,Luxurious,,,,,,
"CZK 13,000","CZK 2,000",729987,1 bedroom,8/15/2022,33 m²,Partly,3,,,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,"CZK 26,000",G,Very good,Brick,,,,,Complete,,Standard,,Electric boiler,,,,
"CZK 17,000","CZK 4,000",697632,2 bedroom,9/1/2022,50 m²,Partly,2,,1.0,,202.75,626.69,131.47,235.42,366.83,797.87,96.63,608.21,504.06,68.68,"náměstí Na Balabence, Prague - Libeň",50.10566,14.48235,"CZK 20,000",G,Very good,Brick,1.0,,,Personal,Complete,,Standard,1.0,Electric boiler,,,,
"CZK 12,000","CZK 2,950",729371,1 bedroom,8/10/2022,47 m²,Partly,5,,1.0,,130.79,263.27,264.44,291.93,331.26,284.1,242.5,421.78,447.15,239.98,Prague - Stodůlky,50.04378,14.32841,"CZK 24,000",G,Good,Prefab concrete,1.0,,,Other,,,,1.0,,,,,
"CZK 17,900","CZK 3,000",255108,2+kk,10/1/2022,55 m²,Partly,2,,1.0,,232.03,881.46,24.72,712.58,417.16,837.22,211.45,2077.16,1086.46,149.0,"Sazovická, Prague - Zličín",50.0577682148,14.2825120987,"CZK 35,800",,New-build,Brick,1.0,,1.0,Personal,,Up to 10 years,Luxurious,1.0,Central,1.0,1.0,,
"CZK 14,000","CZK 2,880",729823,1 bedroom,8/14/2022,32 m²,Partly,1,,,1.0,1183.93,1684.93,1612.87,2153.03,1884.46,1989.34,1758.52,1694.5,1317.94,184.88,Prague - Malá Chuchle,50.02254,14.3885,"CZK 28,000",G,Very good,Brick,,,1.0,,,,,,,,,,
"CZK 25,000","CZK 3,000",729476,3+kk,8/11/2022,69 m²,Partly,8,,1.0,,41.41,357.85,168.15,189.94,112.9,141.5,627.05,443.81,695.08,98.67,Prague - Žižkov,50.0786,14.46037,"CZK 25,000",B,Very good,Low-energy,1.0,1.0,,,,,,,,,,,
"CZK 14,000","CZK 3,500",685886,2+kk,10/1/2022,45 m²,Partly,6,,,,197.45,440.22,120.51,932.98,220.12,436.92,166.15,398.05,246.08,109.28,"Borovanského, Prague - Stodůlky",50.03862,14.34002,"CZK 20,000",G,Very good,Prefab concrete,1.0,,,Cooperative,,,,,,,,,
"CZK 17,000","CZK 3,500",465918,1 bedroom,8/21/2022,37 m²,Fully furnished,3,,,,200.72,600.92,144.24,145.95,138.78,399.64,679.4,511.11,496.57,377.77,"Na Celné, Prague - Smíchov",50.0715092,14.409671,"CZK 20,000",,,Brick,,,,Personal,Complete,,,,Electric boiler,,,,
"CZK 8,000","CZK 3,700",729966,Small studio,8/15/2022,20 m²,Partly,4,,,,111.65,608.86,74.16,512.01,358.21,419.05,256.16,331.17,552.81,125.13,Prague - Vršovice,50.07329,14.47054,"CZK 16,000",G,Good,Brick,,,,,,,,,,,,,
"CZK 13,500","CZK 1,000",729961,Small studio,9/1/2022,28 m²,Partly,4,,,,131.52,150.96,141.36,93.73,15.42,210.61,143.91,438.79,121.75,419.4,Prague - Vršovice,50.06817,14.45449,"CZK 15,000",G,Good,Brick,1.0,1.0,,,,,,,,,,,
"CZK 28,000","CZK 1,860",632286,2 bedroom,11/13/2020,99 m²,Partly,2,,,,478.8,591.92,370.65,828.73,398.29,798.26,428.22,378.25,620.85,677.83,"Perucká, Prague - Vinohrady",50.068862,14.438625,"CZK 35,000",G,Good,Brick,,,1.0,Personal,,Over 50 years,Standard,,,,,,
"CZK 18,000","CZK 4,000",422289,3+kk,9/1/2022,62 m²,Partly,1,,,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,"CZK 25,000",,Very good,Prefab concrete,,,,Cooperative,Interior,,Standard,1.0,Central,,,,
