Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Reconstruction,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Lift,Designe,Parking,Garage,Cellar,New-build,Domácí mazlíčci vítáni,Terrace,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 22,000","CZK 4,500","CZK 50,000",728893,Studio,9/12/2022,,B,,39 m²,Partly,5,Low-energy,,,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,New-build,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,
"CZK 14,000",CZK 0,"CZK 14,000",583578,,8/30/2022,Cooperative,C,Gas boiler,15 m²,Fully furnished,1,Brick,10 to 30 years,Complete,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"Krouzova, Prague - Modřany",50.012335913975,14.418793902307,Good,,1.0,Standard,,,1.0,,,,1.0,,,
"CZK 18,000","CZK 3,800","CZK 36,000",392925,2+kk,9/1/2022,Personal,B,Distance,50 m²,Partly,5,Brick,Up to 10 years,,487.64,1059.79,268.72,1038.86,696.6,637.22,559.36,510.6,1320.66,97.89,Prague - Střížkov,50.1308869,14.4954099,New-build,1.0,1.0,Luxurious,1.0,,,,,,,,,
"CZK 19,000","CZK 3,000","CZK 44,000",686568,Studio,9/15/2022,Personal,E,,26 m²,Fully furnished,2,Brick,Up to 10 years,Complete,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,New-build,,1.0,,,,,,,,,,,
"CZK 23,000","CZK 4,000","CZK 27,000",730804,3+1,10/1/2022,,G,,77 m²,Partly,2,Brick,,,473.84,1388.43,450.65,1215.14,466.26,729.37,635.55,575.59,435.22,232.77,Prague - Vokovice,50.10084,14.34982,Very good,,,,1.0,,1.0,,1.0,,,,,
"CZK 4,900","CZK 1,000",CZK 0,686626,2 bedroom,9/1/2022,Personal,G,Central,50 m²,Fully furnished,4,Brick,,,180.5,668.29,52.54,601.09,271.63,449.0,151.53,1025.29,424.12,87.77,"Ortenovo náměstí, Prague - Holešovice",50.10915,14.44742,Very good,,,,,,,,,,,,,
"CZK 60,000","CZK 6,000","CZK 120,000",731171,4+kk,8/25/2022,,G,,130 m²,Partly,5,Brick,,Complete,264.54,188.83,342.77,281.35,223.32,522.66,177.43,189.95,990.47,464.35,Prague - Malá Strana,50.08904,14.40703,Very good,1.0,,,,,1.0,,,1.0,,,,
"CZK 29,000","CZK 7,000","CZK 50,000",472794,3+1,10/1/2022,Personal,,,105 m²,Partly,2,Brick,,Complete,144.2,197.38,28.0,235.07,11.48,250.9,340.48,492.72,328.98,306.07,Prague - Vršovice,50.0674451,14.4566149,Very good,1.0,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 48,000",249879,2+kk,10/1/2022,Personal,,Electric boiler,66 m²,Fully furnished,2,Brick,,,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,Very good,,1.0,,1.0,,,,,,1.0,,,
"CZK 16,000","CZK 3,000","CZK 32,000",731388,2+kk,9/1/2022,,C,Central,58 m²,Partly,3,Brick,,,239.32,721.27,303.79,535.82,218.67,196.36,205.9,255.22,502.0,327.73,Prague - Břevnov,50.08527,14.37305,Very good,1.0,1.0,,,,,,,,,,,
"CZK 17,400","CZK 2,500","CZK 17,400",531248,2+kk,8/29/2022,Personal,A,Central,40 m²,Fully furnished,3,Brick,,Complete,232.35,639.23,694.32,275.43,313.44,544.84,723.66,511.93,1205.5,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,Very good,,,Standard,,,,,,,,,,
"CZK 44,000","CZK 5,000","CZK 50,000",616335,4+1,8/30/2022,Personal,A,Central,150 m²,Partly,2,Brick,,Complete,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,Very good,1.0,,Luxurious,,,,,,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",147926,2+kk,11/1/2022,Personal,B,Central,45 m²,Partly,3,Brick,,,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,Very good,1.0,,Standard,,,,,,,,,,
"CZK 38,000","CZK 6,140","CZK 60,000",714349,3+1,9/1/2022,Personal,G,,125 m²,Partly,4,Brick,,Interior,169.6,512.43,178.1,306.01,36.59,299.49,192.69,443.73,233.23,420.28,"Bílkova, Prague - Staré Město",50.09099,14.42074,Very good,,1.0,,,,1.0,,,,,,,
"CZK 21,500","CZK 3,058","CZK 32,250",386583,2+kk,9/5/2022,Personal,,Central,66 m²,Partly,6,Prefab concrete,Up to 10 years,,200.44,899.67,116.64,347.09,27.75,327.12,327.09,562.48,353.21,44.52,"Kurta Konráda, Prague - Libeň",50.1050691,14.4879729,New-build,1.0,1.0,Standard,,1.0,1.0,1.0,,,,,,
"CZK 33,000","CZK 10,000","CZK 33,000",729540,3+kk,9/1/2022,,G,,136 m²,Fully furnished,5,Other,,,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,"Na Výsledku II, Prague - Nusle",50.05555665,14.44677365,Very good,,1.0,,,,1.0,,,1.0,,,,
"CZK 23,000","CZK 5,730","CZK 23,000",731351,3+1,8/26/2022,,G,,73 m²,Fully furnished,2,Brick,,,195.03,167.22,83.77,41.96,99.88,440.81,270.05,289.72,1038.17,276.75,Prague - Vinohrady,50.07799,14.45415,Very good,,,,,,,,1.0,,,,,
"CZK 21,000","CZK 4,000","CZK 42,000",731348,2+kk,1/3/2023,Personal,B,Distance,61 m²,Unfurnished,11,Brick,Up to 10 years,,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,Prague - Vysočany,50.10109,14.5057,New-build,1.0,1.0,Standard,1.0,1.0,1.0,1.0,,,,,,
"CZK 19,500","CZK 4,300","CZK 45,000",730680,2+kk,11/1/2022,Personal,D,,51 m²,Fully furnished,3,Prefab concrete,,,77.89,806.6,238.19,510.21,346.43,332.17,116.14,372.1,179.0,189.14,Prague - Letňany,50.13414,14.50913,Very good,,1.0,,,,1.0,,,,1.0,,,
"CZK 23,000","CZK 2,256","CZK 50,512",727374,2+kk,10/1/2022,Personal,E,,50 m²,Partly,5,Brick,,Complete,229.92,458.16,132.37,16.18,66.74,348.3,271.86,425.85,412.95,347.61,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,Very good,,1.0,,,,1.0,,,,,,,
"CZK 26,000","CZK 3,200","CZK 58,400",727402,2 bedroom,10/1/2022,Personal,E,,70 m²,Partly,4,Brick,,Complete,294.31,695.6,57.95,472.25,12.23,470.59,243.7,242.01,491.49,211.15,"Ruská, Prague - Vršovice",50.07222495,14.45512555,Very good,1.0,,,,,,,,,,,,
"CZK 19,485",CZK 949,"CZK 20,500",731337,2+kk,8/15/2022,Personal,,,40 m²,,1,Other,,,133.2,734.92,342.02,599.67,131.95,302.7,365.01,319.07,608.33,405.73,"Nad Kajetánkou, Prague - Břevnov",50.0861501,14.3723843,Good,,,,,,,,,,,"CZK 2,923",,
"CZK 14,000","CZK 3,600","CZK 14,000",505470,2+kk,10/1/2022,Personal,D,Distance,43 m²,Partly,7,Prefab concrete,,Bathroom unit,97.07,518.62,175.18,614.86,171.34,492.91,345.02,334.45,1585.25,88.37,"Famfulíkova, Prague - Kobylisy",50.1318409,14.4711883,Very good,,1.0,,,,,,,,,,,
"CZK 19,800","CZK 2,000","CZK 24,000",606361,2 bedroom,9/1/2022,Personal,B,Electric boiler,67 m²,Partly,1,Brick,,Complete,131.48,515.69,253.55,394.7,118.91,600.85,270.67,1270.4,155.34,163.32,"Jana Zajíce, Prague - Bubeneč",50.100818,14.417075,Very good,,,Standard,,,,,,,,,,
"CZK 12,500","CZK 3,000","CZK 25,000",494175,Studio,10/1/2022,Personal,C,Gas boiler,37 m²,Partly,2,Brick,Up to 10 years,,47.67,1568.73,316.33,6476.7,1240.54,1317.99,1068.01,1008.14,1397.71,1080.16,"Rosická, Prague - Vinoř",50.1531832,14.5860847,,1.0,,,,,,,,,,,,
"CZK 14,900","CZK 2,750","CZK 20,000",731312,Studio,9/1/2022,,G,,30 m²,Fully furnished,1,Brick,,Complete,176.41,649.83,330.27,562.13,263.45,522.46,374.06,579.0,711.15,324.72,Prague - Michle,50.05069,14.45507,New-build,,1.0,,,,,,,,,,,
"CZK 25,000","CZK 4,900","CZK 25,000",197587,2 bedroom,9/1/2022,Personal,,,61 m²,Unfurnished,3,Brick,,,280.18,564.46,136.33,351.39,55.11,370.66,313.06,353.83,691.04,109.51,"Baranova, Prague - Žižkov",50.0797815,14.4578475,,,1.0,,,,,,,,,,,
"CZK 18,000","CZK 3,300","CZK 18,000",731302,2+kk,8/29/2022,,G,,54 m²,Fully furnished,3,Brick,,,31.51,318.45,10.06,91.13,129.35,27.18,280.16,239.27,458.26,223.91,Prague - Holešovice,50.10271,14.45017,New-build,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 34,000",731225,2+kk,8/25/2022,,B,,63 m²,Fully furnished,2,Brick,,,153.7,333.61,320.29,4087.24,225.91,3065.42,236.07,387.04,474.19,187.51,Prague - Běchovice,50.08199,14.6153,New-build,1.0,1.0,,,,,1.0,,,,,,
"CZK 37,500","CZK 3,000",CZK 0,710123,5+kk,9/1/2022,,F,,130 m²,Unfurnished,3,Brick,,,363.36,234.94,118.19,197.82,177.62,456.08,270.14,407.61,938.65,192.26,"Velehradská, Prague - Vinohrady",50.07888,14.45376,Very good,,1.0,,,,,,,,,,,
"CZK 25,000","CZK 2,500","CZK 75,000",731209,3+1,9/1/2022,,G,,119 m²,Unfurnished,1,Brick,,,272.1,1369.08,701.74,979.35,495.04,998.56,210.47,580.68,831.59,106.18,Prague - Bubeneč,50.10441,14.40947,Good,,1.0,,,,,,,,,,,
"CZK 26,000","CZK 7,900","CZK 50,000",548506,2+kk,8/21/2022,Personal,B,,54 m²,Fully furnished,4,Brick,Up to 10 years,Complete,196.54,708.6,185.89,175.43,33.46,257.8,76.89,276.1,130.26,252.34,"Vyšehradská, Prague - Nové Město",50.0694781,14.418098,,,1.0,Luxurious,,,1.0,,,,,,,
"CZK 11,500","CZK 2,700","CZK 23,000",731264,Studio,10/1/2022,,G,,30 m²,Partly,2,Brick,,,91.83,807.35,52.77,443.32,82.54,376.43,473.94,213.65,219.21,253.28,Prague - Žižkov,50.09156,14.48126,Very good,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 14,000",726701,Small studio,7/20/2022,,G,,30 m²,Partly,2,Brick,,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,Very good,,,,,,1.0,,,,,,,
"CZK 24,990","CZK 3,388","CZK 28,378",731246,3+kk,9/13/2022,Personal,B,,74 m²,Fully furnished,2,Brick,,,146.07,1733.58,871.94,1739.22,710.76,1359.51,1622.85,1351.31,1109.11,193.83,"Škvorecká, Prague - Stodůlky",50.06,14.33,New-build,1.0,1.0,,,,1.0,1.0,,,,"CZK 28,378",,
"CZK 13,000","CZK 4,200","CZK 20,000",486379,2+kk,9/12/2022,Personal,,,36 m²,Partly,2,Prefab concrete,,Complete,218.79,264.72,214.37,2051.37,180.86,343.29,800.01,189.83,529.94,287.22,"Horolezecká, Prague - Hostivař",50.0517645,14.5438766,Very good,1.0,1.0,,1.0,,1.0,,,,,,,
"CZK 23,990","CZK 4,378","CZK 56,736",731237,2+kk,9/12/2022,Personal,G,,49 m²,Fully furnished,4,Brick,,,267.67,187.24,39.3,41.26,78.77,106.88,417.33,590.18,371.06,221.83,"Kyjevská, Prague - Dejvice",50.09886527777,14.39817361111,Very good,1.0,1.0,,,,1.0,,,,,"CZK 28,368",,
"CZK 22,000","CZK 5,000","CZK 25,000",682392,3+1,9/12/2022,Personal,G,,75 m²,Unfurnished,4,Brick,Over 50 years,Complete,185.73,568.17,158.58,350.06,210.16,318.32,415.22,779.92,428.0,386.65,"Svatoslavova, Prague - Nusle",50.0617576,14.4436839,Very good,,1.0,Standard,,,,,,,,,,
"CZK 20,000","CZK 8,733","CZK 20,000",730067,Studio,9/12/2022,,G,,56 m²,Fully furnished,3,Brick,,,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,Very good,,1.0,,,,1.0,,,,,,,
"CZK 15,200","CZK 2,720","CZK 23,000",670902,2+kk,9/1/2022,Cooperative,G,Central,50 m²,Partly,11,Prefab concrete,30 - 50 years,Complete,90.25,545.43,456.45,475.3,475.33,469.93,537.33,1015.48,1351.64,157.08,"Poznaňská, Prague - Bohnice",50.13047,14.4184,Very good,,1.0,Standard,1.0,1.0,1.0,,,,,,,
"CZK 20,000","CZK 5,952","CZK 20,000",726780,3+kk,10/1/2022,,C,,64 m²,Fully furnished,4,Prefab concrete,,,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,Good,1.0,1.0,,,,1.0,,,,,,,
"CZK 24,990","CZK 1,106","CZK 26,096",731169,3+kk,9/12/2022,Personal,C,,66 m²,Fully furnished,4,Brick,,,67.68,388.99,216.56,347.61,141.01,364.46,365.92,473.05,330.63,380.94,"Na Zlatnici, Prague - Podolí",50.05788555555,14.42395694444,Very good,,,,,,,,,,,"CZK 26,096",,
"CZK 25,500","CZK 5,000","CZK 25,500",673369,3+kk,9/1/2022,Personal,B,Central,77 m²,Unfurnished,2,Brick,Up to 10 years,,0.0,1088.74,986.61,2536.53,657.22,1183.26,1009.64,1934.96,676.02,856.46,"Stochovská, Prague - Ruzyně",50.0841721,14.3121812,New-build,1.0,1.0,Standard,1.0,1.0,1.0,1.0,,,,,,
"CZK 21,999","CZK 1,500","CZK 40,000",363249,2+kk,9/1/2022,Personal,E,Gas boiler,54 m²,Partly,2,Brick,Up to 10 years,Complete,90.36,29.99,9.53,143.04,111.56,98.54,262.06,593.1,533.99,194.58,"Podolská, Prague - Podolí",50.0587881,14.4209115,,,,Luxurious,,,,,,,,,,
"CZK 8,000","CZK 1,500",CZK 0,729860,Small studio,8/22/2022,,G,,13 m²,Fully furnished,3,Brick,Up to 10 years,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,New-build,,,Standard,,,,,1.0,,,,,
"CZK 14,000","CZK 2,500","CZK 28,000",731122,Small studio,8/31/2022,,G,,29 m²,Partly,1,Brick,,,307.47,1054.53,111.91,579.62,318.98,848.81,291.6,207.76,869.04,275.35,Prague - Nusle,50.05621,14.44507,Very good,,,,,,,,,,,,,
"CZK 24,500","CZK 5,500","CZK 49,000",469337,2+kk,10/1/2022,Personal,B,Central,112 m²,Fully furnished,1,Brick,,,69.35,969.2,421.88,1090.11,379.58,558.23,685.4,555.27,845.41,574.35,Prague - Libeň,50.1193735,14.4697847,,,1.0,Luxurious,,1.0,1.0,1.0,,1.0,,,,
"CZK 10,000","CZK 2,500","CZK 12,500",575593,Small studio,8/26/2022,Personal,A,Electric boiler,30 m²,Fully furnished,2,Brick,,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,Very good,,,,,,,,,,,,,
"CZK 25,900","CZK 2,700","CZK 47,800",558740,3+kk,10/1/2022,Personal,G,Gas boiler,94 m²,Partly,1,Brick,Over 50 years,Interior,93.85,153.95,23.81,257.54,16.23,257.06,307.72,502.7,285.55,255.73,"Oblouková, Prague - Vršovice",50.0670925,14.4558324,Good,1.0,,Luxurious,,,1.0,,,,,,,
"CZK 20,000","CZK 4,000","CZK 25,000",531932,2 bedroom,10/1/2022,Personal,C,,50 m²,Partly,5,Brick,,,35.42,420.61,131.42,161.76,67.56,272.26,361.85,379.4,229.28,240.53,Prague - Vršovice,50.0679028,14.4588789,,,,,,,,,,,,,,
"CZK 24,061","CZK 4,100","CZK 48,122",719023,Studio,9/30/2022,Personal,G,Electric boiler,34 m²,Fully furnished,6,Brick,Over 50 years,Complete,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,Very good,,1.0,Standard,,,,,,,,,,
"CZK 25,200","CZK 4,900","CZK 50,400",168687,2+kk,9/15/2022,Personal,G,Central,65 m²,Fully furnished,4,Brick,,,75.58,92.05,73.2,16.18,4.45,124.26,366.36,757.47,337.3,380.95,Prague - Bubeneč,50.1004197,14.423345,Very good,,,,,,,,,1.0,,,,
"CZK 9,000","CZK 3,000","CZK 12,000",731042,Small studio,8/31/2022,,G,,32 m²,Partly,3,Brick,,,81.9,982.25,81.47,623.36,129.28,293.27,386.95,881.32,327.11,157.06,Prague - Strašnice,50.07003,14.48853,Very good,,,,,,,,,,,,,
"CZK 18,000","CZK 8,500","CZK 36,000",511073,2 bedroom,11/1/2022,Personal,,,75 m²,Partly,4,Brick,,,115.25,687.92,89.51,214.74,7.35,83.42,518.41,797.69,441.58,761.65,"Dukelských hrdinů, Prague - Holešovice",50.1027248,14.4328603,,,,,,,,,,,,,,
"CZK 39,000","CZK 7,000","CZK 70,000",517158,3+1,10/3/2022,Personal,G,Gas boiler,85 m²,Fully furnished,3,Brick,,Complete,295.13,929.65,441.84,565.86,439.45,345.14,741.77,802.36,774.4,312.3,Prague - Dejvice,50.101426,14.3708397,Very good,1.0,,Luxurious,,,,,,,1.0,,,
"CZK 14,000","CZK 3,920","CZK 28,000",730406,2+kk,8/18/2022,,G,,43 m²,Partly,2,Prefab concrete,,,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,Very good,1.0,1.0,,,,1.0,,,,,,,
"CZK 13,500","CZK 3,000","CZK 27,000",502005,1 bedroom,11/1/2022,Personal,C,,42 m²,Partly,3,Brick,Up to 10 years,,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,Very good,1.0,1.0,Standard,,,1.0,,,,,,,
"CZK 13,000","CZK 1,800","CZK 18,000",606075,Studio,10/15/2022,Cooperative,,,33 m²,Partly,,Brick,,,222.73,785.34,68.49,304.09,22.82,400.27,445.1,199.39,498.47,434.16,"Podskalská, Prague - Nové Město",50.071165,14.415031,Very good,,1.0,,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",730903,3+1,11/1/2022,Personal,G,Central,78 m²,Partly,10,Prefab concrete,30 - 50 years,,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,Good,,1.0,Standard,,1.0,1.0,,1.0,,1.0,,,
"CZK 12,000","CZK 1,500","CZK 24,000",505631,1 bedroom,8/15/2022,Personal,,Electric boiler,34 m²,Fully furnished,2,Brick,Up to 10 years,Complete,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,,,,Standard,,,,,,,,,,
"CZK 14,000","CZK 3,330","CZK 14,000",594523,1 bedroom,7/20/2022,Personal,F,Distance,43 m²,Partly,2,Brick,,Interior,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,Good,,1.0,,,,,,,,,,,
"CZK 16,500","CZK 5,500","CZK 33,000",554329,2+kk,9/26/2022,Personal,B,Central,49 m²,Partly,3,Brick,Up to 10 years,,53.93,1077.26,371.37,1459.79,267.87,601.61,689.56,1888.92,880.79,507.37,Prague - Radotín,49.9771246,14.3504332,New-build,1.0,,Luxurious,,,,1.0,,,,,,
"CZK 29,000","CZK 5,500","CZK 60,000",730369,3+kk,9/1/2022,,A,,75 m²,Partly,12,Brick,,,107.88,524.34,0.0,172.65,64.52,544.44,488.76,682.57,608.93,127.06,Prague - Strašnice,50.0776705,14.4868989,Very good,1.0,1.0,,,1.0,,,1.0,,,,,
"CZK 17,500","CZK 3,500","CZK 17,500",700035,2+kk,9/1/2022,Personal,D,Distance,50 m²,Fully furnished,7,Brick,,,146.6,1885.82,1048.5,1644.68,378.3,1292.34,740.14,1353.48,1244.54,662.27,"Pískařská, Prague - Modřany",50.013,14.40077,New-build,,1.0,,,1.0,,1.0,,,,,,
"CZK 14,000","CZK 2,500","CZK 15,000",512975,2+kk,9/1/2022,Personal,C,Central,45 m²,Partly,5,Prefab concrete,,,243.69,642.56,158.63,321.57,313,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,,,,,,,,,,,,,,
"CZK 11,999",CZK 1,"CZK 11,999",393325,3+kk,12/1/2021,Other,,,80 m²,Partly,4,Brick,,,223.51,319.98,215.63,105.13,77.74,309.27,96.87,566.4,507.29,77.83,"Nedvědovo náměstí, Prague - Podolí",50.0574231,14.4221377,,1.0,,,,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 17,000",406355,1 bedroom,8/30/2022,Personal,,,40 m²,Fully furnished,2,Brick,,,245.16,118.28,34.46,158.9,60.95,337.88,188.31,373.21,805.61,74.06,"Milešovská, Prague - Vinohrady",50.0788293,14.4518748,Very good,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 25,000",695903,2+kk,10/1/2022,Personal,C,,49 m²,Partly,2,Prefab concrete,,Complete,529.36,659.28,317.84,800.16,310.73,924.8,208.44,1915.55,924.85,70.01,"Milotická, Prague - Zličín",50.05967,14.28446,Very good,1.0,1.0,,1.0,1.0,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 40,000",707900,3+kk,9/15/2022,Personal,E,Distance,59 m²,Partly,1,Brick,Over 50 years,,37.76,388.4,240.97,329.99,222.21,1351.55,231.54,501.54,1091.17,504.16,"Hlavní, Prague - Záběhlice",50.04828,14.49052,Good,,1.0,Standard,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 25,000",730478,2+kk,10/1/2022,,G,,55 m²,Partly,6,Prefab concrete,,,225.43,574.02,73.71,488.02,372.56,473.94,197.36,301.9,1112.72,245.33,Prague - Stodůlky,50.04732,14.34568,Very good,,,,,,,,,,,,,
"CZK 12,500","CZK 2,500","CZK 20,000",170482,Small studio,10/1/2022,Personal,,,28 m²,Partly,5,Brick,,,61.41,341.82,179.51,195.01,106.03,16.4,255.62,214.73,360.82,170.08,"Tusarova, Prague - Holešovice",50.1013189,14.4495232,,1.0,,,,,,,,,,,,
"CZK 10,700","CZK 2,360","CZK 21,400",410669,1 bedroom,10/1/2022,Personal,D,,34 m²,Partly,3,Brick,,,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",730297,Studio,9/1/2022,,C,,38 m²,Fully furnished,5,Low-energy,,,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,Prague - Strašnice,50.07897,14.48762,Very good,1.0,1.0,,1.0,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 27,000",730882,3+1,8/28/2022,,A,,76 m²,Partly,3,Prefab concrete,,,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,Prague - Kamýk,50.01374,14.43016,Good,,,,,,,,,,1.0,,,
"CZK 27,000","CZK 7,000","CZK 30,000",601657,3+kk,9/1/2022,Personal,G,Gas boiler,92 m²,Fully furnished,1,Brick,Up to 10 years,Interior,385.44,258.55,28.35,299.17,17.26,478.16,328.59,513.48,872.36,214.33,"Jagellonská, Prague - Vinohrady",50.079319,14.453,Very good,,,Standard,,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 45,000",593418,2+kk,10/1/2022,Personal,A,,55 m²,,2,Prefab concrete,,,294.21,673.31,134.15,695.24,347.37,573.28,168.91,377.15,1505.14,162.74,"Jelínkova, Prague - Kobylisy",50.132785,14.466411,New-build,,1.0,,,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 40,000",474374,3+kk,6/1/2022,Cooperative,,,72 m²,Partly,3,Prefab concrete,,,89.61,422.46,487.67,590.76,265.68,426.8,499.48,593.53,271.32,350.7,"Pod Jarovem, Prague - Žižkov",50.0895199,14.4891951,,1.0,1.0,,,,,,,,1.0,,,
"CZK 11,200","CZK 3,800","CZK 15,000",730230,2+kk,8/17/2022,,G,,43 m²,Unfurnished,,Brick,,,67.67,505.17,66.53,879.75,114.26,596.76,26.0,196.36,1013.91,346.15,Prague - Košíře,50.07069,14.38098,Very good,,,,,,,,,,,,,
"CZK 23,000","CZK 4,500","CZK 25,000",730818,3+1,8/22/2022,,E,,80 m²,Unfurnished,8,Prefab concrete,,,200.89,268.35,80.24,612.71,250.02,239.34,164.5,293.43,342.4,133.97,Prague - Žižkov,50.08661,14.45867,Good,,1.0,,,,1.0,,1.0,,1.0,,,
"CZK 18,000","CZK 1,500","CZK 36,000",730815,1 bedroom,8/22/2022,,G,,44 m²,Fully furnished,2,Brick,,,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,Prague - Vyšehrad,50.06662,14.42083,New-build,,1.0,,1.0,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 13,000",425448,Small studio,9/1/2022,Personal,,,18 m²,Fully furnished,1,Brick,Up to 10 years,Complete,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,Very good,,,Standard,,,,,,,,,,
"CZK 10,000","CZK 4,500","CZK 14,500",652174,2+kk,9/1/2022,Personal,G,Distance,43 m²,Partly,6,Low-energy,,,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,Good,,1.0,,1.0,,1.0,,,,,,,
"CZK 30,001",CZK 0,"CZK 35,000",730219,3+kk,9/23/2022,Personal,G,,73 m²,Fully furnished,1,Brick,,,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,Very good,1.0,,,1.0,,1.0,,,,,,,
"CZK 14,200","CZK 2,600","CZK 28,400",342199,Studio,10/1/2022,Personal,C,Central,65 m²,Partly,5,Other,Up to 10 years,Complete,180.9,275.92,211.57,252.38,137.33,251.39,270.69,505.51,363.09,285.71,Prague - Podolí,50.0584062,14.4233332,New-build,,1.0,Luxurious,1.0,1.0,,1.0,,1.0,,,,
"CZK 14,000","CZK 2,500","CZK 20,000",730078,Studio,8/18/2022,Personal,G,,26 m²,Partly,,Brick,,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,New-build,,,,,,,1.0,,1.0,,,,
"CZK 18,000",CZK 750,"CZK 40,000",730794,3+1,8/22/2022,,G,,72 m²,Partly,5,Prefab concrete,,,391.46,583.51,405.3,513.38,94.94,580.04,370.59,358.22,1667.49,130.99,Prague - Bohnice,50.12973,14.41257,Very good,,1.0,,,,1.0,,,,,,,
