Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Cellar,Balcony,Parking,Terrace,Garage,New-build,Enclosed balcony,Administrative fee,Plot space,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 16,000",CZK 700,720441,2 bedroom,8/1/2022,58 m²,Partly,3,1.0,,,,,,,,,,,Prague - Holešovice,50.10093,14.44717,"CZK 16,000",Brick,,,Very good,,A,,,,,,,,,,,,,
"CZK 7,900",CZK 1,527670,3+1,6/1/2022,12 m²,Fully furnished,1,,712.47,1373.4,267.07,1418.38,897.57,1161.96,1627.1,997.27,1361.72,812.94,"Elektrárenská, Prague - Michle",50.0626153,14.4757716,"CZK 7,900",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 6,900",CZK 1,627581,5+1,6/1/2022,85 m²,,1,1.0,178.93,294.35,186.18,208.93,238.77,504.97,201.16,320.01,269.48,308.95,"Vladivostocká, Prague - Vršovice",50.068834,14.472029,"CZK 6,900",Prefab concrete,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 14,300",CZK 700,721104,1 bedroom,6/4/2022,49 m²,Unfurnished,5,,159.65,248.77,97.5,198.95,99.92,204.64,210.43,1654.59,178.93,568.1,Prague - Holešovice,50.10103,14.42813,"CZK 14,300",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 24,000","CZK 5,000",14734,3+1,6/10/2022,96 m²,Partly,2,,249.78,2494.48,425.47,2273.25,624.73,892.56,2003.58,725.86,989.63,514.48,"Na Břevnovské pláni, Prague - Břevnov",50.0750479,14.3287835,"CZK 48,000",Brick,Up to 10 years,Complete,Very good,Personal,C,Gas boiler,Standard,,,1.0,,,,,,,,
"CZK 32,000","CZK 4,600",720377,3+kk,5/30/2022,90 m²,Partly,2,1.0,,,,,,,,,,,Prague - Horní Měcholupy,50.05087,14.55396,"CZK 55,000",Low-energy,Up to 10 years,,New-build,,A,,Luxurious,1.0,,1.0,1.0,1.0,1.0,1.0,,,,
"CZK 14,000","CZK 4,500",387708,2+kk,6/4/2022,54 m²,Fully furnished,1,1.0,188.73,438.1,273.33,373.28,308.21,223.59,392.29,653.56,918.85,357.61,Prague - Stodůlky,50.0501333,14.3370523,"CZK 20,000",Brick,,,Very good,Personal,,,,,,,,,,1.0,,,,
"CZK 12,000","CZK 2,500",365943,Small studio,5/31/2022,32 m²,Fully furnished,2,1.0,103.68,730.6,337.62,542.59,462.22,245.54,392.8,401.7,1126.13,328.79,"Hornoměcholupská, Prague - Horní Měcholupy",50.0414001,14.5665541,"CZK 14,500",Brick,,,,Personal,C,,,1.0,1.0,1.0,,,,,,,,
"CZK 24,000","CZK 4,667",569398,2 bedroom,7/15/2022,55 m²,Partly,4,1.0,234.0,48.4,24.9,347.98,72.94,216.47,77.08,125.31,774.11,861.25,"Bruselská, Prague - Vinohrady",50.0725767,14.4357303,"CZK 25,000",Brick,,Complete,,Personal,,,,1.0,,,,,,,,,,
"CZK 7,720","CZK 2,270",593382,3+1,6/26/2022,70 m²,Fully furnished,4,1.0,121.35,642.7,71.49,413.44,71.32,417.2,231.22,280.6,717.13,254.05,"Slovinská, Prague - Vršovice",50.07127,14.459634,"CZK 10,000",Brick,30 - 50 years,Complete,Very good,Personal,C,Other,Standard,1.0,,,,,,,,,,
"CZK 13,700","CZK 2,600",480578,2+kk,7/1/2022,44 m²,Unfurnished,1,,337.53,457.85,364.97,425.03,371.14,320.48,102.76,534.59,1075.36,221.62,"Kladenská, Prague - Vokovice",50.095408047564,14.355584856622,"CZK 13,700",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 7,500","CZK 3,500",721048,3+1,6/3/2022,74 m²,Fully furnished,5,1.0,213.59,494.97,535.05,1153.47,340.51,592.81,303.17,440.9,359.7,263.88,Prague - Chodov,50.03679,14.5004,"CZK 17,000",Prefab concrete,,,Good,,G,,,,1.0,1.0,,,,,,,,
"CZK 19,500","CZK 4,500",721045,3+1,6/25/2022,78 m²,Partly,5,1.0,349.56,827.31,124.2,981.41,396.62,297.16,462.95,263.08,511.43,87.36,Prague - Letňany,50.14089,14.50924,"CZK 21,900",Prefab concrete,,,Very good,,D,,,1.0,1.0,,,,,,,,,
"CZK 17,158",CZK 1,721044,2+kk,6/3/2022,46 m²,Partly,3,1.0,279.73,399.0,449.59,750.66,547.06,485.46,795.95,423.83,857.67,497.81,Prague - Libeň,50.12015,14.46472,"CZK 20,000",Prefab concrete,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 35,000","CZK 6,000",532872,4+1,8/1/2022,112 m²,Partly,1,,211.18,707.65,333.25,586.65,147.42,792.81,488.67,1611.99,128.46,83.62,Prague - Bubeneč,50.1006887,14.4164618,"CZK 50,000",Brick,Over 50 years,,Good,Personal,G,Other,Standard,1.0,1.0,,,,,,,,,
"CZK 23,000","CZK 4,000",721039,4+kk,6/3/2022,72 m²,Fully furnished,2,,219.78,207.3,64.33,294.21,51.09,390.76,366.36,185.31,404.97,123.34,Prague - Háje,50.03254,14.53207,"CZK 40,000",Prefab concrete,,,Very good,,C,,,,,1.0,,,,,,,,
"CZK 16,500","CZK 6,000",720270,Studio,5/29/2022,42 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 33,000",Brick,,,New-build,,A,,,,,1.0,,,1.0,,,,,
"CZK 11,990","CZK 2,523",721038,1 bedroom,6/28/2022,35 m²,Unfurnished,4,1.0,326.98,357.94,294.88,400.62,402.92,564.98,103.0,381.34,614.21,60.66,"Skřivanská, Prague - Malešice",50.08289861111,14.49651805555,"CZK 14,513",Prefab concrete,,,Very good,Personal,G,,,1.0,,,,,,,"CZK 14,513",,,
"CZK 16,000","CZK 5,000",720267,Studio,5/29/2022,35 m²,Partly,2,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",Brick,,,New-build,,A,,,,,1.0,,,1.0,,,,,
"CZK 7,000","CZK 3,000",231034,Small studio,6/28/2022,23 m²,Unfurnished,1,,64.82,1391.28,324.77,1289.53,303.49,995.36,1005.79,865.1,1477.68,521.15,"Davídkova, Prague - Kobylisy",50.133324,14.455523,"CZK 6,000",Brick,,,,Personal,A,Central,,,,,,,,,,,,
"CZK 30,000","CZK 3,000",708966,3+kk,3/2/2022,78 m²,Partly,1,,251.45,320.91,336.17,3090.14,2600.5,2658.27,323.18,2567.15,2130.89,663.19,"Pod Akáty, Prague - Velká Chuchle",50.01264,14.38504,"CZK 33,000",Brick,,,New-build,Personal,G,,,,1.0,1.0,,,,,,,,
"CZK 16,500","CZK 6,000",720260,2+kk,5/29/2022,42 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 33,000",Brick,,,New-build,,A,,,,,1.0,,,1.0,,,,,
"CZK 14,000","CZK 2,500",720259,2+kk,5/29/2022,54 m²,Unfurnished,3,,,,,,,,,,,,Prague - Žižkov,50.08934,14.47485,"CZK 13,500",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 17,000","CZK 3,800",386364,2+kk,7/1/2022,57 m²,Fully furnished,3,1.0,21.07,531.17,16.34,31.23,64.67,281.44,329.87,445.94,429.66,545.76,"Bělohorská, Prague - Břevnov",50.0837744,14.370752,"CZK 30,000",Brick,,Complete,,Personal,,,,,,1.0,,,,,,,,
"CZK 15,990","CZK 2,972",721028,2+kk,6/28/2022,45 m²,,4,1.0,191.03,1013.46,240.73,995.87,95.99,1002.54,159.86,381.04,484.18,241.3,"Voskovcova, Prague - Hlubočepy",50.02934166666,14.36741166666,"CZK 18,962",Prefab concrete,,,Very good,Personal,C,,,1.0,1.0,,,,,,"CZK 18,962",,,
"CZK 15,900","CZK 6,000",720255,2+kk,5/29/2022,35 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",Brick,,,New-build,,A,,,,,1.0,,,1.0,,,,,
"CZK 17,000","CZK 4,000",721024,2+kk,8/1/2022,50 m²,Unfurnished,5,1.0,521.71,2048.1,210.24,1717.01,1300.44,794.28,1123.67,1436.73,1159.86,230.17,Prague - Vysočany,50.10361,14.50819,"CZK 21,000",Brick,,,Very good,,G,,,1.0,1.0,1.0,,,,,,,,
"CZK 15,000","CZK 3,500",339546,Studio,6/3/2022,40 m²,Partly,10,1.0,95.5,295.54,260.24,201.54,70.67,126.41,403.36,155.54,809.11,169.51,"Antala Staška, Prague - Krč",50.041227,14.4423842,"CZK 30,000",Brick,,,,Personal,,Electric boiler,,,,,,1.0,1.0,,,,,
"CZK 22,990","CZK 2,845",721022,3+kk,6/29/2022,70 m²,Unfurnished,7,1.0,138.03,1067.61,462.18,723.35,212.38,417.41,394.26,867.65,357.13,358.28,"Pod altánem, Prague - Strašnice",50.06922083333,14.48861888888,"CZK 25,885",Prefab concrete,,,Very good,Personal,G,,,,,,,,,1.0,"CZK 25,885",,,
"CZK 21,999","CZK 1,000",363249,2+kk,6/3/2022,54 m²,Partly,2,,86.23,29.99,9.42,138.42,99.4,102.96,257.37,583.37,526.41,199.0,"Podolská, Prague - Podolí",50.0587881,14.4209115,"CZK 40,000",Brick,Up to 10 years,Complete,,Personal,E,Gas boiler,Luxurious,,,,,,,,,,,
"CZK 20,000","CZK 4,000",537521,2+kk,6/16/2022,61 m²,Partly,1,1.0,133.33,1236.93,834.81,1356.44,378.01,682.99,820.41,790.94,300.07,309.04,Prague - Modřany,49.9990131,14.4086648,"CZK 40,000",Brick,,,,Personal,,Electric boiler,,1.0,,,1.0,1.0,1.0,,,,,
"CZK 15,499","CZK 1,500",540296,Studio,8/1/2022,33 m²,Unfurnished,3,,323.28,550.89,296.12,864.68,762.41,494.41,760.55,624.36,1096.57,647.52,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,"CZK 40,000",Brick,Up to 10 years,,New-build,Personal,B,Central,Luxurious,,1.0,,,,1.0,,,,,
"CZK 15,000","CZK 4,500",547993,1 bedroom,7/1/2022,46 m²,Fully furnished,3,,285.93,1046.59,400.66,1104.8,365.14,520.82,509.58,565.49,737.28,325.46,"Na Nivách, Prague - Michle",50.0437525,14.4640796,"CZK 25,000",Brick,,Interior,,Personal,,,,,,,,,,,,,,
"CZK 13,500","CZK 1,000",721008,1 bedroom,7/1/2022,35 m²,Partly,1,1.0,183.78,913.4,179.86,278.68,113.65,378.78,364.51,1477.82,542.72,961.07,Prague - Holešovice,50.1017,14.43627,"CZK 27,000",Brick,,Complete,Very good,Personal,G,Central,,,,,,,,,,,,
"CZK 21,450","CZK 2,959",719729,2 bedroom,6/3/2022,73 m²,Unfurnished,4,1.0,43.99,642.32,43.81,225.25,36.48,497.14,33.61,318.59,263.7,270.4,"Kodaňská, Prague - Vršovice",50.07129,14.45188,"CZK 42,900",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",721007,Studio,7/1/2022,30 m²,Fully furnished,1,,119.13,288.77,45.08,114.88,74.81,71.66,483.88,762.16,998.43,320.08,Prague - Smíchov,50.06906,14.40293,"CZK 26,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",721004,Studio,6/6/2022,25 m²,Partly,7,1.0,220.39,407.47,85.67,238.92,84.8,435.59,520.13,490.42,831.6,128.79,Prague - Žižkov,50.07929,14.45599,"CZK 30,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 21,999","CZK 2,500",544003,2+kk,7/1/2022,54 m²,Unfurnished,3,1.0,222.64,797.86,299.44,2471.72,668.21,783.65,423.55,1593.17,822.6,504.34,Prague - Kamýk,50.0077827,14.4546603,"CZK 40,000",Brick,Up to 10 years,,New-build,Personal,B,Central,Luxurious,1.0,1.0,,,,,,,,,
"CZK 28,000","CZK 3,664",711672,2+kk,5/31/2022,78 m²,Partly,2,,59.27,387.91,358.45,354.02,95.72,318.05,301.59,653.16,1005.25,772.08,"Valdštejnské náměstí, Prague - Malá Strana",50.09012,14.4045,"CZK 56,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",720995,Studio,6/3/2022,31 m²,Fully furnished,1,1.0,222.52,756.23,88.56,447.25,59.32,608.24,103.04,1163.64,804.52,366.93,Prague - Smíchov,50.07291,14.39566,"CZK 40,000",Low-energy,,,New-build,,A,,,,,,1.0,,1.0,,,,,
"CZK 13,500","CZK 5,500",562269,2+kk,7/1/2022,45 m²,Partly,3,1.0,330.75,1659.21,971.34,1737.05,745.93,1670.15,1340.12,1811.2,1264.05,758.21,Prague - Kyje,50.1159026,14.5655971,"CZK 20,000",Brick,Up to 10 years,,New-build,Personal,,Central,,1.0,1.0,,,1.0,1.0,,,,,
"CZK 11,000",CZK 1,132565,Studio,6/2/2022,22 m²,Partly,2,,103.46,1120.68,90.5,955.5,150.82,1078.72,403.88,588.47,1237.3,372.77,"Holečkova, Prague - Košíře",50.0720192,14.3867447,"CZK 15,000",Brick,,Complete,Very good,Personal,D,Central,Standard,,1.0,,,,,,,,,
"CZK 23,000","CZK 3,800",720944,4+1,7/1/2022,74 m²,Partly,2,,195.2,368.42,146.01,355.18,360.22,271.42,234.54,194.95,645.36,73.55,Prague - Veleslavín,50.091,14.34698,"CZK 40,000",Brick,,,Very good,,G,,,1.0,,1.0,,,,,,,,
"CZK 8,900","CZK 1,800",572557,Small studio,6/3/2022,24 m²,Partly,5,1.0,6.91,995.18,47.83,381.62,30.7,240.92,288.34,504.43,670.88,204.42,"Zelená, Prague - Bubeneč",50.1068973,14.3951271,"CZK 15,000",Brick,Over 50 years,,Very good,Personal,,Distance,Standard,,,,,,,,,,,
"CZK 12,500","CZK 4,500",716293,2+kk,6/3/2022,43 m²,Partly,5,1.0,102.53,1037.28,255.45,998.79,45.8,799.29,783.88,482.34,1377.78,88.22,"Na Chobotě, Prague - Řepy",50.066,14.29848,"CZK 25,000",Prefab concrete,,,Very good,Cooperative,F,,,,,1.0,,,,,,,,
"CZK 8,500","CZK 2,500",545400,Small studio,4/21/2022,25 m²,Fully furnished,,,514.33,627.11,472.58,1815.09,447.22,572.53,398.97,312.24,1770.38,784.16,Prague - Braník,50.036559,14.4172471,"CZK 3,000",Brick,,,,Other,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,800",370737,2+kk,7/15/2022,55 m²,Fully furnished,7,1.0,119.91,834.4,76.16,814.93,127.11,852.96,287.38,295.78,628.02,66.45,"Trnkovo náměstí, Prague - Hlubočepy",50.0308374,14.3684248,"CZK 20,000",Brick,,,,Personal,,Central,,,,,1.0,1.0,,,,,,
"CZK 8,000","CZK 2,000",720178,Studio,6/1/2022,20 m²,Partly,4,1.0,,,,,,,,,,,Prague - Smíchov,50.06941,14.40228,"CZK 20,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 17,500","CZK 3,200",720723,2+kk,7/1/2022,60 m²,Partly,2,1.0,362.37,654.27,714.68,694.85,813.53,801.16,802.11,818.28,1290.33,655.94,Prague - Stodůlky,50.0609,14.30587,"CZK 20,000",Brick,,,Very good,,C,,,,1.0,1.0,,1.0,,,,,,
"CZK 13,000","CZK 2,594",720813,Studio,6/20/2022,25 m²,Fully furnished,-1,,99.62,632.7,122.67,721.69,182.69,666.22,499.69,532.86,344.17,431.31,Prague - Vinohrady,50.0687,14.43365,"CZK 26,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000",544467,2+kk,9/1/2022,75 m²,Fully furnished,1,1.0,360.84,367.78,340.03,577.93,311.26,304.14,773.11,418.68,932.55,490.67,"U Třešňovky, Prague - Kobylisy",50.1212319,14.4612818,"CZK 25,000",Brick,,,,Personal,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
"CZK 14,500","CZK 5,500",535787,2+kk,9/1/2022,45 m²,Partly,4,1.0,377.67,557.5,116.6,720.84,107.93,450.82,197.38,758.03,483.7,103.39,"Hrabákova, Prague - Chodov",50.0296401,14.4837704,"CZK 20,000",Prefab concrete,,Complete,,Personal,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,500",718236,2+kk,7/1/2022,45 m²,Partly,2,1.0,121.58,1048.73,90.98,540.85,179.85,202.66,511.33,418.74,1753.4,206.08,"Generála Janouška, Prague - Černý Most",50.10588,14.57326,"CZK 26,000",Prefab concrete,,,Good,Personal,G,,,1.0,,,,,,,,,,
"CZK 11,500","CZK 3,200",687226,Studio,10/15/2021,20 m²,Fully furnished,2,1.0,374.34,457.32,226.85,371.03,158.32,437.2,164.72,999.48,431.98,367.21,"Pernerova, Prague - Karlín",50.09043,14.45113,"CZK 30,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 16,990","CZK 4,509",720756,2 bedroom,6/28/2022,48 m²,Unfurnished,1,1.0,308.64,725.57,315.91,272.03,221.84,295.06,360.38,391.76,514.33,260.65,"Košická, Prague - Vršovice",50.06935638888,14.44927583333,"CZK 21,499",Brick,,,Very good,Personal,C,,,1.0,1.0,,,,,,"CZK 21,499",,,
"CZK 17,990","CZK 4,499",720754,2+kk,6/29/2022,45 m²,Unfurnished,3,1.0,541.21,660.31,439.07,771.36,466.71,744.61,527.31,448.59,637.35,747.93,"Perucká, Prague - Vinohrady",50.06855527777,14.43826944444,"CZK 22,489",Brick,,,New-build,Personal,C,,,1.0,,1.0,,,1.0,,"CZK 22,489",,,
"CZK 18,990","CZK 1,566",720751,2+kk,6/28/2022,53 m²,Fully furnished,1,1.0,195.91,1543.64,855.76,2096.87,630.36,1585.38,1224.54,1788.86,1238.29,642.63,"Sicherova, Prague - Kyje",50.11529055555,14.56330583333,"CZK 20,556",Brick,,,New-build,Personal,G,,,,,1.0,,,1.0,,"CZK 20,556",,,
"CZK 11,990","CZK 1,444",720750,Studio,6/28/2022,27 m²,Fully furnished,1,1.0,192.39,874.96,445.07,650.04,518.13,331.53,432.56,509.15,1232.92,342.25,"Hornoměcholupská, Prague - Horní Měcholupy",50.03977888888,14.56719805555,"CZK 13,434",Other,,,New-build,Personal,C,,,,,,,,1.0,,"CZK 13,434",,,
"CZK 16,500","CZK 1,990",627526,Studio,6/1/2022,20 m²,Fully furnished,1,1.0,164.07,734.19,184.27,47.39,39.38,143.5,275.61,702.56,369.75,223.17,"Jungmannova, Prague - Nové Město",50.081443,14.422435,"CZK 33,000",Brick,Up to 10 years,Interior,Very good,Personal,E,Central,Luxurious,,,,,,,,,,,
"CZK 25,000","CZK 3,000",658726,2+kk,9/1/2022,80 m²,Partly,2,,273.59,1410.38,291.26,718.6,330.17,692.71,369.75,342.71,786.75,146.54,"Albánská, Prague - Bubeneč",50.10878,14.39881,"CZK 25,000",Brick,Up to 10 years,Complete,Very good,Personal,B,Distance,Standard,,,1.0,,,,1.0,,,,
"CZK 13,900","CZK 3,000",630195,Studio,7/1/2022,40 m²,,2,1.0,422.22,365.82,206.93,1691.73,377.52,1150.75,1119.13,745.81,906.53,86.82,"Svitákova, Prague - Stodůlky",50.048016,14.301981,"CZK 20,000",Brick,,,Very good,Personal,G,,,,,,,,,1.0,,,,
"CZK 15,990",CZK 910,720718,2 bedroom,6/28/2022,68 m²,,2,,254.9,533.67,156.99,204.15,124.33,212.47,171.99,1354.81,215.63,280.73,"Letohradská, Prague - Holešovice",50.09866,14.42865277777,"CZK 16,900",Brick,,,Very good,Personal,G,,,,,1.0,,,,,"CZK 16,900",,,
"CZK 11,990","CZK 1,952",720714,Studio,6/28/2022,30 m²,Partly,,1.0,408.49,870.94,943.47,873.05,923.02,997.69,344.83,2204.97,1219.61,121.1,"Milotická, Prague - Zličín",50.05818444444,14.28118777777,"CZK 13,942",Brick,,,New-build,Personal,C,,,1.0,,,,,1.0,,"CZK 13,942",,,
"CZK 15,500","CZK 2,500",720702,Studio,8/1/2022,37 m²,Fully furnished,2,1.0,153.35,618.51,671.47,659.09,777.77,765.41,768.79,972.65,1362.16,882.0,Prague - Stodůlky,50.06172,14.31195,"CZK 30,000",Other,Up to 10 years,,New-build,,B,,,1.0,,1.0,1.0,,1.0,,,,,
"CZK 16,000","CZK 4,000",690903,2+kk,7/1/2022,58 m²,Partly,1,1.0,364.17,1438.79,680.58,1419.31,392.33,1457.38,464.26,889.75,819.55,663.5,"Ondrákové, Prague - Hlubočepy",50.02841,14.36164,"CZK 20,000",Brick,,,New-build,Personal,A,,,,1.0,,,,,,,,,
"CZK 7,000",CZK 0,695231,Small studio,5/22/2022,25 m²,Fully furnished,2,,173.89,953.14,255.64,4223.32,817.74,583.85,3473.18,3655.02,919.37,1025.42,"Netlucká, Prague - Dubeč",50.06129,14.59472,"CZK 7,000",Brick,Up to 10 years,Complete,Very good,Personal,A,Central,Luxurious,,,1.0,,,,,,,,
"CZK 16,500","CZK 5,500",578495,2+kk,4/25/2022,52 m²,Fully furnished,2,,614.68,1408.14,706.03,3428.29,811.52,483.83,1495.41,1936.83,1406.6,942.55,"Vrátenská, Prague - Miškovice",50.151005,14.536383,"CZK 34,000",Brick,Up to 10 years,,New-build,Personal,C,Gas boiler,Standard,,1.0,,,,,,,,,
"CZK 8,000","CZK 4,500",720599,1 bedroom,7/1/2022,35 m²,Fully furnished,8,,130.73,540.16,46.49,682.15,325.34,640.72,288.52,237.5,393.24,38.93,Prague - Krč,50.04487,14.43674,"CZK 16,000",Prefab concrete,,,Very good,,G,,,,,,,,,1.0,,,,
"CZK 14,000","CZK 1,800",629316,2+kk,7/1/2022,47 m²,Partly,1,,102.74,859.17,211.8,450.35,80.48,530.57,350.92,325.52,1044.1,298.99,"Nad Jezerkou, Prague - Nusle",50.054931,14.441554,"CZK 20,000",Brick,,,Good,Cooperative,F,Gas boiler,Standard,,,,,,,,,,,
"CZK 17,000","CZK 3,000",716395,2 bedroom,5/2/2022,65 m²,Partly,3,,353.53,1455.49,318.04,643.14,326.15,322.62,581.75,145.99,982.51,192.85,"Třeboradická, Prague - Kobylisy",50.12684,14.44754,"CZK 30,000",Brick,,,Very good,Personal,G,,,,1.0,,,,,,,,,
"CZK 16,500","CZK 4,400",720668,2+kk,5/31/2022,45 m²,Fully furnished,,,,,,,,,,,,,Prague - Žižkov,50.09483,14.49518,"CZK 20,900",Brick,,,Good,,D,,,,,,,,,,,,,
"CZK 13,900","CZK 1,000",608312,1 bedroom,7/1/2022,40 m²,Partly,5,1.0,18.27,732.55,74.32,664.46,228.82,632.77,413.73,312.17,782.58,292.68,"28. Pluku, Prague - Vršovice",50.070822,14.463544,"CZK 20,000",Brick,Up to 10 years,,Very good,Personal,B,,Standard,,,,1.0,,,,,,,
"CZK 14,000","CZK 3,350",615450,2+kk,7/1/2022,50 m²,Partly,2,,151.39,631.57,243.19,624.22,142.42,139.19,166.51,204.52,1057.64,277.13,"Vavřenova, Prague - Braník",50.025734,14.427145,"CZK 14,000",Prefab concrete,,,Very good,Cooperative,G,Central,,1.0,,,,,,1.0,,,,
"CZK 7,500","CZK 1,500",688853,Other,7/1/2022,31 m²,Unfurnished,,,200.59,859.64,203.4,688.86,182.43,686.78,524.74,419.36,640.86,161.33,"Bulharská, Prague - Vršovice",50.07186,14.46305,"CZK 18,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 15,000","CZK 3,666",720611,2 bedroom,7/1/2022,59 m²,Partly,1,1.0,,,,,,,,,,,Prague - Veleslavín,50.08956,14.34621,"CZK 15,000",Prefab concrete,,,Good,,G,,,,1.0,,,,,,,,,
"CZK 19,500","CZK 4,500",593841,2+kk,5/20/2022,56 m²,Partly,3,1.0,283.07,733.99,764.38,833.59,562.13,939.1,697.58,504.47,769.9,447.93,"Univerzitní, Prague - Malešice",50.086497,14.503346,"CZK 20,000",Brick,Up to 10 years,,New-build,Personal,G,Distance,Standard,,1.0,1.0,,1.0,1.0,,,,,
"CZK 15,000","CZK 2,500",720603,Studio,5/31/2022,48 m²,Partly,4,1.0,,,,,,,,,,,Prague - Holešovice,50.10641,14.447,"CZK 20,000",Brick,10 to 30 years,,Very good,Personal,D,Central,Standard,1.0,,,,,,1.0,,,,
"CZK 14,375","CZK 4,625",720591,2 bedroom,5/31/2022,54 m²,Fully furnished,2,,,,,,,,,,,,Prague - Břevnov,50.08753,14.34319,"CZK 25,000",Prefab concrete,,,Good,,B,,,1.0,,,,,,,,,,
"CZK 6,100","CZK 1,000",715603,3+1,6/1/2022,80 m²,Unfurnished,1,,18.87,948.18,609.96,1025.57,458.86,580.57,852.1,290.95,449.69,394.25,"Pod Kulturním domem, Prague - Stodůlky",50.05088,14.32919,"CZK 7,100",Brick,,,Very good,Other,A,,,1.0,,1.0,,,,,,,,
"CZK 15,900","CZK 4,500",377489,2+kk,7/1/2022,58 m²,Partly,2,1.0,,,,,,,,,,,"Chlebovická, Prague - Letňany",50.1325642,14.5101736,"CZK 20,400",Low-energy,,,Very good,Personal,B,Distance,Standard,,1.0,1.0,,,,1.0,,,,
"CZK 50,000",CZK 0,719964,3+kk,7/31/2022,100 m²,Fully furnished,2,1.0,115.76,112.29,71.33,121.74,25.59,235.38,203.84,185.81,291.49,271.4,"Benediktská, Prague - Staré Město",50.08995,14.42693,CZK 0,Brick,,Complete,Very good,Personal,G,Gas boiler,Luxurious,,,,,,,1.0,,,,1.0
"CZK 19,000","CZK 4,600",719823,3+1,7/1/2022,72 m²,Partly,4,1.0,,,,,,,,,,,"Brichtova, Prague - Hlubočepy",50.03289,14.37633,"CZK 47,200",Prefab concrete,,,Very good,Personal,C,,,1.0,1.0,,,,,,,,,
"CZK 24,000","CZK 3,000",574900,4+1,6/16/2022,75 m²,Partly,5,1.0,385.24,495.48,345.18,1158.21,259.61,470.36,199.21,158.38,997.6,109.56,"Křejpského, Prague - Chodov",50.0280815,14.5150316,"CZK 48,000",Prefab concrete,,Complete,Very good,Personal,C,Distance,Standard,,,,,,,,,,,
"CZK 15,000","CZK 4,000",582429,3+kk,7/1/2022,65 m²,Partly,3,1.0,229.85,409.68,72.35,573.02,293.29,303.0,339.93,610.21,466.6,127.13,"Hrabákova, Prague - Chodov",50.029952,14.484741,"CZK 18,000",Prefab concrete,,,Very good,Cooperative,B,Distance,,,1.0,,,,,,,,,
"CZK 15,000","CZK 2,000",593117,Studio,6/1/2022,36 m²,Partly,4,,309.41,517.51,285.95,669.95,538.01,565.69,763.39,1044.45,482.34,473.57,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,"CZK 15,000",Brick,,,Very good,Personal,G,Central,Standard,,1.0,,1.0,,,,,,,
"CZK 8,700","CZK 3,000",720044,Small studio,7/18/2022,20 m²,Partly,2,,,,,,,,,,,,Prague - Holešovice,50.10152,14.42674,"CZK 15,900",Other,Up to 10 years,,Very good,,,Electric boiler,,,,,,,,,,,,
"CZK 17,000","CZK 2,600",720451,Studio,7/11/2022,41 m²,Fully furnished,1,1.0,,,,,,,,,,,Prague - Modřany,50.01763,14.40109,"CZK 30,000",Other,,,New-build,,A,,,1.0,1.0,,,1.0,1.0,,,,,
"CZK 17,000","CZK 3,000",720449,1 bedroom,9/1/2022,50 m²,Partly,2,,,,,,,,,,,,Prague - Vinohrady,50.07316,14.43293,"CZK 20,000",Brick,,Bathroom unit,Good,,G,,,,,,,,,,,,,
"CZK 11,900","CZK 1,800",569352,Studio,7/1/2022,30 m²,Partly,2,1.0,167.57,256.77,271.48,277.53,32.21,354.87,536.37,597.13,615.16,462.61,"Na Ostrůvku, Prague - Nusle",50.066451,14.4391447,"CZK 15,000",Brick,,,,Personal,G,Gas boiler,Standard,,,,,,,,,,,
