Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,Floor space,Fully furnished,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Condition,Balcony,Parking,Enclosed balcony,Age,Reconstruction,Heating,Designe,Garage,New-build,Domácí mazlíčci vítáni,Cellar,Terrace,Administrative fee,Plot type
"CZK 16,990",CZK 1,CZK 1,598795,2 bedroom,9/1/2022,Personal,50 m²,Fully furnished,1,Brick,1.0,84.28,452.15,71.02,142.91,110.43,317.24,25.0,395.09,493.4,511.97,"Černá, Prague - Nové Město",50.078786,14.418558,C,Good,,,,,,Central,Standard,,,1.0,,,,
"CZK 25,000","CZK 8,000","CZK 50,000",488207,3+kk,10/1/2022,Personal,68 m²,Partly,,Brick,,136.58,210.07,741.46,5420.28,333.42,723.25,620.46,489.5,285.8,101.34,"Velkoosecká, Prague - Vinoř",50.1438182,14.576116,D,Very good,,1.0,,10 to 30 years,,Gas boiler,Standard,1.0,,,,1.0,,
"CZK 22,000","CZK 3,900","CZK 20,000",711232,2+kk,10/1/2022,Personal,52 m²,Fully furnished,6,Brick,1.0,345.18,237.79,213.38,397.33,79.2,429.95,311.53,50.08,190.8,341.51,"Šrobárova, Prague - Vinohrady",50.07588,14.46436,A,Very good,,,,,,Central,,,,,,1.0,,
"CZK 19,000","CZK 3,000","CZK 30,000",606765,2+kk,10/1/2022,Personal,44 m²,Fully furnished,1,Brick,,153.67,252.38,89.29,257.34,87.31,213.75,237.43,556.95,182.55,553.21,"Haškova, Prague - Holešovice",50.10085,14.427857,C,New-build,,1.0,,Up to 10 years,Complete,Electric boiler,Luxurious,,1.0,,1.0,1.0,,
"CZK 11,200","CZK 5,767","CZK 18,000",344341,1 bedroom,9/10/2022,Personal,44 m²,Fully furnished,2,Brick,,199.41,1049.72,59.09,1433.99,85.41,339.91,410.66,208.61,520.05,470.92,"Františka Kadlece, Prague - Libeň",50.1161741,14.4704328,,Very good,,,,Over 50 years,Complete,Gas boiler,Standard,,,,1.0,,,
"CZK 8,000","CZK 3,500","CZK 11,343",544787,Small studio,9/1/2022,Personal,19 m²,Fully furnished,,Brick,,96.72,989.4,234.88,512.51,13.45,358.12,365.95,354.86,328.29,225.86,"Rašínovo nábřeží, Prague - Nové Město",50.0688474,14.415003,,Very good,,,,,,Central,Standard,,,,,,,
"CZK 32,000","CZK 4,604","CZK 64,000",729774,3+kk,8/13/2022,,91 m²,Unfurnished,3,Brick,1.0,326.52,558.95,229.44,287.34,32.38,621.26,339.05,1276.69,241.73,262.25,Prague - Bubeneč,50.10305,14.41876,A,Very good,,,,,,,,,,,1.0,,,
"CZK 24,000","CZK 2,000","CZK 24,000",598744,3+kk,10/2/2022,Personal,85 m²,Fully furnished,4,Brick,1.0,115.53,352.7,188.46,234.83,19.05,250.91,142.2,132.99,357.83,638.91,"Italská, Prague - Vinohrady",50.078966,14.437273,C,Very good,1.0,,,,,Gas boiler,Standard,,,,,,,
"CZK 2,000",CZK 0,CZK 0,369211,Other,8/19/2022,Personal,9 m²,Unfurnished,1,Prefab concrete,,204.31,206.71,126.28,1523.05,151.11,979.08,947.47,574.14,754.43,155.95,"Svitákova, Prague - Stodůlky",50.0472687,14.3039981,,,,1.0,,,,,,1.0,,,,,,
"CZK 11,000","CZK 3,000","CZK 14,000",730511,Studio,8/19/2022,,33 m²,Partly,-1,Brick,,247.83,1398.22,277.02,783.62,330.46,351.91,642.84,510.49,625.7,380.4,Prague - Bubeneč,50.11076,14.39564,G,Very good,,,,,,,,,,,,,,
"CZK 28,425","CZK 9,475",,729524,Studio,8/24/2022,,30 m²,Fully furnished,3,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 14,000",539826,Studio,8/25/2022,Personal,30 m²,Fully furnished,4,Prefab concrete,1.0,106.69,1004.83,438.32,1080.19,349.56,1069.73,125.65,214.07,1008.93,182.44,"Petržílova, Prague - Modřany",49.9994485,14.4222431,,Very good,,,,10 to 30 years,Complete,Distance,Standard,,,,,,,
"CZK 21,019","CZK 7,006",,729938,Studio,10/1/2022,,32 m²,Fully furnished,1,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,581","CZK 52,000",730507,2+kk,8/19/2022,,51 m²,Partly,3,Brick,1.0,5.5,119.53,144.99,81.0,97.26,280.1,373.91,435.92,558.18,711.41,Prague - Vinohrady,50.07659,14.43543,E,Very good,,,1.0,,,,,,,,1.0,,,
"CZK 14,500","CZK 4,500","CZK 20,000",459179,2+kk,8/15/2022,Personal,41 m²,Partly,8,Other,1.0,202.98,776.1,334.11,511.79,277.82,386.78,173.19,350.18,839.96,141.01,"Litoměřická, Prague - Prosek",50.1188062,14.4937472,C,Very good,,,,10 to 30 years,,Distance,Standard,,,,,,,
"CZK 23,836","CZK 4,100","CZK 47,672",719023,Studio,8/1/2022,Personal,32 m²,Fully furnished,4,Brick,1.0,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,G,Very good,,,,Over 50 years,Complete,Electric boiler,Standard,,,,,,,
"CZK 12,500","CZK 4,000","CZK 15,000",572946,2 bedroom,8/19/2022,Personal,50 m²,Partly,2,Brick,,122.27,182.11,97.14,402.41,60.06,61.25,493.68,441.33,743.86,465.99,"Stanislava Kostky Neumanna, Prague - Libeň",50.1199188,14.4584538,,,,,,,,,,,,,,,,
"CZK 18,750","CZK 6,250",,729015,3+1,9/18/2022,,90 m²,Fully furnished,2,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,
"CZK 19,575","CZK 6,525",,730496,2 bedroom,9/12/2022,,70 m²,Fully furnished,6,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 11,000",,719175,2 bedroom,8/24/2022,,50 m²,Fully furnished,-1,,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 17,000",728678,2+kk,8/4/2022,,65 m²,Unfurnished,2,Brick,,287.55,835.04,124.2,980.53,396.62,297.16,462.97,263.08,511.43,65.12,Prague - Letňany,50.14089,14.50924,B,Very good,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,280","CZK 45,000",728700,3+kk,8/5/2022,Personal,68 m²,Partly,4,Prefab concrete,1.0,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,G,Very good,,,1.0,,,Central,,,,,1.0,,,
"CZK 25,000","CZK 4,900","CZK 25,000",197587,2 bedroom,9/1/2022,Personal,61 m²,Unfurnished,3,Brick,1.0,280.18,564.46,136.33,351.39,55.11,370.66,313.06,353.83,691.04,109.51,"Baranova, Prague - Žižkov",50.0797815,14.4578475,,,,,,,,,,,,,,,,
"CZK 57,000","CZK 19,000",,724522,3+1,10/2/2022,,130 m²,Fully furnished,3,,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,1.0,,,,,,
"CZK 25,808","CZK 8,602",,725069,2 bedroom,9/23/2022,,54 m²,Fully furnished,5,,,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,8/24/2022,,70 m²,Fully furnished,4,,1.0,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 2,800","CZK 18,300",730481,Studio,8/26/2022,,35 m²,Fully furnished,2,Low-energy,1.0,218.2,368.06,1015.29,927.42,502.93,464.65,756.19,1241.26,506.8,171.4,Prague - Letňany,50.13773,14.51998,B,New-build,,,,,,,,,1.0,,,,,
"CZK 13,000","CZK 3,000","CZK 16,000",427148,Studio,9/5/2022,Personal,30 m²,Fully furnished,4,Brick,1.0,334.17,367.16,72.02,316.07,119.71,569.49,203.31,445.94,904.96,247.86,Prague - Vinohrady,50.0791658,14.4544714,B,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,500","CZK 15,000",573173,2+kk,9/16/2019,Cooperative,48 m²,Fully furnished,8,Prefab concrete,,202.83,830.23,30.37,642.13,256.73,364.02,470.51,110.03,825.61,111.39,"Šiškova, Prague - Kobylisy",50.1290279,14.4611701,,,1.0,,,,Interior,Central,Standard,,,,,,,
"CZK 16,000","CZK 4,500","CZK 20,500",729781,2 bedroom,9/30/2022,,58 m²,Partly,2,Brick,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,G,Very good,,1.0,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",730478,2+kk,9/1/2022,,46 m²,Partly,3,Prefab concrete,,225.43,574.02,73.71,488.02,372.56,473.94,197.36,301.9,1112.72,245.33,Prague - Stodůlky,50.04732,14.34568,G,Very good,,,,,,,,,,,,,,
"CZK 12,000","CZK 1,500","CZK 24,000",730420,2+kk,8/18/2022,,40 m²,Partly,2,Brick,,115.96,702.32,13.42,327.37,67.49,406.91,363.64,153.16,192.59,178.95,Prague - Nusle,50.0608,14.42675,G,Very good,,,,,,,,,,,,,,
"CZK 39,000","CZK 7,500","CZK 78,000",730479,3+1,8/19/2022,,120 m²,Partly,6,Brick,1.0,257.07,413.9,172.69,369.66,65.95,126.45,206.73,296.92,511.52,310.58,Prague - Nové Město,50.07662,14.42275,G,Very good,,,,,,,,,,,,1.0,,
"CZK 44,000","CZK 6,000",CZK 2,358804,4+kk,9/1/2022,Personal,130 m²,Fully furnished,2,Brick,,332.93,544.63,139.18,267.34,39.05,305.02,264.26,587.07,297.42,107.97,"Betlémské náměstí, Prague - Staré Město",50.0840811,14.4176178,,,1.0,,,,Complete,,,1.0,,,,,,
"CZK 37,125","CZK 12,375",,726070,2 bedroom,9/30/2022,,90 m²,Fully furnished,2,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,
"CZK 47,025","CZK 15,675",,726069,3+1,9/18/2022,,90 m²,Fully furnished,2,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 30,000",633016,2+kk,11/1/2022,Cooperative,55 m²,Partly,2,Low-energy,1.0,214.85,111.86,183.29,1264.57,201.57,1099.51,477.0,709.91,746.45,109.54,"Hugo Haase, Prague - Hlubočepy",50.029126,14.363101,B,New-build,1.0,1.0,,,,Central,Luxurious,,1.0,,,,,
"CZK 25,380","CZK 8,460",,723857,2 bedroom,9/5/2022,,35 m²,Fully furnished,5,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,
"CZK 34,898","CZK 11,632",,726071,2 bedroom,9/10/2022,,90 m²,Fully furnished,4,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",,727015,1 bedroom,9/21/2022,,35 m²,Fully furnished,3,,1.0,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,,1.0,,,,,,
"CZK 12,000","CZK 5,000","CZK 25,000",730464,2+kk,8/19/2022,,34 m²,Partly,1,Brick,,246.8,554.23,143.24,855.98,293.39,547.38,182.42,375.49,1055.46,494.33,Prague - Košíře,50.07001,14.38251,E,Very good,,,,,,,,,,,,1.0,,
"CZK 23,760","CZK 7,920",,728259,2 bedroom,10/1/2022,,60 m²,Fully furnished,1,,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",,724514,2 bedroom,9/3/2022,,76 m²,Fully furnished,5,,1.0,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,727478,1 bedroom,9/25/2022,,43 m²,Fully furnished,4,,1.0,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",,729182,2+kk,10/15/2022,,67 m²,Fully furnished,2,,,81.58,261.82,179.91,165.34,96.05,235.81,210.32,24.34,339.34,418.58,"Zlatnická, Prague - Nové Město",50.0905181,14.4322974,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",,728258,2 bedroom,10/1/2022,,54 m²,Fully furnished,7,,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",,728696,2+kk,10/4/2022,,45 m²,Fully furnished,5,,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 6,388","CZK 40,000",730433,2 bedroom,8/18/2022,,53 m²,Partly,3,Brick,,126.61,867.92,116.61,599.34,153.68,205.03,423.19,810.05,332.86,236.35,Prague - Strašnice,50.07076,14.48734,C,Good,,,,,,,,,,,1.0,,,
"CZK 18,000","CZK 2,000","CZK 36,000",730427,2 bedroom,8/18/2022,,50 m²,Partly,2,Brick,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,G,Very good,,,,,Complete,Electric boiler,,,,,1.0,,,
"CZK 15,200","CZK 2,000","CZK 30,400",730425,2+kk,8/18/2022,,31 m²,Partly,2,Brick,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,G,Very good,,,,,Complete,Electric boiler,Standard,,,,,,,
"CZK 15,200","CZK 4,000","CZK 20,000",730424,2+kk,8/18/2022,,42 m²,Partly,1,Brick,,227.15,66.88,146.28,271.17,170.26,203.31,427.6,447.6,1166.67,323.13,Prague - Vokovice,50.09663,14.36195,G,Very good,,,,,,,,,,,1.0,,,
"CZK 12,500","CZK 2,000","CZK 25,000",730422,Studio,8/18/2022,,23 m²,Partly,3,Brick,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,G,Very good,,,,,Complete,Electric boiler,Standard,,,,,,,
"CZK 17,990","CZK 5,013","CZK 23,003",730413,3+1,8/23/2022,Personal,67 m²,Partly,8,Prefab concrete,1.0,142.33,1028.73,157.64,1021.39,379.02,436.55,471.91,701.13,557.49,431.47,"Olbramovická, Prague - Kamýk",50.01687861111,14.43642138888,G,Very good,,,1.0,,,,,,,,1.0,,"CZK 23,003",
"CZK 14,000","CZK 3,920","CZK 28,000",730406,2+kk,8/18/2022,,43 m²,Partly,2,Prefab concrete,1.0,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,G,Very good,1.0,,,,,,,,,,1.0,,,
"CZK 16,800","CZK 3,000","CZK 25,000",672157,Studio,10/1/2022,Personal,39 m²,Fully furnished,5,Brick,1.0,214.78,770.16,112.91,542.34,94.12,575.84,358.02,504.27,554.92,114.22,"Eliášova, Prague - Bubeneč",50.10222,14.40304,G,Very good,,,,,,,,,,,1.0,,,
"CZK 20,000",CZK 0,"CZK 40,000",728043,2+kk,8/6/2022,Personal,50 m²,Unfurnished,2,Brick,,472.29,943.14,661.04,1348.71,676.16,989.59,1050.16,1126.49,1467.83,658.23,Prague - Kyje,50.11055,14.56754,A,New-build,1.0,1.0,,,,Central,Standard,,1.0,,,,,
"CZK 13,000","CZK 1,800","CZK 18,000",606075,Studio,10/15/2022,Cooperative,33 m²,Partly,,Brick,1.0,222.73,785.34,68.49,304.09,22.82,400.27,445.1,199.39,498.47,434.16,"Podskalská, Prague - Nové Město",50.071165,14.415031,,Very good,,1.0,,,,,,,,,,,,
"CZK 24,500","CZK 4,000","CZK 36,750",729741,3+1,8/13/2022,,83 m²,Fully furnished,3,Other,1.0,147.89,285.42,46.75,257.02,48.45,141.75,104.95,327.3,312.31,377.4,Prague - Žižkov,50.08542,14.45316,G,Very good,,1.0,,,,,,1.0,,,,,,
"CZK 19,000","CZK 4,000","CZK 46,000",249879,2+kk,10/1/2022,Personal,66 m²,Fully furnished,2,Brick,1.0,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,,Very good,,1.0,1.0,,,Electric boiler,,,,,,,,
"CZK 12,500","CZK 4,200","CZK 20,000",670237,1 bedroom,9/1/2022,Personal,39 m²,Fully furnished,3,Brick,1.0,244.54,899.67,113.74,654.9,134.13,190.73,393.85,541.74,434.58,364.77,"Ke Strašnické, Prague - Strašnice",50.069633,14.494844,G,Very good,,1.0,,,Interior,Central,,,,,1.0,,,
"CZK 30,000","CZK 5,000","CZK 36,000",413976,4+kk,10/1/2022,Personal,111 m²,Partly,2,Brick,1.0,239.09,979.8,527.41,944.98,440.24,499.97,912.62,449.03,393.93,401.17,"Melodická, Prague - Stodůlky",50.0515016,14.3302032,C,,1.0,,,,,Central,,1.0,1.0,,,1.0,,
"CZK 13,000","CZK 2,000","CZK 26,000",566063,Studio,8/19/2022,Personal,35 m²,Fully furnished,2,Prefab concrete,1.0,109.69,700.32,595.59,675.23,618.74,365.46,269.82,158.56,888.13,70.43,"Laudova, Prague - Řepy",50.0683118,14.3123636,D,Very good,,,,30 - 50 years,Interior,Distance,Standard,,,,,,,
"CZK 23,000","CZK 2,000","CZK 44,000",510077,3+1,9/1/2022,Personal,74 m²,Partly,3,Brick,,88.58,653.66,405.19,613.73,454.33,427.44,306.07,248.82,1240.24,316.76,"Novodvorská, Prague - Braník",50.027717,14.4287618,,,,,,,Complete,Central,Standard,,,,1.0,,,
"CZK 10,000",CZK 490,"CZK 16,000",524713,Small studio,9/1/2022,Personal,20 m²,Partly,,Brick,,240.99,682.97,337.4,622.75,264.31,474.4,1014.21,621.31,729.24,115.33,Prague - Dejvice,50.0981882,14.3707895,G,,,,,,Complete,Other,Standard,,,,1.0,,,
"CZK 10,500","CZK 2,000","CZK 13,500",597400,Small studio,9/1/2022,Personal,22 m²,Unfurnished,1,Brick,,95.04,732.43,109.54,315.94,102.2,56.39,560.57,736.83,1049.15,353.35,"Trojská, Prague - Kobylisy",50.121955,14.4518,G,Good,,,,Up to 10 years,Complete,Other,Standard,,,,,,,
"CZK 16,500",CZK 0,"CZK 30,000",730381,1 bedroom,10/1/2022,,46 m²,Fully furnished,5,Brick,,266.48,680.57,341.5,362.64,201.55,370.26,247.51,544.13,680.05,142.75,Prague - Michle,50.04544,14.45215,G,Very good,,,,,,,,,,,1.0,,,
"CZK 25,500","CZK 5,000","CZK 25,500",673369,3+kk,9/1/2022,Personal,77 m²,Unfurnished,2,Brick,1.0,0.0,1088.74,986.61,2536.53,657.22,1183.26,1009.64,1934.96,676.02,856.46,"Stochovská, Prague - Ruzyně",50.0841721,14.3121812,B,New-build,1.0,1.0,,Up to 10 years,,Central,Standard,1.0,1.0,,1.0,,,
"CZK 18,000","CZK 6,000","CZK 16,000",730380,2 bedroom,9/12/2022,,55 m²,Partly,3,Brick,,285.0,683.04,335.12,701.47,175.21,222.72,161.25,136.16,909.99,463.46,Prague - Hloubětín,50.10834,14.54234,G,Very good,1.0,,,,,,,,,,,,,
"CZK 16,500","CZK 5,500","CZK 33,000",554329,2+kk,9/26/2022,Personal,49 m²,Partly,3,Brick,,53.93,1077.26,371.37,1459.79,267.87,601.61,689.56,1888.92,880.79,507.37,Prague - Radotín,49.9771246,14.3504332,B,New-build,1.0,,,Up to 10 years,,Central,Luxurious,,1.0,,,,,
"CZK 15,500","CZK 3,500","CZK 15,500",700035,2+kk,1/21/2022,Personal,50 m²,Fully furnished,7,Brick,1.0,146.6,1885.82,1048.5,1644.68,378.3,1292.34,740.14,1353.48,1244.54,662.27,"Pískařská, Prague - Modřany",50.013,14.40077,D,New-build,,,,,,Distance,,1.0,1.0,,,,,
"CZK 11,999",CZK 1,"CZK 11,999",393325,3+kk,12/1/2021,Other,80 m²,Partly,4,Brick,,223.51,319.98,215.63,105.13,77.74,309.27,96.87,566.4,507.29,77.83,"Nedvědovo náměstí, Prague - Podolí",50.0574231,14.4221377,,,1.0,,,,,,,,,,,,,
"CZK 19,900","CZK 5,000","CZK 39,800",730344,2 bedroom,8/18/2022,,61 m²,Fully furnished,4,Brick,,201.58,1053.15,693.11,1257.44,290.29,956.58,761.47,1370.07,215.61,162.54,Prague - Střešovice,50.09338,14.36867,G,Very good,,,1.0,,,,,,,,,,,
"CZK 15,500","CZK 2,000","CZK 20,000",730343,2 bedroom,8/21/2022,,45 m²,Partly,4,Brick,1.0,253.24,389.63,317.7,416.57,213.66,282.78,439.7,625.37,780.98,303.98,Prague - Smíchov,50.06695,14.40244,C,Very good,,1.0,,,,,,,,,,,,
"CZK 14,500","CZK 3,000","CZK 15,220",730232,2+kk,10/1/2022,,45 m²,Unfurnished,5,Brick,,166.51,799.4,73.38,528.54,200.99,219.13,511.1,608.43,415.69,232.44,Prague - Nusle,50.06562,14.42897,G,Very good,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 45,000",730335,3+1,9/1/2022,,85 m²,Fully furnished,1,Brick,,522.44,2248.42,593.67,1951.67,392.1,1097.7,1041.73,591.18,1043.45,519.84,Prague - Břevnov,50.07852,14.32766,G,Very good,1.0,1.0,,,,,,,,,,,,
"CZK 22,500","CZK 5,500","CZK 28,000",726148,2 bedroom,9/1/2022,Personal,67 m²,Partly,2,Brick,1.0,732.67,524.1,711.78,1524.96,305.51,1047.89,590.4,485.73,128.14,417.23,Prague - Střešovice,50.08958,14.38264,G,Very good,1.0,1.0,,,Complete,Central,,,,,1.0,,,
"CZK 38,000","CZK 4,000","CZK 60,000",730311,3+1,8/22/2022,,135 m²,Unfurnished,1,Brick,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,C,Very good,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000","CZK 20,000",730300,2+kk,9/1/2022,,70 m²,Partly,4,Brick,,246.08,288.42,5.77,372.0,138.71,577.97,125.8,715.83,535.91,371.62,Prague - Malá Strana,50.07977,14.40686,G,New-build,1.0,,,,,,,,,,,,,
"CZK 22,000","CZK 5,500","CZK 44,000",531774,2+kk,8/1/2022,Personal,57 m²,Fully furnished,2,Brick,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,,Good,,,,,,,,,,,,1.0,,
"CZK 16,500","CZK 4,500","CZK 20,000",443036,2+kk,10/1/2022,Personal,54 m²,Unfurnished,2,Brick,1.0,366.55,1891.02,174.93,1565.56,1164.21,652.38,915.51,1300.32,1003.83,7.27,"Pod Harfou, Prague - Vysočany",50.1033467,14.5114565,C,,1.0,1.0,,10 to 30 years,Interior,,Standard,1.0,,,,,,
"CZK 16,700","CZK 3,000","CZK 30,000",730005,1 bedroom,8/15/2022,,43 m²,Partly,2,Brick,,140.31,577.69,111.66,240.73,76.22,133.51,193.16,217.01,516.54,227.06,Prague - Košíře,50.06889,14.36945,F,Very good,,,,,,,,,,,,,,
"CZK 16,000",CZK 0,"CZK 45,000",520177,2+kk,9/1/2022,Personal,52 m²,Partly,1,Brick,1.0,192.56,288.18,172.3,531.29,189.43,530.81,222.94,399.91,332.18,102.12,"Přípotoční, Prague - Vršovice",50.0652003,14.4562707,C,Very good,,,,Up to 10 years,Interior,Gas boiler,Standard,,,,1.0,,,
"CZK 16,400","CZK 2,500","CZK 25,000",545224,Studio,9/1/2022,Personal,38 m²,Partly,4,Brick,1.0,109.24,1039.06,442.08,846.12,540.6,637.35,35.01,1310.4,767.89,296.17,Prague - Holešovice,50.11065,14.449746,B,New-build,,,,Up to 10 years,,Central,Luxurious,,1.0,,,,,
"CZK 45,000","CZK 5,000","CZK 50,000",729675,2 bedroom,9/1/2022,,52 m²,Fully furnished,3,Brick,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,G,Very good,,,,,,,,,,,,1.0,,
"CZK 14,990","CZK 2,245","CZK 17,235",730281,Studio,8/22/2022,Personal,32 m²,Unfurnished,4,Other,1.0,94.95,1132.45,103.67,538.53,105.16,438.79,18.24,373.78,179.33,116.36,"Kovářská, Prague - Libeň",50.10573416666,14.49143999999,B,New-build,,,,,,,,,1.0,,,,"CZK 17,235",
"CZK 13,000","CZK 2,700","CZK 10,000",568519,Studio,9/1/2022,Personal,36 m²,Fully furnished,3,Brick,,358.29,1029.27,131.85,658.68,256.45,529.27,501.63,197.91,226.53,237.55,"Jeseniova, Prague - Žižkov",50.0905831,14.4805142,E,Very good,,,,,Interior,Gas boiler,Standard,,,,1.0,,,
"CZK 7,880",CZK 0,"CZK 7,000",727583,4+kk,7/27/2022,,75 m²,Partly,1,Prefab concrete,,420.52,1658.05,1076.45,1709.11,538.55,1279.92,1010.73,544.61,894.08,350.84,Prague - Modřany,50.00685,14.43654,C,Very good,,,1.0,,,,,,,,1.0,,,
"CZK 19,000","CZK 4,500",CZK 19,677694,2+kk,10/1/2022,Personal,60 m²,Partly,,Brick,1.0,356.63,408.97,83.3,339.28,65.34,601.45,235.27,476.95,936.92,258.13,"Lucemburská, Prague - Žižkov",50.07929,14.45599,G,Very good,,,,,Complete,Central,,,,,,,,
"CZK 17,000",CZK 0,"CZK 25,000",646389,2+kk,9/1/2022,Personal,45 m²,Partly,3,Prefab concrete,1.0,229.05,428.91,317.53,743.48,407.24,177.07,644.95,176.06,563.33,55.22,"Heranova, Prague - Stodůlky",50.04552,14.312901,G,Very good,,,,,,,,,,,,,,
"CZK 10,500","CZK 4,590","CZK 15,000",730254,2+kk,8/17/2022,,43 m²,Fully furnished,5,Prefab concrete,1.0,98.34,317.95,96.58,1360.95,209.23,173.01,497.97,369.03,4675.82,15.74,Prague - Zbraslav,49.96752,14.38501,A,Very good,,1.0,,,,,,,,,1.0,,,
