Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,Renovation,PENB,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
713464,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 14,450",Furnished,3,No,No,No,No,No,Yes,No,18. 05. 2022,68,269,126,89,16,107,70,52,156,144,,,,,,,,,,,,,,,,
713833,"CZK 22,000",50.01114,14.40825,"Karasova, Prague - Modřany",3 bedroom,77 m²,"CZK 7,000",Partially furnished,1,No,No,No,No,No,No,Yes,19. 04. 2022,165,"1,132",902,"1,034",420,952,626,"1,073",604,,Good,"CZK 66,000",Personal,Brick building,over 50 years years,Gas boiler,Middle floor,Interior,G,Standard materials and solutions,800 m²,,,,,
715133,"CZK 18,800",50.06,14.45019,"Jivenská, Prague - Michle",3 bedroom,78 m²,"CZK 4,400",Partially furnished,3,No,No,No,No,No,Yes,No,22. 04. 2022,74,829,15,235,86,731,263,318,743,273,Excellent,"CZK 37,600",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,Overall,C,Standard materials and solutions,,,,,,
683534,"CZK 10,000",49.98923,14.36024,"Na Říháku, Prague - Radotín",1 bedroom,34 m²,"CZK 1,000",Furnished,1,No,No,No,No,Yes,No,No,12. 09. 2021,194,952,675,770,333,707,662,571,316,768,Excellent,"CZK 10,000",Personal,Brick building,,,,,B,,,,,,,
713454,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,40 m²,"CZK 10,625",Furnished,1,No,No,No,No,No,No,No,26. 05. 2022,124,153,54,67,17,194,209,158,151,202,,,,,,,,,,,,,,,,
714366,"CZK 13,000",50.1290825,14.4317262,"Čimická, Prague - Bohnice",1 bedroom with open-plan kitchen,36 m²,"CZK 3,800",Partially furnished,2,No,No,Yes,No,No,Yes,No,24. 04. 2022,153,285,293,"1,102",335,853,354,134,304,184,Good,"CZK 25,000",Cooperative,Prefab concrete building,,District heating,Middle floor,Overall,D,,,,,,,
715700,"CZK 16,000",50.08845,14.45856,"Koněvova, Prague - Žižkov",Studio,38 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,172,291,164,261,150,226,354,524,206,385,New build,"CZK 20,000",Personal,Prefab concrete building,,,,,B,,,,,,,
715699,"CZK 17,000",50.1240484,14.4385896,"K Sadu, Prague - Troja",3 bedroom,74 m²,"CZK 6,500",Furnished,7,No,No,No,Yes,No,Yes,No,01. 05. 2022,429,"1,285",143,"1,044",445,395,531,317,210,305,Excellent,"CZK 25,000",Personal,Prefab concrete building,,District heating,Top floor,Overall,G,Standard materials and solutions,,,,,,
715694,"CZK 17,500",50.13303,14.42247,"Hlivická, Prague - Bohnice",2 bedroom,52 m²,"CZK 4,862",Partially furnished,16,No,Yes,Yes,No,No,Yes,No,01. 05. 2022,297,"1,101",173,"1,048",765,246,140,978,"1,220",40,Excellent,"CZK 35,000",Personal,Prefab concrete building,,,,,G,,,,,,,
714443,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,30 m²,"CZK 11,225",Furnished,6,No,No,No,No,No,Yes,No,21. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,64 m²,"CZK 5,720",Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,344,729,279,694,682,249,662,777,922,508,New build,"CZK 22,720",Personal,Brick building,1 to 10 years years,,Middle floor,Interior,G,Standard materials and solutions,3 m²,,,,,
715677,"CZK 10,500",50.0349825,14.5274258,"Kryštofova, Prague - Háje",1 bedroom,36 m²,"CZK 3,500",Furnished,4,No,No,Yes,Yes,No,Yes,No,24. 04. 2022,152,750,437,444,292,229,353,266,388,327,Excellent,"CZK 14,000",Personal,Prefab concrete building,,,,,C,,,,,,,
371956,"CZK 11,490",50.0583938,14.2812233,"Milotická, Prague - Zličín",Studio,32 m²,"CZK 1,339",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,406,848,920,850,900,974,321,"1,196",98,,,"CZK 18,000",Personal,Brick building,,,,,C,,,,,,,
715673,"CZK 14,500",50.0561373,14.4358754,"Sevřená, Prague - Nusle",2 bedroom,58 m²,"CZK 2,500",Furnished,2,Yes,No,No,Yes,No,Yes,No,24. 04. 2022,112,"1,140",117,244,78,96,694,163,227,204,Excellent,"CZK 17,000",Personal,Brick building,,,,,G,,,,,,,
570590,"CZK 15,000",50.0353343,14.3859513,"Chlupáčova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,Yes,No,01. 05. 2022,158,"1,100",500,"1,007",339,"1,065","1,232","1,218","1,143",364,New build,"CZK 14,998",Personal,Brick building,,,,,B,,,Yes,,,,
714150,"CZK 22,000",50.1092756,14.4491917,"U Pergamenky, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Furnished,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19. 04. 2022,268,744,225,595,299,395,184,"1,058",526,289,New build,"CZK 50,000",Personal,Brick building,,District heating,Top floor,,A,,,Yes,,,,
715582,"CZK 30,000",50.0848162,14.4690502,"Pitterova, Prague - Žižkov",Studio,50 m²,"CZK 10,000",Furnished,6,Yes,Yes,No,No,No,Yes,Yes,22. 05. 2022,130,178,103,494,73,222,671,527,372,445,,,,,,,,,,,,,,,,
597290,"CZK 17,000",50.00415,14.41197,"Ke Zvonici, Prague - Modřany",2 bedroom,56 m²,"CZK 2,200",Partially furnished,2,No,No,No,No,No,No,No,03. 03. 2020,340,525,594,619,550,345,502,418,"1,118",97,Excellent,"CZK 34,000",Personal,Brick building,,Gas boiler,Middle floor,Interior,G,,350 m²,,,,,
654300,"CZK 13,000",50.06955,14.48319,"V Předpolí, Prague - Strašnice",1 bedroom with open-plan kitchen,48 m²,CZK 550,Partially furnished,1,No,No,Yes,No,No,No,No,24. 04. 2022,394,650,331,396,341,475,728,595,472,435,Excellent,"CZK 13,550",Personal,Brick building,,,Ground floor,,C,,,,,,,
483155,"CZK 13,790",50.0847933,14.4857342,"Zvěřinova, Prague - Strašnice",Studio,41 m²,"CZK 3,350",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,292,"1,255",532,"1,162",569,784,"1,044",129,555,225,,"CZK 17,140",Personal,Brick building,,,,,B,,,Yes,,,,
715481,"CZK 35,175",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",2 bedroom,65 m²,"CZK 11,725",Furnished,3,No,No,No,No,No,Yes,No,02. 06. 2022,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,,,,,
425185,"CZK 15,500",50.0761964,14.4905813,"Za Poštou, Prague - Strašnice",1 bedroom with open-plan kitchen,56 m²,,Furnished,1,No,No,Yes,No,No,No,No,,85,213,60,163,128,270,267,566,781,315,,"CZK 20,000",Personal,Brick building,1 to 10 years years,Other,Raised ground floor,,C,Premium materials and solutions,,,,,,
647743,"CZK 25,000",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,52 m²,"CZK 3,900",,6,No,Yes,No,No,Yes,Yes,No,31. 05. 2022,322,273,32,180,43,69,245,976,163,571,Excellent,,Personal,Brick building,,Central heating,Top floor,Overall,G,Premium materials and solutions,,,,,,
713747,"CZK 19,500",50.07719,14.47697,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 05. 2022,146,902,104,492,168,134,761,817,290,130,Excellent,"CZK 39,000",Personal,Brick building,,,,,G,,,,,,,
406062,"CZK 14,000",50.110359480005,14.558964438623,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,267,"1,051",177,185,"1,005",546,"1,345",226,,,,"CZK 20,000",Personal,Brick building,,,,,,,,Yes,,,,
547996,"CZK 11,500",50.0663622,14.439065,"Bělehradská, Prague - Nusle",1 bedroom,38 m²,CZK 800,Unfurnished,4,No,No,No,No,No,Yes,No,15. 04. 2022,133,222,237,243,67,320,502,563,581,428,Excellent,"CZK 15,000",Personal,Brick building,,Electric boiler,Middle floor,Overall,G,Standard materials and solutions,,,,,,
715640,"CZK 15,850",50.0165242,14.4400853,"Krhanická, Prague - Kamýk",2 bedroom,54 m²,"CZK 4,793",Partially furnished,10,No,No,No,No,No,No,No,20. 07. 2022,270,"1,010",62,"1,256",784,294,399,481,799,333,Excellent,"CZK 15,850",Cooperative,Prefab concrete building,,,,,G,,,,,,,
715638,"CZK 33,000",50.0499741,14.3223055,"K Ohradě, Prague - Stodůlky",2 bedroom with open-plan kitchen,130 m²,"CZK 4,000",Unfurnished,1,No,No,No,No,Yes,No,No,01. 07. 2022,49,"1,170",716,727,439,634,761,408,495,251,New build,,Personal,Low-energy building,,,,,B,,,,,,,
382369,"CZK 14,000",50.0598169,14.4468477,"Horní, Prague - Nusle",2 bedroom,61 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,227,930,7,405,239,658,488,653,791,224,,"CZK 25,000",Personal,Brick building,,Gas boiler,Middle floor,Interior,D,Standard materials and solutions,,,,,,
715510,"CZK 11,000",50.13562,14.50983,"Bohumínská, Prague - Letňany",Studio,41 m²,"CZK 3,500",Partially furnished,7,No,No,No,No,No,No,No,25. 04. 2022,67,664,234,512,199,143,220,630,273,371,Excellent,"CZK 14,500",Personal,Prefab concrete building,,,,,G,,,,,,,
715630,"CZK 13,102",50.02211,14.51531,"Radimovická, Prague - Chodov",1 bedroom with open-plan kitchen,43 m²,"CZK 3,388",Furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,214,"1,345",190,639,312,371,899,118,,,Excellent,"CZK 17,500",Personal,Prefab concrete building,,,,,G,,,,,,,
715629,"CZK 21,000",50.02487,14.52109,"Tererova, Prague - Chodov",2 bedroom with open-plan kitchen,70 m²,"CZK 4,000",Partially furnished,7,No,No,No,Yes,No,No,No,01. 07. 2022,169,"1,010",174,"1,028",385,381,220,613,"1,124",71,Excellent,"CZK 42,000",Personal,Prefab concrete building,10 to 30 years years,District heating,Top floor,Overall,G,Standard materials and solutions,,,,,,
707946,"CZK 9,490",50.05612583333,14.50633694444,"Jabloňová, Prague - Záběhlice",Studio,28 m²,"CZK 2,366",Unfurnished,13,No,No,Yes,No,No,Yes,No,,53,483,315,587,138,767,408,397,963,300,Good,"CZK 11,856",Cooperative,Prefab concrete building,,,,,C,,,,"CZK 11,856

                                
                                
                
i",,,
715623,"CZK 13,000",50.06493,14.42897,"Jaromírova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 4,300",Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,98,438,135,627,200,164,418,556,418,315,Excellent,"CZK 26,000",Personal,Brick building,,,,,E,,,,,,,
712024,"CZK 9,500",50.1264302,14.4948993,"Varnsdorfská, Prague - Střížkov",Studio,29 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,370,556,168,455,236,213,284,138,999,94,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,G,,,,,,,
715027,"CZK 18,500",50.02515,14.52557,"Jažlovická, Prague - Chodov",3 bedroom,68 m²,"CZK 3,691",Partially furnished,8,No,No,No,Yes,No,Yes,No,25. 04. 2022,400,"1,144",422,839,229,704,320,642,935,91,Good,"CZK 22,200",Personal,Prefab concrete building,,District heating,Top floor,,G,Standard materials and solutions,,,,,,
715616,"CZK 15,500",50.08835,14.4608,"Roháčova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,800",Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,182,357,217,371,52,328,402,577,247,284,Excellent,"CZK 31,000",Personal,Brick building,,,,,D,,,,,,,
715140,"CZK 20,000",50.08509,14.34136,"Plojharova, Prague - Břevnov",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,16. 05. 2022,262,821,468,622,305,617,156,305,811,399,Excellent,"CZK 40,000",Personal,Brick building,over 50 years years,District heating,Middle floor,Interior,G,Standard materials and solutions,,,,,,
47085,"CZK 17,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,334,911,391,933,378,811,317,275,364,,Excellent,"CZK 25,000",Personal,Prefab concrete building,1 to 10 years years,Gas boiler,Top floor,,D,Standard materials and solutions,,,,,,
628651,"CZK 15,000",50.050077,14.483572,"Střimelická, Prague - Záběhlice",3 bedroom,68 m²,"CZK 4,500",Unfurnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,79,605,143,546,225,"1,422",392,197,841,148,Excellent,"CZK 19,500",Personal,Brick building,,District heating,Middle floor,,G,,,,,,,
245104,"CZK 20,000",50.0830799,14.3695938,Prague - Břevnov,2 bedroom with open-plan kitchen,65 m²,"CZK 2,000",Furnished,4,Yes,No,Yes,No,No,No,No,01. 06. 2022,304,540,192,232,193,371,338,492,438,452,Excellent,,Personal,Prefab concrete building,,,Top floor,,,Standard materials and solutions,,,,,,
625203,"CZK 19,990",50.106576,14.496847,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,52 m²,,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,327,704,422,609,411,444,519,781,367,308,Excellent,"CZK 19,990",Personal,Other,1 to 10 years years,,,,B,Premium materials and solutions,,,,,,
715074,"CZK 30,000",50.0773803,14.3766201,"Pod Stadiony, Prague - Smíchov",2 bedroom with open-plan kitchen,79 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,291,"1,211",834,"1,404",825,"1,161","1,250","1,056",627,547,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,
691358,"CZK 12,990",50.02901,14.36168,"Vítové, Prague - Hlubočepy",Studio,29 m²,"CZK 2,000",Furnished,5,Yes,No,No,No,No,Yes,No,21. 04. 2022,437,"1,318",559,"1,298",301,"1,336",529,769,854,542,New build,"CZK 12,990",Cooperative,Prefab concrete building,1 to 10 years years,,Middle floor,,G,,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 07. 2022,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,Excellent,"CZK 16,000",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,D,,,Yes,,,,
715600,"CZK 16,000",50.08633,14.37393,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,48 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,109,824,339,529,221,232,260,260,537,393,Excellent,"CZK 32,000",Personal,Brick building,,,,,G,,,,,,,
470058,"CZK 35,000",50.0734019,14.4319668,"Lublaňská, Prague - Vinohrady",3 bedroom,120 m²,"CZK 6,400",Furnished,3,Yes,No,No,No,Yes,No,No,01. 05. 2022,223,451,111,161,18,88,258,371,608,675,Excellent,"CZK 41,400",Personal,Brick building,,Gas boiler,,,G,,,,,,,
715595,"CZK 9,200",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,28 m²,"CZK 2,800",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,91,898,798,906,80,"1,016",679,"1,166",92,520,New build,"CZK 9,200",Personal,Brick building,,,,,G,,,,,,,
715593,"CZK 11,000",50.1112016,14.394351,"Podbabská, Prague - Bubeneč",Studio,30 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,170,"1,471",168,858,303,633,764,531,621,437,Good,"CZK 15,000",Personal,Brick building,,,,,B,,,,,,,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,113 m²,"CZK 5,500",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,54,722,20,64,99,38,187,"1,475",177,471,New build,"CZK 87,550",Personal,Brick building,,,,,A,,,,,,,
599878,"CZK 19,300",50.0996,14.400202,"V. P. Čkalova, Prague - Bubeneč",1 bedroom with open-plan kitchen,51 m²,"CZK 1,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,162,387,28,74,14,283,215,591,329,187,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,Middle floor,Interior,G,Standard materials and solutions,,,,,,
714408,"CZK 22,000",50.0669223,14.3623366,Prague - Košíře,3 bedroom,79 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,118,"1,208",661,874,54,767,589,685,78,484,Excellent,"CZK 30,000",Personal,Brick building,30 to 50 years years,Gas boiler,Middle floor,Interior,,Standard materials and solutions,,,,,,
568210,"CZK 9,000",50.0584037,14.4419472,"Pod lázní, Prague - Nusle",Studio,25 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,191,"1,073",451,779,280,802,585,560,646,274,,,Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,,B,Standard materials and solutions,,,,,,
715576,"CZK 15,000",50.1113008,14.3943439,"Podbabská, Prague - Bubeneč",2 bedroom,50 m²,"CZK 5,300",Partially furnished,2,No,No,Yes,No,No,No,No,24. 04. 2022,159,"1,482",157,869,292,644,775,542,632,426,Excellent,"CZK 20,300",Personal,Brick building,,,,,G,,,,,,,
715578,"CZK 16,000",50.06676,14.45526,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,77,40,75,289,81,289,382,533,324,374,Excellent,"CZK 16,000",Personal,Brick building,,,,,C,,,,,,,
715449,"CZK 17,000",50.04386,14.42527,"Nad Cihelnou, Prague - Podolí",Studio,40 m²,"CZK 3,500",Unfurnished,1,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,72,"1,331",217,"1,367",582,"1,432",668,893,848,795,New build,"CZK 34,000",Personal,Other,1 to 10 years years,Central heating,Raised ground floor,Overall,A,Standard materials and solutions,40 m²,,,,,
369322,"CZK 12,000",50.1101579,14.5084088,"Pod Strojírnami, Prague - Vysočany",Studio,30 m²,"CZK 1,800",Furnished,2,No,No,No,No,No,No,No,,56,661,180,477,156,597,380,438,553,559,Excellent,"CZK 12,000",Personal,Brick building,1 to 10 years years,,,,,Standard materials and solutions,,,,,,
517654,"CZK 26,000",50.0768786,14.4699932,"V Horní Stromce, Prague - Vinohrady",2 bedroom with open-plan kitchen,70 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,271,625,192,330,317,332,281,"1,022",381,298,Excellent,"CZK 26,000",Personal,Brick building,,District heating,Middle floor,,,,,,,,,
628099,"CZK 35,000",50.067668,14.359419,"U tenisu, Prague - Košíře",5 bedroom,110 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,Yes,01. 06. 2022,272,"1,304",826,960,438,853,675,696,462,761,Excellent,"CZK 70,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,A,,95 m²,,,,,
714373,"CZK 16,800",50.04842,14.42603,"Pod Pekařkou, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,200",Furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,397,"1,349",499,801,268,940,567,671,"1,211",650,Excellent,"CZK 20,000",Personal,Brick building,,,,,C,,,,,,,
569404,"CZK 17,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,62 m²,"CZK 3,900",Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,216,901,469,674,542,358,459,533,"1,259",368,,"CZK 34,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,,B,,,Yes,,,,
619211,"CZK 17,000",50.0336592,14.4165494,"Nad Strouhou, Prague - Braník",1 bedroom with open-plan kitchen,53 m²,"CZK 2,000",Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,207,708,283,218,254,581,443,"1,313",203,,Excellent,"CZK 17,000",Personal,Brick building,,,,Overall,E,,,,,,,
602514,"CZK 24,900",50.081285,14.429989,"Opletalova, Prague - Nové Město",3 bedroom,90 m²,"CZK 4,900",Partially furnished,2,No,No,No,No,No,No,No,19. 06. 2022,321,287,33,198,42,52,259,967,178,570,Excellent,"CZK 29,800",Personal,Brick building,1 to 10 years years,Geothermal heat pump,Middle floor,Overall,G,Premium materials and solutions,,,,,,
275083,"CZK 22,900",50.0855268,14.4464269,"Krásova, Prague - Žižkov",2 bedroom with open-plan kitchen,71 m²,CZK 900,Partially furnished,2,No,No,No,No,No,No,No,28. 04. 2022,159,357,61,299,88,378,280,107,439,583,,"CZK 30,000",Personal,Brick building,1 to 10 years years,,Middle floor,Interior,,Standard materials and solutions,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,166,764,230,176,215,908,641,780,101,,Excellent,"CZK 30,000",Personal,Brick building,,District heating,Raised ground floor,,C,,,Yes,,,,
715545,"CZK 16,500",50.05976,14.42668,"Mikuláše z Husi, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,44,588,142,353,88,446,506,192,83,300,Excellent,"CZK 30,000",Personal,Brick building,,,,,F,,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,11. 07. 2022,,,,,,,,,,,Excellent,"CZK 34,000",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,B,Premium materials and solutions,,Yes,,,,
615620,"CZK 25,000",50.057222,14.492372,"Za Slatinami, Prague - Záběhlice",3 bedroom with open-plan kitchen,105 m²,"CZK 4,150",Partially furnished,1,No,No,No,No,No,No,No,30. 04. 2022,187,896,332,"1,186",379,330,411,902,160,424,New build,"CZK 50,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,A,Standard materials and solutions,,Yes,,,,
715542,"CZK 12,000",50.08492,14.37106,"Junácká, Prague - Břevnov",Studio,37 m²,"CZK 3,500",Furnished,5,No,Yes,No,No,Yes,Yes,No,25. 04. 2022,277,511,235,326,235,313,341,162,516,501,Excellent,"CZK 12,000",Personal,Brick building,,,,,G,,,,,,,
715537,"CZK 18,000",50.13944,14.44911,"K Beranovu, Prague - Dolní Chabry",Studio,95 m²,"CZK 4,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,282,"1,007",164,736,583,"1,091",136,,,,New build,"CZK 36,000",Personal,Low-energy building,,,,,A,,,,,,,
644163,"CZK 12,600",50.103357,14.512565,"Podkovářská, Prague - Vysočany",Studio,39 m²,"CZK 2,300",Furnished,2,No,No,No,Yes,No,Yes,Yes,01. 06. 2022,101,296,"1,266",916,410,648,"1,168",891,270,,Excellent,"CZK 14,900",Personal,Brick building,10 to 30 years years,Central heating,Middle floor,,G,,,,,,,
408757,"CZK 14,900",50.055196715629,14.437190215344,"Sevřená, Prague - Nusle",2 bedroom,63 m²,"CZK 2,625",Partially furnished,3,Yes,No,Yes,No,Yes,No,No,01. 07. 2022,181,"1,036",258,385,220,237,720,21,368,346,Excellent,"CZK 30,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,G,,236 m²,,,,,
