Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Designe,Condition,Ownership,EPC,Heating,New-build,Reconstruction,Terrace,Cellar,Balcony,Parking,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 13,000","CZK 3,500",189770,2+kk,11/1/2022,41 m²,Partly,3,1.0,106.5,524.73,58.79,291.75,139.31,410.38,738.89,329.25,561.23,186.21,"Vikova, Prague - Krč",50.0412387,14.4375439,"CZK 16,500",Prefab concrete,30 - 50 years,Standard,Very good,Personal,D,Distance,,Complete,,,,,,,,,,
"CZK 41,438","CZK 13,812",732123,Studio,11/1/2022,26 m²,Fully furnished,2,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",728426,Studio,11/2/2022,25 m²,Fully furnished,12,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,,,,,,,,,
"CZK 25,380","CZK 8,460",723857,2 bedroom,10/31/2022,35 m²,Fully furnished,5,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",732231,2+kk,11/2/2022,48 m²,Fully furnished,3,1.0,188.32,492.36,64.31,169.76,16.44,202.35,307.51,551.4,544.96,488.43,"Řeznická, Prague - Nové Město",50.0781758,14.4220203,,,,,,,,,,,,,,,,,,,,
"CZK 27,830","CZK 9,277",728696,2+kk,10/4/2022,45 m²,Fully furnished,5,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,,,,,,,
"CZK 24,938","CZK 8,312",732307,1 bedroom,10/4/2022,16 m²,Fully furnished,2,,254.83,288.07,110.12,571.95,81.97,421.88,80.01,71.59,804.26,588.21,"Americká, Prague - Vinohrady",50.0721161,14.4387295,,,,,,,,,,,,,,,,,,,,
"CZK 27,750","CZK 9,250",730836,2+kk,9/29/2022,40 m²,Fully furnished,1,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",732111,2 bedroom,11/1/2022,48 m²,Fully furnished,1,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 24,581","CZK 8,194",729938,Studio,11/10/2022,32 m²,Fully furnished,1,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 0,739599,3+kk,10/1/2022,60 m²,Partly,2,,292.41,506.43,376.44,451.06,128.33,1515.53,214.91,782.66,1248.42,275.58,Prague - Záběhlice,50.04634,14.49227,"CZK 22,000",Brick,30 - 50 years,,Good,Cooperative,G,Central,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",730297,Studio,9/1/2022,38 m²,Fully furnished,5,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,Prague - Strašnice,50.07897,14.48762,"CZK 34,000",Low-energy,,,Very good,,C,,,,,,1.0,1.0,,,,,,
"CZK 16,000","CZK 5,000",739592,2+kk,9/13/2022,54 m²,Fully furnished,2,,325.81,475.58,119.88,333.54,93.48,290.59,208.75,517.96,627.14,299.3,Prague - Krč,50.04613,14.44293,"CZK 21,000",Brick,,,Very good,,B,,,,,1.0,,,,,1.0,,,
"CZK 39,000","CZK 7,060",599969,2+kk,9/15/2022,70 m²,Fully furnished,2,1.0,77.13,250.7,147.09,542.62,38.78,590.26,187.21,518.82,358.39,313.11,"Šeříková, Prague - Malá Strana",50.081584,14.406318,"CZK 29,000",Brick,Up to 10 years,Luxurious,New-build,Personal,G,Gas boiler,1.0,Complete,1.0,,1.0,,,,,,,
"CZK 10,000",CZK 0,609306,Small studio,9/8/2022,22 m²,Fully furnished,,,419.78,689.05,336.56,510.31,483.75,541.04,177.96,624.54,698.68,163.17,"Nad Kuliškou, Prague - Košíře",50.066947,14.373544,"CZK 10,000",Brick,,,Very good,,G,,,,,,,,,,,,22 m²,
"CZK 27,000","CZK 9,000",732124,1 bedroom,11/1/2022,36 m²,Fully furnished,1,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 60,000","CZK 20,000",717694,2+kk,10/2/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",717693,2+kk,10/2/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 10,500",734260,2+kk,11/6/2022,41 m²,Fully furnished,5,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,,,,,,,,,,,,,
"CZK 41,625","CZK 13,875",720848,4+kk,10/2/2022,112 m²,Fully furnished,4,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 48,435","CZK 16,145",730649,3+1,10/20/2022,108 m²,Fully furnished,3,1.0,170.36,424.31,260.04,428.7,73.65,305.75,38.65,29.43,439.38,720.46,"Balbínova, Prague - Vinohrady",50.0795643,14.4361068,,,,,,,,,,,,,,,,,,,,
"CZK 23,265","CZK 7,755",734259,1 bedroom,11/6/2022,34 m²,Fully furnished,5,,192.54,684.55,33.13,461.2,44.3,459.54,274.15,304.32,543.36,239.67,"Bulharská, Prague - Vršovice",50.0717467,14.4598954,,,,,,,,,,,,,,,,,,,,
"CZK 19,125","CZK 6,375",728424,2 bedroom,10/6/2022,45 m²,Fully furnished,10,1.0,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,9/18/2022,90 m²,Fully furnished,2,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,,,
"CZK 63,750","CZK 21,250",729471,3+1,10/10/2022,120 m²,Fully furnished,3,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",732116,2 bedroom,11/10/2022,72 m²,Fully furnished,3,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",735462,3+1,10/19/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,
"CZK 51,656","CZK 17,219",728895,2 bedroom,10/6/2022,60 m²,Fully furnished,4,1.0,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",728695,4+1,10/4/2022,102 m²,Fully furnished,2,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",728709,2+kk,10/8/2022,45 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",718920,2+kk,10/11/2022,60 m²,Fully furnished,3,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 36,000","CZK 12,000",735565,2+kk,9/18/2022,45 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",733712,2+kk,10/2/2022,56 m²,Fully furnished,5,1.0,240.81,540.67,44.44,271.87,34.53,284.1,466.7,624.38,640.6,582.46,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,,,,,,,,,,,,,
"CZK 36,675","CZK 12,225",731158,2+kk,10/24/2022,55 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,200",523224,Studio,9/8/2022,36 m²,Fully furnished,4,1.0,408.63,1641.92,476.67,1413.35,555.89,1577.93,1319.91,1526.82,648.08,209.06,"Kolbenova, Prague - Vysočany",50.111912452778,14.513683039148,"CZK 15,000",Other,,,,Personal,B,Central,1.0,,,,,,,,1.0,,,
"CZK 20,000","CZK 6,500",531164,2+kk,10/1/2022,61 m²,Partly,4,1.0,362.37,1757.6,48.17,1386.97,502.63,984.94,979.72,829.72,93.77,220.29,"Nad Bání, Prague - Libeň",50.1154659,14.4798462,"CZK 45,000",Brick,Up to 10 years,,New-build,Personal,B,,1.0,,,1.0,1.0,1.0,1.0,,,,,
"CZK 18,000","CZK 6,000",617313,3+1,10/1/2022,75 m²,Partly,2,,217.79,769.38,234.37,530.41,302.17,444.7,355.22,169.49,607.25,16.23,"Černockého, Prague - Chodov",50.0292,14.523939,"CZK 20,000",Prefab concrete,30 - 50 years,Standard,Good,Personal,B,Central,,Exterior,,,,,,,1.0,,,
"CZK 14,500","CZK 4,500",480081,2+kk,10/1/2022,57 m²,Partly,2,1.0,239.44,1017.27,104.44,942.37,541.16,389.02,516.83,393.42,1072.46,77.74,"Makedonská, Prague - Střížkov",50.129613,14.4929063,"CZK 19,000",Brick,Up to 10 years,Standard,New-build,Personal,B,Central,1.0,,,,1.0,,,,,,,
"CZK 17,500","CZK 3,900",607379,Studio,9/15/2022,24 m²,Fully furnished,2,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,"CZK 36,000",Brick,Up to 10 years,Standard,Very good,Personal,E,Central,,Complete,,,,,,,,,,
"CZK 11,000","CZK 2,400",291697,2+kk,9/13/2022,32 m²,Fully furnished,1,,205.58,1108.24,482.01,1081.9,111.62,1132.83,566.45,627.77,500.45,503.79,"Hornoměcholupská, Prague - Hostivař",50.0517467,14.5312487,CZK 0,Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,120",652836,Studio,10/1/2022,59 m²,Fully furnished,2,1.0,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,"CZK 38,000",Brick,Up to 10 years,Luxurious,New-build,Personal,A,Distance,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,
"CZK 39,500","CZK 4,000",612035,3+1,10/1/2022,95 m²,Fully furnished,4,1.0,241.15,198.45,145.7,539.73,28.01,386.45,150.23,164.2,896.88,670.28,"Záhřebská, Prague - Vinohrady",50.072345,14.437588,"CZK 79,000",Brick,Over 50 years,Standard,Very good,Personal,E,Gas boiler,,Complete,,,1.0,,,,,,,
"CZK 13,500","CZK 4,000",524061,Small studio,9/30/2022,24 m²,Fully furnished,2,,91.78,580.81,32.71,585.83,4.83,464.23,508.34,544.94,531.96,283.89,"Michelská, Prague - Michle",50.050462,14.4588805,"CZK 24,999",Brick,Up to 10 years,,,Personal,D,Electric boiler,,Interior,,,,,,,,,,
"CZK 14,000","CZK 4,187",475489,2+kk,10/1/2022,40 m²,Partly,3,1.0,316.19,1517.0,291.47,904.47,523.14,563.29,719.55,399.94,1217.25,123.35,"Mirovická, Prague - Kobylisy",50.1301776,14.4485142,"CZK 28,000",Prefab concrete,,,Very good,Personal,,Distance,,,,,1.0,,,,,,,
"CZK 20,103","CZK 2,097",732299,2+kk,10/1/2022,64 m²,Partly,5,1.0,121.07,514.35,0.41,175.09,21.51,296.98,441.48,400.59,261.11,376.14,Prague - Holešovice,50.10249,14.4527,"CZK 40,000",Brick,,,New-build,,G,,1.0,,,1.0,1.0,1.0,,,,,,
"CZK 17,000","CZK 2,663",520762,Studio,10/1/2022,33 m²,Partly,6,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,"CZK 34,000",Brick,,,,Personal,B,,1.0,,,,,1.0,,,,,,
"CZK 18,000","CZK 4,000",303914,2+kk,10/1/2022,43 m²,Partly,12,1.0,468.22,728.65,448.84,403.19,272.14,690.2,506.86,384.18,655.25,215.31,"Freyova, Prague - Vysočany",50.10547599,14.5020472394,"CZK 18,000",Brick,Up to 10 years,Standard,New-build,Personal,,Central,1.0,,,1.0,,1.0,,,,,,
"CZK 11,500","CZK 3,000",694057,Small studio,9/13/2022,35 m²,Partly,3,1.0,30.15,606.25,417.88,138.81,109.0,176.09,318.33,806.62,770.13,315.87,"Stroupežnického, Prague - Smíchov",50.0718592,14.4026525,"CZK 29,000",Brick,,,Good,Personal,D,,,,,,,,,1.0,,,,
"CZK 12,000","CZK 3,000",736087,Studio,9/10/2022,26 m²,Fully furnished,1,,107.24,1090.96,310.0,747.62,287.97,705.42,484.33,458.93,687.76,203.17,Prague - Nusle,50.05744,14.44172,"CZK 12,000",Brick,,Standard,Very good,,G,Electric boiler,,,,,,,,1.0,,,,
"CZK 18,000","CZK 4,000",738062,2+kk,9/12/2022,53 m²,Fully furnished,4,,140.43,192.7,275.57,462.44,229.16,261.26,120.24,96.33,534.26,253.95,Prague - Břevnov,50.08823,14.34953,"CZK 40,000",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 12,000","CZK 2,800",362812,Small studio,10/1/2022,32 m²,Unfurnished,2,,380.89,1044.93,381.98,557.79,318.11,541.01,649.96,1042.44,475.72,636.87,"Pod kaštany, Prague - Bubeneč",50.1005573,14.4084997,"CZK 15,000",Brick,,Standard,Good,Personal,G,Gas boiler,,Interior,,,,,,,,,,
"CZK 18,000","CZK 2,038",678045,2+kk,10/1/2022,47 m²,Partly,1,,234.53,890.93,125.68,740.59,387.89,682.36,975.35,409.59,703.6,63.12,Prague - Dejvice,50.0986737,14.3736855,"CZK 36,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 22,400","CZK 3,500",645615,2+kk,12/1/2022,61 m²,Partly,4,1.0,102.61,622.8,256.57,411.93,239.04,483.21,237.09,56.91,551.32,311.03,"Ambrožova, Prague - Žižkov",50.087815,14.472505,CZK 0,Brick,Up to 10 years,Luxurious,New-build,Personal,B,Central,1.0,Complete,1.0,1.0,1.0,1.0,,,,,,
"CZK 23,000","CZK 3,500",430585,2+kk,10/1/2022,53 m²,Fully furnished,4,1.0,239.09,882.58,446.42,643.02,229.17,685.62,588.31,252.8,374.45,191.71,"Olgy Havlové, Prague - Žižkov",50.0886908,14.4828424,"CZK 53,000",Brick,,,New-build,Personal,,,1.0,,,1.0,1.0,,,,1.0,,,
"CZK 12,000","CZK 3,000",725587,Studio,9/18/2022,33 m²,Partly,,,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,"CZK 25,000",Brick,,,Very good,,G,,,,1.0,,,,,,,,,
"CZK 22,000","CZK 6,000",735470,3+kk,10/17/2022,74 m²,Partly,3,1.0,405.96,554.48,127.21,416.85,404.22,445.92,164.65,727.62,580.02,145.17,Prague - Modřany,50.00835,14.41991,"CZK 40,000",Prefab concrete,,,Very good,,G,,,,,1.0,1.0,,,,,,,
"CZK 18,000","CZK 3,500",734031,Studio,10/1/2022,34 m²,Fully furnished,,,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,Prague - Strašnice,50.07918,14.48536,"CZK 18,000",Brick,10 to 30 years,Standard,Very good,Personal,G,Central,,,1.0,,,,,,,,,
"CZK 13,500","CZK 2,800",524929,Studio,9/1/2018,32 m²,Fully furnished,1,,321.01,3235.79,590.23,3591.25,347.74,2875.71,2207.72,2716.78,2751.33,367.32,"Kestřanská, Prague - Cholupice",49.9887823,14.4454149,"CZK 16,300",Brick,,,,Personal,,,,,,,1.0,,,1.0,,,,
"CZK 18,000","CZK 4,000",737808,2+kk,9/19/2022,55 m²,Unfurnished,3,1.0,232.61,146.06,13.95,221.87,10.19,63.91,278.39,443.83,1225.33,285.5,Prague - Vokovice,50.09625,14.3602,"CZK 18,000",Prefab concrete,,,Very good,,C,Central,,Complete,,1.0,,1.0,,,1.0,,,
"CZK 14,000",CZK 700,453907,2+kk,10/1/2022,40 m²,Partly,2,,144.87,225.65,56.34,206.91,16.86,222.73,312.31,464.55,357.25,334.34,"Na Spojce, Prague - Vršovice",50.0676958,14.4567292,"CZK 20,000",Brick,,,Very good,Personal,,,,Complete,,,,,,,,,,
"CZK 16,500","CZK 3,331",492630,2+kk,10/1/2022,53 m²,Fully furnished,2,1.0,355.4,903.76,583.42,1031.58,338.62,863.49,598.27,754.11,532.05,81.03,"Karla Kryla, Prague - Stodůlky",50.0368204,14.330625,"CZK 30,000",Brick,,,,Personal,,,,,,1.0,,,,,1.0,,,
"CZK 20,500",CZK 880,381587,2 bedroom,9/12/2022,90 m²,Unfurnished,3,,72.57,89.05,84.69,56.33,4.22,136.59,320.86,798.22,409.8,337.3,"Šmeralova, Prague - Bubeneč",50.1002722,14.4225082,"CZK 20,500",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,497",737805,Studio,10/4/2022,30 m²,Fully furnished,2,1.0,244.01,756.43,234.11,1131.0,356.53,408.8,300.81,423.96,1217.3,415.74,Prague - Košíře,50.07148,14.3846,"CZK 25,000",Brick,,,Very good,,G,,,,,,,,,1.0,,,,
"CZK 18,200","CZK 1,800",632473,Studio,10/1/2022,43 m²,Fully furnished,1,1.0,294.94,409.3,45.18,338.8,178.53,254.54,193.85,710.73,84.22,381.6,"U Studánky, Prague - Bubeneč",50.102025,14.425824,"CZK 40,000",Brick,Up to 10 years,Luxurious,Very good,Personal,A,Electric boiler,,Complete,,,,,,,,,,
"CZK 28,400","CZK 6,000",737804,3+kk,10/1/2022,91 m²,Fully furnished,5,1.0,411.66,1945.02,535.38,1619.56,1273.47,741.19,1073.41,1354.32,1057.83,53.96,Prague - Vysočany,50.10469,14.51504,"CZK 50,000",Brick,Up to 10 years,Standard,Very good,Personal,B,Central,1.0,,,1.0,1.0,1.0,,,1.0,,,
"CZK 12,000","CZK 3,000",737802,2+kk,9/19/2022,44 m²,Partly,3,1.0,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,"CZK 15,000",Prefab concrete,,,Good,,E,,,,,1.0,,,,,,,,
"CZK 11,990","CZK 1,759",737803,Studio,9/17/2022,38 m²,Fully furnished,5,1.0,239.9,898.28,492.58,763.17,617.18,354.86,455.88,556.66,1256.24,365.57,"Modenská, Prague - Horní Měcholupy",50.04008111111,14.56814888888,"CZK 13,749",Other,,,New-build,Personal,B,,1.0,,,1.0,1.0,1.0,,,,"CZK 13,749",,
"CZK 16,500","CZK 4,300",687239,2+kk,12/1/2022,45 m²,Fully furnished,2,1.0,325.71,968.96,162.26,2110.68,160.3,997.63,1050.9,1575.88,2007.31,224.0,"K Beranovu, Prague - Dolní Chabry",50.13979,14.44901,"CZK 25,000",Brick,Up to 10 years,Standard,New-build,Personal,C,Central,1.0,,,1.0,1.0,1.0,,,,,,
"CZK 22,000","CZK 3,360",551447,2+kk,9/13/2022,51 m²,Partly,2,1.0,283.79,148.02,158.99,1617.01,45.16,1048.39,1159.42,750.98,931.26,135.54,Prague - Stodůlky,50.0460523,14.3020788,"CZK 40,000",Brick,Up to 10 years,Standard,,Personal,B,Central,1.0,,1.0,,,,,,,,,
"CZK 30,000","CZK 6,000",729867,3+kk,9/1/2022,86 m²,Partly,3,1.0,619.74,957.8,1278.08,1960.39,141.51,1073.98,1363.22,1191.22,343.89,293.25,Prague - Letňany,50.14159,14.52344,"CZK 60,000",Brick,Up to 10 years,,New-build,,B,Central,,,,,1.0,,1.0,,,,,
"CZK 16,000","CZK 4,000",735075,2+kk,9/12/2022,41 m²,Partly,1,,370.75,1265.27,341.98,843.86,320.29,1025.67,1000.01,218.25,1013.68,332.92,Prague - Dejvice,50.09786,14.37792,"CZK 20,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",737556,2+kk,9/12/2022,56 m²,Fully furnished,4,,159.19,701.35,186.0,393.34,186.98,214.61,352.62,518.89,577.8,707.14,Prague - Břevnov,50.08317,14.37215,"CZK 25,000",Brick,,,New-build,,G,,1.0,,,,,,,,,,,
"CZK 15,500","CZK 4,000",735446,Studio,9/7/2022,23 m²,Fully furnished,3,1.0,51.7,1483.2,433.92,1157.74,558.05,744.26,305.46,1138.73,1422.98,612.08,Prague - Vysočany,50.103156,14.5190992,"CZK 20,000",Other,Up to 10 years,Luxurious,New-build,Personal,G,Central,1.0,Complete,1.0,,,,,,,,,
"CZK 17,900","CZK 1,100",682818,2+kk,10/1/2022,48 m²,Partly,1,1.0,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,"CZK 25,000",Brick,,,Very good,Personal,G,,,,,,1.0,,,,,,,
"CZK 12,000","CZK 2,000",729672,Studio,9/22/2022,21 m²,Partly,5,,124.98,538.05,121.55,184.75,182.23,558.84,300.08,228.47,431.04,520.36,"Husinecká, Prague - Žižkov",50.085698,14.4449948,"CZK 20,000",Other,,,Very good,,C,Electric boiler,,,,,1.0,,,,,,,
"CZK 13,950","CZK 3,000",731066,Studio,9/1/2022,30 m²,Partly,4,1.0,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,"CZK 28,000",Brick,,,Very good,,C,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",267720,Studio,8/23/2022,45 m²,Fully furnished,5,,140.65,1330.58,511.17,1085.56,206.79,1317.03,1111.5,640.52,844.37,273.91,"Roškotova, Prague - Braník",50.0405931,14.4265259,CZK 0,Prefab concrete,,,,Personal,,,,,,,,,,,,,,
"CZK 8,000","CZK 5,000",736857,2 bedroom,9/12/2022,45 m²,Fully furnished,3,,439.24,803.13,302.68,845.82,712.62,459.25,468.41,195.87,457.01,228.95,Prague - Strašnice,50.08273,14.49127,"CZK 10,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",736943,2 bedroom,10/1/2022,45 m²,Partly,2,,709.72,829.85,448.06,2370.89,383.39,437.8,764.25,716.18,1821.64,649.04,Prague - Braník,50.03496,14.42055,CZK 0,Brick,,,Very good,,G,,,,1.0,,,1.0,,,,,,
"CZK 16,000","CZK 1,000",731534,1 bedroom,9/15/2022,46 m²,Partly,4,1.0,322.68,961.45,241.53,635.99,345.47,659.58,372.47,616.98,945.84,448.11,Prague - Vysočany,50.10386,14.50184,"CZK 32,000",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 50,000","CZK 10,610",682234,5+kk,9/1/2022,162 m²,Partly,11,1.0,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,"CZK 100,000",Other,,,New-build,Personal,C,,,,1.0,1.0,,,1.0,,,,,
"CZK 6,000","CZK 1,000",736716,3+1,9/12/2022,30 m²,Partly,1,,377.25,753.08,261.66,548.17,290.84,743.07,518.13,1036.84,152.09,363.49,Prague - Podolí,50.05343,14.42159,"CZK 11,000",Brick,,,Good,,A,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
"CZK 15,000","CZK 3,000",736774,2 bedroom,10/1/2022,59 m²,Fully furnished,4,1.0,160.51,891.21,172.92,1260.14,211.56,233.02,511.7,375.22,911.85,297.92,Prague - Kamýk,50.01649,14.44124,"CZK 25,000",Prefab concrete,,,Very good,,C,,,,,1.0,,1.0,,,,,,
"CZK 23,500","CZK 5,300",736366,3+kk,11/1/2022,73 m²,Partly,4,1.0,323.41,762.05,330.66,685.11,338.94,572.48,543.73,248.59,403.57,40.43,Prague - Řepy,50.06796,14.30066,"CZK 40,000",Prefab concrete,,Standard,Very good,,G,Central,,Complete,,1.0,,,,,1.0,,,
"CZK 13,500","CZK 3,000",725391,Studio,8/1/2022,31 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 16,500",Brick,,,New-build,,A,,1.0,,,,,,,,,,,
"CZK 15,000","CZK 4,000",589495,1 bedroom,10/5/2022,31 m²,Fully furnished,5,1.0,281.46,602.99,267.93,692.17,403.95,688.3,1195.3,523.48,1247.72,159.24,"Peroutkova, Prague - Jinonice",50.058519,14.377489,"CZK 15,000",Brick,Up to 10 years,Standard,New-build,Personal,C,Distance,1.0,Complete,,,,,,,,,,
"CZK 23,000","CZK 9,000",735408,3+1,9/7/2022,105 m²,Unfurnished,5,1.0,174.31,478.5,120.42,94.53,46.33,21.42,249.47,441.3,567.11,636.54,Prague - Vinohrady,50.07382,14.43183,"CZK 46,000",Brick,,,Very good,,C,,,,,,,,,,,,,
"CZK 12,000","CZK 3,200",732486,Studio,11/25/2022,38 m²,Partly,1,,29.62,74.69,161.27,2384.66,205.43,349.84,301.39,274.67,1230.51,244.29,Prague - Braník,50.03619,14.41129,"CZK 15,200",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 12,990",CZK 0,681721,Small studio,9/7/2022,20 m²,Fully furnished,1,,155.39,507.59,93.73,189.31,18.14,382.05,535.16,340.41,325.87,706.18,"Na Bělidle, Prague - Smíchov",50.07176,14.40601,"CZK 5,000",Brick,,Standard,Good,Personal,G,Gas boiler,,Interior,,,,,,,,,,
