Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Floor,Heating,Total number of floors,Renovation,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,New building,Age,Front garden,Administration fee,Developer name,Project name,Kód jednotky
705090,"CZK 19,500",50.0925008,14.4438167,"Sokolovská, Prague - Karlín",Studio,Excellent,31 m²,"CZK 3,500","CZK 20,000",Cooperative,Brick building,Furnished,No,No,No,No,No,No,No,11. 04. 2022,C,1,Central heating,Ground floor,Overall,113,295,84,293,18,292,279,"1,016",374,318,Premium materials and solutions,,1 to 10 years years,,,,,
596994,"CZK 9,990",50.026395,14.521774,"Opatovská, Prague - Chodov",Studio,New build,38 m²,CZK 1,"CZK 18,000",Personal,Brick building,,No,No,No,No,No,No,No,15. 04. 2022,A,3,,,,93,811,106,828,378,311,421,414,924,222,,,,,,,,
586296,"CZK 16,000",50.118133,14.630169,"Náchodská, Prague - Horní Počernice",3 bedroom with open-plan kitchen,Excellent,103 m²,"CZK 6,000","CZK 35,000",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,02. 12. 2019,G,2,,,,114,"1,475",88,793,102,"1,343",171,312,,,,,,,,,,
713897,"CZK 12,900",50.04672,14.43545,"Horáčkova, Prague - Krč",1 bedroom,Good,38 m²,"CZK 2,500","CZK 25,800",Personal,Prefab concrete building,Furnished,No,No,No,No,No,No,No,,G,9,,,,259,736,88,567,184,653,234,180,379,150,,,,,,,,
713250,"CZK 15,000",50.0701838,14.4021308,"Karla Engliše, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,64 m²,"CZK 3,000","CZK 20,000",,Brick building,Furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,,4,Gas boiler,Middle floor,,125,373,219,81,55,115,351,847,"1,021",405,Standard materials and solutions,,10 to 30 years years,,,,,
705905,"CZK 18,990",50.11795972222,14.46150583333,"V Holešovičkách, Prague - Libeň",3 bedroom,Excellent,71 m²,"CZK 3,259","CZK 22,249",Personal,Brick building,Furnished,Yes,No,No,No,No,No,No,,G,3,,,,243,689,606,833,393,496,846,908,"1,353",793,,,,,"CZK 22,249

                                
                                
                
i",,,
713587,"CZK 20,396",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,799",,,,Furnished,Yes,Yes,No,No,No,Yes,Yes,08. 06. 2022,,1,,,,234,341,228,706,128,428,324,536,546,328,,,,,,,,
301142,"CZK 19,000",50.1273445,14.5029602,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Furnished,Yes,No,No,No,No,Yes,No,01. 05. 2022,C,2,District heating,,,229,845,111,874,564,811,345,568,253,,Premium materials and solutions,,1 to 10 years years,,,,,
713920,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,,150 m²,"CZK 28,875",,,,Furnished,No,No,No,No,No,No,No,11. 06. 2022,,4,,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,
713919,"CZK 13,875",50.0406167,14.4989504,"Babická, Prague - Chodov",Studio,,40 m²,"CZK 4,625",,,,Furnished,No,Yes,No,No,No,Yes,No,11. 06. 2022,,-1,,,,128,"1,194",658,199,822,595,778,444,349,,,,,,,,,
713918,"CZK 20,400",50.0630016,14.4450348,"Mojmírova, Prague - Nusle",Studio,,35 m²,"CZK 6,800",,,,Furnished,Yes,No,No,No,No,Yes,No,11. 06. 2022,,2,,,,238,572,103,275,180,318,460,822,638,598,,,,,,,,
713216,"CZK 16,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,New build,60 m²,"CZK 6,000","CZK 44,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,No,02. 07. 2022,G,2,,,,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,,,,,,,,
590616,"CZK 14,000",50.008984,14.429712,"Levského, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,Yes,No,No,Yes,No,Yes,No,08. 06. 2022,G,4,,,,328,"1,048",142,"1,032",169,"1,022",284,384,179,171,,,,,,,,
628517,"CZK 22,000",50.056007,14.308113,"Pod Zličínem, Prague - Stodůlky",2 bedroom with open-plan kitchen,New build,62 m²,"CZK 4,000","CZK 22,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,12. 04. 2022,G,1,Electric boiler,Raised ground floor,Overall,205,"1,173",290,"1,214","1,161","1,320","1,304","1,102",828,489,Premium materials and solutions,,1 to 10 years years,,,,,
582294,"CZK 20,500",50.091065,14.477632,"Biskupcova, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 2,500","CZK 20,500",Personal,Brick building,Partially furnished,No,No,Yes,No,No,Yes,No,16. 05. 2022,E,5,,,,224,"1,029",202,309,326,391,259,288,395,345,,,,,,,,
713902,"CZK 10,500",50.0636028,14.435896,"Boleslavova, Prague - Nusle",1 bedroom,Excellent,50 m²,CZK 490,"CZK 10,500",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,G,1,,,,367,379,243,313,382,484,259,353,404,331,,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,,45 m²,"CZK 2,660","CZK 15,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,,,,,Ground floor,,227,556,213,533,215,487,530,568,"1,315",304,,,,,,,,
711450,"CZK 17,000",50.03876,14.32323,"Kakosova, Prague - Řeporyje",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 4,700","CZK 34,000",Personal,Brick building,Furnished,No,Yes,No,No,No,Yes,No,01. 05. 2022,B,4,Central heating,Top floor,,222,"1,211",885,"1,074",483,"1,035",695,"1,115",621,75,,Yes,,,,,,
713570,"CZK 13,650",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,,24 m²,"CZK 4,550",,,,Furnished,No,No,No,No,No,No,No,01. 06. 2022,,1,,,,207,626,116,221,143,278,376,548,644,639,,,,,,,,
451726,"CZK 20,000",50.0834475,14.3447623,"Na Klášterním, Prague - Břevnov",3 bedroom,Excellent,71 m²,"CZK 5,000","CZK 25,000",Personal,Prefab concrete building,Furnished,No,No,No,No,No,No,No,01. 06. 2022,,1,District heating,Raised ground floor,Overall,234,860,251,622,344,640,339,147,523,262,Premium materials and solutions,,,,,,,
590755,"CZK 16,800",50.073647,14.416906,"Na Moráni, Prague - Nové Město",2 bedroom,Good,60 m²,CZK 500,"CZK 16,782",Personal,Brick building,,No,No,No,No,No,No,No,12. 04. 2022,A,5,,,,136,344,79,149,75,217,342,430,752,269,,,,,,,,
713886,"CZK 13,500",50.0998507,14.4364065,"Podplukovníka Sochora, Prague - Holešovice",Studio,Excellent,20 m²,"CZK 2,000","CZK 15,500",Cooperative,Brick building,Furnished,No,No,No,No,No,Yes,No,12. 04. 2022,G,2,,,,139,"1,065",99,268,197,177,164,"1,304",526,759,,,,,,,,
209991,"CZK 11,900",50.0839945,14.4485314,"Vlkova, Prague - Žižkov",Studio,Excellent,18 m²,CZK 700,"CZK 11,900",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,12. 04. 2022,,3,Central heating,Middle floor,Overall,298,136,126,163,118,157,80,230,296,462,Standard materials and solutions,,1 to 10 years years,,,,,
713112,"CZK 35,000",50.02094,14.41331,"U Zátiší, Prague - Hodkovičky",2 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 6,000","CZK 60,000",Personal,Brick building,Furnished,No,Yes,No,No,No,Yes,Yes,18. 04. 2022,A,6,,,,253,"1,412","1,277","1,370",489,"1,491",183,,,,,,,,,,,
713879,"CZK 12,500",50.07847,14.44563,"Polská, Prague - Vinohrady",Small studio,Excellent,30 m²,CZK 800,"CZK 1,200",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,11. 04. 2022,G,4,Gas boiler,Top floor,,391,639,26,496,37,339,315,78,245,393,,,,,,,,
713875,"CZK 14,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",Studio,Excellent,48 m²,"CZK 4,650","CZK 20,000",Personal,Prefab concrete building,Furnished,Yes,No,No,No,Yes,Yes,No,02. 05. 2022,B,3,,,,126,589,273,189,186,90,541,"1,080",637,392,,,,,,,,
713873,"CZK 9,900",50.04546,14.45075,"Batelovská, Prague - Michle",Small studio,Excellent,28 m²,"CZK 2,000","CZK 12,000",Personal,Prefab concrete building,Partially furnished,No,No,Yes,No,No,Yes,No,20. 04. 2022,G,12,,,,215,629,259,270,60,275,199,735,630,89,,,,,,,,
623604,"CZK 10,500",50.056041,14.447178,"Družnosti, Prague - Nusle",1 bedroom,Excellent,35 m²,"CZK 3,500","CZK 10,500",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,04. 01. 2022,G,2,Gas boiler,Middle floor,Interior,452,893,155,455,430,"1,053",355,299,935,293,Standard materials and solutions,,over 50 years years,,,,,
713865,"CZK 16,500",50.06064,14.39971,"Na Neklance, Prague - Smíchov",Studio,New build,28 m²,"CZK 2,500","CZK 19,000",Personal,Other,Partially furnished,Yes,No,No,No,No,Yes,Yes,11. 04. 2022,G,4,,,,161,895,212,926,204,442,602,741,663,541,,,,,,,,
446569,"CZK 18,500",50.0886908,14.4828424,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,,54 m²,"CZK 3,500",,Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,No,No,24. 04. 2022,,3,,,,413,883,458,643,229,686,510,323,373,136,,,1 to 10 years years,,,,,
711674,"CZK 17,000",50.10235,14.42751,"Umělecká, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 1,000","CZK 34,000",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,12. 04. 2022,G,3,Electric boiler,Middle floor,,179,550,128,276,153,391,78,137,479,,,,,,,,,
656240,"CZK 12,500",50.07128,14.45162,"Kodaňská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,000","CZK 15,500",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,01. 05. 2022,G,1,,,,29,628,29,211,0,483,70,355,283,305,,,,,,,,
657522,"CZK 14,500",50.06862,14.40104,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,000","CZK 17,500",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,D,1,,,,27,143,131,268,19,44,346,591,852,149,,,,,,,,
713860,"CZK 9,000",50.07381,14.45633,"Hradešínská, Prague - Vinohrady",Small studio,Good,33 m²,"CZK 1,600","CZK 9,000",Personal,Brick building,Unfurnished,No,No,No,No,No,Yes,No,12. 04. 2022,G,-1,,,,339,692,296,549,277,445,389,257,680,268,,,,,,,,
713527,"CZK 22,950",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,,39 m²,"CZK 7,650",,,,Furnished,No,No,No,No,No,Yes,No,01. 06. 2022,,2,,,,203,332,57,333,25,268,328,262,694,682,,,,,,,,
713524,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,No,No,No,No,No,No,No,29. 05. 2022,,3,,,,177,647,182,40,38,122,28,102,350,194,,,,,,,,
713517,"CZK 25,459",50.0720218,14.4618189,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,,54 m²,"CZK 8,486",,,,Furnished,No,No,No,No,No,No,No,01. 06. 2022,,5,,,,222,829,176,605,99,603,417,336,724,245,,,,,,,,
713512,"CZK 33,000",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,000",,,,Furnished,No,No,No,No,No,No,No,02. 05. 2022,,5,,,,120,534,85,337,48,344,183,195,543,341,,,,,,,,
713506,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 11,225",,,,Furnished,No,No,No,No,No,Yes,No,04. 05. 2022,,2,,,,22,463,81,96,72,158,361,436,384,451,,,,,,,,
713503,"CZK 19,166",50.0500223,14.3484607,"Seydlerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,,53 m²,"CZK 6,389",,,,Furnished,No,No,No,No,No,No,No,02. 05. 2022,,6,,,,318,610,145,217,138,324,226,91,"1,397",179,,,,,,,,
713501,"CZK 33,750",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 11,250",,,,Furnished,No,No,No,No,No,Yes,No,16. 05. 2022,,4,,,,274,300,81,587,69,312,103,253,793,568,,,,,,,,
713482,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 24,950",,,,Furnished,Yes,Yes,No,No,No,Yes,Yes,12. 05. 2022,,4,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,
713852,"CZK 63,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 21,000",,,,Furnished,No,No,No,No,No,Yes,Yes,20. 04. 2022,,4,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,
713847,"CZK 16,500",50.07329,14.43979,"Záhřebská, Prague - Vinohrady",Studio,New build,31 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,Yes,No,11. 04. 2022,C,2,,,,159,309,52,476,76,481,103,455,672,499,,,,,,,,
713844,"CZK 12,000",50.03752,14.63354,"U Svodnice, Prague - Královice",Studio,New build,45 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,18. 04. 2022,B,1,,,,347,,,,,,,,,,,,,,,,,
713312,"CZK 16,000",50.0757517,14.6593589,Prague - Újezd nad Lesy,1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,700","CZK 16,000",Personal,Brick building,Partially furnished,Yes,Yes,No,No,No,No,No,01. 05. 2022,B,2,,,,83,202,169,174,237,799,236,"1,400",196,,,,,15 m²,,,,
713845,"CZK 16,500",50.07329,14.43979,"Záhřebská, Prague - Vinohrady",Studio,New build,34 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,Yes,No,11. 04. 2022,C,2,,,,159,309,52,476,76,481,103,455,672,499,,,,,,,,
713837,"CZK 9,500",50.10681,14.44864,"Poupětova, Prague - Holešovice",Small studio,Excellent,25 m²,"CZK 2,500","CZK 11,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,14. 04. 2022,C,2,,,,235,487,69,299,155,303,302,761,400,361,,,,,,,,
710665,"CZK 24,500",50.10137,14.42546,"Malířská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,500","CZK 40,000",Personal,Brick building,Furnished,Yes,No,Yes,Yes,No,Yes,No,17. 03. 2022,G,3,Gas boiler,Middle floor,Overall,270,323,112,253,173,64,285,151,440,,Premium materials and solutions,,,,,,,
126891,"CZK 16,600",50.1058683,14.4495501,"U Měšťanského Pivovaru, Prague - Holešovice",1 bedroom with open-plan kitchen,,49 m²,"CZK 4,500","CZK 16,600",Cooperative,Brick building,Furnished,Yes,No,No,No,No,Yes,No,,,2,District heating,Middle floor,Overall,134,324,75,136,34,140,340,598,309,417,Standard materials and solutions,,,,,,,
493091,"CZK 16,500",50.1268957,14.4219657,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,,55 m²,"CZK 3,500","CZK 40,000",Personal,Other,Furnished,Yes,No,No,No,No,Yes,Yes,11. 04. 2022,C,4,,,,403,318,77,388,182,332,687,968,"1,053",325,,,10 to 30 years years,,,,,
713830,"CZK 15,000",50.05542,14.51693,"Strašnická, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,800","CZK 30,000",Personal,Prefab concrete building,Partially furnished,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,5,,,,345,473,447,435,457,477,800,"1,055",783,56,,,,,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,Excellent,70 m²,"CZK 5,000","CZK 48,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,01. 05. 2022,G,4,,,,192,884,534,587,289,570,226,375,881,372,,,,,,,,
713145,"CZK 19,000",50.10882,14.52671,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 3,800","CZK 38,000",Personal,Prefab concrete building,Partially furnished,Yes,No,No,No,Yes,Yes,Yes,11. 04. 2022,A,4,,,,209,"1,249",648,"1,230",912,"1,023","1,174",994,"1,121",457,,,,,,,,
713828,"CZK 18,600",50.0718493,14.4552977,"Norská, Prague - Vršovice",2 bedroom,Excellent,46 m²,"CZK 3,000","CZK 18,600",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,12. 05. 2022,G,1,Gas boiler,Middle floor,Overall,211,660,85,437,55,435,140,205,545,175,Standard materials and solutions,,,,,,,
190925,"CZK 11,500",50.0241471,14.4558453,"Hurbanova, Prague - Krč",Studio,,34 m²,"CZK 2,500","CZK 15,000",Cooperative,Prefab concrete building,Unfurnished,No,No,Yes,Yes,No,No,No,11. 04. 2022,,3,District heating,,,426,931,475,512,466,534,"1,372",499,447,,,,,,,,,
536913,"CZK 14,000",50.0848545,14.483906,Prague - Strašnice,Studio,,52 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,Yes,No,No,No,Yes,Yes,Yes,ihned,,2,,Middle floor,,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,Premium materials and solutions,Yes,1 to 10 years years,,,,,
423147,"CZK 16,500",50.0686181,14.369871,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,No,Yes,Yes,No,No,Yes,No,12. 04. 2022,,1,,Ground floor,,192,544,59,293,128,186,228,"1,177",548,252,,Yes,,15 m²,,,,
713817,"CZK 13,000",50.06122,14.40449,"Na Neklance, Prague - Smíchov",Studio,Excellent,35 m²,CZK 410,"CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,G,5,,,,73,643,191,"1,114",293,124,953,905,819,564,,,,,,,,
713815,"CZK 14,500",50.0369,14.33773,"Přecechtělova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 29,000",Personal,Prefab concrete building,Furnished,No,No,Yes,No,No,Yes,No,11. 04. 2022,C,1,,,,260,481,208,917,203,478,292,396,212,92,,,,,,,,
166213,"CZK 25,000",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 28,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 04. 2022,C,3,Gas boiler,,Overall,43,650,75,105,60,114,171,530,170,544,Premium materials and solutions,,1 to 10 years years,116 m²,,,,
713808,"CZK 18,000",50.0935,14.50512,"Učňovská, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Furnished,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,B,2,,,,531,"1,026",592,"1,376",652,638,882,805,"1,420",319,,,,,,,,
713806,"CZK 9,500",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,Excellent,25 m²,"CZK 2,000","CZK 22,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 05. 2022,G,1,,,,127,,,,,,,,,,,,,,,,,
111639,"CZK 12,000",50.0908705,14.4234615,"Haštalská, Prague - Staré Město",Studio,Excellent,25 m²,"CZK 1,500","CZK 27,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,11. 04. 2022,,5,Other,Middle floor,Interior,60,394,36,180,50,197,274,320,164,166,Standard materials and solutions,,,,,,,
713802,"CZK 11,000",50.11776,14.45693,"Valčíkova, Prague - Libeň",1 bedroom,New build,40 m²,CZK 800,"CZK 10,000",Personal,Brick building,Partially furnished,No,No,No,No,Yes,No,No,18. 04. 2022,C,1,Gas boiler,Ground floor,Interior,33,847,764,990,119,550,531,"1,108",725,455,Standard materials and solutions,,,,,,,
713119,"CZK 20,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom,New build,58 m²,"CZK 1,900","CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,06. 04. 2022,C,1,,,,64,90,87,106,154,99,118,495,711,218,,,,,,,,
332636,"CZK 10,000",50.0923038,14.5401226,"Zvíkovská, Prague - Kyje",1 bedroom with open-plan kitchen,,42 m²,"CZK 4,000","CZK 14,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,,,,Gas boiler,Raised ground floor,Interior,174,305,331,840,"1,019","1,366",220,,,,Standard materials and solutions,,,,,,,
543611,"CZK 23,000",50.100966,14.430497,"Františka Křížka, Prague - Holešovice",2 bedroom,Excellent,65 m²,"CZK 5,000","CZK 23,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 06. 2022,D,1,Gas boiler,Middle floor,Overall,204,466,140,276,72,172,293,179,556,,Standard materials and solutions,,over 50 years years,,,,,
713110,"CZK 23,000",50.1056794,14.4916437,"Kovářská, Prague - Libeň",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 5,000",,Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,15. 05. 2022,G,7,,,,59,268,110,330,11,423,6,380,151,122,,,,,,,,
223403,"CZK 15,500",50.1331108,14.4861759,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,000",CZK 2,Personal,Prefab concrete building,Furnished,Yes,No,Yes,No,No,No,No,01. 05. 2022,C,4,District heating,Middle floor,Overall,574,822,443,815,518,917,"1,422",168,,,Premium materials and solutions,,,,,,,
400345,"CZK 14,000",50.1194442,14.4815146,"Hejnická, Prague - Střížkov",2 bedroom,Excellent,64 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,Partially furnished,No,Yes,No,No,Yes,No,No,16. 05. 2022,,3,Gas boiler,Attic,,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,,,10 to 30 years years,120 m²,,,,
713794,"CZK 15,500",50.0848285,14.3763459,"Bělohorská, Prague - Břevnov",Studio,Excellent,29 m²,"CZK 2,000","CZK 20,000",Other,Brick building,Partially furnished,Yes,No,Yes,No,No,No,No,01. 05. 2022,F,3,,,,53,824,62,397,57,161,81,398,262,273,,,,,,,,
655898,"CZK 9,900",50.01457,14.53931,"Ve Vilkách, Prague - Újezd u Průhonic",1 bedroom with open-plan kitchen,New build,72 m²,"CZK 2,995","CZK 9,900",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 05. 2022,C,-1,Gas boiler,,Overall,121,396,323,353,999,,,,,,,,1 to 10 years years,,,,,
713790,"CZK 14,000",50.07828,14.5085,"Limuzská, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Unfurnished,Yes,No,Yes,No,Yes,Yes,No,11. 04. 2022,A,5,,,,53,915,509,892,124,768,934,"1,058","1,195",526,,,,,,,,
607713,"CZK 19,900",50.071796,14.429385,"Fügnerovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 1,900","CZK 25,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 05. 2022,G,5,Electric boiler,Attic,,195,562,237,360,239,190,296,492,736,504,Premium materials and solutions,Yes,1 to 10 years years,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 950,"CZK 29,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,01. 07. 2022,F,1,Other,Ground floor,Overall,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,,,,,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,40 m²,CZK 1,"CZK 18,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,12. 04. 2022,A,2,District heating,,,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,Premium materials and solutions,,,,,,,
658032,"CZK 21,900",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000","CZK 24,900",Personal,Brick building,Furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,A,4,Central heating,Middle floor,,425,383,567,433,477,975,428,"1,467",364,,Standard materials and solutions,Yes,1 to 10 years years,,,,,
713328,"CZK 19,000",50.0997147,14.4323015,"Podplukovníka Sochora, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,000","CZK 19,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,G,2,,,,121,765,108,49,106,138,306,220,515,,,,,,,,,
713618,"CZK 10,000",50.06458,14.40079,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 1,000","CZK 10,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,No,No,01. 05. 2022,G,2,,,,263,540,292,883,413,627,239,212,455,136,,,,,,,,
