Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Renovation,Age,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
275083,"CZK 22,900",50.0855268,14.4464269,"Krásova, Prague - Žižkov",2 bedroom with open-plan kitchen,,71 m²,CZK 900,"CZK 30,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,28. 04. 2022,,159,357,61,299,88,378,280,107,439,583,Standard materials and solutions,,Middle floor,Interior,1 to 10 years years,,,,,,
715209,"CZK 48,000",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,,72 m²,"CZK 16,000",,,,Furnished,5,No,No,No,No,No,Yes,No,19. 06. 2022,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,
442008,"CZK 17,000",50.0996048,14.3444734,"Na Lužci, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,600","CZK 30,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,27. 01. 2020,B,136,420,"1,003",113,625,347,545,405,91,,,Central heating,Attic,Overall,1 to 10 years years,,,,,,
239937,"CZK 10,000",50.1274024,14.4669336,"Kyselova, Prague - Kobylisy",Studio,,24 m²,"CZK 3,300","CZK 26,600",Personal,Prefab concrete building,Partially furnished,11,No,No,No,No,No,No,No,,,220,282,90,97,75,302,188,320,844,24,,,,,,,,,,,
113106,"CZK 16,800",50.0538919,14.4972997,"U Zahradního Města, Prague - Záběhlice",3 bedroom,Excellent,67 m²,"CZK 4,500","CZK 33,600",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,21. 02. 2022,,302,839,466,"1,326",305,474,512,354,751,609,Standard materials and solutions,Central heating,Middle floor,,10 to 30 years years,,,,,,
715350,"CZK 41,438",50.077834,14.422878,"Příčná, Prague - Nové Město",Studio,,26 m²,"CZK 13,812",,,,Furnished,2,No,No,No,No,No,No,No,20. 06. 2022,,224,529,123,232,36,222,310,471,467,408,,,,,,,,,,,
716213,"CZK 28,688",50.0730353,14.4083714,"Zborovská, Prague - Smíchov",Studio,,40 m²,"CZK 9,562",,,,Furnished,2,Yes,Yes,No,No,No,No,No,27. 06. 2022,,94,401,89,199,59,403,430,911,"1,115",601,,,,,,,,,,,
716212,"CZK 36,675",50.0830187,14.4654473,"Olšanská h, Prague - Žižkov",1 bedroom with open-plan kitchen,,62 m²,"CZK 12,225",,,,Furnished,7,No,No,No,No,No,Yes,No,27. 06. 2022,,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,
471664,"CZK 30,000",50.0705672,14.4310026,"Legerova, Prague - Vinohrady",4 bedroom,Good,126 m²,"CZK 12,000","CZK 50,000",Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,E,190,550,227,457,24,316,119,480,501,471,Premium materials and solutions,Gas boiler,Middle floor,Interior,over 50 years years,,,,,,
716211,"CZK 14,900",50.09903,14.34437,"Na Lužci, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 2,600","CZK 30,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,B,219,"1,461",363,920,56,568,263,488,348,34,,,,,,,,,,,
338671,"CZK 14,000",50.0541721,14.3670096,"U Kříže, Prague - Jinonice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 14,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,,224,233,454,316,525,229,835,806,201,,Standard materials and solutions,District heating,Ground floor,,10 to 30 years years,,,,,,
619958,"CZK 25,000",50.036541,14.383217,"Pražského, Prague - Hlubočepy",4 bedroom,Excellent,90 m²,"CZK 4,000","CZK 25,000",Personal,Other,Furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,G,123,683,567,597,584,628,588,578,540,293,,District heating,Middle floor,Interior,10 to 30 years years,,,,,,
714011,"CZK 22,350",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,,29 m²,"CZK 7,450",,,,Furnished,5,No,Yes,No,No,No,Yes,No,10. 06. 2022,,472,536,115,535,55,394,404,513,675,431,,,,,,,,,,,
633593,"CZK 29,000",50.041848,14.487247,"Jihovýchodní Ix, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 6,000","CZK 50,000",Personal,Brick building,Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 01. 2022,B,188,806,833,819,685,637,730,"1,285",528,,Premium materials and solutions,Central heating,Ground floor,Overall,,,,400 m²,,,
639060,"CZK 24,500",50.08376,14.455893,"Lupáčova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,500","CZK 49,000",Personal,Brick building,Furnished,8,No,No,No,No,No,Yes,No,01. 02. 2022,A,207,451,138,317,99,309,112,228,402,163,,,,,,,,,,,
689623,"CZK 16,000",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,New build,27 m²,"CZK 2,900","CZK 20,000",Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,No,26. 10. 2021,C,543,662,441,769,469,743,529,451,635,750,,,,,,Yes,,,,,
708271,"CZK 11,000",50.08458,14.47054,"Jana Želivského, Prague - Žižkov",Studio,Good,29 m²,"CZK 4,000","CZK 22,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,D,76,143,67,473,86,349,656,604,456,529,Standard materials and solutions,Gas boiler,Middle floor,Interior,,,,,,,
713525,"CZK 20,250",50.0922767,14.4324355,"Klimentská, Prague - Nové Město",Studio,,30 m²,"CZK 6,750",,,,Furnished,1,No,No,No,No,No,No,No,06. 06. 2022,,132,502,36,412,20,262,31,217,579,177,,,,,,,,,,,
715436,"CZK 27,504",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,40 m²,"CZK 9,168",,,,Furnished,6,Yes,Yes,No,No,No,Yes,Yes,03. 06. 2022,,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,
713969,"CZK 35,175",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",2 bedroom,,65 m²,"CZK 11,725",,,,Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,
689621,"CZK 16,000",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,New build,26 m²,"CZK 2,900","CZK 20,000",Personal,Brick building,Partially furnished,2,No,Yes,Yes,No,No,Yes,No,26. 10. 2021,C,543,662,441,769,469,743,529,451,635,750,,,,,,Yes,,,,,
324795,"CZK 20,000",50.0410429,14.3224894,"Bellušova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 3,500","CZK 10,000",Personal,Prefab concrete building,Furnished,4,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 07. 2022,,384,920,595,566,716,630,330,689,483,215,Premium materials and solutions,District heating,Middle floor,Overall,10 to 30 years years,,,,,,
700087,"CZK 19,500",50.07173,14.41968,"Na Hrádku, Prague - Nové Město",2 bedroom,Excellent,50 m²,"CZK 4,000","CZK 19,500",Personal,Brick building,Furnished,,No,No,Yes,No,No,No,No,19. 01. 2022,G,138,519,100,168,160,80,339,287,459,360,,,,,,,,,,,
457935,"CZK 10,500",50.086802,14.3838861,"Za Pohořelcem, Prague - Střešovice",Studio,,15 m²,"CZK 2,900",,Personal,Brick building,Furnished,,No,No,No,No,No,No,No,,,230,440,98,"1,076",198,840,347,337,259,80,,,,,,,,,,,
713522,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,Furnished,4,No,No,No,No,No,No,No,30. 04. 2022,,212,525,185,151,68,162,317,392,109,262,,,,,,,,,,,
715723,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,-1,No,No,No,No,No,No,No,16. 05. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,
705384,"CZK 19,500",50.0861644,14.3218614,"Rakovnická, Prague - Ruzyně",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,500","CZK 23,000",Personal,Brick building,Furnished,2,No,No,No,Yes,Yes,No,No,15. 02. 2022,G,350,"1,494",393,284,"1,025",581,273,273,,,,,,,,,,,,,
512502,"CZK 20,000",50.0683646,14.4638444,"Altajská, Prague - Vršovice",1 bedroom with open-plan kitchen,,50 m²,"CZK 4,500","CZK 23,000",Personal,Low-energy building,Furnished,5,Yes,No,No,No,No,No,No,,,179,538,265,233,242,581,271,355,652,413,,,Middle floor,,1 to 10 years years,,,,,,
716190,"CZK 11,400",50.09068,14.45339,"Thámova, Prague - Karlín",Small studio,Excellent,28 m²,CZK 960,"CZK 11,400",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,28. 04. 2022,G,275,621,289,249,52,323,279,834,310,243,,,,,,,,,,,
716174,"CZK 23,000",50.10822,14.55535,"Za černým mostem, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,01. 05. 2022,A,141,637,237,149,591,383,"1,160","1,274",640,,,District heating,,,,Yes,,,,,
290365,"CZK 9,000",50.0248707,14.4253578,"Údolní, Prague - Braník",Small studio,Excellent,29 m²,"CZK 4,000","CZK 13,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,136,725,218,718,65,178,358,369,"1,176",252,Standard materials and solutions,District heating,Raised ground floor,,1 to 10 years years,,,,,,
715709,"CZK 8,000",50.0570976,14.5007991,"Chrpová, Prague - Záběhlice",Small studio,Excellent,17 m²,"CZK 2,500","CZK 13,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,25. 04. 2022,G,158,177,291,652,459,359,439,578,588,45,,,,,,,,,,,
716180,"CZK 12,000",50.03846,14.50836,"Majerského, Prague - Chodov",Small studio,Good,30 m²,"CZK 2,500","CZK 14,500",Cooperative,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,G,202,879,72,364,186,566,326,370,165,,,,,,,,,,,,
716178,"CZK 12,000",50.0334774,14.5321147,"Mendelova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,350","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,267,280,49,367,82,348,253,190,396,50,,,,,,,,,,,
713206,"CZK 19,000",50.07059,14.30566,"Španielova, Prague - Řepy",3 bedroom,Good,74 m²,"CZK 6,500","CZK 30,000",Personal,Prefab concrete building,Furnished,7,Yes,No,No,No,No,Yes,No,01. 05. 2022,G,234,969,215,931,184,497,172,364,"1,327",453,Standard materials and solutions,,Middle floor,Exterior,30 to 50 years years,,,,,,
713499,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 13,005",,,,Furnished,3,No,No,No,No,No,No,No,19. 05. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,
186129,"CZK 13,000",50.0876866,14.4527865,Prague - Žižkov,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,500","CZK 16,500",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,,43,346,171,484,33,364,327,484,272,564,Standard materials and solutions,,Top floor,,,,,,,,
716172,"CZK 12,000",50.06736,14.36831,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,500","CZK 24,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 05. 2022,G,333,757,234,567,420,478,391,885,257,425,,,,,,,,,,,
347548,"CZK 11,950",50.1065516,14.4791928,"Kotlaska, Prague - Libeň",Small studio,,30 m²,"CZK 1,600",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,Yes,No,30. 04. 2022,B,305,569,252,539,109,555,530,214,461,213,,,,,,Yes,,,,,
599161,"CZK 19,000",50.07205,14.488471,"V Olšinách, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 6,500","CZK 26,000",Personal,Brick building,Furnished,4,No,Yes,No,No,No,Yes,No,02. 05. 2022,B,170,727,227,351,250,210,332,691,308,227,Premium materials and solutions,Gas boiler,Top floor,Overall,1 to 10 years years,,,,,,
710120,"CZK 17,000",50.09243,14.44636,"Karlínské náměstí, Prague - Karlín",1 bedroom with open-plan kitchen,Good,58 m²,"CZK 2,000","CZK 19,000",Cooperative,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,28. 04. 2022,C,58,206,68,430,100,499,278,"1,248",588,185,,,,,,,,,,,
716095,"CZK 11,000",50.06946,14.37034,"Pod Kavalírkou, Prague - Košíře",1 bedroom,Good,36 m²,,"CZK 22,000",Municipal,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 06. 2022,B,152,461,160,193,58,145,291,"1,174",611,93,,,,,,,,,,,
716156,"CZK 14,000",50.06164,14.36178,"Naskové, Prague - Košíře",Studio,New build,34 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,G,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,,,,,,,,,,,
716153,"CZK 17,000",50.02973,14.59703,"Oty Bubeníčka, Prague - Uhříněves",Studio,New build,32 m²,"CZK 2,000","CZK 50,000",Personal,Brick building,Furnished,4,No,No,Yes,Yes,Yes,Yes,No,01. 07. 2022,B,153,292,295,401,213,265,711,814,918,101,,,,,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,Excellent,27 m²,"CZK 3,200","CZK 22,000",Personal,Prefab concrete building,Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,C,69,"1,240",280,57,704,788,"1,119",504,325,,,District heating,,Interior,,,,,,,
696054,"CZK 18,000",50.06312,14.40452,"Radlická, Prague - Smíchov",Studio,Excellent,42 m²,"CZK 3,500","CZK 18,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 01. 1970,E,25,450,75,856,15,203,647,619,790,542,,,,,,,,,,,
715505,"CZK 15,500",50.05001,14.48432,"Střimelická, Prague - Záběhlice",3 bedroom,Excellent,69 m²,"CZK 8,400","CZK 60,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,G,102,553,211,495,293,"1,490",341,109,904,40,,,,,,,,,,,
716146,"CZK 14,900",50.1153416,14.4743339,"Na Sypkém, Prague - Libeň",Studio,New build,34 m²,"CZK 2,700","CZK 15,000",Personal,Other,Partially furnished,1,No,No,Yes,No,No,No,No,27. 04. 2022,B,134,"1,388",426,"1,206",128,680,505,"1,371",852,342,Premium materials and solutions,Gas boiler,Raised ground floor,,,,,,,,
648716,"CZK 12,000",50.04791,14.556934,"Boloňská, Prague - Horní Měcholupy",Studio,Excellent,49 m²,"CZK 5,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,,No,No,Yes,No,Yes,No,No,01. 06. 2022,C,34,904,139,981,346,"1,048",552,404,678,335,,,,,1 to 10 years years,,,,,,
715500,"CZK 29,000",50.04711,14.30195,"Svitákova, Prague - Stodůlky",3 bedroom with open-plan kitchen,New build,100 m²,"CZK 9,000","CZK 40,000",Personal,Other,Partially furnished,1,No,No,No,No,No,No,No,08. 08. 2022,B,334,243,49,247,"1,107","1,075",702,863,160,,,,,,,,,,,,
716135,"CZK 26,000",50.07025,14.41663,"Pod Slovany, Prague - Nové Město",2 bedroom with open-plan kitchen,Excellent,93 m²,"CZK 5,500","CZK 52,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 07. 2022,G,248,730,35,222,163,156,255,89,309,278,,,,,,,,,,,
716142,"CZK 18,500",50.11066,14.4517,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,400","CZK 25,000",Personal,Prefab concrete building,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,F,106,957,476,769,459,555,413,"1,232",686,354,,Central heating,Middle floor,,10 to 30 years years,,,,,,
716108,"CZK 14,000",50.04626,14.45966,"Hodonínská, Prague - Michle",Studio,Excellent,30 m²,"CZK 3,500","CZK 28,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,B,172,498,97,591,165,570,403,230,189,118,,,,,,,,,,,
716128,"CZK 14,000",49.96188,14.39462,"Žitavského, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 1,000","CZK 14,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,27. 04. 2022,G,260,593,"1,177","1,363","1,185",875,"1,293",,,,,,,,,,,,,,
716103,"CZK 11,000",50.0683841,14.4990407,"Krupská, Prague - Strašnice",2 bedroom,Good,50 m²,"CZK 6,000","CZK 11,000",Personal,Prefab concrete building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,G,351,"1,213",200,"1,002",330,87,332,214,772,129,,Central heating,Raised ground floor,,,,,,,,
273391,"CZK 6,000",49.9590093,14.3622008,"Jiříčkova, Prague - Lipence",Other,,18 m²,,"CZK 7,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,,534,297,386,555,488,,,,,,Standard materials and solutions,Electric boiler,Ground floor,,10 to 30 years years,,,50 m²,,,
716123,"CZK 12,000",50.08221,14.568,"Podkrkonošská, Prague - Dolní Počernice",2 bedroom,Excellent,64 m²,"CZK 7,000","CZK 38,000",Personal,Prefab concrete building,Furnished,1,Yes,Yes,No,No,No,No,No,01. 06. 2022,D,315,"1,359",891,927,362,,,,,,Standard materials and solutions,Gas boiler,Middle floor,Interior,1 to 10 years years,,,30 m²,,,
714283,"CZK 21,900",50.05814,14.37359,"Nyklíčkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,000",CZK 2,Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,03. 05. 2022,C,156,365,313,"1,248",325,427,967,164,"1,424",210,,,,,,,,,,,
695122,"CZK 14,000",50.14774165,14.4489425,"Bolebořská, Prague - Dolní Chabry",2 bedroom,Excellent,63 m²,"CZK 5,130","CZK 18,000",Cooperative,Brick building,Unfurnished,2,No,No,Yes,No,Yes,No,No,28. 04. 2022,G,159,299,405,368,359,822,757,631,,,,,,,,,,,,,
716117,"CZK 29,276",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,,40 m²,"CZK 9,759",,,,Furnished,2,No,Yes,No,No,No,Yes,No,09. 06. 2022,,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,,,
714304,"CZK 29,520",50.0861053,14.4085409,"Na Kampě, Prague - Malá Strana",1 bedroom with open-plan kitchen,,39 m²,"CZK 9,840",,,,Furnished,3,No,No,No,No,No,No,No,16. 05. 2022,,417,407,197,386,62,673,443,555,732,174,,,,,,,,,,,
716116,"CZK 27,720",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,51 m²,"CZK 9,240",,,,Furnished,5,Yes,No,No,No,No,Yes,Yes,02. 06. 2022,,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,
716115,"CZK 68,348",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom with open-plan kitchen,,160 m²,"CZK 22,783",,,,Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,
449204,"CZK 15,000",50.080914047543,14.457678969311,"Křišťanova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,2,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,,270,524,229,264,183,637,302,205,533,220,,,,,,,,,,,
87340,"CZK 28,000",50.0734871,14.3916435,"Zapova, Prague - Smíchov",4 bedroom,Excellent,112 m²,CZK 987,"CZK 56,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,Yes,,,287,"1,211",218,902,58,993,297,739,"1,200",129,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
288662,"CZK 19,500",50.1014102,14.3708384,"Vostrovská, Prague - Dejvice",2 bedroom,Good,50 m²,"CZK 4,000","CZK 45,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 04. 2021,G,294,928,442,564,441,347,743,854,776,314,Standard materials and solutions,Gas boiler,Middle floor,Interior,,,,,,,
706890,"CZK 11,890",50.05203722222,14.33069055555,"Symfonická, Prague - Stodůlky",Studio,Excellent,52 m²,"CZK 2,149","CZK 14,039",Personal,Other,Partially furnished,1,Yes,No,No,No,No,Yes,No,,C,263,979,527,944,628,499,912,521,435,407,,,,,,,"CZK 14,039

                                
                                
                
i",,,,
603343,"CZK 42,500",50.085203,14.428022,"Nekázanka, Prague - Nové Město",Other,Excellent,114 m²,"CZK 5,000","CZK 47,500",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,G,232,136,116,213,140,227,297,701,403,667,Premium materials and solutions,Central heating,Top floor,Overall,30 to 50 years years,,,,,,
453637,"CZK 14,500",50.1412404,14.510172,"Kuželova, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 29,000",Personal,Brick building,Partially furnished,8,Yes,No,No,No,No,Yes,No,22. 04. 2022,,389,777,192,"1,061",400,377,543,309,551,81,Standard materials and solutions,Electric boiler,Top floor,,,,,,,,
705981,"CZK 13,990",50.08524,14.44984,"Štítného, Prague - Žižkov",Studio,Excellent,30 m²,CZK 760,"CZK 25,000",Personal,Other,Partially furnished,1,No,No,No,No,No,Yes,No,29. 04. 2022,C,255,222,50,211,7,189,62,278,94,553,Standard materials and solutions,Other,Middle floor,Overall,1 to 10 years years,,,,,,
716105,"CZK 18,500",50.03031,14.53358,"Steinerova, Prague - Háje",4 bedroom,Excellent,74 m²,"CZK 5,100","CZK 23,600",Cooperative,Prefab concrete building,Partially furnished,1,No,No,Yes,Yes,No,Yes,No,02. 05. 2022,B,158,293,175,163,375,465,267,387,525,287,,,,,,,,,,,
716034,"CZK 12,500",50.0605665,14.427394,"Mikuláše z Husi, Prague - Nusle",Studio,Good,31 m²,CZK 500,"CZK 13,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 05. 2022,G,63,686,39,246,15,354,416,100,138,255,,,,,,,,,,,
563249,"CZK 16,000",50.0623095,14.3256648,"5. máje, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 21,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 05. 2022,,485,"1,479","1,251",799,"1,296","1,308","1,488",572,,,Standard materials and solutions,Gas boiler,Ground floor,Overall,,,,,,,
