Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Administration fee,Ownership Type,PENB,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,88 m²,"CZK 4,000","CZK 30,000",Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,,,Electric boiler,Middle floor,240,604,53,296,31,392,129,248,272,533,,Personal,A,Overall,,,,,
521368,"CZK 17,000",50.1027761,14.4971369,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 24,000",Brick building,Partially furnished,6,No,Yes,Yes,No,Yes,Yes,No,14. 03. 2022,,,,Top floor,221,603,340,203,200,104,527,"1,217",650,405,,Personal,,,,,,,
710958,"CZK 10,800",50.06719,14.45089,"Sámova, Prague - Vršovice",2 bedroom,Excellent,47 m²,CZK 800,"CZK 11,600",Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,332,584,178,288,167,186,308,346,313,350,,Personal,C,Overall,,,,,
710313,"CZK 12,000",50.10284,14.51,"Poděbradská, Prague - Vysočany",Studio,Excellent,42 m²,"CZK 3,000","CZK 30,000",Other,Furnished,3,No,No,No,Yes,Yes,Yes,Yes,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,175,"1,436",544,"1,036",651,566,418,"1,362",500,,,Personal,G,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500","CZK 35,000",Other,Furnished,13,No,Yes,No,No,Yes,Yes,No,15. 05. 2022,,,,,414,428,459,605,193,334,656,302,197,59,,Personal,C,,,,,,
692743,"CZK 15,500",50.0855,14.36595,"Patočkova, Prague - Břevnov",Studio,Excellent,33 m²,"CZK 1,706",,Low-energy building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,,,,,89,233,295,343,280,210,119,441,312,329,,Personal,B,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 30,000",Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,,,District heating,Raised ground floor,166,764,230,176,215,908,641,780,101,,,Personal,C,,Yes,,,,
111504,"CZK 12,500",50.0700662,14.4478064,"Rybalkova, Prague - Vršovice",Studio,Excellent,26 m²,"CZK 1,500","CZK 28,000",Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,192,717,187,403,95,406,309,503,368,249,,Personal,,Overall,,,,,
682388,"CZK 12,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",Small studio,Excellent,36 m²,"CZK 3,000","CZK 23,000",Prefab concrete building,Furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 10. 2021,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,126,589,273,189,186,90,541,"1,080",637,392,,Personal,B,,,,,,
654594,"CZK 14,000",50.09672,14.46524,"Molákova, Prague - Karlín",Studio,New build,36 m²,"CZK 3,600","CZK 16,000",Prefab concrete building,Partially furnished,1,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,,,,,133,"1,202",118,"1,057",251,797,417,701,926,124,,Personal,G,,,,,,
709652,"CZK 16,000",50.03422,14.51731,"Chalupkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,85 m²,"CZK 4,500","CZK 32,000",Prefab concrete building,Furnished,5,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,213,565,265,"1,048",443,514,210,321,167,139,,Personal,G,Overall,,,,,
710850,"CZK 18,000",50.13031,14.42648,"Štětínská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 22,500",Prefab concrete building,Furnished,2,No,No,Yes,Yes,No,Yes,No,21. 03. 2022,,,,,297,682,281,934,637,313,550,559,833,286,,Personal,G,,,,,,
647318,"CZK 14,000",50.133708,14.476638,"Akátová, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 28,000",Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,17. 03. 2022,,,District heating,,197,"1,077",532,"1,206",173,818,435,547,"1,278",458,,Cooperative,G,,,,,,
539475,"CZK 21,000",50.0460364,14.3241152,"U Jezera, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 4,656","CZK 42,000",Prefab concrete building,Partially furnished,8,No,No,Yes,Yes,No,Yes,No,05. 04. 2022,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,332,700,316,253,209,313,236,93,299,91,,Cooperative,C,Overall,,,,,
399383,"CZK 15,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,Excellent,37 m²,"CZK 5,000","CZK 20,000",Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,252,437,31,232,109,177,177,13,435,,,Personal,C,Overall,,,,,
156828,"CZK 15,500",50.0780634,14.4580267,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 800,"CZK 20,000",Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,,Other,,95,426,68,168,77,236,547,654,801,288,,Personal,,,,,,,
710797,"CZK 16,000",50.05115,14.45767,"Michelská, Prague - Michle",2 bedroom with open-plan kitchen,Good,78 m²,"CZK 6,000","CZK 21,000",Brick building,Furnished,2,No,No,No,Yes,No,No,No,15. 04. 2022,,,,,128,650,96,653,133,531,348,604,641,358,,Personal,G,,,,,,
710705,"CZK 8,500",50.03847,14.51854,"Matúškova, Prague - Háje",Studio,Excellent,30 m²,"CZK 2,496","CZK 13,000",Prefab concrete building,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,District heating,Top floor,455,940,330,"1,297",379,892,525,416,534,283,,Cooperative,G,,,,,,
460121,"CZK 15,600",50.074587,14.443176,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,700","CZK 18,300",Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,,,Standard materials and solutions,,Middle floor,169,27,121,533,102,404,206,285,522,276,,Personal,,Overall,,,,,
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,Good,52 m²,"CZK 3,600","CZK 24,000",Prefab concrete building,Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 03. 2022,,Standard materials and solutions,District heating,,214,442,432,483,306,438,648,903,831,140,,Personal,C,Exterior,,,,,
710716,"CZK 18,490",50.12410861111,14.45105888888,"Čimická, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,275","CZK 21,765",Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,,,,,,129,911,89,68,310,369,384,605,"1,119",238,"CZK 21,765

                                
                                
                
i",Personal,G,,,,,,
510540,"CZK 11,300",50.0539099,14.3425225,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,,36 m²,"CZK 4,200","CZK 14,500",Prefab concrete building,Furnished,8,No,No,Yes,No,No,No,No,,,,,,264,571,261,577,480,226,399,199,"1,175",166,,Personal,,,,,,,
468373,"CZK 15,000",50.0886582,14.4839684,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,800",,Low-energy building,Partially furnished,3,No,No,No,No,No,Yes,No,,,,,,391,821,433,633,148,676,500,368,365,124,,Personal,B,,Yes,,,,
710699,"CZK 9,990",50.02972083333,14.44998888888,"Štúrova, Prague - Krč",Studio,Good,26 m²,"CZK 3,100","CZK 13,090",Prefab concrete building,Partially furnished,,No,No,No,No,No,No,No,,,,,,113,"1,284",200,101,713,832,"1,163",548,369,,"CZK 13,090

                                
                                
                
i",Personal,G,,,,,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,200","CZK 23,000",Brick building,Furnished,5,No,Yes,No,No,No,No,No,01. 04. 2022,,Premium materials and solutions,Gas boiler,,184,"1,129",323,565,140,485,462,303,711,319,,Personal,G,Interior,,,,,
710118,"CZK 17,000",50.06355,14.45312,"Petrohradská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 1,000","CZK 20,000",Brick building,Unfurnished,5,No,Yes,No,No,No,Yes,No,14. 03. 2022,,,,,127,584,125,706,5,569,367,393,371,450,,Personal,G,,,,,,
575334,"CZK 25,000",50.0312027,14.4462594,"Pod Višňovkou, Prague - Krč",3 bedroom,Excellent,98 m²,"CZK 7,000","CZK 30,000",Brick building,Furnished,1,Yes,No,No,No,No,No,Yes,01. 05. 2022,,,Gas boiler,Raised ground floor,138,"1,466",435,"1,412",434,856,882,"1,114",934,755,,Personal,D,Overall,,500 m²,,,
695007,"CZK 14,000",50.101802239666,14.452645931906,"Tusarova, Prague - Holešovice",Studio,New build,30 m²,"CZK 2,500","CZK 18,000",Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,171,523,79,246,9,188,385,347,96,262,,Personal,B,,,,,,
710458,"CZK 5,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,Excellent,25 m²,,CZK 500,Brick building,Partially furnished,1,No,No,No,No,No,No,No,05. 04. 2022,,Standard materials and solutions,,,359,851,433,768,887,703,310,,,,,Personal,G,,,10 m²,,,
180914,"CZK 11,000",50.0621567,14.4516187,"Bartoškova, Prague - Nusle",Studio,,45 m²,"CZK 2,700","CZK 22,000",Brick building,Furnished,2,No,No,No,No,No,No,No,,,,,,253,848,363,583,381,720,611,191,837,248,,Cooperative,,,,,,,
539268,"CZK 11,500",49.9848776,14.3593628,"náměstí Osvoboditelů, Prague - Radotín",1 bedroom with open-plan kitchen,,48 m²,"CZK 3,500","CZK 15,000",Prefab concrete building,Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 05. 2022,,,,,199,172,98,548,148,422,532,727,496,45,,Personal,,,,,,,
646029,"CZK 10,000",50.07513,14.38313,"U Pernikářky, Prague - Smíchov",Studio,Excellent,21 m²,"CZK 2,043","CZK 15,000",Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,27. 07. 2021,,,,,533,"1,143",696,"1,324",746,"1,383",721,327,"1,097",363,,Personal,D,,,,,,
710267,"CZK 28,000",50.083,14.41534,"Konviktská, Prague - Staré Město",3 bedroom,Excellent,74 m²,"CZK 6,000","CZK 28,000",Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Raised ground floor,492,756,118,498,26,413,483,713,441,302,,Personal,D,Overall,,,,,
498710,"CZK 11,300",50.066905652166,14.431690307952,"Na Folimance, Prague - Vinohrady",Studio,,33 m²,"CZK 2,700","CZK 14,000",Brick building,Furnished,5,No,No,No,No,No,No,No,,1 to 10 years years,Standard materials and solutions,,Middle floor,361,644,260,752,162,382,418,471,3,147,,Personal,,Overall,,,,,
470822,"CZK 8,000",50.0120743,14.4201057,"Mazancova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 12,500",Prefab concrete building,Furnished,5,No,No,No,No,Yes,Yes,No,15. 04. 2022,30 to 50 years years,Premium materials and solutions,District heating,Middle floor,250,"1,074",196,976,"1,020","1,001",325,170,"1,096",294,,Cooperative,C,Exterior,,,,,
581839,"CZK 17,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,550","CZK 55,000",Low-energy building,Furnished,2,No,No,No,No,Yes,Yes,Yes,16. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,163,"1,180",257,"1,235",458,249,195,728,919,192,,Personal,B,,Yes,,,,
694990,"CZK 27,000",50.101638767123,14.452644197097,"Tusarova, Prague - Holešovice",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,000","CZK 27,000",Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,1 to 10 years years,,,,188,545,95,268,25,205,407,369,113,246,,Personal,B,,,,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,Excellent,51 m²,"CZK 4,500","CZK 18,500",Brick building,Furnished,1,No,No,No,No,Yes,No,No,10. 03. 2022,,,,Ground floor,150,"1,086",483,989,492,725,257,690,"1,373",207,,Personal,G,Overall,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,Excellent,27 m²,"CZK 3,200","CZK 22,000",Prefab concrete building,Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,,,District heating,,69,"1,240",280,57,704,788,"1,119",504,325,,,Personal,C,Interior,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,Excellent,112 m²,"CZK 5,581",,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,21. 03. 2022,,,,,82,240,76,129,72,4,335,424,475,805,,Personal,F,,,,,,
707806,"CZK 53,000",50.06149,14.36633,"Na Pomezí, Prague - Košíře",4 bedroom,New build,159 m²,"CZK 16,000","CZK 69,000",Low-energy building,Unfurnished,,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,Ground floor,198,901,894,"1,454","1,077",988,476,505,"1,076",337,,Personal,B,,Yes,221 m²,,,
591600,"CZK 13,000",50.035578,14.410744,"Nad Malým Mýtem, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,600","CZK 25,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2020,1 to 10 years years,Premium materials and solutions,Other,Middle floor,183,357,225,246,209,387,265,"1,108",138,,,Personal,E,Interior,,,,,
262439,"CZK 14,800",50.0730669,14.394531,"Grafická, Prague - Smíchov",2 bedroom,,62 m²,CZK 700,"CZK 15,500",Brick building,Partially furnished,2,No,No,No,No,No,No,No,19. 03. 2022,,,,Middle floor,169,876,61,567,41,658,17,"1,014",925,315,,Personal,,,,,,,
575002,"CZK 12,000",50.0570457,14.4400154,"Soudní, Prague - Nusle",Small studio,Excellent,35 m²,CZK 500,"CZK 24,000",Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,10. 03. 2022,,Standard materials and solutions,Gas boiler,,133,"1,323",350,629,244,656,543,480,530,262,,Personal,D,Interior,,,,,
240794,"CZK 15,000",50.1363086059,14.3804926233,"Suchdolské náměstí, Prague - Suchdol",Studio,Excellent,45 m²,"CZK 3,000","CZK 30,000",Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,07. 03. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,129,59,413,154,169,20,560,497,952,785,,Personal,,,,,,,
688938,"CZK 25,000",50.1098988,14.4980466,Prague - Vysočany,Studio,New build,38 m²,"CZK 5,000","CZK 30,000",Low-energy building,,,No,Yes,No,No,No,No,No,Ihned,,,,,83,266,76,157,42,169,510,686,283,351,,Personal,A,,,,,,
552580,"CZK 16,000",50.057315,14.4416437,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 3,500","CZK 20,000",Brick building,Furnished,,No,No,Yes,No,No,No,No,01. 04. 2022,,Standard materials and solutions,Gas boiler,Raised ground floor,79,"1,174",296,774,274,692,470,445,676,189,,Cooperative,,Overall,,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,,120 m²,"CZK 8,000","CZK 18,000",Prefab concrete building,Partially furnished,3,Yes,No,No,No,Yes,No,No,,,,,Top floor,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,Personal,,,,,,,
658789,"CZK 13,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Small studio,Excellent,30 m²,CZK 950,"CZK 22,000",Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,,,Gas boiler,Middle floor,184,143,6,326,135,425,130,356,84,98,,Personal,C,,,,,,
687893,"CZK 18,000",50.05786,14.28258,"Sazovická, Prague - Zličín",1 bedroom with open-plan kitchen,,67 m²,"CZK 3,900","CZK 20,000",Other,,6,Yes,No,Yes,No,No,No,Yes,04. 04. 2022,,,,,255,920,795,725,809,849,198,"1,071",158,,,Personal,G,,,,,,
709893,"CZK 15,000",50.05363,14.43595,"Kotorská, Prague - Nusle",1 bedroom,Excellent,46 m²,"CZK 4,000","CZK 30,000",Prefab concrete building,Furnished,8,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,,,,,251,837,87,390,146,303,395,262,429,278,,Personal,G,,,,,,
710376,"CZK 14,000",50.1030611,14.4357051,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,000","CZK 14,000",Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,,,,354,886,122,398,89,238,420,388,888,,,Personal,G,,,,,,
285346,"CZK 15,500",50.0127154,14.623104,Prague - Kolovraty,1 bedroom with open-plan kitchen,,60 m²,"CZK 2,500",,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,,,Central heating,,78,498,293,157,95,181,502,409,176,,,Personal,,Interior,,,,,
698777,"CZK 32,000",50.10128,14.42327,"Ovenecká, Prague - Bubeneč",4 bedroom,Excellent,126 m²,"CZK 7,000",,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,08. 03. 2022,,,,,171,212,116,136,19,176,492,383,293,,,Personal,G,,,,,,
522222,"CZK 15,000",50.0230258,14.4554361,Prague - Krč,2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 20,000",Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,19. 03. 2022,,Standard materials and solutions,Central heating,Raised ground floor,425,779,668,351,314,585,"1,221",720,601,,,Personal,,Overall,,,,,
603152,"CZK 19,900",50.096952,14.4652,"Molákova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,200","CZK 20,000",Other,Furnished,2,No,Yes,No,No,No,Yes,No,01. 01. 1970,,Premium materials and solutions,District heating,,108,"1,177",92,"1,032",226,771,442,685,901,149,,Personal,B,Overall,,,,,
543869,"CZK 30,000",50.0919232,14.4220003,"U Milosrdných, Prague - Staré Město",1 bedroom with open-plan kitchen,,71 m²,"CZK 4,000","CZK 34,000",Brick building,Furnished,5,No,No,No,No,No,Yes,No,ihned,,Premium materials and solutions,Gas boiler,Top floor,241,450,162,290,107,135,333,430,340,300,,Personal,C,Overall,,,,,
369123,"CZK 9,576",50.0533601,14.5251682,"Švehlova, Prague - Hostivař",Studio,Excellent,36 m²,"CZK 4,424","CZK 14,000",Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,21. 03. 2022,10 to 30 years years,,District heating,Middle floor,60,612,207,575,395,616,940,506,354,171,,Personal,D,,Yes,,,,
710345,"CZK 22,000",50.08636,14.46054,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,58 m²,CZK 10,"CZK 22,000",Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,14. 03. 2022,,,,,98,419,1,617,312,391,324,360,492,213,,Personal,B,,,,,,
664272,"CZK 6,000",50.0176154,14.3496341,Prague - Slivenec,Other,Excellent,11 m²,"CZK 1,000","CZK 2,000",Brick building,Furnished,1,No,No,No,No,No,No,No,09. 08. 2021,10 to 30 years years,Standard materials and solutions,Other,,354,824,"1,063","1,128",856,"1,316",228,,,,,Personal,A,,,,,,
427251,"CZK 45,000",50.090822,14.4293197,"Soukenická, Prague - Nové Město",4 bedroom,Excellent,161 m²,"CZK 5,000","CZK 45,000",Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,No,09. 03. 2022,,Premium materials and solutions,Central heating,Middle floor,128,308,161,136,56,214,32,276,372,422,,Personal,,Overall,,16 m²,,,
709146,"CZK 26,000",50.03217,14.39395,"Lumiérů, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 2,000","CZK 78,000",Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,,,,,154,840,"1,433",272,"1,491",97,,,,,,Cooperative,G,,,,,,
709032,"CZK 20,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,500","CZK 20,000",Brick building,Partially furnished,5,No,Yes,No,No,Yes,No,Yes,01. 06. 2022,,,,,378,322,169,334,"1,107","1,075",702,863,43,,,Personal,B,,,,,,
546070,"CZK 12,000",50.138952817143,14.513084457672,"Stará náves, Prague - Letňany",Studio,New build,34 m²,"CZK 4,500","CZK 16,500",Brick building,Furnished,1,No,No,No,No,Yes,No,No,09. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,390,393,567,846,295,344,454,723,703,146,,Personal,A,Overall,Yes,,,,
403170,"CZK 20,000",50.137653655662,14.520674939178,"Nepomuckých, Prague - Letňany",3 bedroom,New build,80 m²,"CZK 5,000","CZK 50,000",Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,1 to 10 years years,,,,262,395,"1,050",962,537,499,788,"1,312","1,050",240,,Personal,B,,Yes,,,,
710240,"CZK 14,000",50.06382,14.27051,"Blatnická, Prague - Sobín",Studio,Good,57 m²,"CZK 2,500","CZK 14,000",Brick building,Partially furnished,1,No,No,No,No,No,No,No,20. 03. 2022,,,,,32,"1,249",14,"1,056",,,,,,,,Personal,G,,,,,,
286098,"CZK 13,500",50.057543,14.5025042,"U Zahradního města, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,700","CZK 28,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,148,66,447,517,390,472,451,421,668,112,,Personal,,,,,,,
709722,"CZK 15,500",50.0203,14.45305,"Štúrova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,500","CZK 35,000",Prefab concrete building,Furnished,13,No,No,No,Yes,Yes,Yes,No,01. 04. 2022,,,,,248,361,245,432,290,974,"1,069",895,656,,,Personal,G,,,,,,
625757,"CZK 29,000",50.072344,14.439922,"Jana Masaryka, Prague - Vinohrady",1 bedroom,Excellent,49 m²,"CZK 1,900","CZK 29,000",Brick building,,2,No,No,No,No,No,Yes,No,23. 04. 2022,,,,,151,370,148,629,46,497,204,285,670,428,,Personal,B,,,,,,
709648,"CZK 13,500",50.10794,14.51753,"Svatošových, Prague - Vysočany",Studio,New build,37 m²,"CZK 3,200","CZK 20,000",Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,,,,,452,563,"1,404",572,972,"1,255","1,221",294,133,,,Personal,B,,,,,,
709629,"CZK 17,500",50.10778,14.47439,"Andrštova, Prague - Libeň",2 bedroom,Excellent,72 m²,"CZK 4,500","CZK 35,000",Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,,,,,311,762,258,352,250,361,291,585,379,318,,Personal,G,,,,,,
595689,"CZK 35,000",50.097265,14.398851,"Václavkova, Prague - Dejvice",2 bedroom with open-plan kitchen,Excellent,103 m²,"CZK 3,000","CZK 35,000",Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,Premium materials and solutions,Gas boiler,Middle floor,128,334,130,181,125,343,247,698,465,172,,Personal,G,Overall,,,,,
709572,"CZK 15,900",50.06814,14.55724,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,600","CZK 15,000",Brick building,Furnished,3,Yes,No,No,No,No,Yes,Yes,14. 03. 2022,,,,,834,671,590,850,"1,352","1,492",650,,,,,Cooperative,B,,,,,,
704254,"CZK 9,900",50.05755,14.42509,"Na Dolinách, Prague - Podolí",Studio,Excellent,26 m²,"CZK 1,900","CZK 15,000",Brick building,Partially furnished,1,No,No,No,No,No,No,No,21. 03. 2022,,,,,129,515,88,393,186,493,411,525,390,281,,Cooperative,G,,,,,,
709553,"CZK 29,000",50.07869,14.42557,"Štěpánská, Prague - Nové Město",4 bedroom with open-plan kitchen,Excellent,182 m²,CZK 500,"CZK 29,000",Brick building,Partially furnished,4,No,Yes,No,No,No,Yes,No,07. 03. 2022,,,,,366,767,307,317,1,330,23,447,454,379,,Personal,G,,,,,,
156480,"CZK 10,000",50.0299577,14.6067967,"Karla Zicha, Prague - Uhříněves",Studio,,32 m²,"CZK 3,000","CZK 15,000",Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 04. 2022,10 to 30 years years,Standard materials and solutions,,Middle floor,123,650,323,659,100,603,230,660,263,441,,Personal,,,,,,,
568883,"CZK 14,000",50.1043295,14.5094343,"Pod Harfou, Prague - Vysočany",Studio,,30 m²,"CZK 3,000","CZK 17,500",Brick building,Furnished,9,Yes,No,No,No,No,Yes,No,25. 04. 2022,1 to 10 years years,,Central heating,,408,106,"1,204",681,"1,010","1,291","1,014",153,,,,Personal,,,Yes,,,,
706082,"CZK 18,900",50.08041,14.45483,"Žižkovo náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 38,000",Brick building,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,1 to 10 years years,,Central heating,,367,340,71,443,29,561,401,395,712,217,,Personal,A,Overall,,,,,
579783,"CZK 18,000",50.143030031221,14.521689496404,"Hlučkova, Prague - Letňany",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 4,500","CZK 36,000",Prefab concrete building,Furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,,,,,562,918,"1,246",316,"1,042","1,318","1,164",949,113,,,Personal,B,,,,,,
709336,"CZK 22,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 5,000","CZK 54,000",Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,,,,,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,,Personal,G,,,,,,
710141,"CZK 16,990",50.03391333333,14.47947888888,"Hrudičkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 4,475","CZK 21,465",Prefab concrete building,Partially furnished,11,Yes,No,Yes,No,No,Yes,No,,,,,,394,"1,054",132,"1,172",280,926,143,"1,159",305,264,"CZK 21,465

                                
                                
                
i",Personal,C,,,,,,
710132,"CZK 9,990",50.14972722222,14.51586138888,"K Avii, Prague - Čakovice",Studio,Good,28 m²,"CZK 2,859","CZK 12,849",Brick building,Unfurnished,1,No,No,No,No,No,No,No,,,,,,216,681,568,922,838,635,868,471,,,"CZK 12,849

                                
                                
                
i",Personal,G,,,,,,
705762,"CZK 18,900",50.07465,14.35863,"Jeřabinová, Prague - Motol",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,850","CZK 30,000",Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,,,,,355,"1,128",602,846,475,445,393,,,,,Personal,G,,,,,,
