Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Developer name,Project name,Kód jednotky,Front garden,Administration fee,Investment Advisor
713672,"CZK 10,900",50.11526,14.56224,"Sicherova, Prague - Kyje",Studio,31 m²,"CZK 3,828",Unfurnished,1,No,Yes,Yes,No,No,Yes,No,19. 04. 2022,134,879,669,"1,248","1,186",682,,,,,Excellent,"CZK 25,000",Personal,Brick building,,1 to 10 years years,,Ground floor,G,Standard materials and solutions,,,,,71 m²,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,36 m²,"CZK 2,500",Furnished,1,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,33,832,168,877,517,"1,461",395,"1,201","1,083",262,New build,"CZK 34,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,B,Premium materials and solutions,Overall,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,38 m²,"CZK 5,000",Furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,155,688,102,642,119,330,220,"1,047",563,175,Excellent,"CZK 15,000",Personal,Brick building,,,,,D,,,,,,,,
713641,"CZK 22,000",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,100 m²,"CZK 5,000",Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2022,220,"1,072",524,783,465,671,407,341,958,277,Good,"CZK 44,000",Personal,Brick building,,,Gas boiler,,G,Standard materials and solutions,,,,,,,
713635,"CZK 13,000",50.14884,14.52835,"Něvská, Prague - Čakovice",2 bedroom,52 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,15. 04. 2022,246,735,499,365,440,796,719,280,,,Excellent,"CZK 26,000",Personal,Brick building,,,,,G,,,,,,,,
709089,"CZK 15,000",49.97318,14.38539,"Romana Blahníka, Prague - Zbraslav",1 bedroom with open-plan kitchen,73 m²,"CZK 2,900",Partially furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,385,777,683,655,543,612,"1,095",406,107,,Excellent,"CZK 30,000",Personal,Brick building,,1 to 10 years years,Gas boiler,Middle floor,B,Premium materials and solutions,Overall,,,,,,
545164,"CZK 12,500",50.1105294,14.4507429,Prague - Holešovice,Studio,22 m²,"CZK 2,000",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,42,972,494,784,474,571,428,"1,247",701,348,New build,"CZK 12,500",Personal,Brick building,Yes,1 to 10 years years,Central heating,Middle floor,,Premium materials and solutions,,,,,,,
712743,"CZK 11,500",50.10449,14.4784,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,35 m²,"CZK 1,750",Partially furnished,,No,No,No,No,No,No,No,01. 06. 2022,69,285,111,311,7,237,333,461,213,358,Excellent,"CZK 11,500",Personal,Brick building,,,,,A,,,,,,,,
624122,"CZK 14,000",50.089335,14.307978,"Vlastina, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Partially furnished,13,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,106,194,217,208,204,265,430,"1,354","1,274",129,Excellent,"CZK 16,000",Personal,Prefab concrete building,,,,,C,,,,,,,,
511878,"CZK 24,000",50.0772731,14.4545539,"Vinohradská, Prague - Vinohrady",3 bedroom,104 m²,"CZK 5,000",Furnished,2,Yes,No,No,No,No,Yes,No,,207,217,10,27,71,369,212,536,997,339,,"CZK 24,000",Personal,Brick building,,,,,,,,,,,,,
712729,"CZK 16,200",50.03251,14.60945,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,58 m²,"CZK 4,700",Partially furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,30. 04. 2022,175,"1,088",254,"1,096",595,"1,041",613,"1,116",758,357,Excellent,"CZK 40,000",Personal,Prefab concrete building,,10 to 30 years years,Central heating,Ground floor,G,Standard materials and solutions,,,,,24 m²,,
712666,"CZK 35,000",50.13003,14.49452,"Zakšínská, Prague - Střížkov",3 bedroom with open-plan kitchen,100 m²,"CZK 6,000",Partially furnished,1,No,Yes,No,No,No,No,No,02. 04. 2022,405,"1,030",257,"1,004",641,531,529,455,"1,222",75,New build,,Personal,Brick building,,,,,C,,,,,,,,
712718,"CZK 17,000",50.0670831,14.362062,Prague - Košíře,2 bedroom with open-plan kitchen,67 m²,"CZK 4,500",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,31. 05. 2022,134,"1,188",701,844,84,737,559,715,108,501,Excellent,"CZK 17,000",Personal,Brick building,,,,,E,,,,,,,,
680160,"CZK 15,000",50.01324,14.42381,"Daškova, Prague - Modřany",1 bedroom with open-plan kitchen,41 m²,"CZK 3,300",Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 08. 2022,205,"1,462",372,"1,363",834,"1,101",260,513,897,182,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,District heating,Middle floor,C,,,,,,,,
647985,"CZK 12,000",50.036556,14.417238,"Vlnitá, Prague - Braník",1 bedroom,50 m²,"CZK 4,000",Unfurnished,,No,Yes,No,No,Yes,No,No,25. 04. 2022,514,627,473,447,572,399,312,784,,,Excellent,"CZK 5,000",Personal,Brick building,,,Central heating,Ground floor,C,,,,,,,,
713410,"CZK 16,500",50.0694498,14.3546634,"Zahradníčkova, Prague - Košíře",1 bedroom with open-plan kitchen,44 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,128,799,"1,247",498,"1,226",453,"1,132",560,802,,Excellent,"CZK 39,000",Personal,Other,,,,,G,,,,,,,,
713415,"CZK 15,990",50.13219944444,14.50963111111,"Chlebovická, Prague - Letňany",2 bedroom,57 m²,"CZK 3,936",,2,No,No,Yes,Yes,No,Yes,No,,165,"1,020",411,489,573,576,224,148,405,281,Excellent,"CZK 19,926",Personal,Prefab concrete building,,,,,C,,,,,,,"CZK 19,926

                                
                                
                
i",
693933,"CZK 11,990",50.10984638888,14.55812166666,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,45 m²,"CZK 2,943",Furnished,4,Yes,No,No,No,No,Yes,No,,178,963,191,183,917,452,"1,343",320,,,Good,"CZK 14,933",Personal,Prefab concrete building,,,,,C,,,,,,,"CZK 14,933

                                
                                
                
i",
713406,"CZK 40,000",50.07726,14.46341,"Hradecká, Prague - Vinohrady",2 bedroom with open-plan kitchen,306 m²,"CZK 6,000",Furnished,8,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,145,66,8,176,59,252,279,629,324,278,Excellent,"CZK 80,000",Personal,Brick building,,,,,B,,,,,,,,
550879,"CZK 14,500",50.0639544,14.2854037,"Lačnovská, Prague - Zličín",Studio,36 m²,"CZK 2,839",Furnished,1,No,Yes,No,No,Yes,No,No,01. 05. 2022,304,361,"1,215","1,060",875,"1,338",551,,,,New build,"CZK 29,000",Personal,Low-energy building,Yes,1 to 10 years years,Other,Ground floor,B,Premium materials and solutions,,,,,30 m²,,
552412,"CZK 32,000",50.10777,14.52681,"Saarinenova, Prague - Hloubětín",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Unfurnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,117,"1,157",556,"1,138",820,954,"1,104",903,"1,030",363,New build,"CZK 32,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Ground floor,A,Premium materials and solutions,,,,,70 m²,,
713346,"CZK 13,990",50.01205444444,14.39988166666,"Vrátnická, Prague - Modřany",Studio,40 m²,"CZK 2,047",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,,198,"1,078",373,"1,322",740,"1,383","1,378",662,,,New build,"CZK 16,037",Personal,Other,Yes,,,,A,,,,,,,"CZK 16,037

                                
                                
                
i",
712652,"CZK 13,000",50.02923,14.48587,"Petýrkova, Prague - Chodov",2 bedroom with open-plan kitchen,71 m²,"CZK 3,800",Furnished,6,No,No,No,Yes,No,Yes,No,02. 04. 2022,252,431,162,595,403,325,455,608,576,198,Good,"CZK 33,600",Personal,Prefab concrete building,,,,,G,,,,,,,,
516267,"CZK 16,900",50.0067804,14.4354836,Prague - Modřany,2 bedroom with open-plan kitchen,64 m²,"CZK 5,500",Furnished,8,Yes,No,Yes,No,No,Yes,No,01. 01. 1970,245,"1,432",771,"1,421",406,"1,249",897,332,705,154,Excellent,"CZK 30,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Middle floor,C,Premium materials and solutions,Overall,,,,,,
443850,"CZK 12,500",50.0517995,14.3653519,"Polívkova, Prague - Jinonice",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Unfurnished,2,No,No,No,No,No,No,No,,245,401,719,361,790,326,"1,046",459,201,,,"CZK 12,500",Personal,Prefab concrete building,,,District heating,Middle floor,,,,,,,,,
640142,"CZK 1,000",50.104144,14.549458,"Kukelská, Prague - Hloubětín",2 bedroom,107 m²,"CZK 3,900",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,07. 04. 2022,137,942,134,960,611,909,186,827,731,76,Good,,Personal,Prefab concrete building,,,,,G,,,,,,,,
446124,"CZK 19,500",50.0058372,14.4149292,"Soukalova, Prague - Modřany",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,246,257,379,339,405,40,617,740,869,72,,"CZK 19,500",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
713261,"CZK 14,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,10,No,No,Yes,No,No,Yes,No,01. 05. 2022,97,753,403,335,416,420,281,383,249,43,New build,"CZK 14,500",Personal,Brick building,,,,,C,,,,,,,,
556880,"CZK 25,500",50.0775372,14.4192713,"Karlovo náměstí, Prague - Nové Město",3 bedroom,83 m²,"CZK 6,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,76,276,60,33,22,244,199,387,508,418,Good,"CZK 30,000",Personal,Brick building,,,Central heating,Middle floor,D,,,,,,,,
713109,"CZK 18,000",50.10684,14.60743,"Bříšťanská, Prague - Horní Počernice",3 bedroom,115 m²,"CZK 6,000",Furnished,1,Yes,No,No,No,Yes,No,No,07. 04. 2022,286,"1,098","1,057",349,886,283,,,,,Excellent,"CZK 45,000",Personal,Brick building,,,,,C,,,,,,,,
448384,"CZK 16,500",50.0453146,14.5146362,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,85 m²,"CZK 4,000",Furnished,8,No,Yes,No,Yes,No,Yes,No,01. 05. 2022,165,329,302,291,"1,060",398,"1,325",135,,,,"CZK 20,000",Personal,Brick building,,,District heating,Top floor,,Standard materials and solutions,,,,,,,
713205,"CZK 28,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,85 m²,"CZK 1,600",Partially furnished,5,No,No,No,No,No,No,No,01. 06. 2022,237,333,118,340,77,301,68,161,205,648,New build,"CZK 40,000",Personal,Brick building,,,,,C,,,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,70 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,249,431,949,940,317,"1,051",250,650,194,,,,Personal,Brick building,,,,,,,,,,,50 m²,,
713199,"CZK 9,490",50.10572333333,14.547835,"Rochovská, Prague - Hloubětín",Studio,29 m²,"CZK 1,646",Furnished,2,No,No,No,No,No,Yes,No,,124,832,279,864,474,918,287,590,958,217,Excellent,"CZK 11,136",Personal,Prefab concrete building,,,,,B,,,,,,,"CZK 11,136

                                
                                
                
i",
713192,"CZK 14,500",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,45 m²,"CZK 3,195",Partially furnished,14,No,No,Yes,Yes,No,Yes,No,07. 04. 2022,271,269,294,275,118,704,235,586,174,,Excellent,"CZK 27,000",Personal,Prefab concrete building,,,Gas boiler,Top floor,G,,Overall,,,,,,
713155,"CZK 23,000",50.07849,14.45635,"Přemyslovská, Prague - Vinohrady",2 bedroom,82 m²,"CZK 1,200",Partially furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,127,336,85,145,47,342,467,581,922,219,Excellent,"CZK 23,000",Cooperative,Brick building,,,,,G,,,,,,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,95 m²,"CZK 5,000",Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,144,329,135,144,57,216,290,180,632,156,Excellent,"CZK 30,000",Personal,Brick building,,,,,E,,,,,,,,
661029,"CZK 6,000",50.068585,14.4713735,"Vladivostocká, Prague - Vršovice",Small studio,20 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,03. 05. 2021,137,233,164,167,282,552,245,363,313,352,Excellent,"CZK 9,000",,Other,,,District heating,Middle floor,D,Standard materials and solutions,,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 06. 2022,361,626,69,"1,243",574,"1,042",547,475,481,469,Excellent,"CZK 35,000",Personal,Brick building,,,District heating,,A,,,,,,,,
712448,"CZK 16,000",50.04115,14.56562,"Janovská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,67 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 07. 2022,176,602,276,414,330,131,264,273,997,316,Good,,Personal,Prefab concrete building,,,,,G,,,,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,57 m²,CZK 600,Partially furnished,5,No,Yes,No,No,No,No,No,01. 05. 2022,183,789,420,473,89,245,193,614,700,165,Excellent,"CZK 14,000",Personal,Brick building,,,Other,,D,,,,,,,,
616335,"CZK 47,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,150 m²,"CZK 7,000",Partially furnished,1,Yes,Yes,No,No,No,No,No,01. 05. 2022,182,"1,435",159,"1,072",168,149,446,579,420,195,Excellent,"CZK 50,000",Personal,Brick building,,,Gas boiler,Raised ground floor,A,Premium materials and solutions,Overall,,,,150 m²,,
712211,"CZK 23,000",50.07286,14.43954,"Záhřebská, Prague - Vinohrady",2 bedroom,58 m²,CZK 550,Partially furnished,6,Yes,Yes,No,No,No,No,No,01. 05. 2022,201,358,94,578,109,482,159,401,728,541,Excellent,"CZK 22,000",Personal,Brick building,,,Gas boiler,,G,,,,,,,,
184951,"CZK 23,000",50.0416085,14.4283705,"U družstva Práce, Prague - Braník",3 bedroom,100 m²,"CZK 5,000",Unfurnished,2,No,No,No,Yes,No,No,No,31. 05. 2022,326,"1,141",338,980,237,"1,204",939,470,666,427,Good,,Personal,Brick building,,,Gas boiler,Middle floor,,,,,,,,,
169558,"CZK 12,000",50.0847006,14.5116856,"Malešické náměstí, Prague - Malešice",1 bedroom,60 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,,83,936,377,955,220,465,817,793,312,189,,,Personal,Brick building,,,,,,,,,,,,,
494972,"CZK 22,000",50.0886626,14.4840047,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,74 m²,"CZK 6,300",Unfurnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,389,818,431,631,145,673,498,365,363,121,,,Personal,Brick building,,,,,B,,,,,,,,
354702,"CZK 16,500",50.0887467765,14.4096580943,"U lužického semináře, Prague - Malá Strana",1 bedroom with open-plan kitchen,45 m²,"CZK 1,000",Partially furnished,2,No,Yes,No,No,No,No,No,01. 06. 2022,307,449,122,428,10,727,485,332,967,185,Excellent,"CZK 35,000",Personal,Brick building,,,Gas boiler,Middle floor,G,Standard materials and solutions,Overall,,,,,,
712182,"CZK 18,500",50.09333,14.44922,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,54 m²,,Furnished,5,No,No,Yes,No,No,Yes,No,01. 05. 2022,102,101,146,164,17,266,443,"1,402",421,147,Excellent,"CZK 18,500",Cooperative,Brick building,,,Central heating,,G,,,,,,,,
712911,"CZK 14,990",50.04725,14.32024222222,"Kettnerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,46 m²,"CZK 4,189",Partially furnished,4,No,No,Yes,Yes,No,Yes,No,,198,"1,133",368,379,625,371,706,67,627,39,Excellent,"CZK 19,179",Personal,Prefab concrete building,,,,,C,,,,,,,"CZK 19,179

                                
                                
                
i",
326108,"CZK 25,980",49.98316135,14.36402275,"Tachovská, Prague - Radotín",4 bedroom with open-plan kitchen,124 m²,"CZK 8,980",Furnished,4,No,No,Yes,Yes,Yes,No,Yes,04. 05. 2022,169,642,168,234,192,160,425,833,650,251,Excellent,CZK 123,Personal,Brick building,,1 to 10 years years,Gas boiler,Middle floor,B,Premium materials and solutions,Interior,,,,,,
712896,"CZK 12,990",50.12419944444,14.48515805555,"Teplická, Prague - Střížkov",1 bedroom with open-plan kitchen,41 m²,"CZK 2,290",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,123,"1,187",163,"1,125",250,459,241,204,211,152,Excellent,"CZK 15,280",Personal,Prefab concrete building,,,,,G,,,,,,,"CZK 15,280

                                
                                
                
i",
712876,"CZK 11,900",50.05454,14.4196,"Podolská, Prague - Podolí",Studio,24 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,220,619,96,401,134,598,382,"1,010",137,79,Excellent,"CZK 11,900",Personal,Brick building,,,,,G,,,,,,,,
617411,"CZK 17,000",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",2 bedroom,51 m²,CZK 500,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 35,000",Personal,Brick building,,1 to 10 years years,Other,Middle floor,G,Premium materials and solutions,Overall,,,,,,
596800,"CZK 11,500",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",Studio,29 m²,CZK 490,Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 23,980",Personal,Brick building,,1 to 10 years years,Other,Raised ground floor,G,,Overall,,,,,,
537538,"CZK 65,000",50.0794233,14.3794742,"Atletická, Prague - Břevnov",2 bedroom with open-plan kitchen,100 m²,"CZK 15,000",Furnished,1,Yes,Yes,Yes,No,Yes,No,Yes,01. 04. 2022,302,"1,223",778,"1,104",193,"1,214","1,134",989,377,610,,"CZK 70,000",,Other,,,,,,Premium materials and solutions,,,,,50 m²,,
629592,"CZK 14,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,Yes,Yes,Yes,No,01. 07. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,"CZK 28,000",Personal,Brick building,Yes,,District heating,Middle floor,B,Standard materials and solutions,,,,,6 m²,,
630182,"CZK 17,500",50.055756,14.433425,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,54 m²,"CZK 1,400",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,15. 05. 2022,86,"1,182",26,252,263,280,586,312,216,97,Excellent,"CZK 17,500",Personal,Brick building,,over 50 years years,Gas boiler,Middle floor,C,Standard materials and solutions,Overall,,,,,,
712827,"CZK 13,897",50.01301,14.517,"Pod Vsí, Prague - Šeberov",1 bedroom with open-plan kitchen,44 m²,CZK 900,Partially furnished,2,Yes,No,Yes,No,No,No,Yes,24. 04. 2022,317,578,417,532,"1,078",354,,,,,Excellent,"CZK 27,800",Personal,Brick building,,10 to 30 years years,Gas boiler,Attic,G,Standard materials and solutions,,,,,,,
576216,"CZK 31,000",50.0737075,14.4374755,"Uruguayská, Prague - Vinohrady",3 bedroom,104 m²,CZK 900,Partially furnished,1,Yes,No,No,No,No,Yes,No,04. 04. 2022,193,394,107,354,76,271,273,479,833,674,Excellent,"CZK 31,000",Personal,Brick building,,,Electric boiler,Middle floor,G,Premium materials and solutions,Overall,,,,,,
661945,"CZK 20,950",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,54 m²,"CZK 3,950",Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,30. 06. 2022,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,"CZK 39,990",Personal,Brick building,Yes,1 to 10 years years,,,A,,,,,,,,
704205,"CZK 20,500",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,60 m²,"CZK 3,100",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,New build,"CZK 30,000",Personal,Low-energy building,,1 to 10 years years,Central heating,Middle floor,B,,,,,,,,
588993,"CZK 25,349",50.0776403,14.4264665,"Ve Smečkách, Prague - Nové Město",2 bedroom,96 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,Yes,Yes,01. 05. 2022,58,717,48,249,118,148,273,391,191,297,Excellent,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Gas boiler,Middle floor,G,Premium materials and solutions,Overall,,,,,,
712768,"CZK 12,000",50.10941,14.31908,"Sichrovského, Prague - Nebušice",1 bedroom with open-plan kitchen,55 m²,"CZK 4,500",Partially furnished,,No,No,No,No,No,No,No,04. 04. 2022,402,710,754,390,"1,064","1,100",624,,,,Excellent,"CZK 24,000",Personal,Other,,,,,B,,,,,,,,
222383,"CZK 24,000",50.0792487,14.4494301,Prague - Vinohrady,2 bedroom,104 m²,"CZK 3,000",Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,271,335,101,334,95,363,204,204,554,231,Excellent,"CZK 23,000",Personal,Brick building,,1 to 10 years years,Electric boiler,Middle floor,,Standard materials and solutions,Overall,,,,,,
712745,"CZK 20,000",50.01912,14.40123,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,77 m²,"CZK 4,000",Furnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 06. 2022,458,543,"1,446",669,"1,397",,,,,,New build,"CZK 24,000",Personal,Brick building,,,,,B,,,,,,,,
379854,"CZK 11,400",50.0443978,14.5658065,"Na křečku, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,No,No,No,No,No,11. 04. 2022,65,792,637,749,429,227,603,484,904,281,New build,"CZK 22,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,C,,,,,,,,
473911,"CZK 9,000",50.1353543,14.54159,"Toužimská, Prague - Kbely",Studio,26 m²,"CZK 3,500",Partially furnished,1,No,Yes,Yes,No,No,No,Yes,,136,654,773,675,907,546,546,565,806,,Excellent,"CZK 12,500",Personal,Brick building,,1 to 10 years years,Gas boiler,Ground floor,,Standard materials and solutions,,,,,18 m²,,
645848,"CZK 19,000",50.121135,14.463286,"Na Okrouhlíku, Prague - Libeň",3 bedroom,71 m²,"CZK 3,900",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,373,344,395,681,492,430,559,227,660,301,Excellent,"CZK 22,900",Personal,Brick building,,,Gas boiler,Middle floor,C,Standard materials and solutions,Overall,,,,,,
712751,"CZK 23,000",50.08737,14.34416,"Brunclíkova, Prague - Břevnov",2 bedroom,57 m²,"CZK 4,500",Partially furnished,6,No,No,Yes,No,No,No,No,05. 04. 2022,139,487,135,200,183,218,300,184,704,68,Excellent,"CZK 30,000",Personal,Prefab concrete building,,10 to 30 years years,District heating,Middle floor,E,Standard materials and solutions,Interior,,,,,,
668168,"CZK 7,800",50.12657,14.56602,"K Lindě, Prague - Satalice",Small studio,16 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,115,698,677,2,"1,402",790,815,667,763,,New build,"CZK 8,000",Personal,Brick building,,,,,G,,,,,,,,
649051,"CZK 11,000",50.126573,14.566015,"K Lindě, Prague - Satalice",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Furnished,2,No,No,No,No,Yes,No,No,04. 04. 2022,115,699,678,2,"1,402",790,815,667,763,,Excellent,"CZK 11,000",Personal,Brick building,,,,,G,,,,,,,,
699045,"CZK 16,000",50.04112,14.56669,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,24. 01. 2022,82,709,316,521,441,224,371,380,"1,105",307,New build,"CZK 40,000",Personal,Brick building,,1 to 10 years years,,,A,,,,,,,,
425445,"CZK 12,000",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,22 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 07. 2022,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 14,000",Personal,Brick building,,1 to 10 years years,,,,,Overall,,,,,,
413854,"CZK 13,000",50.0652691,14.5053347,"Na Padesátém, Prague - Strašnice",1 bedroom with open-plan kitchen,57 m²,"CZK 8,200",,4,No,No,Yes,No,No,No,No,03. 04. 2022,99,"1,101",484,776,320,535,595,575,746,424,Excellent,"CZK 13,000",Personal,Prefab concrete building,,,District heating,Top floor,C,Standard materials and solutions,,,,,,,
517158,"CZK 36,000",50.101426,14.3708397,Prague - Dejvice,3 bedroom,85 m²,"CZK 6,000",Furnished,3,Yes,No,No,Yes,No,No,No,13. 04. 2022,295,930,440,566,439,345,742,855,774,312,,"CZK 60,000",Personal,Brick building,,,Gas boiler,Attic,G,,Overall,,,,,,
680915,"CZK 29,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,60 m²,"CZK 3,500",Furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,208,408,151,207,58,181,363,930,293,284,Excellent,"CZK 32,500",Personal,Brick building,,,,,G,,,,,,,,
712057,"CZK 16,500",50.02426,14.52633,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,50 m²,"CZK 3,600",Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,30. 03. 2022,514,"1,282",576,977,362,838,360,777,"1,073",198,New build,"CZK 33,000",Personal,Brick building,,1 to 10 years years,District heating,Middle floor,B,Standard materials and solutions,,,,,,,
558127,"CZK 13,000",50.0846007,14.362892,"Patočkova, Prague - Břevnov",2 bedroom,52 m²,"CZK 3,500",Partially furnished,3,No,No,No,No,No,No,No,29. 04. 2019,151,143,206,229,267,233,280,632,234,498,,"CZK 28,000",Cooperative,Brick building,,,,Middle floor,,,,,,,,,
712550,"CZK 21,490",50.15683583333,14.51585,"Marie Podvalové, Prague - Čakovice",2 bedroom with open-plan kitchen,66 m²,"CZK 4,233",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,,437,"1,160",338,266,"1,161",213,138,,,,New build,"CZK 25,723",Personal,Other,Yes,,,,G,,,,,,,"CZK 25,723

                                
                                
                
i",
712524,"CZK 23,990",50.09188777777,14.45656249999,"Pernerova, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 5,089",Furnished,2,Yes,No,Yes,No,No,No,No,,480,857,233,458,177,321,219,"1,137",372,145,Excellent,"CZK 29,079",Personal,Brick building,,,,,G,,,,,,,"CZK 29,079

                                
                                
                
i",
