Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Balcony,Terrace,Garage,Refundable security deposit,EPC,Condition,Building type,New-build,Designe,Age,Terasa 3 m²,Parking,Balkón 7.5 m²,Sklep 4 m²,Ownership,Heating,Balkón 4 m²,Reconstruction,Sklep 6 m²,Lodžie 7 m²,Cellar,Balkón 6 m²,Balkón 7 m²,Terasa 16 m²,Domácí mazlíčci vítáni,Terasa 18 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Balkón 8 m²,Balkón 5 m²,Sklep 7 m²,Terasa 35 m²,Sklep 1 m²,Terasa 15 m²,Administrative fee,Terasa 5 m²,Lodžie 6 m²,Terasa 11 m²,Terasa 100 m²,Balkón 3 m²,Balkón 12 m²,Terasa 10 m²,Sklep 5 m²,Terasa 24 m²,Sklep 0.1 m²,Lodžie 4.6 m²,Terasa 20 m²,Terasa 30 m²,Terasa 40 m²,Balkón 9.8 m²,Balkón 2 m²,Enclosed balcony,Lodžie 5 m²,Sklep 8 m²,Lodžie 4 m²,Lodžie 8 m²,Sklep 1.5 m²,Terasa 25 m²,Balkón 9 m²,Lodžie 28 m²,Terasa 7 m²,Terasa 12 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Balkón 20 m²,Terasa 80 m²,Terasa 17 m²,Terasa 78 m²,Balkón 10 m²,Terasa 2 m²,Balkón 15 m²,Sklep 2.4 m²,Terasa 6 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 54 m²,Terasa 42 m²,Terasa 50 m²,Sklep 10 m²,Lodžie 12 m²,Balkón 29 m²,Terasa 49 m²,Sklep 44 m²,Terasa 4 m²,Terasa 21 m²,Lodžie 10 m²,Sklep 9 m²,Sklep 1.2 m²,Balkón 33 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 1 m²,Balkón 3.2 m²,Terasa 9 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Terasa 13 m²,Balkón 16 m²,Sklep 12 m²,Terasa 14 m²,Terasa 350 m²,Terasa 27 m²,Terasa 300 m²,Balkón 2.6 m²,Terasa 8 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 8.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 200 m²,Sklep 15 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Balkón 11 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Terasa 29 m²,Terasa 83 m²,Sklep 6.4 m²,Terasa 23 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Sklep 20 m²,Terasa 14.1 m²
"CZK 48,000","CZK 3,500",522827,4+1,,102 m²,Fully furnished,4,164.33,274.68,47.39,177.79,18.0,284.15,112.16,465.63,548.72,579.31,Prague - Malá Strana,50.0870672,14.4033291,,,,,"CZK 48,000",,,Brick,,Luxurious,Over 50 years,,,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000",627305,2+kk,11/1/2022,45 m²,Partly,2,151.1,271.72,850.99,5144.62,273.84,832.78,729.99,457.14,429.6,75.42,"Čeperská, Prague - Vinoř",50.141882,14.576502,,,,,"CZK 20,000",B,Very good,Prefab concrete,,Standard,,,,,,Other,Distance,,Complete,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,500",746715,3+1,10/20/2022,69 m²,Fully furnished,1,331.26,776.51,182.53,1766.9,652.48,931.42,628.32,727.89,675.4,120.64,"Na Hranicích, Prague - Čimice",50.13488,14.43347,1.0,,,,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,999","CZK 1,744",628460,Studio,10/16/2022,43 m²,Unfurnished,1,327.31,584.04,205.09,356.41,172.42,367.7,158.25,176.48,373.62,150.08,"Kamenická, Prague - Holešovice",50.0976,14.427997,1.0,,,,"CZK 14,999",G,Good,Brick,,,,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,500",746712,3+kk,10/24/2022,79 m²,Fully furnished,3,333.02,789.23,285.45,712.29,348.55,640.77,612.01,310.47,398.77,59.92,"Španielova, Prague - Řepy",50.06739,14.29992,1.0,,,,"CZK 40,000",G,Very good,Prefab concrete,,,,,1.0,,,,Central,,Complete,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,000","CZK 8,000",746696,3+1,12/15/2022,117 m²,Partly,4,211.28,292.73,61.31,278.7,118.85,293.16,119.95,258.76,590.35,174.11,"Laubova, Prague - Vinohrady",50.07906,14.44976,,,,,"CZK 63,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,500","CZK 2,500",740781,4+1,11/1/2022,125 m²,Partly,2,245.49,324.34,443.7,957.46,358.12,444.67,207.73,1127.25,404.03,338.04,Prague - Radotín,49.98364,14.35419,,,,1.0,"CZK 35,000",A,Very good,Brick,,Standard,,,1.0,,,Personal,Electric boiler,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,500",618201,3+kk,6/10/2022,90 m²,,1,249.16,369.67,308.68,479.05,292.86,342.59,674.41,689.74,862.2,245.35,"Oty Bubeníčka, Prague - Uhříněves",50.029235,14.597578,1.0,,,1.0,"CZK 31,500",B,New-build,Brick,1.0,,,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 5,000",683548,2+kk,10/1/2022,68 m²,Partly,4,231.82,688.19,238.77,396.79,288.67,346.25,666.97,484.38,370.9,167.66,"Janýrova, Prague - Strašnice",50.0792694,14.4866147,1.0,1.0,1.0,1.0,"CZK 45,000",D,Very good,Brick,,,,,1.0,,,Personal,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,400","CZK 3,600",482440,2+kk,12/1/2022,47 m²,Fully furnished,3,314.07,824.18,564.86,594.94,185.09,538.48,580.77,484.51,737.68,367.72,Prague - Stodůlky,50.0489403,14.3256408,,,,,"CZK 18,000",G,Good,Prefab concrete,,,,,,,1.0,Personal,Central,,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,000",746646,Small studio,10/30/2022,18 m²,Fully furnished,3,111.41,700.74,395.96,594.09,29.87,605.82,379.08,415.74,454.03,438.21,"Orebitská, Prague - Žižkov",50.08631,14.44651,1.0,,,,"CZK 12,000",B,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 4,000",745205,5+1,10/24/2022,133 m²,Partly,3,82.77,526.39,40.08,236.08,22.64,168.91,620.99,581.12,566.57,532.49,Prague - Smíchov,50.0697,14.40529,1.0,,,,"CZK 41,000",C,Very good,Brick,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 674,351360,2+kk,11/1/2021,47 m²,Partly,1,198.57,1212.13,446.36,946.94,68.18,1178.42,1046.69,522.08,773.99,335.55,"Roškotova, Prague - Braník",50.0405305,14.4282244,1.0,,,,"CZK 20,000",C,,Other,,Standard,,,,,,Personal,Distance,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000",445464,3+kk,12/1/2022,65 m²,Fully furnished,7,456.71,1103.44,64.67,1216.66,244.1,714.78,168.22,1169.48,375.6,334.81,"Hrudičkova, Prague - Chodov",50.0339099,14.4785155,1.0,,,,CZK 0,C,Very good,Prefab concrete,,Standard,,,,,,Cooperative,Central,,Complete,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500",745187,3+kk,11/14/2022,84 m²,Partly,7,358.11,1274.59,648.44,1061.38,636.12,1151.2,941.1,351.64,1295.74,639.6,"Černochova, Prague - Košíře",50.063,14.37985,1.0,,,1.0,"CZK 40,000",G,New-build,Other,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"CZK 14,250","CZK 4,250",100882,Studio,7/11/2022,27 m²,Partly,2,286.14,502.11,145.56,316.52,86.9,298.73,164.33,370.74,733.35,330.31,"Klimentská, Prague - Nové Město",50.0924491,14.4347928,,,,,"CZK 25,000",,,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000",746579,1 bedroom,10/25/2022,40 m²,Partly,1,164.15,853.1,599.4,1491.63,178.84,500.25,641.31,1029.53,997.62,205.95,"Khodlova, Prague - Horní Počernice",50.10973,14.606,,,,,"CZK 30,000",G,Very good,Brick,,Standard,,,1.0,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500",746572,2+kk,10/19/2022,46 m²,Unfurnished,2,183.6,1004.12,1360.63,2360.52,316.11,1865.11,1388.24,1785.77,962.02,1030.79,Prague - Hostivař,50.05634,14.54611,,,,,"CZK 36,000",G,Very good,Brick,,,,,1.0,,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 4,346",746570,2+kk,11/8/2022,39 m²,Fully furnished,5,63.38,1460.57,206.42,1442.12,788.01,215.8,933.66,1481.6,1010.06,492.37,"Poděbradská, Prague - Vysočany",50.10329055555,14.51906805555,1.0,,,,"CZK 23,336",B,New-build,Other,1.0,,,,1.0,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,"CZK 23,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,500",617069,2 bedroom,11/1/2020,67 m²,Unfurnished,5,228.14,583.81,118.21,272.29,4.57,92.92,188.84,737.14,215.8,175.76,"Mařákova, Prague - Dejvice",50.098672,14.403115,,,,1.0,"CZK 50,000",G,Very good,Brick,,Luxurious,Up to 10 years,,,,,Personal,Gas boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 5,000",745081,3+kk,10/15/2022,67 m²,Fully furnished,9,148.23,586.48,461.16,1253.78,260.41,540.32,209.62,306.39,154.39,139.59,"Kukelská, Prague - Hloubětín",50.10584,14.55241,1.0,,,,"CZK 40,000",G,Very good,Prefab concrete,,Standard,30 - 50 years,,1.0,,1.0,Personal,Central,,Complete,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,800",745156,2 bedroom,10/17/2022,66 m²,Partly,4,321.45,1292.57,350.66,777.46,345.62,345.88,427.04,937.81,423.33,297.11,"Kandertova, Prague - Libeň",50.111632896019,14.471127246119,,,,,"CZK 38,000",G,Very good,Brick,,Standard,Over 50 years,,1.0,,,Cooperative,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",745154,4+1,10/14/2022,65 m²,Partly,3,281.72,611.15,86.58,549.53,427.59,247.68,471.65,201,547.47,81.51,"Bohušovická, Prague - Prosek",50.12253,14.4909,,,,,"CZK 18,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 8,000",746522,3+kk,10/19/2022,80 m²,Fully furnished,,239.88,1386.44,1240.33,1767.32,950.41,1242.64,925.54,1097.89,1884.71,330.34,Prague - Horní Počernice,50.10405,14.61246,,,,,"CZK 28,000",G,Very good,Low-energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,490","CZK 4,968",746512,2+kk,11/8/2022,67 m²,Unfurnished,1,434.99,1085.67,767.93,1125.8,418.21,1045.4,780.18,936.02,626.28,267.35,"Přeučilova, Prague - Stodůlky",50.03675694444,14.32825555555,1.0,1.0,,1.0,"CZK 25,458",C,New-build,Brick,1.0,,,,1.0,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,"CZK 25,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,910",410816,2+kk,,64 m²,Partly,5,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,1.0,,,,"CZK 40,820",D,Very good,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",746108,1 bedroom,10/17/2022,54 m²,Partly,6,208.1,437.2,184.39,308.17,167.22,221.24,643.13,319.51,787.05,273.11,"Přemyslovská, Prague - Žižkov",50.07854,14.45897,1.0,,,,"CZK 20,000",C,Very good,Brick,,,Over 50 years,,,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 1,800",745115,2+kk,11/1/2022,38 m²,Fully furnished,6,189.58,492.43,62.98,261.23,63.45,332.38,396.28,314.59,781.77,200.24,"Baranova, Prague - Žižkov",50.07897,14.45807,,,,,"CZK 38,000",B,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
"CZK 14,000","CZK 4,500",634083,1 bedroom,11/1/2022,35 m²,Unfurnished,4,85.61,218.94,23.75,72.42,79.73,113.55,227.25,279.42,538.77,366.16,Prague - Smíchov,50.076804,14.404503,,,,,"CZK 15,000",G,Very good,Brick,,Standard,Over 50 years,,,,,Personal,Gas boiler,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,980",CZK 850,176160,2 bedroom,1/1/2023,70 m²,Partly,2,133.03,829.41,432.73,908.52,333.24,223.95,314.46,194.34,764.18,230.23,"K dolům, Prague - Modřany",50.0025673,14.4083338,,,,,"CZK 48,000",G,Very good,Brick,,Luxurious,Over 50 years,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",746366,2+kk,12/5/2022,65 m²,Unfurnished,2,253.9,961.72,321.55,859.32,645.33,312.0,691.31,585.21,1546.71,399.19,"Chmelařská, Prague - Jinonice",50.05646,14.3448,1.0,,,,"CZK 20,000",C,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500",CZK 0,616122,2+kk,10/15/2022,46 m²,Fully furnished,1,105.48,447.32,55.57,107.43,120.62,417.1,299.1,75.78,745.25,298.76,"Libická, Prague - Vinohrady",50.076751,14.457554,1.0,,,,CZK 0,G,Very good,Brick,,Standard,,,,,,Personal,Electric boiler,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,900","CZK 4,900",746315,3+kk,10/18/2022,80 m²,Partly,2,324.82,2458.54,265.94,2130.79,220.09,372.95,922.34,1858.16,878.13,448.42,"U Homolky, Prague - Motol",50.07235,14.34775,,,,1.0,"CZK 40,000",E,Very good,Brick,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",745050,2 bedroom,1/2/2023,59 m²,Fully furnished,6,67.7,199.8,126.83,640.35,111.39,70.94,284.54,284.54,307.97,239.17,"Kubánské náměstí, Prague - Vršovice",50.07052,14.47844,1.0,,,,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",746284,2 bedroom,12/1/2022,54 m²,Partly,2,238.26,410.58,189.07,396.15,403.95,312.74,277.6,236.27,1040.19,32.29,"Na Okraji, Prague - Veleslavín",50.09112,14.34756,,,,,"CZK 20,000",G,Good,Brick,,Standard,30 - 50 years,,1.0,,,Cooperative,Central,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,200","CZK 4,000",744678,1 bedroom,11/1/2022,40 m²,Partly,2,195.39,371.11,113.17,318.76,4.68,177.3,352.42,361.14,291.98,366.55,Prague - Karlín,50.09224,14.44274,,,,,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,420",746293,3+kk,2/1/2023,75 m²,Unfurnished,3,110.68,1051.98,78.43,235.61,317.51,401.71,343.2,625.49,1092.38,223.56,Prague - Kobylisy,50.1238,14.44957,,,,,"CZK 35,000",G,Very good,Brick,,Luxurious,,,,,,,Central,,Complete,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000",CZK 0,746290,3+kk,12/1/2022,100 m²,Fully furnished,2,91.07,448.7,86.43,440.13,17.29,443.11,266.22,545.91,268.72,412.57,"Husitská, Prague - Žižkov",50.08738,14.45211,1.0,,,1.0,"CZK 34,998",A,Very good,Other,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 700,605573,2 bedroom,11/1/2022,76 m²,,4,104.13,1556.73,111.23,982.92,154.02,551.34,434.28,836.5,518.5,304.41,"Braunerova, Prague - Libeň",50.112882,14.474947,,,,,"CZK 13,500",G,Good,Brick,,,,,,,,Personal,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 6,000",744995,4+1,11/1/2022,100 m²,Unfurnished,1,332.92,496.76,464.44,2244.27,482.91,368.22,126.22,1304.29,1307.45,476.97,"Navigátorů, Prague - Liboc",50.09243,14.31163,,,,1.0,"CZK 50,000",G,Very good,Prefab concrete,,Luxurious,Up to 10 years,,1.0,,,,Central,,Complete,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
"CZK 32,000","CZK 7,000",746109,3+kk,11/1/2022,121 m²,Fully furnished,5,204.78,606.46,143.9,258.53,101.25,231.7,634.03,439.27,424.73,489.24,"Jindřicha Plachty, Prague - Smíchov",50.07062,14.40669,1.0,,,,"CZK 64,000",G,Very good,Brick,,,,,1.0,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,490","CZK 1,955",746083,2+kk,11/8/2022,50 m²,Partly,2,247.39,791.7,312.51,743.86,316.12,769.01,506.88,330.03,544.42,154.82,"Ruská, Prague - Vršovice",50.07286833333,14.46363333333,1.0,1.0,,,"CZK 18,445",G,Good,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 18,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,500",746001,2+kk,10/17/2022,44 m²,Partly,1,223.57,2279.54,323.22,2175.41,503.41,1310.82,1305.61,638.96,773.0,560.63,Prague - Břevnov,50.07573,14.32772,,,,,"CZK 18,000",G,Very good,Brick,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,300",684626,3+kk,10/31/2022,65 m²,Unfurnished,3,330.5,1110.43,257.15,531.04,209.97,520.02,501.16,657.13,407.81,601.89,"5. května, Prague - Nusle",50.05893,14.43458,1.0,,,,"CZK 25,000",G,Very good,Brick,,Standard,,,,,,Cooperative,Electric boiler,,Complete,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,800",745812,1 bedroom,10/17/2022,36 m²,Partly,4,111.65,608.86,74.16,512.01,358.21,419.05,256.16,331.17,552.81,125.13,Prague - Vršovice,50.07329,14.47054,,,,,"CZK 28,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
