Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Balcony,Parking,Age,Reconstruction,Ownership,Heating,Designe,Enclosed balcony,Cellar,Terrace,New-build,Administrative fee,Domácí mazlíčci vítáni,Garage,Plot space,Plot type
"CZK 25,200","CZK 4,900",168687,2+kk,9/15/2022,65 m²,Fully furnished,4,,75.58,92.05,73.2,16.18,4.45,124.26,366.36,757.47,337.3,380.95,Prague - Bubeneč,50.1004197,14.423345,"CZK 50,400",G,Very good,Brick,,,,,Personal,Central,,,,1.0,,,,,,
"CZK 9,000","CZK 3,000",731042,Small studio,8/31/2022,32 m²,Partly,3,,81.9,982.25,81.47,623.36,129.28,293.27,386.95,881.32,327.11,157.06,Prague - Strašnice,50.07003,14.48853,"CZK 12,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 8,500",511073,2 bedroom,11/1/2022,75 m²,Partly,4,,115.25,687.92,89.51,214.74,7.35,83.42,518.41,797.69,441.58,761.65,"Dukelských hrdinů, Prague - Holešovice",50.1027248,14.4328603,"CZK 36,000",,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 39,000","CZK 7,000",517158,3+1,10/3/2022,85 m²,Fully furnished,3,,295.13,929.65,441.84,565.86,439.45,345.14,741.77,802.36,774.4,312.3,Prague - Dejvice,50.101426,14.3708397,"CZK 70,000",G,Very good,Brick,1.0,,,Complete,Personal,Gas boiler,Luxurious,1.0,,,,,,,,
"CZK 14,000","CZK 3,920",730406,2+kk,8/18/2022,43 m²,Partly,2,1.0,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,"CZK 28,000",G,Very good,Prefab concrete,1.0,,,,,,,,1.0,,,,,,,
"CZK 13,500","CZK 3,000",502005,1 bedroom,11/1/2022,42 m²,Partly,3,1.0,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,"CZK 27,000",C,Very good,Brick,1.0,,Up to 10 years,,Personal,,Standard,,1.0,,,,,,,
"CZK 13,000","CZK 1,800",606075,Studio,10/15/2022,33 m²,Partly,,1.0,222.73,785.34,68.49,304.09,22.82,400.27,445.1,199.39,498.47,434.16,"Podskalská, Prague - Nové Město",50.071165,14.415031,"CZK 18,000",,Very good,Brick,,1.0,,,Cooperative,,,,,,,,,,,
"CZK 20,000","CZK 5,000",730903,3+1,11/1/2022,78 m²,Partly,10,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,"CZK 20,000",G,Good,Prefab concrete,,,30 - 50 years,,Personal,Central,Standard,1.0,1.0,,,,1.0,1.0,,
"CZK 12,000","CZK 1,500",505631,1 bedroom,8/15/2022,34 m²,Fully furnished,2,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,"CZK 24,000",,,Brick,,,Up to 10 years,Complete,Personal,Electric boiler,Standard,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",F,Good,Brick,,,,Interior,Personal,Distance,,,,,,,,,,
"CZK 16,500","CZK 5,500",554329,2+kk,9/26/2022,49 m²,Partly,3,,53.93,1077.26,371.37,1459.79,267.87,601.61,689.56,1888.92,880.79,507.37,Prague - Radotín,49.9771246,14.3504332,"CZK 33,000",B,New-build,Brick,1.0,,Up to 10 years,,Personal,Central,Luxurious,,,,1.0,,,,,
"CZK 29,000","CZK 5,500",730369,3+kk,9/1/2022,75 m²,Partly,12,1.0,107.88,524.34,0.0,172.65,64.52,544.44,488.76,682.57,608.93,127.06,Prague - Strašnice,50.0776705,14.4868989,"CZK 60,000",A,Very good,Brick,1.0,,,,,,,,,,,,1.0,1.0,,
"CZK 17,500","CZK 3,500",700035,2+kk,9/1/2022,50 m²,Fully furnished,7,1.0,146.6,1885.82,1048.5,1644.68,378.3,1292.34,740.14,1353.48,1244.54,662.27,"Pískařská, Prague - Modřany",50.013,14.40077,"CZK 17,500",D,New-build,Brick,,,,,Personal,Distance,,,,,1.0,,,1.0,,
"CZK 14,000","CZK 2,500",512975,2+kk,9/1/2022,45 m²,Partly,5,,243.69,642.56,158.63,321.57,313,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,"CZK 15,000",C,,Prefab concrete,,,,,Personal,Central,,,,,,,,,,
"CZK 11,999",CZK 1,393325,3+kk,12/1/2021,80 m²,Partly,4,,223.51,319.98,215.63,105.13,77.74,309.27,96.87,566.4,507.29,77.83,"Nedvědovo náměstí, Prague - Podolí",50.0574231,14.4221377,"CZK 11,999",,,Brick,1.0,,,,Other,,,,,,,,,,,
"CZK 17,500","CZK 3,500",406355,1 bedroom,8/30/2022,40 m²,Fully furnished,2,1.0,245.16,118.28,34.46,158.9,60.95,337.88,188.31,373.21,805.61,74.06,"Milešovská, Prague - Vinohrady",50.0788293,14.4518748,"CZK 17,000",,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 17,000","CZK 3,500",695903,2+kk,10/1/2022,49 m²,Partly,2,1.0,529.36,659.28,317.84,800.16,310.73,924.8,208.44,1915.55,924.85,70.01,"Milotická, Prague - Zličín",50.05967,14.28446,"CZK 25,000",C,Very good,Prefab concrete,1.0,1.0,,Complete,Personal,,,,,,,,,1.0,,
"CZK 20,000","CZK 3,500",707900,3+kk,9/15/2022,59 m²,Partly,1,1.0,37.76,388.4,240.97,329.99,222.21,1351.55,231.54,501.54,1091.17,504.16,"Hlavní, Prague - Záběhlice",50.04828,14.49052,"CZK 40,000",E,Good,Brick,,,Over 50 years,,Personal,Distance,Standard,,,,,,,,,
"CZK 15,000","CZK 3,000",730478,2+kk,10/1/2022,55 m²,Partly,6,,225.43,574.02,73.71,488.02,372.56,473.94,197.36,301.9,1112.72,245.33,Prague - Stodůlky,50.04732,14.34568,"CZK 25,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 2,500",170482,Small studio,10/1/2022,28 m²,Partly,5,,61.41,341.82,179.51,195.01,106.03,16.4,255.62,214.73,360.82,170.08,"Tusarova, Prague - Holešovice",50.1013189,14.4495232,"CZK 20,000",,,Brick,1.0,,,,Personal,,,,,,,,,,,
"CZK 10,700","CZK 2,360",410669,1 bedroom,10/1/2022,34 m²,Partly,3,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,"CZK 21,400",D,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 17,000","CZK 5,000",730297,Studio,9/1/2022,38 m²,Fully furnished,5,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,Prague - Strašnice,50.07897,14.48762,"CZK 34,000",C,Very good,Low-energy,1.0,1.0,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",730882,3+1,8/28/2022,76 m²,Partly,3,,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,Prague - Kamýk,50.01374,14.43016,"CZK 27,000",A,Good,Prefab concrete,,,,,,,,1.0,,,,,,,,
"CZK 27,000","CZK 7,000",601657,3+kk,9/1/2022,92 m²,Fully furnished,1,,385.44,258.55,28.35,299.17,17.26,478.16,328.59,513.48,872.36,214.33,"Jagellonská, Prague - Vinohrady",50.079319,14.453,"CZK 30,000",G,Very good,Brick,,,Up to 10 years,Interior,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 18,000","CZK 3,500",593418,2+kk,10/1/2022,55 m²,,2,1.0,294.21,673.31,134.15,695.24,347.37,573.28,168.91,377.15,1505.14,162.74,"Jelínkova, Prague - Kobylisy",50.132785,14.466411,"CZK 45,000",A,New-build,Prefab concrete,,,,,Personal,,,,,,,,,,,
"CZK 20,000","CZK 3,500",474374,3+kk,6/1/2022,72 m²,Partly,3,1.0,89.61,422.46,487.67,590.76,265.68,426.8,499.48,593.53,271.32,350.7,"Pod Jarovem, Prague - Žižkov",50.0895199,14.4891951,"CZK 40,000",,,Prefab concrete,1.0,,,,Cooperative,,,1.0,,,,,,,,
"CZK 13,800","CZK 4,800",341638,Studio,9/4/2022,34 m²,Fully furnished,6,1.0,136.45,973.09,67.89,711.09,418.74,835.73,213.02,2078.74,1087.17,96.34,"Míšovická, Prague - Zličín",50.0570375,14.2829647,"CZK 18,000",,Very good,Other,,,10 to 30 years,,Personal,,Standard,,,,,,,,,
"CZK 11,200","CZK 3,800",730230,2+kk,8/17/2022,43 m²,Unfurnished,,,67.67,505.17,66.53,879.75,114.26,596.76,26.0,196.36,1013.91,346.15,Prague - Košíře,50.07069,14.38098,"CZK 15,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,500",730818,3+1,8/22/2022,80 m²,Unfurnished,8,1.0,200.89,268.35,80.24,612.71,250.02,239.34,164.5,293.43,342.4,133.97,Prague - Žižkov,50.08661,14.45867,"CZK 35,000",E,Good,Prefab concrete,,,,,,,,1.0,1.0,,,,1.0,,,
"CZK 18,000","CZK 1,500",730815,1 bedroom,8/22/2022,44 m²,Fully furnished,2,1.0,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,Prague - Vyšehrad,50.06662,14.42083,"CZK 36,000",G,New-build,Brick,,1.0,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",425448,Small studio,9/1/2022,18 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 13,000",,Very good,Brick,,,Up to 10 years,Complete,Personal,,Standard,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",G,Good,Low-energy,,1.0,,,Personal,Distance,,,1.0,,,,,,,
"CZK 30,001",CZK 0,730219,3+kk,9/23/2022,73 m²,Fully furnished,1,,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,"CZK 35,000",G,Very good,Brick,1.0,1.0,,,Personal,,,,1.0,,,,,,,
"CZK 18,000",CZK 750,730794,3+1,8/22/2022,72 m²,Partly,5,1.0,391.46,583.51,405.3,513.38,94.94,580.04,370.59,358.22,1667.49,130.99,Prague - Bohnice,50.12973,14.41257,"CZK 40,000",G,Very good,Prefab concrete,,,,,,,,,1.0,,,,,,,
"CZK 19,900","CZK 3,200",730792,2 bedroom,9/1/2022,80 m²,Unfurnished,1,,166.46,626.55,152.29,530.25,122.81,458.91,122.79,446.38,395.26,292.32,Prague - Nusle,50.06194,14.43608,"CZK 46,200",G,Very good,Brick,,,,,,,,1.0,,,,,,,,
"CZK 15,000","CZK 2,000",574723,Studio,10/1/2022,42 m²,Fully furnished,1,1.0,327.17,1748.1,1747.45,2463.07,1816.23,1796.45,2542.09,2557.41,1457.07,1222.39,"Penízovková, Prague - Pitkovice",50.0148387,14.5845553,"CZK 15,000",,Very good,Brick,1.0,1.0,10 to 30 years,,Personal,Central,,,,,1.0,,,,,
"CZK 23,000","CZK 6,000",730656,3+kk,8/21/2022,84 m²,Partly,4,1.0,184.94,655.02,3.59,431.68,73.84,430.02,244.62,333.82,572.87,269.17,Prague - Vršovice,50.07191,14.45951,"CZK 35,000",G,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 25,000","CZK 5,000",564309,4+1,9/1/2022,90 m²,Unfurnished,5,1.0,355.55,874.19,250.25,415.09,350.44,770.08,245.79,688.45,593.16,325.92,"Podvinný mlýn, Prague - Libeň",50.10706,14.485427,"CZK 30,000",B,Very good,Prefab concrete,,,10 to 30 years,Complete,Personal,Distance,Standard,1.0,1.0,,,,,,,
"CZK 20,000","CZK 6,000",730774,2+kk,10/1/2022,63 m²,Fully furnished,3,1.0,158.74,1188.58,757.59,1555.19,328.52,591.88,877.03,1380.22,1106.35,584.36,Prague - Horní Počernice,50.10818,14.60192,"CZK 46,000",G,Good,Brick,1.0,,10 to 30 years,,,,Standard,,1.0,,,,,1.0,,
"CZK 13,000","CZK 2,500",112065,Small studio,,32 m²,Fully furnished,3,1.0,295.27,769.79,360.39,695.89,310.63,789.36,458.91,343.44,592.3,202.7,"Ruská 90, Prague - Vršovice",50.0729513923,14.4642949104,"CZK 11,000",C,Very good,Brick,,,,Complete,Cooperative,Gas boiler,Standard,,1.0,,,,,,,
"CZK 10,500","CZK 3,000",516182,1 bedroom,9/1/2022,33 m²,Partly,1,,167.79,1120.14,581.0,1043.2,374.35,816.86,541.38,694.22,765.96,510.52,"K Mostku, Prague - Řepy",50.0715636,14.3005907,"CZK 15,000",,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 12,000","CZK 3,000",726777,Small studio,9/12/2022,20 m²,Partly,1,,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,"CZK 19,000",G,New-build,Brick,,1.0,10 to 30 years,,,,Standard,,,,1.0,,,,,
"CZK 24,000","CZK 5,000",729939,3+kk,8/15/2022,80 m²,Fully furnished,3,1.0,404.22,627.09,484.92,932.02,709.91,847.27,542.04,621.82,662.9,305.7,Prague - Horní Měcholupy,50.04295,14.54968,"CZK 75,000",G,New-build,Brick,1.0,1.0,10 to 30 years,Complete,,Central,,,1.0,,1.0,,,1.0,,
"CZK 19,500",CZK 779,697625,2+kk,11/1/2022,58 m²,Unfurnished,3,1.0,82.7,455.01,98.38,158.1,81.21,239.05,520.06,207.7,804.87,290.93,"Baranova, Prague - Žižkov",50.07806,14.4581,"CZK 39,000",G,Very good,Brick,1.0,,,,Cooperative,Gas boiler,,1.0,,,,,,,,
"CZK 8,300",CZK 0,730065,4+1,10/10/2022,30 m²,Fully furnished,2,,416.15,1119.2,164.68,682.83,309.93,545.96,146.46,1060.0,596.48,112.48,Prague - Karlín,50.09357,14.46052,"CZK 12,000",G,Good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 20,000","CZK 8,000",730639,3+1,10/1/2022,90 m²,Partly,3,,44.22,1189.1,576.92,1480.73,532.01,1178.75,1005.21,708.52,1105.27,393.01,Prague - Braník,50.04159,14.42236,"CZK 28,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",552552,2+kk,9/1/2022,63 m²,Partly,3,1.0,280.09,1497.21,807.48,1588.99,980.25,1360.6,1441.37,1351.06,2122.56,1106.49,Prague - Uhříněves,50.034912,14.5808621,"CZK 30,000",,Very good,Brick,1.0,,,,Personal,,,,1.0,,,,,,,
"CZK 21,000","CZK 2,091",730638,3+kk,8/20/2022,68 m²,Partly,8,1.0,359.8,896.27,372.32,643.41,170.94,405.27,358.15,398.69,688.26,211.72,Prague - Chodov,50.02743,14.52485,"CZK 47,000",C,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,,,,
"CZK 14,000","CZK 7,500",621436,Studio,9/1/2022,40 m²,Fully furnished,1,,324.8,935.35,338.0,1038.12,168.04,650.8,580.16,549.31,350.29,231.28,"Nad Závěrkou, Prague - Břevnov",50.082898,14.379058,"CZK 16,000",G,Very good,Brick,,,,,Personal,,,,1.0,,,,,,,
"CZK 21,000","CZK 6,000",730609,3+kk,9/1/2022,63 m²,Partly,2,,261.41,912.52,281.87,426.36,218.4,429.59,471.08,561.14,311.81,403.98,Prague - Nusle,50.059,14.43643,"CZK 50,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 17,500","CZK 4,500",177188,2+kk,10/1/2022,50 m²,Fully furnished,4,1.0,129.15,496.6,548.8,535.24,652.16,641.56,642.27,943.64,1359.31,423.04,Prague - Stodůlky,50.0619404,14.3107778,"CZK 22,000",,,Brick,1.0,1.0,Up to 10 years,,Personal,Electric boiler,,,,,1.0,,,,,
"CZK 8,000","CZK 3,000",730602,Small studio,8/20/2022,20 m²,Partly,2,1.0,21.66,563.57,388.46,96.14,90.12,213.81,275.66,777.19,740.71,286.45,Prague - Smíchov,50.07176,14.4021,"CZK 11,000",G,Wrong,Brick,,,Over 50 years,,Personal,Electric boiler,,,,,,,,,,
"CZK 14,900","CZK 3,300",570282,Studio,10/1/2022,33 m²,Fully furnished,2,1.0,217.82,1579.87,778.68,898.42,525.92,766.94,621.01,720.34,2166.54,559.12,"Štverákova, Prague - Horní Počernice",50.1118599,14.6268181,"CZK 30,000",B,,Brick,1.0,,,,Personal,,,,,,1.0,,,,,
"CZK 20,000","CZK 2,500",577284,2+kk,10/23/2022,62 m²,Partly,1,1.0,33.11,987.61,363.88,969.16,628.75,914.45,908.02,958.36,839.36,322.99,"Saarinenova, Prague - Hloubětín",50.1067841,14.5284169,"CZK 22,000",,New-build,Low-energy,,,Up to 10 years,,Cooperative,Distance,Luxurious,,,1.0,1.0,,,,,
"CZK 9,300","CZK 4,500",729762,Studio,8/20/2022,26 m²,Partly,2,1.0,114.97,208.62,396.31,1615.36,9.96,1381.57,274.93,170.26,414.89,259.12,Prague - Střešovice,50.08912,14.38529,"CZK 15,000",G,Very good,Brick,1.0,1.0,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",730581,Studio,8/20/2022,30 m²,Fully furnished,3,,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,Prague - Strašnice,50.07918,14.48536,"CZK 47,000",C,New-build,Brick,1.0,,,Complete,,Central,Luxurious,,,1.0,1.0,,,,,
"CZK 22,500","CZK 5,000",683548,2+kk,10/1/2022,68 m²,Partly,4,1.0,231.82,688.19,238.77,396.79,288.67,346.25,666.97,484.38,370.9,167.66,"Janýrova, Prague - Strašnice",50.0792694,14.4866147,"CZK 45,000",D,Very good,Brick,1.0,1.0,,,Personal,Distance,,,1.0,1.0,,,,1.0,,
"CZK 12,250","CZK 2,615",485661,Studio,9/1/2022,50 m²,Partly,,,227.37,259.16,190.25,329.28,123,273.52,789.96,952.36,1293.57,401.17,"Hnězdenská, Prague - Troja",50.1263568,14.4202859,"CZK 20,000",C,Very good,Prefab concrete,,,10 to 30 years,Interior,Personal,Distance,,,,,,,,,,
"CZK 8,000","CZK 1,500",666742,Small studio,8/22/2022,14 m²,Fully furnished,1,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,"Bělohorská, Prague - Břevnov",50.07573,14.33054,CZK 0,A,Good,Brick,,1.0,10 to 30 years,,Personal,Central,Standard,,,,,,,,,
"CZK 14,900","CZK 2,100",730544,Studio,10/1/2022,40 m²,Fully furnished,1,,238.89,1093.41,192.63,756.92,68.18,369.6,298.96,478.79,220.68,369.05,Prague - Břevnov,50.08357,14.3772,"CZK 29,000",A,New-build,Low-energy,,,,,,,,,,1.0,,,,,,
"CZK 22,000","CZK 6,500",607367,2+kk,9/1/2022,55 m²,Fully furnished,4,1.0,198.58,426.93,115.73,304.68,64.1,257.35,115.49,281.56,645.2,300.83,"Mlynářská, Prague - Nové Město",50.0920451,14.4340658,"CZK 42,000",E,Very good,Brick,,,Up to 10 years,Interior,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 13,000","CZK 4,000",547090,Studio,9/1/2022,30 m²,Partly,4,,102.18,995.39,143.74,941.57,148.56,695.47,686.19,602.9,719.44,255.35,"K Olympiku, Prague - Karlín",50.0979809,14.4663685,"CZK 17,000",,Very good,Prefab concrete,1.0,,,Complete,Personal,Central,,,,,,,,,,
"CZK 12,000",CZK 750,730527,1 bedroom,9/1/2022,45 m²,Partly,4,,153.35,303.75,10.45,286.53,24.33,238.01,302.67,247.29,712.85,737.48,Prague - Vinohrady,50.07217,14.43243,"CZK 12,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 39,900","CZK 7,900",677432,2+kk,9/29/2022,96 m²,Fully furnished,3,1.0,166.67,762.32,499.85,585.69,59.37,484.49,448.28,585.57,856.34,214.37,"Kobrova, Prague - Smíchov",50.07381,14.39677,"CZK 60,000",A,New-build,Low-energy,1.0,1.0,,,Personal,,,,1.0,,,,,1.0,,
"CZK 25,000","CZK 8,000",488207,3+kk,10/1/2022,68 m²,Partly,,,136.58,210.07,741.46,5420.28,333.42,723.25,620.46,489.5,285.8,101.34,"Velkoosecká, Prague - Vinoř",50.1438182,14.576116,"CZK 50,000",D,Very good,Brick,,1.0,10 to 30 years,,Personal,Gas boiler,Standard,,,1.0,,,,1.0,,
"CZK 32,000","CZK 4,604",729774,3+kk,8/13/2022,91 m²,Unfurnished,3,1.0,326.52,558.95,229.44,287.34,32.38,621.26,339.05,1276.69,241.73,262.25,Prague - Bubeneč,50.10305,14.41876,"CZK 64,000",A,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 2,000",CZK 0,369211,Other,8/19/2022,9 m²,Unfurnished,1,,204.31,206.71,126.28,1523.05,151.11,979.08,947.47,574.14,754.43,155.95,"Svitákova, Prague - Stodůlky",50.0472687,14.3039981,CZK 0,,,Prefab concrete,,1.0,,,Personal,,,,,,,,,1.0,,
"CZK 16,000","CZK 4,500",729781,2 bedroom,9/30/2022,58 m²,Partly,2,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,"CZK 20,500",G,Very good,Brick,,1.0,,,,,,,,,,,,,,
"CZK 37,000","CZK 7,500",730479,3+1,8/19/2022,120 m²,Partly,6,1.0,257.07,413.9,172.69,369.66,65.95,126.45,206.73,296.92,511.52,310.58,Prague - Nové Město,50.07662,14.42275,"CZK 78,000",G,Very good,Brick,,,,,,,,,,1.0,,,,,,
"CZK 44,000","CZK 6,000",358804,4+kk,9/1/2022,130 m²,Fully furnished,2,,332.93,544.63,139.18,267.34,39.05,305.02,264.26,587.07,297.42,107.97,"Betlémské náměstí, Prague - Staré Město",50.0840811,14.4176178,CZK 2,,,Brick,1.0,,,Complete,Personal,,,,,,,,,1.0,,
"CZK 18,500","CZK 6,388",730433,2 bedroom,8/18/2022,53 m²,Partly,3,,126.61,867.92,116.61,599.34,153.68,205.03,423.19,810.05,332.86,236.35,Prague - Strašnice,50.07076,14.48734,"CZK 40,000",C,Good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 17,990","CZK 5,013",730413,3+1,9/8/2022,67 m²,Partly,8,1.0,142.33,1028.73,157.64,1021.39,379.02,436.55,471.91,701.13,557.49,431.47,"Olbramovická, Prague - Kamýk",50.01687861111,14.43642138888,"CZK 23,003",G,Very good,Prefab concrete,,,,,Personal,,,1.0,1.0,,,"CZK 23,003",,,,
"CZK 24,500","CZK 4,000",729741,3+1,8/13/2022,83 m²,Fully furnished,3,1.0,147.89,285.42,46.75,257.02,48.45,141.75,104.95,327.3,312.31,377.4,Prague - Žižkov,50.08542,14.45316,"CZK 36,750",G,Very good,Other,,1.0,,,,,,,,,,,,1.0,,
"CZK 30,000","CZK 5,000",413976,4+kk,10/1/2022,111 m²,Partly,2,1.0,239.09,979.8,527.41,944.98,440.24,499.97,912.62,449.03,393.93,401.17,"Melodická, Prague - Stodůlky",50.0515016,14.3302032,"CZK 36,000",C,,Brick,1.0,,,,Personal,Central,,,,1.0,1.0,,,1.0,,
"CZK 23,000","CZK 2,000",510077,3+1,9/1/2022,74 m²,Partly,3,,88.58,653.66,405.19,613.73,454.33,427.44,306.07,248.82,1240.24,316.76,"Novodvorská, Prague - Braník",50.027717,14.4287618,"CZK 44,000",,,Brick,,,,Complete,Personal,Central,Standard,,1.0,,,,,,,
"CZK 10,500","CZK 2,000",597400,Small studio,9/1/2022,22 m²,Unfurnished,1,,95.04,732.43,109.54,315.94,102.2,56.39,560.57,736.83,1049.15,353.35,"Trojská, Prague - Kobylisy",50.121955,14.4518,"CZK 13,500",G,Good,Brick,,,Up to 10 years,Complete,Personal,Other,Standard,,,,,,,,,
"CZK 16,500",CZK 0,730381,1 bedroom,10/1/2022,46 m²,Fully furnished,5,,266.48,680.57,341.5,362.64,201.55,370.26,247.51,544.13,680.05,142.75,Prague - Michle,50.04544,14.45215,"CZK 30,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 38,000","CZK 4,000",730311,3+1,8/22/2022,135 m²,Unfurnished,1,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,"CZK 60,000",C,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,500",531774,2+kk,8/1/2022,57 m²,Fully furnished,2,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,"CZK 44,000",,Good,Brick,,,,,Personal,,,,,1.0,,,,,,
"CZK 16,500","CZK 4,500",443036,2+kk,10/1/2022,54 m²,Unfurnished,2,1.0,366.55,1891.02,174.93,1565.56,1164.21,652.38,915.51,1300.32,1003.83,7.27,"Pod Harfou, Prague - Vysočany",50.1033467,14.5114565,"CZK 20,000",C,,Brick,1.0,1.0,10 to 30 years,Interior,Personal,,Standard,,,,,,,1.0,,
"CZK 45,000","CZK 5,000",729675,2 bedroom,9/1/2022,52 m²,Fully furnished,3,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,"CZK 50,000",G,Very good,Brick,,,,,,,,,,1.0,,,,,,
"CZK 13,490","CZK 2,245",730281,Studio,9/8/2022,32 m²,Unfurnished,4,1.0,94.95,1132.45,103.67,538.53,105.16,438.79,18.24,373.78,179.33,116.36,"Kovářská, Prague - Libeň",50.10573416666,14.49143999999,"CZK 15,735",B,New-build,Other,,,,,Personal,,,,,,1.0,"CZK 15,735",,,,
"CZK 7,880",CZK 0,727583,4+kk,7/27/2022,75 m²,Partly,1,,420.52,1658.05,1076.45,1709.11,538.55,1279.92,1010.73,544.61,894.08,350.84,Prague - Modřany,50.00685,14.43654,"CZK 7,000",C,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,,,,
"CZK 17,000",CZK 0,646389,2+kk,9/1/2022,45 m²,Partly,3,1.0,229.05,428.91,317.53,743.48,407.24,177.07,644.95,176.06,563.33,55.22,"Heranova, Prague - Stodůlky",50.04552,14.312901,"CZK 25,000",G,Very good,Prefab concrete,,,,,Personal,,,,,,,,,,,
"CZK 20,000","CZK 6,000",729802,2 bedroom,8/15/2022,36 m²,Fully furnished,3,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,"CZK 8,000",B,Good,Brick,,1.0,,,,,,,,,,,,,,
"CZK 16,490","CZK 1,171",730250,2+kk,9/8/2022,44 m²,Partly,4,1.0,291.46,380.53,115.23,69.0,67.47,276.05,173.81,624.08,397.73,27.54,"Jaselská, Prague - Bubeneč",50.09875527777,14.40048833333,"CZK 17,661",G,Good,Brick,,,,,Cooperative,,,,,,,"CZK 17,661",,,,
"CZK 19,000","CZK 1,500",730244,2+kk,10/1/2022,56 m²,Partly,5,1.0,224.14,656.8,214.71,257.03,52.44,140.05,289.35,427.62,159.48,537.34,Prague - Holešovice,50.10079,14.43043,"CZK 38,000",G,Very good,Brick,1.0,1.0,,,,,,,1.0,,,,,,,
