Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Sklep 2 m²,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Lodžie 7.5 m²,Parking,Balkón 5 m²,Terasa 16.1 m²,Sklep 3.1 m²,Lodžie 7 m²,Age,Designe,Terasa 8 m²,Sklep 3 m²,New-build,Lodžie 4 m²,Sklep 4 m²,Administrative fee,Sklep 1 m²,Cellar,Domácí mazlíčci vítáni,Garage,Balkón 1 m²,Balkón 7 m²,Lodžie 3 m²,Lodžie 9 m²,Enclosed balcony,Balkón 6 m²,Sklep 8 m²,Balkón 9 m²,Terasa 10 m²,Sklep 5 m²,Balkón 3 m²,Lodžie 5 m²,Sklep 7 m²,Sklep 6 m²,Balkón 8 m²,Terasa 20 m²,Balkón 2 m²,Terasa 12 m²,Balkón 4 m²,Lodžie 8 m²,Balkón 13 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Lodžie 6 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Terasa 30 m²,Terasa 7 m²,Lodžie 10 m²,Balkón 10 m²,Sklep 4.1 m²,Sklep 3.5 m²,Sklep 30 m²,Lodžie 1 m²,Lodžie 2 m²,Terasa 14 m²,Balkón 6.1 m²,Terasa 10.1 m²,Terasa 5 m²,Terasa 14.1 m²,Sklep 10 m²,Sklep 6.4 m²,Terasa 40 m²,Balkón 35 m²,Terasa 16 m²,Balkón 33 m²,Balkón 60 m²,Balkón 32 m²,Terasa 32 m²,Water,Sewage,Balkón 70 m²,Plot space,Sklep 44 m²
"CZK 21,500",CZK 0,"CZK 25,000",736216,Small studio,9/12/2022,2,Brick,,40 m²,Fully furnished,Very good,,G,,,1.0,188.61,665.38,138.31,582.02,12.68,635.95,359.43,352.67,364.12,161.68,Prague - Vršovice,50.07099,14.44582,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,490","CZK 5,373","CZK 28,863",740855,3+kk,10/13/2022,2,Prefab concrete,,76 m²,Unfurnished,Very good,Cooperative,G,,,1.0,151.97,883.72,585.3,933.79,589.81,914.64,518.63,217.0,792.6,57.54,"V zápolí, Prague - Michle",50.04956055555,14.46571722222,1.0,,,,,,,,,,,,,,,"CZK 28,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,650","CZK 4,034","CZK 25,000",736170,Studio,10/15/2022,8,Brick,,44 m²,Partly,Very good,,B,,,,79.4,863.8,384.81,1183.67,250.36,286,278.16,798.55,93.98,256.66,Prague - Záběhlice,50.05582,14.49291,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 16,000",740455,2+kk,11/1/2022,6,Prefab concrete,,40 m²,Partly,Very good,,G,,,1.0,317.33,1055.83,319.91,994.2,511.31,589.65,249.0,153.79,171.13,150.28,Prague - Střížkov,50.12238,14.48598,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,500","CZK 21,500",545806,2+kk,11/1/2022,1,Brick,,45 m²,Fully furnished,Very good,Personal,C,Complete,,1.0,140.26,422.02,64.13,210.61,88.43,350.09,387.62,365.04,350.84,313.21,"Malešická, Prague - Žižkov",50.0869231,14.468838,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,365","CZK 39,000",711808,2+kk,10/1/2022,6,Brick,,49 m²,Fully furnished,New-build,Personal,B,,,1.0,47.78,826.64,80.43,845.07,369.97,226.1,585.05,391.79,530.72,483.78,"Lehovecká, Prague - Hloubětín",50.1079,14.54644,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 26,000",732298,Small studio,10/1/2022,5,Brick,,27 m²,Unfurnished,Good,,G,,,,300.2,346.13,242.74,505.67,74.26,511.17,211.23,158.33,185.85,232.99,Prague - Vinohrady,50.07635,14.46516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500","CZK 50,000",617069,2 bedroom,11/1/2020,5,Brick,Gas boiler,67 m²,Unfurnished,Very good,Personal,G,Complete,,,228.14,583.81,118.21,272.29,4.57,92.92,188.84,737.14,215.8,175.76,"Mařákova, Prague - Dejvice",50.098672,14.403115,,,,,,,,,Up to 10 years,Luxurious,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,234","CZK 60,000",740652,3+1,9/15/2022,5,Prefab concrete,Central,69 m²,Fully furnished,Very good,Personal,C,Complete,,1.0,154.43,1201.2,181.82,1139.58,270.26,451.99,261.69,222.9,229.57,170.87,Prague - Střížkov,50.12406,14.48501,,,,,,,,,,Standard,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,900","CZK 1,000","CZK 25,800",740770,2+kk,10/1/2022,2,Brick,,52 m²,Unfurnished,Good,Personal,G,,,1.0,242.77,1353.2,303.92,1027.74,365.0,863.48,304.09,1008.73,1292.99,1118.85,Prague - Vysočany,50.10127,14.50541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,500","CZK 18,000",284832,2+kk,9/2/2022,2,Brick,Electric boiler,44 m²,Fully furnished,Very good,Personal,,Complete,,1.0,64.92,71.53,94.68,69.92,50.1,185.05,328.76,618.3,494.6,269.47,"Bělehradská, Prague - Nusle",50.065139,14.4397002,,,,,,,,,Up to 10 years,Standard,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 10,000","CZK 50,000",736109,5+kk,9/11/2022,1,Brick,Distance,130 m²,Unfurnished,Very good,,G,Complete,,1.0,67.1,196.96,125.57,1122.44,61.09,957.38,169.07,566.2,449.35,192.09,Prague - Hlubočepy,50.02866,14.36628,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 6,550","CZK 30,000",690118,2+kk,10/1/2022,5,Brick,,57 m²,Partly,New-build,Personal,B,,,1.0,29.12,479.15,12.02,507.81,194.11,499.98,167.56,459.07,743.8,109.58,"Jeremiášova, Prague - Stodůlky",50.04383,14.33673,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,900","CZK 4,000","CZK 35,000",684331,2+kk,10/1/2021,,Prefab concrete,Electric boiler,47 m²,Fully furnished,Very good,Personal,B,Interior,,1.0,191.33,661.41,92.72,438.07,125.62,436.41,134.31,322.79,706.23,291.93,"Bulharská, Prague - Vršovice",50.07161,14.45719,1.0,1.0,,1.0,,,,,,Luxurious,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",494253,2+kk,9/12/2022,2,Brick,,47 m²,Partly,,Personal,,,,,285.2,1689.92,878.2,1448.79,330.4,1122.04,569.84,1183.18,1724.78,577.25,"Převoznická, Prague - Modřany",50.009959,14.4040533,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,910","CZK 40,820",410816,2+kk,,5,Brick,,64 m²,Partly,Very good,Personal,D,,,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,888","CZK 19,000",740701,2+kk,9/30/2022,2,Brick,,55 m²,Fully furnished,Very good,,G,,,,365.18,654.19,402.07,818.05,264.26,658.53,617.71,266.55,474.55,163.92,Prague - Žižkov,50.08948,14.49516,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,100","CZK 4,200","CZK 12,000",337550,2+kk,9/15/2022,7,Prefab concrete,Central,44 m²,Partly,,Personal,,,,1.0,6.96,186.73,185.24,121.91,125.75,206.94,157.99,283.18,868.07,157.13,"V hůrkách, Prague - Stodůlky",50.050848,14.341537,,,,,,,,,10 to 30 years,Standard,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 10,000","CZK 30,000",736080,5+1,1/2/2023,7,Other,,150 m²,Unfurnished,Very good,,C,,,1.0,245.6,379.18,349.57,314.36,249.29,299.83,380.64,572.51,859.93,298.7,Prague - Stodůlky,50.04988,14.33781,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,400","CZK 40,000",206206,2+kk,9/30/2022,2,Brick,,54 m²,Partly,Very good,Personal,B,,,1.0,432.16,1067.28,404.0,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,,,,1.0,,,,,Up to 10 years,Luxurious,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,990","CZK 2,800","CZK 30,000",729925,1 bedroom,11/1/2022,5,Other,,33 m²,Partly,Very good,,C,,,1.0,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,"Štítného, Prague - Žižkov",50.0853298,14.4497431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,500","CZK 20,000",686487,Studio,11/1/2022,3,Brick,Electric boiler,27 m²,Fully furnished,Very good,Personal,G,Complete,,1.0,248.3,264.57,167.06,164.99,46.52,349.24,214.57,1010.88,487.71,433.95,"Keramická, Prague - Bubeneč",50.10124,14.42167,,,,,,,,,Over 50 years,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 8,000","CZK 120,000",736066,4+kk,11/7/2022,3,Low-energy,Gas boiler,125 m²,Fully furnished,New-build,Personal,B,,,1.0,225.56,711.06,281.87,1102.83,150.41,497.04,537.78,601.18,559.55,275.48,Prague - Smíchov,50.06561,14.39198,,,,1.0,,,,,Up to 10 years,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,900","CZK 4,500","CZK 40,000",577288,2+kk,12/17/2022,6,Brick,Gas boiler,60 m²,Fully furnished,Very good,Personal,C,,,1.0,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,,,,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 30,000",620377,Studio,9/19/2022,3,Brick,Distance,41 m²,Fully furnished,Very good,Personal,C,,,1.0,127.28,1286.8,312.92,1287.21,289.42,983.87,1023.94,975.2,1498.78,451.0,Prague - Vysočany,50.110869,14.5021464,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 9,000","CZK 30,000",740559,3+1,9/15/2022,1,Brick,,118 m²,Partly,Very good,,G,,,1.0,139.01,947.65,193.13,470.75,14.48,400.4,324.19,313.11,370.57,241.75,Prague - Nové Město,50.06909,14.41501,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,072","CZK 36,000",740546,Studio,10/5/2022,1,Low-energy,,38 m²,Partly,New-build,,B,,,1.0,170.33,699.26,223.59,204.25,213.73,205.22,415.63,706.65,480.94,37.51,Prague - Libeň,50.1051,14.47217,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000","CZK 40,000",678085,2+kk,11/1/2022,4,Prefab concrete,,52 m²,Fully furnished,Very good,Cooperative,G,,,1.0,227.47,680.0,142.32,445.4,167.64,463.17,273.62,177.76,465.87,258.34,"Brunclíkova, Prague - Břevnov",50.08474,14.3458,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 40,000",736019,3+kk,9/9/2022,2,Brick,,74 m²,Fully furnished,Good,,G,,,1.0,245.44,403.68,330.78,345.27,247.31,1530.22,191.23,75.47,974.63,78.1,Prague - Záběhlice,50.04935,14.48577,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 25,000",735997,2+kk,10/1/2022,4,Brick,Central,45 m²,Fully furnished,Very good,Personal,G,Complete,,1.0,242.11,743.55,234.62,558.09,149.5,127.18,136.73,332.66,432.82,258.55,Prague - Břevnov,50.08486,14.37363,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 900,"CZK 15,000",735994,Studio,10/13/2022,1,Prefab concrete,,36 m²,Fully furnished,Very good,,B,,,1.0,299.61,830.42,217.57,420.67,239.38,349.77,271.45,168.63,1519.77,192.3,Prague - Stodůlky,50.04886,14.35063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,000","CZK 17,000",740315,Studio,10/1/2022,2,Brick,,32 m²,Partly,Good,,G,,,1.0,28.26,769.36,14.05,474.48,49.52,15.93,729.5,225.87,172.18,144.93,Prague - Vinohrady,50.07791,14.47677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000","CZK 10,000",740283,2 bedroom,9/14/2022,2,Brick,,40 m²,Unfurnished,Wrong,,G,,,1.0,41.66,728.45,87.4,945.74,24.13,269.62,640.07,446.23,819.52,649.07,Prague - Smíchov,50.06138,14.40084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 25,000",735629,2+kk,10/17/2022,5,Other,,66 m²,Partly,Very good,,C,,,1.0,214.43,454.85,301.64,222.66,263.56,95.28,727.66,874.15,307.27,377.88,Prague - Vysočany,50.11143,14.4972,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,700","CZK 4,050","CZK 30,000",735596,2+kk,10/15/2022,4,Brick,,55 m²,Partly,Very good,,G,Complete,,1.0,255.26,443.02,204.3,366.36,123.82,505.56,447.22,390.7,376.15,681.6,Prague - Smíchov,50.07376,14.4094,,,,,,,,,,Luxurious,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,300","CZK 1,500","CZK 39,600",624279,3+kk,12/1/2022,2,Brick,,52 m²,,Good,Personal,G,,,,215.16,586.2,164.17,470.6,188.39,302.5,110.53,688.16,172.84,443.61,"Umělecká, Prague - Holešovice",50.102638,14.427271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,925","CZK 4,575","CZK 35,000",740173,2+kk,9/13/2022,4,Brick,,52 m²,Unfurnished,Good,,F,,,1.0,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,"Buzulucká, Prague - Dejvice",50.0991457,14.3938064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 35,000",735574,Studio,9/8/2022,2,Brick,,42 m²,Fully furnished,New-build,,B,,,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",CZK 0,740148,Studio,9/13/2022,3,Brick,Electric boiler,29 m²,Fully furnished,New-build,,G,,,,81.7,318.33,56.85,540.81,73.4,434.01,143.43,179.55,689.32,502.13,Prague - Vinohrady,50.07329,14.43979,,,,,,,,,Up to 10 years,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,700","CZK 2,400","CZK 30,000",643640,Studio,9/30/2022,2,Brick,Gas boiler,41 m²,Fully furnished,New-build,Personal,C,Complete,,1.0,249.79,1708.58,113.54,1390.67,390.06,1029.9,1070.5,905.99,153.29,209.21,"U Pekařky, Prague - Libeň",50.114484,14.479922,,,,1.0,,,,,Up to 10 years,Luxurious,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 0,"CZK 22,000",739599,3+kk,10/1/2022,2,Brick,Central,60 m²,Partly,Good,Cooperative,G,,,,292.41,506.43,376.44,451.06,128.33,1515.53,214.91,782.66,1248.42,275.58,Prague - Záběhlice,50.04634,14.49227,,,,,,,,,30 - 50 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,900","CZK 36,000",607379,Studio,9/15/2022,2,Brick,Central,24 m²,Fully furnished,Very good,Personal,E,Complete,,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,,,,,,,,,Up to 10 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000","CZK 40,000",735470,3+kk,11/1/2022,3,Prefab concrete,,74 m²,Partly,Very good,,G,,1.0,1.0,405.96,554.48,127.21,416.85,404.22,445.92,164.65,727.62,580.02,145.17,Prague - Modřany,50.00835,14.41991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 1,100","CZK 25,000",682818,2+kk,10/1/2022,1,Brick,,48 m²,Partly,Very good,Personal,G,,,1.0,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 9,000","CZK 70,000",732438,4+1,10/1/2022,3,Brick,,144 m²,Partly,Very good,,G,,,,171.29,211.95,122.48,136.09,18.55,176.22,484.41,802.71,382.54,295.97,Prague - Bubeneč,50.10128,14.42327,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,400","CZK 1,100","CZK 14,000",681356,Studio,9/12/2022,3,Brick,,20 m²,Partly,New-build,Personal,G,,,1.0,187.64,722.0,114.27,106.66,7.49,148.42,243.33,399.08,36.36,385.04,"Národní, Prague - Staré Město",50.0826,14.41828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000","CZK 40,000",726746,2 bedroom,10/8/2022,1,Brick,,76 m²,Fully furnished,Very good,Personal,C,Complete,,,209.89,2580.19,364.32,2252.43,430.13,183.08,1288.15,1638.37,999.77,373.58,Prague - Motol,50.07106,14.34318,,,,1.0,,,,,30 - 50 years,Luxurious,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 20,000",394777,Studio,9/5/2022,1,Brick,,30 m²,Fully furnished,,Personal,A,,,,153.65,1091.92,498.72,1004.45,337.18,1046.03,1222.62,1203.94,1142.71,328.59,"Chlupáčova, Prague - Hlubočepy",50.0353336,14.3859746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 1,200","CZK 29,000",734033,2+kk,9/6/2022,1,Brick,,33 m²,Unfurnished,Very good,,G,,,,323.57,962.34,242.42,636.89,346.36,660.48,373.36,617.87,946.73,449.0,Prague - Vysočany,50.10394,14.50117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 30,000",735765,2+kk,9/15/2022,2,Brick,Central,68 m²,Partly,New-build,,B,,,1.0,174.96,525.98,515.7,510.44,275.01,521.94,958.88,864.6,590.23,481.71,Prague - Záběhlice,50.05253,14.51119,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,933","CZK 5,600","CZK 73,866",672347,2+kk,10/15/2022,3,Brick,Electric boiler,51 m²,Fully furnished,Very good,Personal,G,Complete,,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,"CZK 15,000",246931,Small studio,9/19/2022,2,Brick,Central,36 m²,Fully furnished,,Personal,C,Complete,,,187.15,895.09,676.5,663.28,465.74,726.33,360.29,737.25,1044.35,514.08,"Hrubínova, Prague - Modřany",50.010788,14.4120482,,1.0,,,,,,,Up to 10 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000","CZK 27,000",240526,2+kk,9/1/2022,7,Brick,Central,62 m²,,,Personal,,,,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,1.0,,,,,,,,Up to 10 years,Luxurious,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 25,000",483887,2+kk,10/1/2022,3,Brick,,36 m²,Fully furnished,,Personal,E,Complete,,,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 2,500","CZK 60,000",732297,3+1,10/15/2022,2,Brick,,89 m²,Unfurnished,Very good,,G,,,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 3,990","CZK 18,000",697953,Studio,9/6/2022,2,Brick,,29 m²,Fully furnished,Very good,Personal,B,,,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,900","CZK 20,000",732272,2 bedroom,9/25/2022,2,Low-energy,Geothermal,62 m²,Fully furnished,New-build,,A,Complete,,,193.07,2055.72,1959.47,1811.12,1057.17,3315.71,1542.62,1445.66,1373.51,1098.9,Prague - Sobín,50.06745,14.26193,,,,1.0,,,,,Up to 10 years,Standard,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,490","CZK 2,945","CZK 14,435",735581,Studio,10/13/2022,1,Brick,,32 m²,Unfurnished,Very good,Personal,G,,,,238.59,576.86,229.13,268.85,232.47,367.92,374.85,528.7,504.18,461.86,"Hošťálkova, Prague - Břevnov",50.08293472222,14.37008416666,,,,,,,,,,,,,,,,"CZK 14,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
