Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Age,Heating,Total number of floors,Renovation,Design,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
708660,"CZK 13,000",50.06698,14.45107,"Sámova, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,52 m²,CZK 703,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,04. 04. 2022,G,309,453,199,350,208,155,266,315,224,390,"CZK 13,000",over 50 years years,Other,Middle floor,Overall,Standard materials and solutions,,,,,,,
596634,"CZK 12,000",50.070249,14.380355,"Prachnerova, Prague - Košíře",Studio,New build,30 m²,"CZK 2,500",Personal,Prefab concrete building,Furnished,3,Yes,Yes,Yes,Yes,Yes,Yes,No,01. 03. 2022,A,58,590,37,746,104,854,124,612,"1,010",343,"CZK 14,000",1 to 10 years years,,Middle floor,,Premium materials and solutions,Yes,,,,,,
421082,"CZK 11,000",50.02078,14.40305,"Šífařská, Prague - Hodkovičky",Studio,New build,27 m²,"CZK 2,200",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,01. 05. 2022,B,423,654,"1,185",375,"1,111",,,,,,"CZK 11,000",,,,,,,,,,,,
645022,"CZK 18,500",50.06184,14.435214,"Žateckých, Prague - Nusle",2 bedroom,Excellent,58 m²,"CZK 2,500",Cooperative,Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,G,240,702,202,624,59,546,74,393,473,367,"CZK 36,999",,Gas boiler,Top floor,Interior,Standard materials and solutions,,,50 m²,,,,
541309,"CZK 15,490",50.1155148,14.5655166,"Federova, Prague - Kyje",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,200",Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,30. 04. 2022,A,353,993,768,"1,362","1,242",780,,,,,,1 to 10 years years,Central heating,Middle floor,,Premium materials and solutions,Yes,,,,,,
542423,"CZK 19,000",50.1050841,14.4492226,"U Průhonu, Prague - Holešovice",1 bedroom with open-plan kitchen,,54 m²,"CZK 1,550",Cooperative,Brick building,Furnished,7,No,Yes,No,No,No,Yes,No,01. 03. 2022,,69,259,123,72,96,75,455,534,245,355,"CZK 38,000",1 to 10 years years,Gas boiler,Top floor,,Premium materials and solutions,,,,,,,
680251,"CZK 13,990",50.0851483,14.4512417,Prague - Žižkov,1 bedroom,Excellent,34 m²,CZK 870,Personal,Other,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,C,173,144,56,115,75,165,167,383,199,457,"CZK 25,000",1 to 10 years years,Other,Middle floor,Overall,Standard materials and solutions,,,,,,,
707681,"CZK 12,000",50.01049,14.44888,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 5,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,Yes,No,21. 02. 2022,G,531,"1,218",548,501,"1,095",493,856,541,261,,"CZK 24,000",,,,,,,,,,,,
627048,"CZK 11,990",50.047308,14.440894,"Jankovská, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,000",Cooperative,Brick building,Furnished,2,No,No,Yes,Yes,No,No,No,01. 11. 2020,G,185,342,228,467,178,537,291,539,437,226,"CZK 11,990",,Gas boiler,Middle floor,Interior,,,,,,,,
628109,"CZK 8,990",50.02145,14.458163,"Jánošíkova, Prague - Krč",1 bedroom,Excellent,34 m²,"CZK 2,490",Personal,Prefab concrete building,,5,Yes,No,No,No,No,Yes,No,01. 03. 2022,B,345,785,662,544,477,492,"1,384",891,684,,"CZK 10,000",,,,,,,,,,,,
708656,"CZK 18,500",50.08719,14.46056,"Ostromečská, Prague - Žižkov",3 bedroom,Good,85 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,7,Yes,No,Yes,Yes,No,Yes,No,01. 04. 2022,G,27,408,125,507,199,379,382,428,298,191,"CZK 20,000",,District heating,Top floor,Exterior,Standard materials and solutions,,,,,,,
708654,"CZK 16,000",50.1086532,14.4894381,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,Yes,No,01. 04. 2022,G,313,464,153,647,195,416,382,67,39,112,"CZK 16,000",10 to 30 years years,District heating,,,,,,,,,,
708652,"CZK 26,000",50.0406,14.44455,"U Krčské vodárny, Prague - Krč",3 bedroom,Excellent,102 m²,"CZK 2,300",Personal,Brick building,,1,No,No,No,No,No,No,No,28. 02. 2022,G,183,507,"1,470",434,856,896,"1,437",987,808,,"CZK 45,000",,,,,,,,,,,,
55693,"CZK 12,500",50.0294414,14.3639517,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,,50 m²,"CZK 2,500",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,03. 01. 2022,,332,"1,185",426,"1,166",196,"1,203",424,635,748,410,"CZK 25,000",,,,,,Yes,,,,,,
699326,"CZK 16,000",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 4,500",Personal,Other,Unfurnished,1,Yes,No,No,No,Yes,Yes,Yes,07. 03. 2022,B,48,825,83,843,397,816,556,419,"1,060",533,"CZK 32,000",1 to 10 years years,,,,,,,,,,,
708651,"CZK 16,000",50.1040152,14.5088524,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 2,900",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,D,436,134,"1,215",709,"1,038","1,351","1,074",162,,,,,,,,,,,,,,,
708650,"CZK 13,990",50.10536861111,14.48260277777,"náměstí Na Balabence, Prague - Libeň",2 bedroom,Good,55 m²,"CZK 1,359",Personal,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,,B,88,565,98,202,324,750,101,660,452,36,"CZK 15,349",,,,,,,"CZK 15,349

                                
                                
                
i",,,,,
319538,"CZK 10,200",50.0659396,14.317682,"Nevanova, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 2,550",Cooperative,Prefab concrete building,Furnished,3,No,No,No,Yes,No,Yes,No,01. 04. 2022,,339,802,699,869,910,917,501,438,"1,063",454,"CZK 15,000",,District heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
706553,"CZK 16,000",50.04441,14.4914,"Choceradská, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,C,239,591,402,637,591,221,964,"1,293",80,,"CZK 30,000",,,,,,,,,,,,
704294,"CZK 16,500",50.06363,14.44204,"Nuselská, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 02. 2022,G,98,319,14,25,76,98,340,589,539,430,"CZK 20,000",,,,,,,,,,,,
708645,"CZK 23,000",50.07847,14.44563,"Polská, Prague - Vinohrady",3 bedroom,Excellent,110 m²,CZK 800,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 03. 2022,G,391,639,26,496,37,339,315,78,245,393,"CZK 23,000",,,,,,,,,,,,
708646,"CZK 11,000",50.09763,14.3542,"Egyptská, Prague - Vokovice",1 bedroom,,36 m²,"CZK 3,000",Personal,Prefab concrete building,,1,No,No,No,No,No,No,No,01. 03. 2022,G,112,635,514,490,418,511,418,267,722,158,"CZK 14,000",,,,,,,,,,,,
501064,"CZK 11,900",50.1011137,14.3749753,"U Hadovky, Prague - Dejvice",1 bedroom,Excellent,35 m²,"CZK 2,500",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 04. 2022,,201,"1,248",288,861,402,440,632,555,665,389,"CZK 15,000",,,,Interior,Premium materials and solutions,,,,,,,
504664,"CZK 18,500",50.0764113,14.4569736,"Slezská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,40 m²,"CZK 1,198",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,10. 01. 2022,,166,470,133,154,179,372,252,456,839,375,"CZK 18,500",,Gas boiler,Middle floor,,,,,,,,,
708642,"CZK 14,000",50.0566151,14.446978,"U Družstva Život, Prague - Nusle",2 bedroom,Good,51 m²,"CZK 3,200",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,28. 02. 2022,G,393,915,93,435,329,993,295,211,875,273,"CZK 22,500",,,,,,,,,,,,
691513,"CZK 12,600",50.0085822,14.4666058,"Na Domovině, Prague - Libuš",Studio,New build,40 m²,"CZK 2,500",Personal,Brick building,Furnished,3,No,No,Yes,Yes,No,Yes,No,26. 02. 2022,C,222,567,435,426,479,965,"1,472",,,,"CZK 20,000",,District heating,,,Premium materials and solutions,Yes,,,,,,
704757,"CZK 14,800",50.06141,14.44619,"Svatoslavova, Prague - Nusle",Studio,Excellent,27 m²,"CZK 2,000",Personal,Brick building,Furnished,3,No,No,No,No,Yes,Yes,No,01. 03. 2022,G,47,606,34,328,22,335,475,639,615,477,"CZK 16,800",,,,,,,,,,,,
704760,"CZK 19,600",50.00412,14.41096,"Ke Zvonici, Prague - Modřany",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000",Personal,Brick building,Furnished,2,No,No,Yes,No,Yes,No,No,01. 03. 2022,C,275,593,539,687,495,413,448,353,"1,054",119,"CZK 40,000",,Gas boiler,Top floor,Overall,Standard materials and solutions,,,,,,,
531830,"CZK 21,990",50.0712705,14.3510467,Prague - Motol,2 bedroom with open-plan kitchen,,80 m²,"CZK 2,300",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 03. 2022,C,395,349,302,630,902,696,961,,,,"CZK 40,000",,,,,,Yes,,,,,,
708045,"CZK 16,000",50.08186,14.41921,"Spálená, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,000",Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,No,No,01. 03. 2022,G,55,766,79,25,36,129,216,426,136,433,"CZK 18,000",,,,,,,,,,,,
127744,"CZK 18,000",50.0862034,14.3723641,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,,44 m²,"CZK 3,000",Personal,Brick building,Furnished,5,No,Yes,No,No,No,No,No,16. 03. 2022,,137,740,400,609,137,312,446,277,617,483,"CZK 18,000",,Gas boiler,Top floor,,,,,,,,,
708356,"CZK 22,000",50.05212,14.36413,"K Rovinám, Prague - Jinonice",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 1,800",Personal,Prefab concrete building,Unfurnished,1,No,No,Yes,Yes,Yes,No,Yes,01. 01. 1970,G,193,408,783,424,920,390,992,473,265,,"CZK 44,000",,,,,,,,,,,,
519699,"CZK 16,000",50.0834044,14.4554487,"Chelčického, Prague - Žižkov",1 bedroom with open-plan kitchen,,50 m²,"CZK 1,500",Personal,Low-energy building,Furnished,2,No,No,No,No,Yes,No,No,,B,170,384,171,314,119,255,95,321,400,161,"CZK 32,000",,,,,,,,,,,,
708629,"CZK 21,000",50.10353,14.43548,"Šimáčkova, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 4,600",Personal,Brick building,Unfurnished,5,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,G,286,942,177,454,144,191,476,349,848,,"CZK 30,000",,,,,,,,,,,,
708629,"CZK 21,000",50.10353,14.43548,"Šimáčkova, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 4,600",Personal,Brick building,Unfurnished,5,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,G,286,942,177,454,144,191,476,349,848,,"CZK 30,000",,,,,,,,,,,,
708630,"CZK 12,990",50.13097083333,14.48613611111,"Černého, Prague - Střížkov",Studio,Good,27 m²,"CZK 1,045",Cooperative,Prefab concrete building,Unfurnished,7,Yes,No,Yes,No,No,Yes,No,,G,337,"1,368",530,"1,403",378,523,288,907,"1,130",79,"CZK 14,035",,,,,,,"CZK 14,035

                                
                                
                
i",,,,,
707575,"CZK 13,000",50.06601,14.46174,"Baškirská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 5,041",Personal,Prefab concrete building,Furnished,5,No,No,Yes,Yes,No,Yes,No,14. 03. 2022,G,159,666,173,530,192,638,669,166,216,341,"CZK 15,000",,,Middle floor,,,,,,,,,
224056,"CZK 14,500",50.0612412,14.4028553,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 5,500",Personal,Brick building,Furnished,1,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,,190,719,250,"1,181",193,193,836,921,919,681,"CZK 20,000",1 to 10 years years,Central heating,Ground floor,Overall,Standard materials and solutions,,,,,,,
694414,"CZK 15,000",50.1049402,14.448922,"U Průhonu, Prague - Holešovice",2 bedroom,Excellent,54 m²,"CZK 4,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,18. 01. 2022,C,81,271,148,37,100,87,487,546,273,384,"CZK 10,000",over 50 years years,Gas boiler,Middle floor,Interior,Standard materials and solutions,,,,,,,
706124,"CZK 12,000",50.08898,14.30448,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500",Personal,Prefab concrete building,Furnished,3,No,No,No,No,Yes,Yes,No,15. 03. 2022,B,225,486,448,435,346,492,357,"1,259",47,,"CZK 15,500",,District heating,,Overall,Standard materials and solutions,,,,,,,
641461,"CZK 27,000",50.013519,14.413676,"Hřebíkova, Prague - Modřany",4 bedroom,,102 m²,"CZK 1,300",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,20. 03. 2022,G,231,"1,189",577,"1,091",361,"1,057",505,626,611,,"CZK 50,000",,Gas boiler,Middle floor,Overall,Premium materials and solutions,,,,,,,
708557,"CZK 11,200",50.08345,14.37474,"Šlikova, Prague - Břevnov",1 bedroom with open-plan kitchen,Good,38 m²,CZK 800,Personal,Other,Partially furnished,,No,No,No,No,No,No,No,01. 04. 2022,G,377,890,230,391,131,408,327,662,389,521,"CZK 10,000",,,,,,,,,,,,
708623,"CZK 14,000",50.02975,14.60671,"Karla Zicha, Prague - Uhříněves",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 5,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,No,Yes,07. 03. 2022,C,129,655,328,664,105,609,235,666,268,446,"CZK 38,000",,,,,,,,,,,,
708624,"CZK 10,500",50.10117,14.49025,"Spojovací, Prague - Vysočany",Studio,Excellent,20 m²,"CZK 1,000",Personal,Brick building,Unfurnished,3,No,No,No,No,Yes,No,No,20. 03. 2022,G,180,"1,132",207,774,299,"1,286",100,185,622,231,"CZK 10,500",,,,,,,,,,,,
645343,"CZK 11,000",50.067817,14.397468,Prague - Smíchov,3 bedroom,Excellent,62 m²,CZK 500,Personal,Brick building,Partially furnished,3,Yes,Yes,No,No,Yes,No,No,01. 05. 2022,G,249,180,172,545,26,267,338,551,550,343,"CZK 10,000",,Gas boiler,Top floor,Interior,Standard materials and solutions,,,,,,,
202471,"CZK 26,900",50.098086,14.403609,"Dejvická, Prague - Dejvice",4 bedroom,,120 m²,CZK 400,Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 06. 2021,G,135,620,1,202,74,22,174,983,101,292,CZK 2,,Gas boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
708621,"CZK 11,000",50.0940174,14.4930193,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 4,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,G,238,287,173,553,243,309,141,422,405,122,"CZK 20,000",,,,,,,,,,,,
703547,"CZK 19,000",50.10028,14.48845,"Novovysočanská, Prague - Vysočany",2 bedroom with open-plan kitchen,Excellent,71 m²,CZK 850,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 02. 2022,G,73,"1,080",70,932,50,"1,223",152,145,465,184,"CZK 38,000",,,,,,,,,,,,
230110,"CZK 25,000",50.0735417,14.4431932,"Lužická, Prague - Vinohrady",1 bedroom with open-plan kitchen,,81 m²,"CZK 2,000",Personal,Brick building,Furnished,5,Yes,No,No,No,No,Yes,No,01. 05. 2022,,168,234,151,635,168,503,305,383,503,256,"CZK 27,000",1 to 10 years years,Electric boiler,Top floor,Overall,Premium materials and solutions,,,,,,,
556264,"CZK 14,500",50.090953,14.4524052,Prague - Karlín,Studio,,33 m²,"CZK 1,800",Personal,Brick building,Furnished,7,No,No,No,No,No,No,No,01. 03. 2022,F,257,525,285,253,54,320,183,910,314,250,"CZK 43,500",,Electric boiler,Top floor,Overall,,,,,,,,
708607,"CZK 19,990",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",2 bedroom with open-plan kitchen,New build,93 m²,"CZK 5,000",Cooperative,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 03. 2022,D,150,845,468,387,639,"1,165",809,100,,,"CZK 35,000",1 to 10 years years,District heating,Middle floor,Overall,Standard materials and solutions,Yes,,,,,,
420532,"CZK 8,000",50.1049172,14.5531308,"Hůrská, Prague - Kyje",Studio,,25 m²,"CZK 1,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,,154,569,567,"1,375",100,479,326,"1,214",854,280,"CZK 9,000",1 to 10 years years,Central heating,,,,,,100 m²,,,,
461242,"CZK 13,000",50.1314049,14.4087391,"Řešovská, Prague - Bohnice",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,500",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,No,Yes,No,28. 02. 2022,B,82,966,85,896,133,963,668,424,239,,"CZK 16,500",1 to 10 years years,District heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
595944,"CZK 22,000",50.12013,14.463409,"Rozšířená, Prague - Libeň",3 bedroom,Excellent,85 m²,,Personal,Prefab concrete building,Partially furnished,2,Yes,No,Yes,Yes,No,Yes,No,10. 02. 2022,D,232,287,338,639,435,373,748,404,849,489,"CZK 22,000",,Gas boiler,,,,,,,,,,
708601,"CZK 24,000",50.07528,14.42415,"Lípová, Prague - Nové Město",2 bedroom with open-plan kitchen,Excellent,86 m²,"CZK 5,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,E,60,474,25,277,54,284,123,135,483,281,"CZK 49,000",,,,,,,,,,,,
708589,"CZK 9,000",50.1385068,14.4766072,"K Ovčínu, Prague - Kobylisy",Small studio,New build,21 m²,"CZK 2,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,Yes,No,No,01. 03. 2022,A,294,"1,036",883,529,956,891,788,593,512,,"CZK 11,000",,,,,,,,,,,,
653208,"CZK 11,000",50.1042381,14.4556996,Prague - Holešovice,1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 2,500",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2021,C,73,697,121,291,82,302,737,699,178,392,"CZK 11,000",,District heating,,,,,,,,,,
708013,"CZK 19,000",50.0614,14.44811,"Nuselská, Prague - Nusle",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,500",Personal,Low-energy building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,23. 02. 2022,B,59,836,31,412,103,474,490,510,743,376,"CZK 50,000",,,,,,,,,,,,
708594,"CZK 14,500",50.07206,14.38986,"Plzeňská, Prague - Smíchov",3 bedroom,Excellent,55 m²,"CZK 1,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,01. 03. 2022,F,194,"1,231",107,823,149,953,414,909,"1,140",247,"CZK 19,000",,,,,,,,,,,,
708593,"CZK 20,250",50.1148427,14.4750191,"V Zahradách, Prague - Libeň",1 bedroom with open-plan kitchen,,67 m²,"CZK 6,750",,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,03. 04. 2022,,188,"1,403",485,"1,260",182,737,559,"1,425",906,405,,,,,,,,,,,,,
708590,"CZK 16,000",50.07206,14.38986,"Plzeňská, Prague - Smíchov",3 bedroom,Excellent,63 m²,"CZK 1,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,01. 03. 2022,F,194,"1,231",107,823,149,953,414,909,"1,140",247,"CZK 19,000",over 50 years years,Gas boiler,Ground floor,Interior,Standard materials and solutions,,,,,,,
318787,"CZK 11,900",50.136397,14.5082032,"Vítkovická, Prague - Letňany",2 bedroom,,58 m²,"CZK 4,700",Personal,Brick building,Partially furnished,6,Yes,No,No,No,No,Yes,No,,,74,670,245,457,299,193,300,643,355,375,"CZK 12,000",,,,,,,,,,,,
708585,"CZK 17,000",50.03741,14.41868,"Nad Křížkem, Prague - Braník",2 bedroom,Excellent,80 m²,"CZK 2,500",Personal,Brick building,Furnished,,No,Yes,No,No,No,No,No,02. 05. 2022,D,482,748,593,544,693,519,433,557,,,"CZK 17,000",1 to 10 years years,Gas boiler,Ground floor,Interior,Premium materials and solutions,,,,,,,
703659,"CZK 15,000",50.08293,14.42064,"Národní, Prague - Staré Město",Studio,Excellent,55 m²,"CZK 3,000",Personal,Other,Partially furnished,5,No,No,No,No,No,Yes,No,25. 01. 2022,B,117,691,113,149,0,66,155,535,209,341,"CZK 15,000",,,,,,,,,,,,
700061,"CZK 10,850",50.11618,14.47081,"Františka Kadlece, Prague - Libeň",1 bedroom,Excellent,35 m²,"CZK 1,800",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,225,"1,073",85,"1,408",60,366,386,"1,197","1,054",431,"CZK 12,000",,,,,,,,,,,,
705747,"CZK 15,000",50.0768455,14.4604693,"Slezská, Prague - Vinohrady",Studio,Good,32 m²,"CZK 3,000",Personal,Brick building,Unfurnished,6,No,No,Yes,No,No,No,No,01. 03. 2022,G,191,239,115,185,75,141,472,438,517,73,"CZK 20,000",,Central heating,Top floor,,,,,,,,,
618563,"CZK 24,000",50.102473,14.434403,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,400",Personal,Brick building,,5,Yes,No,No,No,No,Yes,No,01. 06. 2022,B,198,731,34,243,67,246,302,569,950,,"CZK 24,000",,,,,,,,,,,,
703508,"CZK 31,000",50.07423,14.44072,"Sázavská, Prague - Vinohrady",2 bedroom,Excellent,100 m²,"CZK 3,400",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,25. 01. 2022,G,164,172,115,409,97,498,44,465,609,471,"CZK 33,000",,,,,,,,,,,,
632623,"CZK 16,500",50.061349,14.45007,"Kloboučnická, Prague - Nusle",Studio,Excellent,30 m²,"CZK 2,000",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,25. 10. 2020,G,141,"1,028",214,434,138,722,462,459,941,416,"CZK 17,000",,,Top floor,Overall,Standard materials and solutions,,,,,,,
708573,"CZK 12,000",50.06296,14.30847,"Jiránkova, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500",Personal,Low-energy building,Furnished,11,No,No,Yes,No,No,Yes,No,01. 03. 2022,B,178,201,326,223,425,330,405,612,"1,465",518,"CZK 15,500",,,,,,,,,,,,
708539,"CZK 29,000",50.07028,14.44046,"Nad Petruskou, Prague - Vinohrady",3 bedroom,Excellent,101 m²,"CZK 3,000",Personal,Brick building,Furnished,,No,No,Yes,No,No,No,No,01. 04. 2022,G,481,545,76,818,122,721,324,85,854,384,"CZK 29,000",,Central heating,Ground floor,,Standard materials and solutions,,,10 m²,,,,
165513,"CZK 13,000",50.0676332,14.2979591,"Galandova, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,Yes,No,No,No,,,258,"1,165",409,"1,127",202,930,739,619,"1,435",104,,1 to 10 years years,,,,,,,,,,,
