Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Age,Designe,Ownership,Heating,Terasa 4 m²,Sklep 4 m²,Garage,New-build,Parking,Terasa 12 m²,Reconstruction,Sklep 2 m²,Balkón 6 m²,Terasa 8 m²,Balkón 7 m²,Sklep 5 m²,Balkón 2 m²,Lodžie 4 m²,Lodžie 9 m²,Balkón 8 m²,Sklep 8.1 m²,Balkón 1 m²,Sklep 8 m²,Lodžie 7 m²,Sklep 3.1 m²,Lodžie 1 m²,Terasa 20 m²,Sklep 3 m²,Terasa 5 m²,Lodžie 3 m²,Terasa 32 m²,Domácí mazlíčci vítáni,Administrative fee,Cellar,Balkón 4 m²,Lodžie 10 m²,Sklep 15 m²,Balkón 5 m²,Terasa 9 m²,Balkón 9 m²,Balkón 10 m²,Lodžie 5 m²,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6 m²,Balkón 15 m²,Terasa 25 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Lodžie 6 m²,Sklep 12 m²,Enclosed balcony,Lodžie 5.1 m²,Terasa 11 m²,Lodžie 8 m²,Sklep 7 m²,Terasa 1 m²,Terasa 37 m²,Sklep 1 m²,Terasa 17 m²,Terasa 15 m²,Sklep 14 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Balkón 18 m²,Sklep 3.2 m²,Balkón 30 m²,Terasa 18 m²,Terasa 200 m²,Terasa 350 m²,Sklep 10 m²,Balkón 11 m²,Balkón 28 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 6 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Balkón 12 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 24,000","CZK 6,000","CZK 48,000",532863,3+kk,12/1/2022,,B,66 m²,Unfurnished,,Brick,,247.92,779.77,551.85,538.64,560.74,601.68,324.82,701.77,1008.88,447.67,"Andělova, Prague - Modřany",50.0090336,14.4121673,,1.0,,,Personal,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 4,000","CZK 75,000",700121,2+kk,10/1/2022,1,G,70 m²,Fully furnished,New-build,Brick,1.0,225.02,508.4,498.12,492.86,257.43,504.35,1002.49,914.67,640.29,450.3,"Mattioliho, Prague - Záběhlice",50.0525289,14.5116808,1.0,,,,Personal,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 3,000","CZK 45,000",696519,2+kk,1/1/2023,5,G,59 m²,Partly,New-build,Brick,1.0,192.21,273.65,42.23,259.62,137.93,274.08,100.87,277.84,609.43,155.03,"Laubova, Prague - Vinohrady",50.07891,14.44989,1.0,1.0,,,Personal,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,000","CZK 12,000","CZK 55,000",570801,5+kk,11/1/2022,,C,300 m²,Fully furnished,Very good,Brick,,108.78,387.51,245.81,282.69,315.34,335.28,595.93,318.94,1800.61,442.08,"U Waltrovky, Prague - Jinonice",50.0562229,14.3687818,,1.0,Up to 10 years,Standard,Personal,Gas boiler,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,500","CZK 35,000",742161,2+kk,11/15/2022,2,C,53 m²,Unfurnished,New-build,Other,1.0,323.57,962.34,242.42,636.89,346.36,660.48,373.36,617.87,946.73,449.0,Prague - Vysočany,50.10394,14.50117,1.0,,Up to 10 years,Luxurious,,Distance,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,900","CZK 2,500","CZK 15,000",619886,Small studio,9/30/2022,2,D,18 m²,Partly,Very good,Brick,,249.79,1708.58,113.54,1390.67,390.06,1029.9,1070.5,905.99,153.29,209.21,"U Pekařky, Prague - Libeň",50.114484,14.479922,,,10 to 30 years,,Personal,Gas boiler,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 1,500","CZK 20,000",406864,2+kk,11/1/2022,1,,60 m²,Fully furnished,,Brick,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,,,,Standard,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 31,000",713794,Studio,11/1/2022,3,F,29 m²,Partly,Very good,Brick,,72.17,928.49,62.47,657.79,57.04,161.06,90.0,269.83,262.88,195.72,"Bělohorská, Prague - Břevnov",50.0848285,14.3763459,1.0,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 10,000",481424,Small studio,11/1/2022,6,,28 m²,Fully furnished,Very good,Prefab concrete,1.0,75.34,399.56,78.31,894.93,386.22,135.1,180.64,561.08,398.41,260.68,"Jabloňová, Prague - Záběhlice",50.0562958,14.4983287,,,,Luxurious,Personal,Distance,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 130,000","CZK 15,000","CZK 145,000",657851,5+kk,11/1/2022,5,G,212 m²,Unfurnished,Very good,Brick,,47.35,338.16,268.77,405.29,56.59,440.45,149.29,578.87,65.72,473.48,"Pařížská, Prague - Josefov",50.09109,14.4181,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,500",CZK 0,"CZK 40,000",487732,2 bedroom,9/21/2022,5,B,70 m²,Fully furnished,Very good,Brick,1.0,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,,,30 - 50 years,Luxurious,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"CZK 45,000",CZK 500,"CZK 90,000",705966,5+kk,11/1/2022,4,G,225 m²,Fully furnished,Very good,Brick,,383.4,464.91,311.5,169.02,128.56,150.33,236.84,203.18,166.7,484.8,"Štefánikova, Prague - Smíchov",50.07244,14.40378,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,800","CZK 2,700","CZK 15,000",686806,2+kk,11/1/2021,6,C,50 m²,Partly,Very good,Prefab concrete,,341.01,773.86,320.1,674.48,231.7,312.09,392.02,211.19,959.37,224.24,"Šluknovská, Prague - Střížkov",50.12745,14.49346,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,300","CZK 33,000",670026,2+kk,11/1/2022,2,B,44 m²,Partly,New-build,Brick,1.0,242.0,1405.77,434.48,1311.82,233.48,695.96,611.05,544.66,531.26,281.92,"Františka Kadlece, Prague - Libeň",50.11547,14.47512,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 1,000","CZK 60,000",743449,3+1,10/2/2022,5,F,120 m²,Unfurnished,Very good,Brick,1.0,3.37,382.48,13.79,325.47,76.76,155.94,171.59,183.97,525.0,322.9,"Ječná, Prague - Nové Město",50.07579,14.42297,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,500","CZK 40,000",743440,Studio,10/17/2022,4,,49 m²,Fully furnished,New-build,Low-energy,1.0,195.61,841.27,448.29,653.26,572.89,356.2,495.04,512.37,1181.95,404.73,"Modenská, Prague - Horní Měcholupy",50.04046,14.56818,,,Up to 10 years,Luxurious,,Central,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 5,650","CZK 41,000",544291,2+kk,12/1/2022,1,,68 m²,Partly,Very good,Brick,1.0,508.75,988.42,385.56,1243.06,644.48,342.94,508.89,792.12,1200.68,65.04,"V Třešňovce, Prague - Hrdlořezy",50.0949695,14.5022408,1.0,1.0,Up to 10 years,Standard,Personal,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 1,300","CZK 20,000",743434,Other,10/2/2022,3,A,25 m²,Fully furnished,Very good,Brick,1.0,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000",CZK 900,"CZK 30,000",704512,3+kk,11/1/2022,1,G,67 m²,Partly,Very good,Brick,,215.54,542.71,248.11,202.54,105.02,274.31,123.7,384.23,285.16,562.68,"Mánesova, Prague - Vinohrady",50.07809,14.44049,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 1,500","CZK 40,000",540296,Studio,8/1/2022,2,B,38 m²,Unfurnished,New-build,Brick,1.0,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,1.0,,Up to 10 years,Luxurious,Personal,Central,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000",CZK 0,"CZK 7,000",587093,3+1,11/1/2022,2,C,120 m²,Fully furnished,Very good,Brick,,63.16,1490.61,306.36,2850.4,145.98,2222.36,2100.21,2273.06,2168.62,439.29,"K Vilkám, Prague - Dubeč",50.0545417,14.5802806,1.0,,,Standard,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 28,500",742512,1 bedroom,10/1/2022,1,G,30 m²,Partly,Very good,Brick,,103.01,996.59,92.81,1047.11,215.23,234.49,540.97,399.39,1334.25,175.54,Prague - Košíře,50.07222,14.38777,,,,,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 600,"CZK 18,000",663030,1 bedroom,10/3/2022,4,G,49 m²,Partly,Very good,Brick,,93.6,308.34,87.56,711.05,122.3,611.59,231.33,146.44,595.07,407.88,"Jana Masaryka, Prague - Vinohrady",50.07259,14.44094,,,Over 50 years,Standard,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,235","CZK 1,026","CZK 60,000",742461,2+kk,9/26/2022,3,C,54 m²,Partly,Good,Brick,,18.5,371.18,6.53,190.2,36.0,307.18,237.06,563.57,255.25,269.42,Prague - Vysočany,50.11091,14.50469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,800","CZK 2,000","CZK 30,000",594155,2 bedroom,9/28/2022,5,G,70 m²,Partly,Very good,Brick,1.0,180.45,297.95,31.26,18.69,38.85,70.81,283.36,496.63,63.69,291.86,"Vítězné Náměstí, Prague - Bubeneč",50.100844,14.397107,,,Over 50 years,Standard,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,200","CZK 40,000",742438,Studio,9/26/2022,3,B,32 m²,Unfurnished,New-build,Low-energy,1.0,82.28,235.54,175.06,282.55,25.92,289.11,326.1,408.92,261.26,279.79,Prague - Libeň,50.10434,14.47655,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 5,992","CZK 26,000",741872,2 bedroom,9/22/2022,3,C,53 m²,Fully furnished,Very good,Brick,,91.72,688.29,272.73,691.78,241.7,250.83,333.45,764.52,563.43,207.08,Prague - Letňany,50.13801,14.50817,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 8,000","CZK 60,000",590743,4+kk,12/1/2022,,F,120 m²,Partly,Very good,Brick,,231.48,731.23,109.53,765.0,175.2,705.87,243.28,312.74,708.15,448.0,"Dvouletky, Prague - Strašnice",50.075887,14.501307,,1.0,,,Personal,Central,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 m²,
"CZK 21,000","CZK 4,000","CZK 30,000",742408,2+kk,9/26/2022,3,G,57 m²,Fully furnished,Very good,Brick,1.0,775.63,1124.08,151.0,1162.46,925.06,1202.53,1363.78,1028.59,1024.31,562.69,Prague - Michle,50.06349,14.47525,,,,,Personal,Central,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500","CZK 22,000",742347,2 bedroom,9/26/2022,1,C,56 m²,Fully furnished,Very good,Brick,,196.15,771.25,179.82,752.8,535.1,698.09,734.74,742,623.01,547.04,Prague - Hloubětín,50.10598,14.53004,,,,Standard,Personal,Distance,,,,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,000","CZK 25,000",742414,Studio,9/26/2022,3,G,50 m²,Partly,Very good,Brick,,292.09,955.74,561.03,1131.12,703.65,1113.74,487.59,246.81,593.83,457.03,Prague - Smíchov,50.07581,14.37733,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,000",CZK 600,"CZK 2,000",743279,2 bedroom,10/1/2022,2,G,42 m²,Fully furnished,Good,Brick,,257.6,360.65,119.78,187.61,19.31,168.79,573.84,582.56,518.43,282.71,"Pobřežní, Prague - Karlín",50.09391,14.44847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 16,500",460612,Studio,1/1/2023,2,,35 m²,Fully furnished,New-build,Brick,1.0,311.66,482.42,100.38,298.64,247.57,304.86,311.93,388.36,530.84,197.19,"Musílkova, Prague - Košíře",50.0682369,14.3709869,,,Up to 10 years,Luxurious,Personal,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 8,819","CZK 40,000",736368,2+kk,11/1/2022,4,A,90 m²,Partly,Very good,Brick,,161.3,899.35,320.1,1764.87,3.18,853.19,435.36,1102.65,913.61,415.0,Prague - Kyje,50.10999,14.5568,1.0,1.0,,,Personal,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,000","CZK 20,000",685793,Studio,1/1/2023,1,G,32 m²,Fully furnished,Very good,Brick,1.0,132.4,938.46,793.91,3228.89,790.55,1127.88,1007.64,732.62,1086.85,163.65,"Herlíkovická, Prague - Kbely",50.1402604,14.5483307,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 20,000",742301,2+kk,10/1/2022,1,G,50 m²,Partly,New-build,Other,,92.82,1268.39,708.18,2178.67,141.86,1362.91,731.2,1596.76,160.66,1105.84,Prague - Ruzyně,50.08169,14.30955,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,640","CZK 3,930","CZK 30,000",742451,3+1,9/26/2022,3,G,78 m²,Partly,Very good,Brick,1.0,169.53,887.1,454.88,614.34,497.07,297.89,499.37,333.12,614.85,562.37,Prague - Nové Město,50.07109,14.42438,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,800","CZK 2,200","CZK 27,000",606361,3+1,11/15/2022,2,B,68 m²,Partly,Very good,Brick,,131.48,515.69,253.55,394.7,118.91,600.85,270.67,1270.4,155.34,163.32,"Jana Zajíce, Prague - Bubeneč",50.100818,14.417075,,,,Standard,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,796","CZK 50,000",742706,3+kk,10/15/2022,2,C,81 m²,Unfurnished,New-build,Brick,1.0,281.12,1009.21,132.94,823.22,527.81,947.86,322.09,2187.8,1197.11,132.55,Prague - Zličín,50.05742,14.28128,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 6,000","CZK 50,000",742704,3+1,9/27/2022,3,G,130 m²,Fully furnished,Very good,Brick,,175.67,448.58,146.4,155.54,115.17,267.09,400.17,588.24,840.27,392.74,Prague - Libeň,50.12142,14.45561,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,11/1/2022,4,B,50 m²,Fully furnished,New-build,Brick,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,,,,,Personal,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,11/1/2022,5,B,33 m²,Fully furnished,New-build,Brick,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 75,000","CZK 5,000","CZK 75,000",742382,3+kk,10/1/2022,3,G,82 m²,Partly,Very good,Brick,,144.8,435.33,141.19,307.15,155.69,221.21,363.25,445.88,166.92,186.67,Prague - Staré Město,50.091833796291,14.423562544817,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,500",CZK 810,"CZK 45,000",66020,3+1,11/1/2022,4,D,92 m²,Unfurnished,Very good,Brick,,86.41,247.65,127.67,383.86,45.89,297.15,239.35,336.95,241.86,302.77,"Roháčova, Prague - Žižkov",50.0866182,14.4531338,,,Up to 10 years,,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"CZK 35,000","CZK 3,000","CZK 35,000",742208,3+1,9/25/2022,1,G,100 m²,Fully furnished,Good,Brick,,104.39,719.33,165.04,617.79,89.21,293.25,443.52,264.6,390.67,258.37,Prague - Vinohrady,50.08064,14.44551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 4,800","CZK 57,000",300918,2 bedroom,10/11/2022,3,,75 m²,Fully furnished,Very good,Brick,1.0,153.84,546.07,129.37,250.39,6.05,256,392.67,452.44,94.87,358.53,"Žitná, Prague - Nové Město",50.0772666,14.4282929,1.0,,,Luxurious,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 4,800","CZK 57,000",620328,2+kk,11/1/2022,3,G,74 m²,Fully furnished,Very good,Brick,1.0,533.13,419.32,209.19,397.85,87.38,800.72,424.26,566.95,731.39,177.99,Prague - Staré Město,50.08553055,14.410704804813,1.0,1.0,,Luxurious,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 17,000",671001,2+kk,5/1/2022,1,B,56 m²,Fully furnished,Very good,Other,1.0,244.17,742.34,662.89,1227.91,353.73,272.62,438.49,362.18,525.19,343.64,"Sklenská, Prague - Kyje",50.10294,14.55224,1.0,,Up to 10 years,Standard,Personal,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 4,000","CZK 20,500",740473,2+kk,11/1/2022,1,G,57 m²,Fully furnished,Very good,Brick,,123.93,1019.24,125.91,504.12,326.9,146.6,363.86,919.31,224.05,242.87,Prague - Libeň,50.11009,14.47243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,990","CZK 3,763","CZK 25,753",743183,2+kk,10/25/2022,7,D,70 m²,Fully furnished,Very good,Brick,1.0,302.78,340.25,117.83,525.88,137.19,246.98,240.35,389.08,678.07,199.63,"U garáží, Prague - Holešovice",50.10138527777,14.44501388888,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 25,753",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
