Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Domácí mazlíčci vítáni,Parking,Balkón 8 m²,Sklep 4 m²,Garage,Sklep 6 m²,Terasa 13 m²,Age,Designe,Ownership,Heating,Balkón 5 m²,Sklep 2 m²,Balkón 8.73 m²,Terasa 2.67 m²,Reconstruction,Lodžie 6 m²,Balkón 7 m²,Sklep 3 m²,Cellar,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Lodžie 4 m²,Balcony,Terrace,Sklep 28 m²,Lodžie 15 m²,Sklep 5 m²,Balkón 18 m²,Sklep 3.2 m²,New-build,Balkón 30 m²,Lodžie 5 m²,Lodžie 7 m²,Balkón 6 m²,Terasa 18 m²,Terasa 200 m²,Sklep 15 m²,Terasa 350 m²,Enclosed balcony,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Lodžie 3 m²,Sklep 12 m²,Terasa 5 m²,Sklep 10 m²,Balkón 10 m²,Terasa 15 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Administrative fee,Lodžie 8 m²,Lodžie 10 m²,Terasa 20 m²,Balkón 2.29 m²,Terasa 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 6.1 m²,Sklep 3.7 m²,Terasa 11 m²,Terasa 8 m²,Terasa 6 m²,Lodžie 9 m²,Terasa 14 m²,Terasa 25 m²,Balkón 15 m²,Terasa 10 m²,Sklep 1 m²,Balkón 13 m²,Sklep 7 m²,Balkón 33 m²,Terasa 29 m²,Balkón 9 m²,Sklep 1.5 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 1 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Balkón 16 m²,Terasa 14.1 m²,Terasa 9 m²,Sklep 14 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 18,000","CZK 3,000",1042,2 bedroom,9/24/2022,63 m²,Partly,4,1.0,142.41,481.87,71.06,177.29,57.92,259.28,585.64,582.33,278.55,351.13,"Přístavní, Prague - Holešovice",50.1042582072,14.4526219368,"CZK 20,000",,Very good,Brick,1.0,,,,,,,Over 50 years,Standard,Personal,,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 2,500",451453,4+kk,10/31/2022,35 m²,Fully furnished,1,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,"CZK 16,000",,,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,490","CZK 1,757",743007,2+kk,10/20/2022,39 m²,Fully furnished,2,1.0,118.53,668.48,111.05,819.28,95.78,767.69,323.86,250.58,1505.63,182.22,"Lovosická, Prague - Prosek",50.12369305555,14.505445,"CZK 18,247",G,Very good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 18,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 3,000",742743,3+kk,9/28/2022,86 m²,Partly,4,1.0,93.44,157.79,143.75,191.45,1.72,390.54,251.96,417.77,558.1,795.33,Prague - Vinohrady,50.07711,14.43638,"CZK 39,000",C,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,500",617666,3+kk,12/19/2022,115 m²,Fully furnished,2,1.0,211.64,452.05,298.84,219.86,260.77,92.48,724.86,871.35,310.07,375.08,"Podnádražní, Prague - Vysočany",50.11155,14.497226,"CZK 38,000",B,Very good,Brick,,1.0,,,1.0,,,,Luxurious,Personal,Central,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,500",742955,3+kk,11/1/2022,83 m²,Fully furnished,3,1.0,133.16,829.94,318.34,481.74,133.73,332.03,415.19,340.8,987.84,282.22,Prague - Prosek,50.11822,14.49667,"CZK 11,000",D,New-build,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,600","CZK 3,000",357713,Other,10/1/2022,18 m²,Fully furnished,2,,243.43,478.83,258.28,2046.87,115.96,1438.81,417.18,1539.98,460.96,481.67,"Českobrodská, Prague - Hrdlořezy",50.092641,14.515206,"CZK 10,600",A,Very good,Brick,,1.0,,,,,,10 to 30 years,Standard,Personal,Central,,,,,Complete,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 4,000",730311,3+1,8/22/2022,135 m²,Unfurnished,1,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,"CZK 60,000",C,Very good,Brick,,,,,,,,,Luxurious,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",742871,1 bedroom,9/29/2022,55 m²,Partly,8,,255.84,711.02,290.87,640.89,546.79,304.35,500.75,1003.12,1186.05,293.84,Prague - Bohnice,50.1303,14.42064,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,750","CZK 5,000",363437,1 bedroom,10/1/2022,45 m²,Partly,1,,263.27,467.15,139.48,249.39,128.22,242.13,354.81,400.66,239.93,399.1,"Petrohradská, Prague - Vršovice",50.0676451,14.4517285,"CZK 15,750",,,Brick,,,,,,,,,Standard,Personal,Central,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,700","CZK 5,300",655186,3+kk,10/15/2022,79 m²,Partly,2,,293.07,248.16,244.79,639.93,61.26,333.54,383.31,570.34,443.5,452.79,"Ostrovského, Prague - Smíchov",50.0675,14.3967,"CZK 25,000",G,Very good,Brick,,,,,,,,,Standard,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",554711,Small studio,11/1/2022,25 m²,Fully furnished,,,117.78,1596.54,85.26,1756.37,294.9,1535.46,755.21,521.88,193.58,171.74,"Mladotická, Prague - Ruzyně",50.0865731,14.3246233,"CZK 10,000",C,,Brick,,1.0,,,,,,,,Personal,Central,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 4,500",742431,2+kk,10/31/2022,42 m²,Unfurnished,3,1.0,258.84,666.15,577.46,729.96,786.05,822.47,373.87,501.15,1150.56,203.16,Prague - Řepy,50.0655,14.31544,"CZK 10,000",G,Wrong,Prefab concrete,,,,,,,,,,,Distance,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",576852,2+kk,11/1/2022,61 m²,Unfurnished,2,,260.46,271.89,179.62,298.83,95.87,235.46,73.6,181.03,431.36,368.74,"Vlkova, Prague - Žižkov",50.0834672,14.4473375,"CZK 15,000",C,Very good,Brick,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 3,990",710368,Studio,9/30/2022,24 m²,Fully furnished,,1.0,32.41,96.79,82.75,144.26,47.59,343.35,223.51,385.13,581.11,734.33,Prague - Vinohrady,50.0770962,14.4355937,"CZK 12,000",G,Very good,Brick,,,,,,,,,Luxurious,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000",742680,2 bedroom,9/28/2022,51 m²,Unfurnished,3,1.0,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,Prague - Libeň,50.1055,14.48385,"CZK 28,000",,Good,Brick,,,,,,,,,,Cooperative,Central,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000",742766,2+kk,2/1/2023,53 m²,Partly,5,1.0,254.76,540.71,205.12,85.46,19.39,241.78,259.36,682.95,228.02,486.38,Prague - Nové Město,50.08066,14.42627,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",713630,Studio,10/1/2022,29 m²,Partly,4,1.0,151.91,1024.19,747.28,1106.46,569.32,1031.66,434.62,523.03,1276.97,78.79,"Semická, Prague - Modřany",49.9985,14.41857,"CZK 25,000",G,Very good,Prefab concrete,,,,,,,,,,Personal,Central,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",F,Good,Brick,,,,,,,,,,Personal,Distance,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",624163,Studio,9/28/2022,25 m²,,1,,9.83,1015.22,514.62,1685.71,223.01,348.91,798.2,1203.5,863.38,250.12,"Khodlova, Prague - Horní Počernice",50.110252,14.603712,"CZK 11,000",C,Good,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,500",742731,Studio,11/1/2022,42 m²,Partly,4,,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,"CZK 20,000",C,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500",166213,2 bedroom,9/25/2022,72 m²,Fully furnished,3,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,"CZK 32,500",C,Very good,Brick,,,,,,,,Up to 10 years,Standard,Personal,Gas boiler,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",425448,Small studio,9/1/2022,18 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 13,000",,Very good,Brick,,,,,,,,Up to 10 years,Standard,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,000",713340,Studio,10/1/2022,31 m²,Partly,5,1.0,367.44,1689.51,618.77,1671.06,1083.25,628.15,1339.2,1360.76,889.22,111.8,"Sousedíkova, Prague - Vysočany",50.10526,14.51782,"CZK 17,500",C,New-build,Brick,,1.0,,,,,,Up to 10 years,,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 8,000",553540,3+1,,90 m²,Partly,1,,615.64,634.74,678.77,2436.03,600.63,596.82,633.0,2424.49,1273.24,101.79,"Nad Želivkou, Prague - Nebušice",50.1074434,14.3253147,"CZK 25,000",C,,Brick,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,000",398175,2+kk,9/22/2022,53 m²,Fully furnished,5,,322.16,487.22,1009.02,1046.58,433.87,583.81,875.35,1020.56,330.79,86.53,"Pavla Beneše, Prague - Letňany",50.1390545,14.5195608,CZK 0,C,New-build,Brick,,1.0,,,,,,Up to 10 years,Standard,Personal,Distance,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,800",741470,2+kk,10/2/2022,43 m²,Fully furnished,7,1.0,120.24,762.63,173.06,876.04,133.96,788.2,284.55,301.39,1523.94,191.53,Prague - Prosek,50.12374,14.50671,"CZK 20,000",G,Good,Prefab concrete,,,,,,,,,,Personal,Central,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,300",742335,Studio,9/26/2022,27 m²,Fully furnished,1,1.0,103.37,511.34,236.45,307.94,298.9,332.21,184.63,543.07,325.91,278.91,Prague - Strašnice,50.07245,14.49368,"CZK 50,000",A,New-build,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,990",CZK 600,741790,3+1,9/22/2022,106 m²,Partly,3,,335.24,381.26,96.98,310.76,230.33,229.72,245.91,762.53,136.02,332.04,Prague - Bubeneč,50.10195,14.42523,"CZK 31,990",D,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 3,381",742598,2+kk,10/20/2022,50 m²,Unfurnished,3,,641.93,1436.31,635.57,1163.6,183.54,667.98,489.38,970.95,1286.54,223.71,"Proutěná, Prague - Újezd u Průhonic",50.02269166666,14.525865,"CZK 17,371",C,Good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 17,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,990","CZK 2,699",742597,2 bedroom,10/20/2022,61 m²,Partly,4,1.0,0.15,992.83,170.64,629.18,148.61,566.06,365.63,340.22,707.13,139.55,"Na Veselí, Prague - Nusle",50.05627166666,14.44106,"CZK 18,689",C,Good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 18,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500",CZK 700,629244,1 bedroom,10/18/2022,33 m²,Partly,1,,146.07,684.78,349.09,484.48,136.08,375,583.67,547.93,1014.05,332.67,"Kounická, Prague - Strašnice",50.078106,14.502632,"CZK 20,000",G,Good,Brick,,,,,,,,,,Personal,Electric boiler,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,880","CZK 5,116",724451,2+kk,9/1/2022,42 m²,Fully furnished,1,,14.41,674.77,29.3,40.79,8.33,37.64,298.48,406.69,379.19,357.17,Prague - Žižkov,50.08922,14.46875,"CZK 30,000",G,Very good,Brick,,,,,,,,Up to 10 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 6,000",742507,2 bedroom,9/26/2022,62 m²,Unfurnished,4,1.0,799.73,1253.97,951.75,1258.99,891.21,1191.31,1040.85,1013.14,1161.77,727.28,Prague - Michle,50.04991,14.46035,"CZK 22,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,600","CZK 3,800",617684,2+kk,10/31/2022,48 m²,Fully furnished,1,,240.11,501.77,74.95,305.72,25.32,322.02,331.5,349.51,426.29,112.53,"Náměstí Dr. Václava Holého, Prague - Libeň",50.106349,14.475108,"CZK 18,600",C,Very good,Brick,,,,,,,,Up to 10 years,Luxurious,Personal,Electric boiler,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,500",593484,2 bedroom,12/26/2022,55 m²,Fully furnished,1,,136.89,329.15,41.89,105.8,60.17,104.14,190.75,165.34,409.76,236.87,"Žitomírská, Prague - Vršovice",50.069746,14.456748,"CZK 23,000",E,Very good,Brick,,,,,,,,,,Personal,Gas boiler,,,,,Interior,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",575582,3+kk,11/1/2022,62 m²,Partly,1,,203.2,1642.1,510.39,1464.85,66.39,866.96,817.24,1440.85,1024.85,845.91,"Višňová, Prague - Krč",50.0327135,14.4483608,"CZK 28,000",B,Very good,Brick,,1.0,,,,,,,,Personal,,,,,,Complete,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500","CZK 2,500",639142,Small studio,12/1/2022,18 m²,Fully furnished,,,209.59,840.19,687.43,717.51,201.1,661.04,596.79,348.73,669.22,408.75,"Na Dolnici, Prague - Stodůlky",50.049512,14.3264238,CZK 0,E,Very good,Brick,,1.0,,,,,,10 to 30 years,Standard,Personal,Central,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 500,741675,3+kk,9/23/2022,72 m²,Partly,1,,42.08,898.73,111.88,819.27,180.03,265.17,622.01,722.88,808.87,348.91,Prague - Krč,50.04207,14.45988,"CZK 44,000",C,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,300",720065,Studio,10/3/2022,30 m²,Unfurnished,5,1.0,185.24,329.01,194.37,186.19,90.06,377.21,518.65,520.95,413.15,566.37,Prague - Vinohrady,50.07794,14.43242,"CZK 50,000",D,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,700",699449,3+kk,11/1/2022,57 m²,Partly,1,1.0,136.72,276.4,385.73,322.18,209.99,1680.36,488.36,790.11,1278.27,330.8,"Svojšovická, Prague - Záběhlice",50.04568,14.48903,"CZK 40,000",G,Very good,Brick,,,,,,,,,,Cooperative,Distance,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 7,000",741646,2 bedroom,11/1/2022,55 m²,Partly,4,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,"CZK 22,000",G,Very good,Brick,,,,,,,,,,Personal,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",G,Good,Low-energy,,1.0,,,,,,,,Personal,Distance,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 1,000",742031,3+kk,9/29/2022,73 m²,Fully furnished,1,1.0,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,"CZK 35,000",G,Very good,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,000",729534,1 bedroom,8/11/2022,41 m²,Partly,1,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,"CZK 18,500",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,500",742333,2+kk,9/26/2022,40 m²,Unfurnished,1,,110.01,892.87,260.38,529.22,75.69,493.14,420.73,311.25,670.77,229.29,Prague - Nusle,50.05551,14.44094,"CZK 34,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 5,000",741557,Studio,9/21/2022,29 m²,Fully furnished,4,,172.02,1332.68,152.73,1274.27,325.33,778.95,735.42,1137.24,228.53,364.95,Prague - Záběhlice,50.05513,14.4865,"CZK 16,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000",CZK 0,617893,3+1,10/10/2022,88 m²,Partly,1,,173.98,526.18,78.39,178.25,105.99,311.98,553.75,359,344.45,499.24,"Staropramenná, Prague - Smíchov",50.071038,14.407122,"CZK 30,000",,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",741363,2 bedroom,12/1/2022,78 m²,Fully furnished,1,1.0,363.03,613.78,183.43,468.29,373.91,465.96,618.59,558.2,798.51,264.5,Prague - Vinohrady,50.075,14.48475,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500",742250,1 bedroom,9/26/2022,46 m²,Fully furnished,3,1.0,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,Prague - Vyšehrad,50.06662,14.42083,"CZK 36,000",G,New-build,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",742200,2+kk,9/25/2022,56 m²,Partly,1,,180.36,656.28,125.61,175.11,156.44,751.13,238.68,777.51,476.82,214.86,Prague - Libeň,50.10422,14.48492,"CZK 13,000",E,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,"CZK 16,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
