Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Condition,Ownership,EPC,Balcony,Cellar,New-build,Parking,Terrace,Heating,Age,Designe,Reconstruction,Garage,Enclosed balcony,Administrative fee,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 18,500","CZK 3,500",265593,2+kk,10/1/2022,66 m²,Fully furnished,9,1.0,168.82,933.46,200.59,444.15,391.19,309.21,128.47,716.03,410.39,211.64,"Tupolevova, Prague - Letňany",50.1377081,14.5057243,CZK 0,Brick,,Personal,,1.0,,1.0,,,,,,,,,,,
"CZK 46,530","CZK 15,510",726063,2 bedroom,9/8/2022,48 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,
"CZK 42,075","CZK 14,025",726062,2 bedroom,9/26/2022,80 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",727158,3+1,9/23/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,
"€14,525","€4,842",728263,Studio,10/1/2022,15 m²,Fully furnished,5,1.0,86.07,661.95,358.41,554.14,76.39,567.03,340.29,375.79,415.5,385.77,"Orebitská, Prague - Žižkov",50.086414,14.4459075,,,,,,,,,,,,,,,,,,,
"CZK 41,438","CZK 13,812",728262,Studio,9/11/2022,26 m²,Fully furnished,2,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,,,,,,,,
"CZK 6,000","CZK 1,000",692180,3+1,9/2/2022,65 m²,Fully furnished,1,1.0,129.39,654.2,376.46,1487.44,204.23,416.42,217.88,217.88,198.57,263.06,"Brodského, Prague - Chodov",50.0376,14.50418,"CZK 5,000",Prefab concrete,Very good,Other,G,1.0,,,,,,,Standard,,,,,,
"CZK 28,425","CZK 9,475",728696,2+kk,10/4/2022,45 m²,Fully furnished,5,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",728258,2 bedroom,10/1/2022,54 m²,Fully furnished,7,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 7,000",728694,2 bedroom,10/4/2022,53 m²,Fully furnished,9,1.0,125.93,351.52,458.39,239.89,349.44,469.18,335.68,124.41,1424.09,330.78,"Arabská, Prague - Vokovice",50.0992269,14.3632307,,,,,,,,,,,,,,,,,,,
"CZK 38,040","CZK 12,680",724143,2 bedroom,8/11/2022,70 m²,Fully furnished,5,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",729182,2+kk,10/8/2022,67 m²,Fully furnished,2,,81.58,261.82,179.91,165.34,96.05,235.81,210.32,24.34,339.34,418.58,"Zlatnická, Prague - Nové Město",50.0905181,14.4322974,,,,,,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",729181,2+kk,9/1/2022,55 m²,Fully furnished,2,1.0,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",723520,1 bedroom,8/28/2022,30 m²,Fully furnished,3,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,100",728400,1 bedroom,9/1/2022,35 m²,Fully furnished,1,,287.9,1119.29,174.71,823.94,33.79,266.21,404.75,191.99,1198.39,112.72,Prague - Smíchov,50.07298,14.39155,"CZK 16,000",Brick,Very good,,G,,1.0,,,,Electric boiler,,Standard,Complete,,,,,
"CZK 19,000","CZK 4,000",482008,2+kk,8/8/2022,65 m²,Partly,2,,249.54,867.43,212.32,1207.06,862.83,292.83,389.82,744.76,1019.91,92.49,"Ústavní, Prague - Bohnice",50.1324367,14.4261315,"CZK 30,000",Brick,,Personal,,1.0,,,,,Central,,,,,,,,
"CZK 17,000","CZK 5,000",729141,2 bedroom,8/8/2022,52 m²,Unfurnished,3,,127.28,2111.35,245.44,2086.26,713.84,1446.1,1054.89,704.11,703.85,213.33,Prague - Ruzyně,50.07659,14.32312,"CZK 34,000",Brick,New-build,,G,1.0,,,,,,,,,,,,,
"CZK 12,500","CZK 2,500",678352,Studio,8/9/2022,33 m²,Partly,5,1.0,202.47,508.74,219.09,618.12,203.27,481.66,927.17,897.66,1134.08,311.38,"Oty Bubeníčka, Prague - Uhříněves",50.02838,14.59518,"CZK 15,000",Low-energy,New-build,Personal,B,,1.0,1.0,1.0,1.0,Central,Up to 10 years,Luxurious,,1.0,,,,
"CZK 22,200","CZK 3,800",657252,2+kk,11/1/2022,50 m²,Fully furnished,4,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,"CZK 26,000",Brick,Very good,Cooperative,G,,1.0,,,,,,,,,,,,
"CZK 29,520","CZK 9,840",717600,2+kk,8/11/2022,39 m²,Fully furnished,3,,416.82,407.31,197.18,385.84,61.6,672.56,443.17,554.95,732.4,173.97,"Na Kampě, Prague - Malá Strana",50.0861053,14.4085409,,,,,,,,,,,,,,,,,,,
"CZK 14,400",CZK 500,643361,1 bedroom,8/9/2022,40 m²,Unfurnished,2,1.0,44.33,606.45,20.1,436.56,44.71,365.21,206.45,619.25,272.85,106.16,"Táborská, Prague - Nusle",50.061795,14.437022,"CZK 10,000",Brick,Very good,Personal,G,,,,,,Central,,Standard,,,,,,
"CZK 13,500","CZK 2,000",729132,1 bedroom,8/15/2022,43 m²,Partly,2,,119.54,715.73,137.3,419.54,139.6,459.15,614.38,679.02,722.83,552.95,Prague - Nusle,50.06254,14.44603,"CZK 20,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 2,910",729131,2+kk,10/1/2022,50 m²,Partly,3,1.0,14.24,923.03,316.42,855.83,469.62,557.65,222.75,1280.03,688.01,156.79,Prague - Holešovice,50.1108,14.44769,"CZK 17,000",Brick,Good,,G,,,,1.0,,,,,,,,,,
"CZK 14,500","CZK 2,900",610952,Studio,9/1/2022,37 m²,,1,,180.74,761.01,230.93,611.44,75.35,657.72,556.73,371.76,411.53,242.68,"Mezi Domky, Prague - Žižkov",50.08827,14.486004,"CZK 20,000",Brick,Very good,Personal,G,,,,,,,,,,1.0,,,,
"CZK 14,000","CZK 7,500",621436,Studio,9/1/2022,40 m²,Fully furnished,1,,324.8,935.35,338.0,1038.12,168.04,650.8,580.16,549.31,350.29,231.28,"Nad Závěrkou, Prague - Břevnov",50.082898,14.379058,"CZK 16,000",Brick,Very good,Personal,G,,1.0,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",566615,2+kk,8/20/2022,50 m²,Fully furnished,2,,114.2,1322.09,241.11,1249.22,163.52,612.28,492.74,471.65,593.19,408.08,"V Zahradách, Prague - Libeň",50.1153277,14.4734875,"CZK 17,000",Brick,,Cooperative,D,,,,,,Electric boiler,,,Complete,,,,,
"CZK 12,500","CZK 3,500",575095,Studio,9/1/2022,34 m²,Fully furnished,6,,379.23,661.81,1037.58,1240.77,249.85,777.99,1026.42,950.71,146.76,248.94,"Škrábkových, Prague - Letňany",50.1409392,14.5191286,"CZK 25,000",Low-energy,New-build,Personal,B,1.0,,1.0,,,,,,,,,,,
"CZK 42,120","CZK 14,040",724853,2+kk,8/11/2022,45 m²,Fully furnished,4,1.0,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,,,,,,,,,,,,,,,,,,,
"CZK 56,475","CZK 18,825",723104,3+kk,8/11/2022,67 m²,Fully furnished,2,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,1.0,,,,1.0,,,,,,,,,
"CZK 14,500",CZK 800,729072,2 bedroom,8/8/2022,42 m²,Partly,3,,164.72,967.69,184.02,1270.84,354.25,389.89,382.04,902.44,206.18,285.57,Prague - Záběhlice,50.05503,14.49133,"CZK 15,300",Brick,Very good,Personal,G,,,,,,Electric boiler,,,Complete,,,,,
"CZK 20,000","CZK 2,500",729118,2 bedroom,8/20/2022,54 m²,Partly,2,,156.61,227.31,149.78,590.81,509.34,361.94,489.7,297.45,869.75,252.38,Prague - Veleslavín,50.09052,14.35033,"CZK 20,000",Prefab concrete,Very good,,G,,,,,,,,,,,1.0,,,
"CZK 12,000","CZK 3,000",590267,Studio,8/13/2022,26 m²,Fully furnished,5,1.0,148.38,1404.38,485.13,1153.32,418.99,1225.6,607.95,601.43,789.15,312.48,"Novovysočanská, Prague - Vysočany",50.098943,14.482781,"CZK 20,000",Low-energy,New-build,Personal,B,,1.0,,,,Central,Up to 10 years,,,1.0,,,,
"CZK 16,000","CZK 3,800",372458,2+kk,8/8/2022,47 m²,Partly,2,1.0,96.9,240.13,31.3,88.14,59.09,109.35,248.58,275.21,564.15,327.9,"Štefánikova, Prague - Smíchov",50.0769418,14.4042068,"CZK 32,000",Brick,,Personal,,,1.0,,,,,,,Complete,,,,,
"CZK 29,925","CZK 9,975",717597,1 bedroom,8/28/2022,30 m²,Fully furnished,2,1.0,22.29,463.39,80.9,95.69,72.35,158.42,361.29,435.63,383.68,450.56,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 3,000",496356,3+kk,9/1/2022,164 m²,Fully furnished,4,,187.74,198.67,123.32,48.06,32.9,172.66,313.5,131.14,222.06,459.18,"Havlíčkova, Prague - Nové Město",50.0896186,14.4324025,"CZK 31,000",Brick,,Personal,G,,,,,,Gas boiler,,,,,,,,
"CZK 11,000","CZK 4,000",729112,Studio,8/8/2022,30 m²,Partly,3,1.0,342.78,726.85,790.48,1771.92,162.54,1113.67,1404.44,1181.38,1220.0,810.76,Prague - Lhotka,50.01785,14.45167,"CZK 15,000",Brick,New-build,,G,1.0,1.0,1.0,1.0,,,,,,,,,,
"CZK 24,500","CZK 4,000",728529,3+kk,9/1/2022,80 m²,Fully furnished,2,,286.49,574.42,631.6,1508.98,421.24,760.46,888.78,628.31,726.22,371.86,Prague - Kamýk,50.0152,14.44898,"CZK 40,000",Other,Very good,,B,,,,1.0,,,,,,,,,,
"CZK 14,000","CZK 1,500",729111,2+kk,9/1/2022,40 m²,Partly,2,,180.11,886.75,188.51,915.89,232.47,182.47,380.09,489.16,690.45,439.35,Prague - Veleslavín,50.09447,14.34895,"CZK 14,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 19,990","CZK 3,056",729110,2+kk,8/9/2022,49 m²,Fully furnished,2,1.0,161.24,283.94,199.43,175.25,236.68,282.47,454.81,407.5,793.21,123.16,"Pod Kavalírkou, Prague - Košíře",50.06937333333,14.37284861111,"CZK 23,046",Other,New-build,Personal,B,1.0,1.0,1.0,1.0,,,,,,,,"CZK 23,046",,
"CZK 17,000","CZK 5,000",729104,2+kk,8/8/2022,48 m²,Fully furnished,4,1.0,634.27,870.62,220.77,1005.97,282.21,234.65,479.9,251.36,711.03,122.07,Prague - Kunratice,50.02378,14.48676,"CZK 22,000",Brick,Very good,,B,1.0,1.0,,1.0,,,,,,1.0,,,,
"CZK 16,500","CZK 1,000",517734,Studio,8/8/2022,26 m²,Fully furnished,5,,225.16,992.05,501.59,1158.21,138.33,992.2,544.33,660.8,585.73,617.98,Prague - Hostivař,50.0523305,14.5329657,"CZK 17,500",Other,Very good,Personal,C,1.0,1.0,,1.0,1.0,Distance,Up to 10 years,Standard,Complete,,,,,
"CZK 13,000","CZK 3,000",716235,Studio,10/1/2022,33 m²,Partly,8,1.0,136.53,1155.17,16.79,951.53,631.99,52.01,805.63,686.65,1103.35,483.79,"Hornoměcholupská, Prague - Horní Měcholupy",50.04454,14.56863,"CZK 14,000",Brick,New-build,Personal,B,1.0,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 4,700",726861,Studio,7/21/2022,24 m²,Fully furnished,5,1.0,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,"CZK 12,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,400",726862,Studio,7/21/2022,26 m²,Fully furnished,4,1.0,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,"CZK 14,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 11,500","CZK 4,500",727837,Studio,8/1/2022,31 m²,Partly,6,1.0,286.66,134.49,581.2,1298.83,131.44,845.62,571.18,172.85,311.96,139.79,Prague - Bohnice,50.13018,14.43292,"CZK 23,000",Prefab concrete,Very good,,C,,1.0,,1.0,,,,Luxurious,Complete,,,,,
"CZK 19,500","CZK 2,500",207886,3+1,8/8/2022,85 m²,Partly,3,1.0,215.07,199.76,67.98,279.67,1.73,316.54,159.27,201.67,187.13,407.23,"Preslova, Prague - Smíchov",50.0739895,14.4062617,"CZK 19,500",Brick,Very good,Personal,,,,,,,Gas boiler,Over 50 years,Standard,,,,,,
"CZK 15,000","CZK 6,000",729098,3+kk,8/8/2022,62 m²,Partly,4,,350.63,315.52,225.33,282.69,231.57,180.87,243.18,561.85,1121.23,213.69,Prague - Vokovice,50.09591,14.35742,"CZK 20,000",Prefab concrete,Good,,G,,1.0,,,,,,,,,1.0,,,
"CZK 19,000","CZK 3,700",10555,2+kk,9/15/2022,57 m²,Fully furnished,3,1.0,490.27,1566.64,1126.7,1516.91,843.05,1075.36,675.8,596.43,376.92,91.23,Prague - Smíchov,50.0755955022,14.3611907959,"CZK 22,000",Other,Very good,Other,C,1.0,,,,,Distance,10 to 30 years,,,,,,,
"CZK 14,500","CZK 6,000",729092,Studio,8/8/2022,34 m²,Fully furnished,2,1.0,119.63,32.47,129.26,144.56,159.07,111.26,639.92,405.36,691.76,676.5,Prague - Suchdol,50.13577,14.37964,"CZK 30,000",Brick,Very good,,B,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,500",360488,1 bedroom,4/1/2021,25 m²,Partly,-1,,125.71,1245.54,386.18,917.87,162.24,594.83,224.47,416.46,968.46,288.78,"Žernovská, Prague - Strašnice",50.0664375,14.5023922,CZK 0,Brick,,Personal,,,,,,,Gas boiler,Over 50 years,Standard,Interior,,,,,
"CZK 14,000","CZK 3,500",572808,1 bedroom,10/1/2022,48 m²,Partly,,,593.42,1563.03,985.96,1497.87,902.07,1539.96,1115.46,854.83,2677.62,641.14,"V Podhoří, Prague - Troja",50.1277983,14.4032229,"CZK 10,000",Brick,,Personal,C,,1.0,,1.0,,,,,,,,,,
"CZK 44,000","CZK 6,000",358804,4+kk,9/1/2022,130 m²,Fully furnished,2,,332.93,544.63,139.18,267.34,39.05,305.02,264.26,587.07,297.42,107.97,"Betlémské náměstí, Prague - Staré Město",50.0840811,14.4176178,CZK 2,Brick,,Personal,,1.0,,,,,,,,Complete,1.0,,,,
"CZK 14,000","CZK 1,300",574992,2+kk,9/1/2022,43 m²,Unfurnished,1,1.0,227.25,66.72,146.12,271.01,170.1,203.15,427.7,447.44,1166.77,322.96,"Krátký lán, Prague - Vokovice",50.0966337,14.3619598,"CZK 28,000",Brick,New-build,Personal,,,1.0,1.0,,,Gas boiler,Up to 10 years,Standard,Complete,,,,,
"CZK 15,000","CZK 2,500",355657,Studio,10/1/2022,31 m²,Fully furnished,6,1.0,116.53,539.22,323.54,628.53,89.16,929.12,412.29,436.2,125.33,160.97,"Topolová, Prague - Záběhlice",50.056367,14.5081821,"CZK 10,000",Prefab concrete,Very good,Personal,C,,,1.0,,,Electric boiler,Up to 10 years,Standard,Complete,,,,,
"CZK 28,800","CZK 5,800",566375,2 bedroom,9/1/2022,65 m²,Fully furnished,1,1.0,124.79,451.96,157.36,293.51,128.12,183.56,213.19,293.47,135.81,471.93,"Mánesova, Prague - Vinohrady",50.0779063,14.4417343,"CZK 45,000",Brick,,Personal,G,1.0,,,,,Gas boiler,,,,,,,,
"CZK 10,500",CZK 500,574370,Small studio,8/9/2022,20 m²,Fully furnished,,,166.68,392.19,343.83,2849.9,261.21,619.75,266.73,266.73,352.85,464.92,"Pelnářova, Prague - Kbely",50.1356917,14.5459995,"CZK 10,500",Brick,Good,Personal,C,,,,1.0,,Central,10 to 30 years,Standard,Interior,,,,,
"CZK 14,000","CZK 4,830",644611,2+kk,10/1/2022,41 m²,Fully furnished,2,1.0,365.88,1376.69,362.05,1259.45,702.42,1039.93,208.82,502.43,469.56,143.26,"Daškova, Prague - Modřany",50.012855,14.425058,CZK 0,Prefab concrete,Very good,Personal,G,,,,,,Distance,,,Complete,,,,,
"CZK 15,000","CZK 3,700",729074,2+kk,9/1/2022,46 m²,Partly,2,1.0,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,"CZK 20,000",Other,New-build,,B,1.0,1.0,1.0,1.0,,,,,,1.0,,,,
"CZK 19,800","CZK 6,600",726085,3+1,8/31/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 6,000",628613,3+1,9/1/2022,89 m²,Fully furnished,1,1.0,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,"CZK 35,000",Brick,Very good,Personal,G,,,,,,Electric boiler,30 - 50 years,Standard,Complete,,,,,
"CZK 18,000","CZK 4,000",670896,Studio,9/1/2022,40 m²,Fully furnished,3,,10.59,665.3,5.26,495.41,14.16,424.06,265.3,603.82,239.39,165.01,"Táborská, Prague - Nusle",50.06129,14.43673,"CZK 18,000",Brick,Very good,Personal,D,,,,,,,,,,,,,,
"CZK 26,000","CZK 2,000",729064,2+kk,8/8/2022,62 m²,Fully furnished,6,1.0,133.89,534.98,98.87,163.12,157.02,73.54,334.02,280.84,454.18,358.34,Prague - Nové Město,50.07173,14.41968,"CZK 26,000",Brick,New-build,,A,,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 4,000",691082,2+kk,8/10/2022,46 m²,Unfurnished,-1,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,"CZK 17,000",Brick,Very good,Personal,,,,,,,,,Standard,,,,,,
"CZK 13,000","CZK 4,236",564374,Studio,8/8/2022,35 m²,Fully furnished,12,1.0,234.52,801.28,184.63,1075.4,405.76,360.56,467.69,169.17,1088.16,241.07,"Otradovická, Prague - Kamýk",50.0196046,14.4449702,"CZK 30,000",Prefab concrete,Very good,Personal,B,,1.0,,,,Central,,,,,1.0,,,
"CZK 16,500","CZK 5,000",729039,2+kk,8/8/2022,42 m²,Fully furnished,6,1.0,367.59,398.07,131.61,483.36,175.47,197.64,772.54,273.87,330.6,286.39,Prague - Chodov,50.02777,14.4907,"CZK 33,000",Prefab concrete,Very good,,G,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,500",432031,1 bedroom,9/1/2022,44 m²,Partly,2,,183.28,613.35,154.86,169.85,138.4,127.74,284.57,110.92,448.12,406.22,"Sudoměřská, Prague - Žižkov",50.0816233,14.4583474,"CZK 25,000",Brick,Very good,Personal,G,,,,,,,,,Complete,,,,,
"CZK 16,000","CZK 3,500",593117,Studio,8/15/2022,36 m²,Partly,4,,340.92,534.31,283.89,648.21,533.9,564.77,625.44,510.29,487.63,500.53,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,"CZK 16,000",Brick,Very good,Personal,G,1.0,,,,1.0,Central,,Standard,,,,,,
"CZK 15,900","CZK 3,600",248604,2+kk,9/1/2022,45 m²,Partly,9,1.0,315.5,549.27,158.1,636.06,40.99,109.07,110.45,616.0,605.57,524.14,"Radimova, Prague - Břevnov",50.0873427237,14.366933822,"CZK 19,500",Prefab concrete,Very good,Personal,,1.0,,,,,Distance,,Standard,Complete,,,,,
"CZK 11,900","CZK 2,900",610179,2+kk,8/10/2022,35 m²,Partly,,,63.85,562.75,84.76,51.9,7.77,156.04,504.78,313.81,347.16,40.9,Prague - Bubeneč,50.103244,14.395407,"CZK 23,800",Brick,Very good,Personal,A,,,,,,Gas boiler,Up to 10 years,,Interior,,,,,
"CZK 34,920","CZK 11,640",728102,2 bedroom,8/31/2022,52 m²,Fully furnished,5,1.0,99.55,314.58,150.34,67.01,34.6,412.05,133.24,331.05,397.28,726.22,"Vinohradská, Prague - Vinohrady",50.0779159,14.4375296,,,,,,,,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",728709,2+kk,10/8/2022,45 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,500",729026,2+kk,8/28/2022,36 m²,Fully furnished,3,1.0,539.16,652.28,431.01,800.54,458.65,779.36,488.58,438.61,675.98,738.19,Prague - Vinohrady,50.06881,14.43794,"CZK 30,000",Other,New-build,,G,,,1.0,,,,Up to 10 years,,Complete,,,,,
"CZK 14,850","CZK 3,000",725049,Studio,7/7/2022,27 m²,Unfurnished,3,1.0,549.23,662.36,441.09,761.17,468.73,740.0,498.65,448.69,636.62,748.27,Prague - Vinohrady,50.06851,14.43809,"CZK 29,700",Brick,New-build,Personal,B,,1.0,1.0,1.0,1.0,,,,,,,,,
"CZK 21,000","CZK 3,814",729020,3+kk,9/1/2022,75 m²,Partly,7,1.0,149.88,334.44,154.17,283.95,84.86,236.79,585.99,392.19,849.51,203.28,Prague - Uhříněves,50.03223,14.59649,"CZK 42,000",Prefab concrete,Very good,,E,,1.0,,1.0,,,,,,,1.0,,,
"CZK 19,000","CZK 4,000",501987,2+kk,9/1/2022,60 m²,Fully furnished,5,,141.57,290.96,93.83,124.12,17.44,219.64,271.87,259.3,638.15,223.96,Prague - Vinohrady,50.0764371,14.4508629,"CZK 40,000",Brick,,Personal,,,,,,,,,,Complete,,,,,
"CZK 15,000","CZK 3,500",598847,Studio,8/1/2022,42 m²,Partly,1,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,"CZK 15,000",Brick,New-build,Personal,A,,,1.0,,,Geothermal,Up to 10 years,Luxurious,,,,,,
"CZK 41,250","CZK 13,750",719999,2+kk,8/27/2022,55 m²,Fully furnished,1,1.0,76.78,951.56,41.94,296.91,109.07,229.41,371.34,325.8,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,,,,,,,,,,,,,,,,,,,
"CZK 18,750","CZK 6,250",729015,3+1,9/18/2022,90 m²,Fully furnished,2,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,000",729011,2 bedroom,8/15/2022,52 m²,Partly,6,1.0,177.07,269.0,231.65,226.23,267.11,290.6,407.63,406.33,1050.8,116.53,Prague - Malešice,50.08182,14.50268,"CZK 40,000",Prefab concrete,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 24,990","CZK 4,500",705367,3+kk,9/1/2022,75 m²,Fully furnished,7,1.0,164.03,284.11,153.59,500.31,135.88,314.59,59.78,59.78,255.77,74.07,"Karpatská, Prague - Vršovice",50.0697,14.47606,"CZK 50,000",Brick,Very good,Personal,G,,,,,,Gas boiler,Up to 10 years,Luxurious,,,,,,
"CZK 13,167","CZK 1,333",728104,Studio,10/1/2022,20 m²,Unfurnished,1,,257.3,355.51,136.02,544.38,348.13,356.87,179.85,77.83,658.54,300.0,"Jakutská, Prague - Vršovice",50.0725171,14.47334415,"CZK 29,000",Brick,Good,Personal,C,,,,,,Central,,,Complete,,,,,
"CZK 18,000","CZK 3,500",338437,2+kk,9/1/2022,45 m²,Fully furnished,1,,130.41,440.3,80.52,119.27,145.56,353.48,274.97,62.4,731.87,294.72,"Libická, Prague - Vinohrady",50.0765738,14.4574817,"CZK 10,000",Brick,,Personal,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500",728893,Studio,9/12/2022,39 m²,Partly,5,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,"CZK 50,000",Low-energy,New-build,,B,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,
"CZK 13,900","CZK 2,500",728991,Studio,8/8/2022,23 m²,Fully furnished,2,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,"CZK 30,000",Other,New-build,,G,,,1.0,,,,,,,,,,,
"CZK 28,500","CZK 8,500",728777,4+kk,9/1/2022,100 m²,Fully furnished,2,,523.64,1041.55,985.72,994.09,516.32,962.69,700.79,733.64,1715.41,552.46,Prague - Suchdol,50.14274,14.37986,"CZK 50,000",Brick,Very good,Personal,G,,,,1.0,1.0,,10 to 30 years,Standard,,,,,,
"CZK 18,500","CZK 1,500",127984,2 bedroom,8/9/2022,75 m²,Partly,1,,377.86,952.52,268.88,785.46,427.06,919.2,278.57,123.86,840.54,359.97,"Zdařilá, Prague - Nusle",50.0551428,14.4464394,"CZK 25,000",Brick,Very good,Personal,G,,,,,,Central,Over 50 years,Standard,Complete,,,,,
"CZK 26,000","CZK 4,000",725142,3+kk,8/15/2022,70 m²,Partly,3,1.0,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,"CZK 60,000",Brick,New-build,Personal,B,1.0,1.0,1.0,1.0,,,,,,1.0,,,,
"CZK 57,000","CZK 19,000",724522,3+1,10/2/2022,130 m²,Fully furnished,3,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,,,,,,1.0,,,,
"CZK 39,000","CZK 7,000",727577,3+kk,7/27/2022,103 m²,Partly,3,1.0,150.73,43.34,1.87,184.43,64.99,232.74,296.94,213.87,341.53,289.49,Prague - Vinohrady,50.07723,14.46331,"CZK 50,000",Brick,Very good,Personal,G,,1.0,,1.0,1.0,Distance,10 to 30 years,Luxurious,Complete,,1.0,,,
