Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Cellar,New-build,Parking,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Reconstruction,Administrative fee,Plot type
"CZK 28,050","CZK 9,350",,730647,Studio,10/20/2022,2,,,,40 m²,Fully furnished,,,,,1.0,,87.49,353.69,89.13,198.59,58.79,391.02,424.91,274.28,259.74,601.22,"Zborovská, Prague - Smíchov",50.0730353,14.4083714,,,,,,,1.0,,,
"CZK 38,000","CZK 8,000","CZK 72,000",528897,3+1,6/22/2022,3,Brick,Up to 10 years,Luxurious,120 m²,Fully furnished,,Personal,C,Gas boiler,1.0,,146.64,442.17,50.87,75.01,23.87,70.51,213.14,404.97,599.27,668.7,Prague - Vinohrady,50.0740216,14.4323776,,,,,,,,Complete,,
"CZK 36,675","CZK 12,225",,731158,2+kk,10/24/2022,2,,,,55 m²,Fully furnished,,,,,,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,1.0,,,,,,,,,
"CZK 27,000","CZK 9,000",,732124,1 bedroom,11/1/2022,1,,,,36 m²,Fully furnished,,,,,1.0,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,,,,,,,1.0,,,
"CZK 41,438","CZK 13,812",,732123,Studio,11/1/2022,2,,,,26 m²,Fully furnished,,,,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,
"CZK 73,500","CZK 24,500",,732122,4+kk,11/1/2022,7,,,,150 m²,Fully furnished,,,,,1.0,,151.96,732.59,114.81,122.42,123.15,23.69,324.18,773.09,503.18,376.18,"Jungmannova, Prague - Nové Město",50.0805317,14.4221981,1.0,,,,,,1.0,,,
"CZK 57,000","CZK 19,000",,732121,3+1,11/1/2022,3,,,,130 m²,Fully furnished,,,,,,1.0,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,
"CZK 19,200","CZK 6,400",,732120,1 bedroom,11/1/2022,5,,,,25 m²,Fully furnished,,,,,,,325.99,599.06,10.69,489.3,51.0,359.95,315.04,78.83,255.47,309.72,"Polská, Prague - Vinohrady",50.0787721,14.4457646,,,,,,,,,,
"CZK 19,500","CZK 6,500",,732119,1 bedroom,11/1/2022,1,,,,48 m²,Fully furnished,,,,,,,204.77,465.61,234.08,276.39,71.8,120.68,308.71,446.98,178.85,556.7,"Františka Křížka, Prague - Holešovice",50.1009689,14.4305059,1.0,,,,,,,,,
"CZK 17,567","CZK 5,855",,732118,Studio,11/1/2022,2,,,,36 m²,Fully furnished,,,,,1.0,1.0,123.3,379.99,190.22,138.51,81.91,181.5,287.04,500.8,277.25,346.59,"Dlážděná, Prague - Nové Město",50.0865462,14.4320578,1.0,,,,,,1.0,,,
"CZK 19,643","CZK 6,547",,732117,2 bedroom,11/1/2022,9,,,,37 m²,Fully furnished,,,,,,,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,1.0,,,,,,,,,
"CZK 39,000","CZK 13,000",,732116,2 bedroom,11/1/2022,3,,,,72 m²,Fully furnished,,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,
"CZK 47,025","CZK 15,675",,732115,2+kk,11/1/2022,3,,,,64 m²,Fully furnished,,,,,1.0,,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,1.0,,,,,,1.0,,,
"CZK 18,750","CZK 6,250",,732114,Studio,11/1/2022,1,,,,25 m²,Fully furnished,,,,,,,272.71,301.68,85.68,246.48,43.26,206.77,19.97,254.25,110.99,588.48,"Štítného, Prague - Žižkov",50.0855201,14.4494539,,,,,,,,,,
"CZK 22,493","CZK 7,497",,732113,Studio,11/1/2022,3,,,,30 m²,Fully furnished,,,,,,1.0,258.66,685.78,233.92,407.82,154.16,415.37,547.3,506.41,132.73,464.34,"V Háji, Prague - Holešovice",50.1013638,14.4546402,1.0,,,,,,,,,
"CZK 21,750","CZK 7,250",,732112,2+kk,11/1/2022,1,,,,56 m²,Fully furnished,,,,,,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,,,
"CZK 20,250","CZK 6,750",,732111,2 bedroom,11/1/2022,1,,,,48 m²,Fully furnished,,,,,1.0,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,1.0,,,
"CZK 31,590","CZK 10,530",,722787,1 bedroom,9/5/2022,3,,,,52 m²,Fully furnished,,,,,,,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,1.0,,,,,,,,,
"CZK 31,050","CZK 10,350",,730431,3+1,11/1/2022,1,,,,111 m²,Fully furnished,,,,,1.0,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,1.0,,,
"CZK 33,750","CZK 11,250",,726019,2+kk,10/1/2022,6,,,,75 m²,Fully furnished,,,,,1.0,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,1.0,,,
"CZK 20,000","CZK 7,000","CZK 54,000",732084,3+kk,10/1/2022,2,Prefab concrete,,,95 m²,Fully furnished,Very good,Personal,G,Central,1.0,,76.0,337.26,273.41,362.24,294.58,262.02,492.11,79.39,831.68,109.23,Prague - Stodůlky,50.04806,14.34145,1.0,,,1.0,,,,,,
"CZK 16,000","CZK 3,000","CZK 25,000",723980,2+kk,7/15/2022,6,Prefab concrete,,,43 m²,Fully furnished,Very good,Personal,C,Central,,,168.59,428.29,108.17,456.95,333.58,449.12,114.22,408.21,717.75,58.73,Prague - Stodůlky,50.044,14.33541,1.0,1.0,,,,,,Complete,,
"CZK 21,000","CZK 2,100","CZK 40,000",389966,2+kk,11/1/2022,2,Brick,Over 50 years,Luxurious,50 m²,Fully furnished,Good,Cooperative,G,Gas boiler,,,60.84,331.87,96.69,176.28,83.63,235.29,35.21,109.64,643.61,208.21,Prague - Vinohrady,50.0757959,14.4544847,,1.0,,,,1.0,1.0,Interior,,
"CZK 17,000","CZK 3,500","CZK 34,000",730933,2 bedroom,9/2/2022,6,Brick,,,53 m²,Fully furnished,Very good,Personal,E,Central,1.0,,249.45,542.09,188.53,762.13,138.43,578.41,416.88,123.11,714.28,256.3,Prague - Žižkov,50.09051,14.49609,1.0,1.0,,1.0,,,,Complete,,
"CZK 41,100","CZK 13,700",,730539,2+kk,9/19/2022,2,,,,68 m²,Fully furnished,,,,,,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",732076,3+1,10/1/2022,9,Prefab concrete,,,83 m²,Partly,Very good,,C,,,,302.53,985.25,862.44,2296.72,481.11,687.46,612.25,1550.74,1554.67,647.35,Prague - Krč,50.01832,14.46289,1.0,,,,1.0,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",732072,2 bedroom,9/15/2022,2,Brick,,,55 m²,Fully furnished,Very good,,G,,1.0,,197.51,1068.45,165.26,322.44,270.55,354.75,196.83,404.6,919.7,310.39,Prague - Troja,50.12383,14.44862,,1.0,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 22,000",732075,Studio,9/5/2022,3,Brick,,,30 m²,Unfurnished,Very good,,E,,,,434.9,655.87,466.9,607.76,169.97,682.28,547.75,382.87,338.16,559.67,Prague - Libeň,50.09945,14.4709,,,,,,,,,,
"CZK 7,599","CZK 2,290","CZK 9,889",423838,3+1,9/16/2022,8,Prefab concrete,,,20 m²,Fully furnished,Very good,Personal,,Distance,1.0,,233.92,627.15,488.43,1660.14,159.48,960.96,649.4,1058.18,566.02,238.57,"Sládkovičova, Prague - Krč",50.0225909,14.4534508,1.0,,,1.0,,,,Complete,,
"CZK 19,500","CZK 5,365","CZK 39,000",711808,2+kk,10/1/2022,6,Brick,,,49 m²,Fully furnished,New-build,Personal,B,,1.0,1.0,47.78,826.64,80.43,845.07,369.97,226.1,585.05,391.79,530.72,483.78,"Lehovecká, Prague - Hloubětín",50.1079,14.54644,1.0,1.0,,1.0,,,,,,
"CZK 14,900","CZK 4,800","CZK 20,000",407176,2+kk,10/1/2022,1,Brick,,,52 m²,Partly,Good,Personal,,Gas boiler,,,89.3,393.79,90.94,279.42,165.7,306.97,490.93,99.47,643.22,248.21,"Boleslavská, Prague - Vinohrady",50.0761886,14.4593094,1.0,1.0,,,,,,,,
"CZK 21,500","CZK 3,000","CZK 40,000",428817,Studio,10/15/2022,2,Brick,Up to 10 years,Luxurious,50 m²,Fully furnished,New-build,Personal,B,Central,,1.0,258.24,1063.78,452.67,1410.65,576.83,619.31,780.44,201.59,1011.23,531.96,"Na Hřebenkách, Prague - Smíchov",50.0746634,14.3868058,1.0,1.0,1.0,1.0,,,1.0,,,
"CZK 14,000",CZK 750,"CZK 14,000",732073,2 bedroom,9/15/2022,4,Brick,Over 50 years,Standard,52 m²,Partly,Good,Personal,G,,,,140.58,757.48,170.18,33.19,50.03,316.83,648.07,677.94,424.61,182.55,Prague - Žižkov,50.08981,14.46508,1.0,,,,,1.0,,Complete,,
"CZK 12,000","CZK 3,250","CZK 15,000",562506,Studio,10/1/2022,1,Prefab concrete,10 to 30 years,Standard,35 m²,Fully furnished,Very good,Personal,C,Central,,,452.96,1088.66,295.77,1118.01,768.96,1075.28,552.63,744.72,1771.25,216.4,"Chotěšovská, Prague - Letňany",50.128272,14.5023794,,1.0,,,,,,,,
"CZK 24,000",CZK 0,"CZK 30,000",732071,2+kk,10/1/2022,3,Brick,,,56 m²,Partly,New-build,,G,,,1.0,245.98,638.62,264.62,519.19,588.49,285.74,277.53,389.45,715.73,309.65,Prague - Strašnice,50.08096,14.49224,1.0,,1.0,,,,1.0,,,
"CZK 19,000","CZK 6,000","CZK 19,000",394927,2 bedroom,10/17/2022,3,Brick,,,61 m²,Partly,,Personal,,,1.0,,318.56,1536.53,349.22,1172.74,346.82,327.9,572.83,674.95,360.33,289.73,"Synkovská, Prague - Dejvice",50.1060842,14.3707115,,,,,,,,,,
"CZK 12,500","CZK 5,500","CZK 18,000",649282,2+kk,9/15/2022,4,Brick,,Standard,43 m²,Fully furnished,Very good,Personal,G,Gas boiler,,,61.11,756.47,286.12,582.94,251.79,692.47,481.13,645.59,376.7,129.84,"Poštovská, Prague - Vysočany",50.110149,14.509314,,1.0,,,,,,Interior,,
"CZK 15,000","CZK 4,000","CZK 20,000",515356,2+kk,12/1/2022,3,Brick,Up to 10 years,Standard,40 m²,Partly,New-build,Personal,B,Central,1.0,,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,Prague - Kyje,50.115837,14.563305,1.0,,1.0,1.0,,1.0,,,,
"CZK 12,000","CZK 3,274","CZK 15,500",616070,Studio,11/1/2022,7,Other,,,44 m²,Partly,Very good,Personal,G,Central,1.0,,51.04,180.78,74.12,511.43,115.31,243.44,203.44,83.74,251.32,241.0,"Sabinova, Prague - Žižkov",50.085832,14.455695,1.0,1.0,,,,,,Interior,,
"CZK 19,725","CZK 6,575",,731632,2 bedroom,10/15/2022,6,,,,90 m²,Fully furnished,,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,
"CZK 10,500","CZK 2,500","CZK 15,000",391444,Small studio,9/8/2022,4,Brick,Up to 10 years,Standard,13 m²,Fully furnished,Very good,Cooperative,G,Other,,,170.46,723.43,136.09,673.46,36.66,317.97,415.02,293.42,628.44,385.87,"Ježkova, Prague - Žižkov",50.082223229756,14.445837015344,,,,,,,,,,
"CZK 20,000","CZK 1,974","CZK 43,948",732045,2+kk,9/25/2022,2,Brick,,,52 m²,Fully furnished,Very good,,D,,,,353.87,1029.95,325.71,676.63,361.92,403.8,403.93,758.08,133.26,124.18,Prague - Libeň,50.11025,14.47541,1.0,1.0,,,,,,,,
"CZK 20,000","CZK 1,250","CZK 40,000",731999,2+kk,9/1/2022,2,Brick,Over 50 years,,55 m²,Partly,Good,Personal,G,Electric boiler,1.0,,96.85,660.88,24.04,525.62,77.71,659.62,267.68,260.92,272.36,261.39,Prague - Vršovice,50.07159,14.44605,,,,1.0,,1.0,,,,
"CZK 18,200","CZK 6,800","CZK 19,000",704109,2 bedroom,9/1/2022,1,Brick,,,57 m²,Partly,Very good,Personal,,Electric boiler,,,129.34,232.02,51.65,262.2,32.17,40.16,445.58,454.3,538.61,210.69,"Sokolovská, Prague - Karlín",50.09332,14.44768,,,,,,,,,,
"CZK 24,999","CZK 4,900","CZK 24,999",731412,2+kk,8/27/2022,1,Brick,,,57 m²,Fully furnished,New-build,,A,,,,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,1.0,1.0,1.0,1.0,,1.0,,,,
"CZK 17,000","CZK 5,000","CZK 210,000",651225,3+1,9/5/2022,4,Brick,,Standard,65 m²,Partly,Very good,Personal,A,Central,,,19.88,632.5,159.85,580.6,286.08,521.46,389.75,422.1,817.52,346.95,"Černokostelecká, Prague - Strašnice",50.07756,14.50069,1.0,1.0,,,1.0,,,Interior,,
"CZK 12,900","CZK 3,000","CZK 26,000",447287,Small studio,9/1/2022,1,Brick,,,25 m²,Fully furnished,,Personal,,,,,75.43,451.43,311.62,104.38,127.38,1147.33,212.99,644.0,475.35,292.96,Prague - Michle,50.0572447,14.4503987,,,,,,,,,,
"CZK 10,600","CZK 2,900","CZK 13,500",589094,Studio,9/1/2022,3,Brick,,Standard,27 m²,Fully furnished,Good,Personal,G,Gas boiler,,,414.5,447.48,104.3,396.4,39.36,649.82,283.63,526.27,985.29,328.19,"Velehradská, Prague - Vinohrady",50.079274,14.453879,1.0,,,,,,,,,
"CZK 11,500","CZK 2,200","CZK 11,500",658268,Small studio,9/1/2022,1,Brick,,Standard,27 m²,Partly,Very good,Personal,G,Other,,,412.04,445.02,106.76,393.94,41.82,647.36,281.17,523.81,982.83,325.73,"Velehradská, Prague - Vinohrady",50.07923,14.45377,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 35,000",731959,2 bedroom,9/1/2022,2,Brick,Over 50 years,Standard,55 m²,Fully furnished,Very good,,G,,1.0,,105.35,795.48,322.76,1323.56,370.38,345.89,985.47,791.63,751.1,302.83,Prague - Smíchov,50.05994,14.40353,,1.0,,,,,,,,
"CZK 25,000","CZK 5,500","CZK 50,000",732035,3+kk,9/1/2022,4,Brick,,,80 m²,Partly,Very good,,G,,,1.0,300.87,874.78,169.37,280.63,51.78,528.14,649.99,565.19,776.48,568.23,Prague - Žižkov,50.08594,14.43948,1.0,,,,,,,,,
"CZK 16,000","CZK 6,300","CZK 40,000",488736,2+kk,8/29/2022,6,Prefab concrete,,,63 m²,Fully furnished,,Cooperative,C,Distance,1.0,,171.24,917.32,252.69,2175.16,760.08,989.91,518.33,536.04,816.2,247.61,"Korycanská, Prague - Čimice",50.1356081,14.4351266,1.0,,,,,,,Complete,,
"CZK 15,900","CZK 2,800","CZK 25,000",728521,Studio,8/3/2022,2,Brick,,,40 m²,Partly,New-build,,A,Electric boiler,,,138.36,154.26,257.27,2591.54,678.76,241.17,1890.72,330.89,686.21,0.47,Prague - Ďáblice,50.14425,14.48322,,,1.0,1.0,,,1.0,,,
"CZK 35,000","CZK 2,000","CZK 32,000",533163,4+1,10/1/2022,3,Brick,,Luxurious,91 m²,Fully furnished,,Personal,,Electric boiler,,,202.01,548.32,190.08,101.63,62.32,146.17,378.67,315.45,278.96,626.63,Prague - Smíchov,50.0722791,14.4047668,,1.0,,1.0,,,,Complete,,
"CZK 47,000","CZK 7,000","CZK 54,000",732026,3+kk,9/1/2022,2,Brick,,,114 m²,Partly,Very good,,G,,1.0,,192.21,273.65,42.23,259.62,137.93,274.08,100.87,277.84,609.43,155.03,Prague - Vinohrady,50.07891,14.44989,,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 12,000",731705,1 bedroom,8/30/2022,1,Brick,Over 50 years,,35 m²,Fully furnished,Under construction,,G,,,,147.07,808.12,182.06,279.74,3.52,158.28,750.47,377.67,173.24,159.08,Prague - Nusle,50.05776,14.43034,,1.0,,1.0,,,,Complete,,
"CZK 16,000","CZK 5,000","CZK 30,000",436530,2+kk,6/15/2021,3,Brick,Up to 10 years,Standard,48 m²,Fully furnished,Very good,Personal,A,Distance,1.0,1.0,476.29,759.76,272.47,574.33,614.49,1017.63,374.01,200.02,805.08,409.87,Prague - Nusle,50.055112474159,14.448289199475,1.0,1.0,1.0,1.0,,,,,,
"CZK 15,000","CZK 3,850","CZK 37,700",732018,2+kk,9/1/2022,3,Brick,,,72 m²,Partly,Very good,,G,,,,161.23,140.79,1536.51,1989.08,189.1,557.88,332.89,622.45,478.43,422.84,Prague - Řeporyje,50.03195,14.31385,,,,,,,,,,
"CZK 17,318","CZK 3,114","CZK 20,300",732019,Studio,10/1/2022,1,Other,,,53 m²,,Good,Personal,,,,,105.06,956.52,462.75,763.58,458.06,554.8,248.54,1227.85,685.35,353.61,"Varhulíkové, Prague - Holešovice",50.110656,14.4517021,,,,,,,,,"CZK 2,598",
"CZK 10,933","CZK 2,063","CZK 12,134",732017,Studio,10/1/2022,1,Other,,,31 m²,,Good,Personal,,,,,330.83,345.87,260.86,1965.82,336.75,546.04,737.38,97.37,5083.51,132.65,"Neumannova, Prague - Zbraslav",49.9629174,14.3837472,,,,,,,,,"CZK 1,559",
"CZK 39,600","CZK 13,200",,717648,2+kk,9/23/2022,2,,,,46 m²,Fully furnished,,,,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,
"CZK 24,506","CZK 1,000","CZK 26,444",732014,3+kk,10/1/2022,1,Other,,,85 m²,,Good,Personal,,,,,106.77,647.5,57.83,653.44,227.77,708.38,554.04,582.35,452.61,477.24,"Bělehradská, Prague - Vinohrady",50.0684687,14.4330383,,,,,,,,,"CZK 3,494",
"CZK 22,000","CZK 1,000","CZK 26,102",732013,3+kk,10/1/2022,1,Other,,,80 m²,,Good,Personal,,,,,106.77,647.5,57.83,653.44,227.77,708.38,554.04,582.35,452.61,477.24,"Bělehradská, Prague - Vinohrady",50.0684687,14.4330383,,,,,,,,,"CZK 3,300",
"CZK 15,500","CZK 4,500","CZK 60,000",732012,2+kk,10/1/2022,3,Brick,,,47 m²,Partly,New-build,,A,,1.0,1.0,590.97,929.04,1249.32,1931.63,112.75,1045.22,1334.45,1162.46,315.13,264.48,Prague - Letňany,50.14145,14.5231,1.0,1.0,1.0,1.0,,,,,,
"CZK 24,000","CZK 4,800","CZK 48,000",732007,3+1,9/15/2022,3,Prefab concrete,,,80 m²,Unfurnished,Very good,,G,,,,178.23,245.7,373.27,270.65,450.71,376.96,384.46,685.83,1318.51,167.44,Prague - Řepy,50.06253,14.30883,,,,,1.0,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",254064,Studio,10/1/2022,4,Brick,Up to 10 years,,35 m²,Fully furnished,,Personal,,Central,,,348.07,1365.12,218.31,1303.5,378.06,751.33,287.38,465.91,305.17,230.77,"Jitravská, Prague - Střížkov",50.1225926,14.4825639,1.0,,1.0,,,,,,,
"CZK 17,059","CZK 1,950","CZK 19,000",732009,2+kk,10/3/2022,1,Other,,,51 m²,,Good,Personal,,,,,115.38,342.22,55.33,415.72,93.28,316.25,163.32,199.44,723.0,535.8,"Francouzská, Prague - Vinohrady",50.0738958,14.4392967,,,,,,,,,"CZK 2,559",
"CZK 130,000","CZK 15,000","CZK 145,000",657851,5+kk,11/1/2022,5,Brick,,,212 m²,Unfurnished,Very good,Personal,G,,1.0,,47.35,338.16,268.77,405.29,56.59,440.45,149.29,578.87,65.72,473.48,"Pařížská, Prague - Josefov",50.09109,14.4181,,,,,,,,,,
"CZK 15,000",CZK 0,"CZK 15,000",732000,2 bedroom,9/1/2022,2,Brick,,,55 m²,Unfurnished,Good,,G,,,,75.21,1052.78,35.22,876.94,51.43,103.7,494.21,400.27,1142.26,176.41,Prague - Košíře,50.07158,14.38832,,,,,,,,,,
"CZK 25,185","CZK 8,395",,732001,2+kk,9/21/2022,2,,,,48 m²,Fully furnished,,,,,,,135.11,912.46,214.19,950.58,205.94,453.63,610.43,416.59,742.03,542.67,"Na Neklance, Prague - Smíchov",50.0605987,14.3995526,1.0,,,,,,,,,
"CZK 31,500","CZK 10,500",,724600,2+kk,9/21/2022,4,,,,56 m²,Fully furnished,,,,,,,91.98,204.34,98.75,50.9,42.55,154.76,196.57,433.55,409.29,205.78,"náměstí Bratří Synků, Prague - Nusle",50.0640124,14.439955,,,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 20,000",546125,2 bedroom,9/1/2022,2,Prefab concrete,,,62 m²,Partly,Very good,Cooperative,,Central,1.0,,124.59,799.1,61.78,283.65,132.58,856.26,201.76,378.86,686.42,253.43,"Jivenská, Prague - Michle",50.0596592,14.4507815,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",649076,2+kk,12/1/2022,1,Brick,Up to 10 years,Luxurious,53 m²,Partly,Very good,Personal,,Gas boiler,,1.0,94.3,1750.54,524.42,585.43,506.77,1100.36,554.38,1437.08,790.47,844.07,"Břeclavská, Prague - Kyje",50.095579,14.545925,1.0,1.0,,1.0,,,1.0,,,
"CZK 13,800","CZK 2,297","CZK 13,800",448060,Studio,8/21/2022,4,Brick,Up to 10 years,Standard,31 m²,Partly,New-build,Personal,A,,1.0,,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,1.0,1.0,1.0,,,,1.0,,,
"CZK 17,000","CZK 2,500","CZK 20,000",353274,2+kk,10/1/2022,,Brick,,,51 m²,Fully furnished,,Personal,,Central,,,229.57,413.56,160.34,439.47,144.39,408.56,128.14,314.12,562.3,106.15,"Lannova, Prague - Nové Město",50.0926859,14.4314516,1.0,1.0,,,,,,,,
"CZK 20,000","CZK 4,500","CZK 24,500",731992,2+kk,9/10/2022,5,Brick,,,58 m²,Fully furnished,New-build,,B,Electric boiler,1.0,,373.2,1109.1,262.18,1034.2,686.68,522.78,608.67,485.25,1206.22,118.64,Prague - Střížkov,50.13042,14.49234,1.0,,1.0,,,,,,,
"CZK 31,000","CZK 6,000","CZK 31,000",628613,3+1,9/1/2022,1,Brick,30 - 50 years,Standard,89 m²,Fully furnished,Very good,Personal,G,Electric boiler,,,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,1.0,,,,,,,Complete,,
"CZK 16,000","CZK 4,000","CZK 20,000",731927,2 bedroom,8/31/2022,1,Prefab concrete,,,52 m²,Partly,Very good,,G,,,,222.83,718.45,179.63,237.27,104.9,449.94,314.45,726.24,554.91,226.53,Prague - Libeň,50.10442,14.48573,1.0,1.0,,,,,,,,
"CZK 42,075","CZK 14,025",,726062,2 bedroom,10/2/2022,6,,,,80 m²,Fully furnished,,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,
"CZK 11,000","CZK 4,000","CZK 15,000",613420,Studio,10/1/2022,3,Prefab concrete,,,31 m²,,Very good,Personal,B,,,,265.39,510.79,358.01,1348.79,523.71,610.43,33.71,489.51,816.07,237.2,"Bachova, Prague - Chodov",50.030742,14.512007,1.0,,,,,,,Complete,,
"CZK 11,000","CZK 1,500","CZK 11,000",731987,Studio,9/1/2022,3,Brick,,,39 m²,Fully furnished,Good,,E,,,,112.16,608.41,104.52,72.7,59.57,62.03,137.73,273.5,78.8,383.22,Prague - Holešovice,50.09917,14.43104,,,,,,,,,,
"CZK 17,900","CZK 3,400","CZK 40,000",206206,2+kk,9/18/2022,3,Brick,Up to 10 years,Luxurious,54 m²,Partly,Very good,Personal,B,,,,432.16,1067.28,404.0,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,1.0,,1.0,1.0,,,,,,
"CZK 18,000","CZK 3,800","CZK 36,000",388959,1 bedroom,10/1/2022,1,Brick,,Luxurious,49 m²,Partly,,Personal,,Central,,,122.32,826.95,490.66,525.72,59.97,508.04,509.27,554.18,1182.14,310.03,Prague - Břevnov,50.0874176,14.338491,,,,,,,,Complete,,
"CZK 17,200","CZK 3,800","CZK 21,000",686230,2+kk,9/1/2022,5,Brick,,,43 m²,Fully furnished,New-build,Personal,B,,1.0,,443.03,2205.5,1833.24,2208.76,443.04,2061.8,1256.25,2082.8,407.15,1143.0,"Šífařská, Prague - Hodkovičky",50.0204964,14.4029624,1.0,1.0,,,,,,,,
"CZK 12,000",CZK 1,CZK 1,731985,3+kk,9/1/2022,1,Brick,,Luxurious,75 m²,Fully furnished,New-build,,G,,,,126.44,203.0,344.94,989.33,124.9,427.98,97.74,222.46,443.02,282.2,Prague - Chodov,50.03433,14.50368,,,,1.0,,,,,,
"CZK 12,900","CZK 2,000","CZK 20,000",627404,Studio,9/22/2022,2,Brick,Up to 10 years,Standard,19 m²,Partly,Very good,Personal,A,Central,,,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,,,,,,,,Complete,,
"CZK 16,500","CZK 3,500","CZK 33,000",731972,2 bedroom,9/1/2022,2,Brick,,,75 m²,Partly,Very good,,G,,1.0,,180.07,447.34,328.95,304.76,190.74,436.63,254.64,668.64,309.77,217.21,Prague - Podolí,50.0566,14.42252,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 33,000",731979,3+1,9/1/2022,4,Prefab concrete,,,72 m²,Partly,Very good,,G,,,,209.11,533.8,326.45,468.63,468.66,344.0,533.96,395.43,1690.3,199.09,Prague - Troja,50.12569,14.41455,1.0,,,,,,,,,
"CZK 48,645","CZK 16,215",,726073,3+1,9/15/2022,2,,,,55 m²,Fully furnished,,,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,
"CZK 34,650","CZK 11,550",,726077,2 bedroom,9/15/2022,3,,,,100 m²,Fully furnished,,,,,,,47.36,89.7,50.91,353.17,50.36,559.15,144.5,503.29,323.37,346.2,"Plaská, Prague - Malá Strana",50.0806597,14.4049697,1.0,,,,,,,,,
