Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,New building,Renovation,Front garden,Developer name,Project name,Kód jednotky
628499,"CZK 22,000",49.981083,14.350539,"Zderazská, Prague - Radotín",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,000","CZK 22,000",,Personal,Brick building,,1,No,Yes,Yes,No,No,No,No,G,177,966,280,293,505,349,966,409,,,15. 06. 2022,,,,,,,,,,
406062,"CZK 14,000",50.110359480005,14.558964438623,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,000","CZK 20,000",,Personal,Brick building,Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,,267,"1,051",177,185,"1,005",546,"1,345",226,,,01. 05. 2022,,,,,Yes,,,,,
710940,"CZK 34,000",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 5,750","CZK 20,000",,Personal,Prefab concrete building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,G,327,632,307,307,206,444,677,553,540,,01. 04. 2022,,,,,,,,,,
483155,"CZK 13,790",50.0847933,14.4857342,"Zvěřinova, Prague - Strašnice",Studio,,41 m²,"CZK 3,350","CZK 17,140",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,B,292,"1,255",532,"1,162",569,784,"1,044",129,555,225,01. 04. 2022,,,,,Yes,,,,,
715078,"CZK 27,720",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,51 m²,"CZK 9,240",,,,,Furnished,5,Yes,No,No,No,No,Yes,Yes,,81,251,125,181,24,205,369,"1,216",241,212,02. 06. 2022,,,,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,C,188,582,118,232,196,272,254,118,913,245,11. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,Yes,,,,,
715074,"CZK 30,000",50.0773803,14.3766201,"Pod Stadiony, Prague - Smíchov",2 bedroom with open-plan kitchen,Excellent,79 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,Yes,G,291,"1,211",834,"1,404",825,"1,161","1,250","1,056",627,547,01. 05. 2022,,,,,,,,,,
596903,"CZK 14,000",50.029986,14.369024,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 17,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,C,111,862,87,859,36,851,205,258,498,193,01. 10. 2021,,Standard materials and solutions,District heating,Middle floor,,Overall,,,,
24757,"CZK 7,500",50.0939141,14.5324196,Prague - Hloubětín,Studio,,28 m²,"CZK 3,000","CZK 10,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,B,293,747,"1,083","1,062","1,356","1,185","1,300",688,557,,Ihned,,,Central heating,,,,,,,
382369,"CZK 14,000",50.0598169,14.4468477,"Horní, Prague - Nusle",2 bedroom,,61 m²,"CZK 4,000","CZK 25,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,D,227,930,7,405,239,658,488,653,791,224,01. 06. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,Interior,,,,
657522,"CZK 15,500",50.06862,14.40104,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,000","CZK 18,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,D,27,143,131,268,19,44,346,591,852,149,01. 05. 2022,,,,,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 48,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,C,141,"1,030","1,164",484,672,"1,054",233,748,,,01. 01. 2022,,,,,,,,,,
714416,"CZK 23,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",1 bedroom,Excellent,27 m²,"CZK 4,500","CZK 23,000",,Personal,Brick building,Furnished,3,No,Yes,No,No,No,No,No,G,170,423,142,168,13,109,427,891,261,225,18. 04. 2022,,,,,,,,,,
547996,"CZK 11,500",50.0663622,14.439065,"Bělehradská, Prague - Nusle",1 bedroom,Excellent,38 m²,CZK 800,"CZK 15,000",,Personal,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,G,133,222,237,243,67,320,502,563,581,428,15. 04. 2022,,Standard materials and solutions,Electric boiler,Middle floor,,Overall,,,,
715056,"CZK 20,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,500","CZK 20,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,B,79,953,290,"1,197",615,"1,258","1,259",537,,,01. 05. 2022,,Premium materials and solutions,Central heating,Middle floor,Yes,,,,,
715057,"CZK 13,000",50.08178,14.44705,"Kubelíkova, Prague - Žižkov",1 bedroom,Excellent,30 m²,"CZK 1,970","CZK 15,000",,Personal,Brick building,Partially furnished,,No,Yes,No,No,No,No,No,G,546,395,30,489,17,63,293,301,622,393,01. 07. 2022,,,,,,,,,,
710458,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,Excellent,30 m²,,CZK 500,,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,359,851,433,768,887,703,310,,,,18. 04. 2022,,Standard materials and solutions,,,,,10 m²,,,
526339,"CZK 9,100",50.063656,14.4444206,"Mečislavova, Prague - Nusle",1 bedroom,,39 m²,CZK 800,"CZK 15,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,,286,508,121,251,211,258,490,787,669,627,30. 04. 2022,1 to 10 years years,,Other,Middle floor,,Interior,,,,
607564,"CZK 14,500",50.085347,14.365319,"Patočkova, Prague - Břevnov",Studio,New build,39 m²,"CZK 2,200","CZK 20,000",,Personal,Brick building,Furnished,5,Yes,Yes,No,No,No,Yes,No,B,41,185,247,295,232,183,138,489,264,348,01. 07. 2022,1 to 10 years years,,,,,,,,,
451823,"CZK 13,800",50.0740589,14.4437095,"Šumavská, Prague - Vinohrady",1 bedroom,Excellent,58 m²,"CZK 1,700","CZK 14,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,D,163,129,116,617,96,399,289,279,497,251,15. 05. 2022,,,Gas boiler,Middle floor,,Overall,,,,
715032,"CZK 14,000",50.14234,14.52168,"Hlučkova, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,B,580,935,"1,264",212,"1,059","1,335","1,182",922,180,,01. 05. 2022,,,,,,,,,,
140217,"CZK 10,000",50.095907,14.3655905,"Na Rozdílu, Prague - Vokovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 4,000","CZK 10,000",,Personal,Brick building,Unfurnished,-1,No,No,No,No,Yes,No,No,D,454,449,482,458,133,151,726,679,869,109,01. 05. 2022,over 50 years years,,Other,Ground floor,,Interior,,,,
715027,"CZK 18,500",50.02515,14.52557,"Jažlovická, Prague - Chodov",3 bedroom,Good,68 m²,"CZK 3,691","CZK 22,200",,Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,Yes,No,G,400,"1,144",422,839,229,704,320,642,935,91,25. 04. 2022,,Standard materials and solutions,District heating,Top floor,,,,,,
152553,"CZK 14,500",50.1275027,14.5031577,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,,55 m²,"CZK 5,400","CZK 29,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,,225,841,106,870,581,807,351,519,270,,18. 04. 2022,,,,,,,,,,
47085,"CZK 17,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,000","CZK 25,000",,Personal,Prefab concrete building,Furnished,6,No,Yes,No,No,No,Yes,No,D,334,911,391,933,378,811,317,275,364,,01. 07. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,,,,,,
715013,"CZK 15,000",50.1505663,14.446543,"U Jízdárny, Prague - Dolní Chabry",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,850","CZK 15,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,Yes,Yes,No,Yes,C,233,691,765,407,719,890,502,441,,,18. 04. 2022,,,,,,,,,,
658598,"CZK 18,000",50.03467,14.59202,"Dopravní, Prague - Uhříněves",2 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Unfurnished,4,No,No,No,Yes,No,No,No,G,133,823,291,771,516,726,508,290,"1,338",229,10. 05. 2022,,Standard materials and solutions,Central heating,Top floor,,Overall,,,,
23173,"CZK 12,000",50.0302348,14.5183773,Prague - Chodov,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,300","CZK 22,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,No,No,,380,424,276,853,253,330,515,326,871,216,,,,,Middle floor,,,,,,
714165,"CZK 14,000",50.10196,14.45036,"Tusarova, Prague - Holešovice",1 bedroom,Good,36 m²,"CZK 1,000","CZK 14,000",,Personal,Brick building,Partially furnished,7,No,Yes,No,Yes,No,Yes,No,,70,358,92,146,47,75,219,182,368,154,01. 06. 2022,,Standard materials and solutions,Central heating,Top floor,,,,,,
470822,"CZK 8,000",50.0120743,14.4201057,"Mazancova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 12,500",,Cooperative,Prefab concrete building,Furnished,5,No,No,No,No,Yes,Yes,No,C,250,"1,074",196,976,"1,020","1,001",325,170,"1,096",294,15. 04. 2022,30 to 50 years years,Premium materials and solutions,District heating,Middle floor,,Exterior,,,,
604342,"CZK 9,000",50.1431534,14.5786456,"Mladoboleslavská, Prague - Vinoř",Studio,Good,26 m²,"CZK 2,500","CZK 11,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,C,48,143,293,20,276,529,277,348,339,,01. 05. 2022,,,Central heating,,,,,,,
166213,"CZK 25,000",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 28,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,C,43,650,75,105,60,114,171,530,170,544,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,,,Overall,116 m²,,,
714384,"CZK 17,800",50.13026,14.42985,"Gdaňská, Prague - Bohnice",2 bedroom,Excellent,57 m²,"CZK 3,000","CZK 36,000",,Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,No,No,C,119,407,276,"1,226",403,552,518,285,559,117,16. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,Top floor,,Overall,,,,
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,88 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,A,240,604,53,296,31,392,129,248,272,533,01. 02. 2022,,,Electric boiler,Middle floor,,Overall,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,,42 m²,"CZK 6,000","CZK 40,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,,181,650,164,189,30,299,194,515,511,452,01. 02. 2022,,,,,,,,,,
27966,"CZK 12,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,,30 m²,"CZK 1,000","CZK 13,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,G,28,239,70,78,57,33,265,"1,013",833,438,01. 05. 2022,,,Other,Top floor,,,,,,
714184,"CZK 12,500",50.03736,14.41106,"Ke Krči, Prague - Braník",2 bedroom,Good,54 m²,"CZK 4,200","CZK 20,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,G,172,296,182,203,440,202,413,"1,308",321,,15. 04. 2022,,,,,,,,,,
503703,"CZK 14,000",50.0716385,14.4535707,"Estonská, Prague - Vršovice",1 bedroom,Excellent,34 m²,"CZK 2,006","CZK 18,000",,Personal,Brick building,Unfurnished,5,No,No,No,No,No,No,No,,196,708,196,352,163,483,119,252,413,204,,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,Interior,,,,
714142,"CZK 16,500",50.04296,14.54984,"Padovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,750","CZK 33,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,B,395,616,474,921,847,839,531,610,652,294,01. 07. 2022,,,,,,,,,,
540339,"CZK 13,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,,44 m²,"CZK 1,000","CZK 26,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,G,95,407,245,"1,357","1,182",257,370,276,,,15. 04. 2022,,,,,,,,,,
451726,"CZK 20,000",50.0834475,14.3447623,"Na Klášterním, Prague - Břevnov",3 bedroom,Excellent,71 m²,"CZK 5,000","CZK 25,000",,Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,,234,860,251,622,344,640,339,147,523,262,01. 06. 2022,,Premium materials and solutions,District heating,Raised ground floor,,Overall,,,,
536252,"CZK 13,000",50.0700662,14.4478064,"Rybalkova, Prague - Vršovice",Studio,,27 m²,"CZK 2,000","CZK 30,000",,Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,,192,717,187,403,95,406,309,503,368,249,19. 04. 2022,,Standard materials and solutions,,Middle floor,,Interior,,,,
491989,"CZK 19,500",50.0852863,14.4414487,"Seifertova, Prague - Žižkov",2 bedroom,Excellent,60 m²,"CZK 3,800","CZK 30,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,218,542,89,201,47,541,464,291,642,468,01. 05. 2022,,Standard materials and solutions,Other,Middle floor,,Overall,,,,
713758,"CZK 18,500",50.10398,14.48591,"Českomoravská, Prague - Libeň",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 2,600","CZK 25,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,D,159,337,213,255,60,386,332,819,438,326,01. 05. 2022,,,,Middle floor,,,,,,
600532,"CZK 65,000",50.075681,14.408523,"Janáčkovo Nábřeží, Prague - Smíchov",5 bedroom,Excellent,165 m²,"CZK 10,000","CZK 65,000",,Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,G,279,223,344,342,68,418,193,839,"1,059",309,11. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,,,,,,
603998,"CZK 18,000",50.02628,14.530734,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,500","CZK 30,000",,Personal,Brick building,,3,Yes,Yes,No,No,No,Yes,Yes,A,97,973,382,630,464,704,311,473,764,410,01. 05. 2022,,,,,,,,,,
714473,"CZK 12,500",50.1271,14.37922,"Sídlištní, Prague - Lysolaje",Studio,Excellent,37 m²,"CZK 2,500","CZK 25,000",,Personal,Low-energy building,Furnished,2,No,No,No,No,No,Yes,No,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,
476526,"CZK 11,000",50.0901272,14.4736059,"Biskupcova, Prague - Žižkov",Studio,,32 m²,"CZK 5,300","CZK 30,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,
714472,"CZK 15,000",50.01325,14.42609,"Daškova, Prague - Modřany",1 bedroom,Excellent,41 m²,"CZK 3,000","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,C,,,,,,,,,,,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Top floor,,Exterior,,,,
485180,"CZK 25,000",50.077309,14.4556257,"Kolínská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 4,500","CZK 25,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,No,No,,130,313,49,92,22,320,291,607,996,394,16. 05. 2022,,,,,,,,,,
714471,"CZK 38,900",50.09292,14.45004,"Křižíkova, Prague - Karlín",Studio,Excellent,49 m²,,"CZK 38,900",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,C,,,,,,,,,,,02. 05. 2022,,,,,,,,,,
714470,"CZK 28,900",50.07035,14.45073,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,900","CZK 28,900",,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,E,,,,,,,,,,,22. 04. 2022,,,Gas boiler,,,,,,,
714044,"CZK 15,000",50.06881,14.43794,"Perucká, Prague - Vinohrady",Studio,New build,24 m²,"CZK 3,598","CZK 50,000",,Personal,Prefab concrete building,Furnished,1,No,No,Yes,No,No,No,No,C,533,652,431,809,459,782,519,441,675,740,29. 04. 2022,,,,,,,,,,
628651,"CZK 15,000",50.050077,14.483572,"Střimelická, Prague - Záběhlice",3 bedroom,Excellent,68 m²,"CZK 4,500","CZK 19,500",,Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,Yes,No,G,79,605,143,546,225,"1,422",392,197,841,148,01. 05. 2022,,,District heating,Middle floor,,,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,Good,28 m²,"CZK 3,500","CZK 10,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,G,109,534,142,184,203,265,461,310,325,297,18. 04. 2022,,,District heating,Middle floor,,,,,,
714037,"CZK 19,850",50.04714,14.42878,Prague - Podolí,1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,400","CZK 30,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,D,283,"1,079",242,722,92,776,298,402,822,277,18. 04. 2022,,,,,,,,,,
711703,"CZK 14,900",50.10694,14.44521,"U Staré plynárny, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 650,"CZK 30,000",,Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,C,279,729,370,742,354,265,460,"1,085",380,388,18. 04. 2022,,,,,,,,,,
714459,"CZK 13,000",50.07165,14.45777,"Bulharská, Prague - Vršovice",Studio,Excellent,30 m²,"CZK 2,228","CZK 25,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,
661478,"CZK 21,000",50.1393591,14.4272136,Prague - Čimice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 42,000",,Personal,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,C,350,407,294,327,389,775,525,"1,468",325,,06. 06. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,
714457,"CZK 25,000",50.08828,14.45798,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,61 m²,"CZK 3,900","CZK 50,000",,Personal,Other,Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,G,,,,,,,,,,,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,54 m²,,,
349514,"CZK 14,900",50.1367432,14.508601,"Šumperská, Prague - Letňany",2 bedroom,Excellent,57 m²,"CZK 4,800",,,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,C,140,603,311,524,302,126,315,709,403,308,23. 04. 2022,,,District heating,Middle floor,,,,,,
714444,"CZK 10,900",50.07212,14.45724,"Mexická, Prague - Vršovice",Small studio,Good,27 m²,CZK 650,"CZK 10,900",,Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,G,155,665,114,441,0,439,253,383,677,378,23. 04. 2022,,,,,,,,,,
704127,"CZK 12,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,Excellent,25 m²,"CZK 3,000","CZK 22,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,257,556,290,355,329,553,325,907,208,171,01. 02. 2022,,,,,,,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,Good,52 m²,"CZK 3,000","CZK 36,000",,Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,No,No,,272,447,226,378,222,312,296,343,756,328,15. 04. 2022,,Standard materials and solutions,District heating,Middle floor,,Overall,,,,
713960,"CZK 21,000",50.0519,14.43436,"Pujmanové, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,G,337,842,397,240,391,122,102,158,420,208,01. 05. 2022,,,,,,,,,,
713957,"CZK 13,500",50.05568,14.44744,"Na Výsledku I, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,450","CZK 20,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,G,487,830,219,518,526,"1,087",389,229,878,357,18. 04. 2022,,,,,,,,,,
714425,"CZK 16,000",50.1026811,14.5711198,"Vašátkova, Prague - Černý Most",2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,000","CZK 19,000",,Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,Yes,Yes,Yes,No,G,287,"1,351",409,987,485,597,404,604,426,,01. 05. 2022,,,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 950,"CZK 29,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,F,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,01. 07. 2022,,,Other,Ground floor,,Overall,,,,
713926,"CZK 18,000",50.06363,14.5918,"Starodubečská, Prague - Dubeč",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,100","CZK 30,000",,Personal,Brick building,Unfurnished,2,No,Yes,No,No,Yes,No,No,G,48,487,319,195,77,263,577,,,,12. 04. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,Overall,,,,
714408,"CZK 22,000",50.0669223,14.3623366,Prague - Košíře,3 bedroom,Excellent,79 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Partially furnished,,Yes,No,No,No,No,No,No,,118,"1,208",661,874,54,767,589,685,78,484,01. 06. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,Interior,,,,
706672,"CZK 14,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,149","CZK 18,139","CZK 18,139

                                
                                
                
i",Personal,Brick building,,6,Yes,No,Yes,No,No,No,No,C,231,905,57,356,196,707,438,604,840,175,,,,,,,,,,,
714397,"CZK 20,500",50.05644,14.34655,"Pod Stolovou horou, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 4,000","CZK 25,000",,Personal,Low-energy building,Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,B,211,"1,071",496,791,577,461,608,668,145,,01. 05. 2022,,,,,,,,,,
706082,"CZK 18,900",50.08041,14.45483,"Žižkovo náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 38,000",,Personal,Brick building,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,A,367,340,71,443,29,561,401,395,712,217,01. 04. 2022,1 to 10 years years,,Central heating,,,Overall,,,,
