Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Enclosed balcony,Heating,Ownership,Parking,Age,Balcony,Designe,Reconstruction,Terrace,Garage,New-build,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 20,000","CZK 3,700",590552,2+kk,10/1/2020,94 m²,Unfurnished,1,,335.45,2188.05,2068.41,3106.71,392.75,1861.67,1870.35,2187.42,2234.91,316.01,"K Pitkovicům, Prague - Benice",50.012494,14.601121,"CZK 25,000",A,New-build,Brick,,,Other,Personal,,Up to 10 years,,Luxurious,Complete,,,1.0,,,,
"CZK 9,500","CZK 4,500",529640,Studio,6/25/2022,25 m²,Fully furnished,2,,293.21,773.4,614.72,558.35,411.78,668.94,248.49,1614.19,521.51,49.92,"Na Radosti, Prague - Zličín",50.0577592,14.2889989,"CZK 19,000",,Very good,Brick,,,Central,Personal,,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 15,000","CZK 4,500",459179,2+kk,7/18/2022,41 m²,Partly,8,1.0,202.98,778.32,400.67,513.14,375.45,386.78,173.19,350.23,839.96,141.01,"Litoměřická, Prague - Prosek",50.1188062,14.4937472,"CZK 20,000",C,Very good,Other,,,Distance,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 13,500","CZK 4,500",723019,Small studio,9/1/2022,25 m²,Fully furnished,,1.0,196.41,679.0,168.5,100.72,76.61,170.21,167.95,242.3,235.36,148.39,Prague - Nové Město,50.0763,14.42761,"CZK 36,000",G,Very good,Brick,1.0,,,,1.0,,,,,1.0,,,,,,
"CZK 26,000","CZK 6,000",531739,3+kk,8/1/2022,77 m²,,6,1.0,91.66,985.05,39,194.45,100.81,319.5,207.08,678.43,483.41,788.15,"Heřmanova, Prague - Holešovice",50.1004365,14.435502,"CZK 26,000",,,Brick,1.0,,,Personal,,,,,,,,,,,,
"CZK 13,000","CZK 1,500",488172,Studio,9/16/2018,29 m²,Partly,3,1.0,192.85,589.45,246.86,569.97,219.24,605.23,523.75,149.1,739.14,295.19,"Werichova, Prague - Hlubočepy",50.0316798,14.3709481,"CZK 14,500",,Very good,Prefab concrete,,,Central,Personal,,,,,Complete,,,,,,,
"CZK 13,000","CZK 3,000",661912,Studio,7/1/2022,45 m²,Fully furnished,5,1.0,157.18,710.91,192.49,523.28,139.22,477.02,531.59,976.07,363.23,311.8,"U Uranie, Prague - Holešovice",50.10592,14.45496,"CZK 13,000",G,Very good,Brick,,,Gas boiler,Personal,1.0,Up to 10 years,,,,,,,,,,
"CZK 4,300","CZK 1,500",353788,3+1,6/27/2022,9 m²,Fully furnished,1,,55.3,1356.22,138.56,854.13,23.68,588.74,701.49,699.55,925.31,586.32,"Klapkova, Prague - Kobylisy",50.1295899,14.455381,"CZK 5,800",G,,Brick,,,,Personal,,,,,,,,,,,500 m²,
"CZK 7,000","CZK 2,500",354692,Other,6/27/2022,20 m²,Fully furnished,1,,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,"CZK 9,000",G,,Brick,,,,Personal,,,,,,,,,,,,
"CZK 17,500","CZK 4,500",720712,3+kk,6/1/2022,57 m²,Partly,3,,217.36,722.43,413.73,1349.43,352.0,524.81,396.78,976.92,519.49,49.09,Prague - Lhotka,50.02405,14.44971,"CZK 22,000",G,Very good,Prefab concrete,1.0,1.0,Distance,Personal,1.0,,,,Complete,,,,,,,
"CZK 12,500","CZK 3,000",447035,Small studio,7/11/2022,31 m²,Partly,4,,269.87,1520.42,280.43,861.87,297.03,681.89,504.56,339.0,775.92,235.35,"Ve Struhách, Prague - Bubeneč",50.1093304,14.3994934,"CZK 15,500",,Very good,Brick,,,Electric boiler,Cooperative,,30 - 50 years,,Standard,Complete,1.0,,,,,,
"CZK 16,600","CZK 5,900",586877,3+1,7/1/2022,66 m²,Partly,3,1.0,414.91,1288.61,395.61,1537.27,715.07,717.06,779.41,1389.08,546.92,659.4,"Na Vinobraní, Prague - Záběhlice",50.057107,14.486841,"CZK 30,000",B,Very good,Prefab concrete,1.0,1.0,Central,Personal,,,,,Bathroom unit,,,,,,,
"CZK 25,000","CZK 5,000",718671,2+kk,6/1/2022,55 m²,Partly,6,1.0,69.81,683.51,191.83,495.88,59.62,443.09,652.48,940.02,319.58,294.49,"Jankovcova, Prague - Holešovice",50.1054125,14.4558379,"CZK 50,000",B,New-build,Brick,,,Central,Personal,,,1.0,Standard,,,1.0,1.0,,,,
"CZK 17,500","CZK 4,750",722865,2 bedroom,7/1/2022,53 m²,Partly,2,,127.87,120.65,228.58,251.83,244.42,210.31,257.42,608.9,211.81,475.79,Prague - Břevnov,50.08472,14.36321,"CZK 20,000",G,Good,Brick,1.0,,Central,,,,,Standard,,,,,,,,
"CZK 15,000","CZK 1,000",723569,2+kk,8/15/2022,46 m²,Partly,5,1.0,301.04,577.84,314.87,328.54,262.78,263.1,893.12,734.26,88.14,166.47,"Na Harfě, Prague - Vysočany",50.1031249,14.50224785,"CZK 30,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,962",719684,4+kk,8/16/2022,78 m²,Partly,2,1.0,160.89,258.92,368.25,304.7,258.92,1609.52,460.54,731.21,1317.5,475.65,"Bělčická, Prague - Záběhlice",50.04671,14.48928,"CZK 35,000",D,Very good,Brick,1.0,1.0,Other,Personal,,10 to 30 years,,,Complete,,,,,,,
"CZK 32,000","CZK 4,604",670095,3+1,8/1/2022,88 m²,Unfurnished,3,1.0,326.83,559.26,229.76,287.65,32.07,621.57,339.36,1277.0,241.42,262.56,"Nad Královskou oborou, Prague - Bubeneč",50.1030121,14.4187433,"CZK 64,000",A,Very good,Brick,1.0,,,Personal,,,,,,,,,,,,
"CZK 7,000","CZK 2,000",596545,Small studio,7/1/2022,25 m²,Fully furnished,1,,314.02,1464.02,1896.98,1990.75,440.5,1913.46,877.04,2495.74,2567.59,472.78,"Savojská, Prague - Koloděje",50.063937,14.646024,"CZK 9,000",C,Good,Brick,1.0,,Gas boiler,Personal,1.0,,,Standard,,,,,,,,
"CZK 14,000","CZK 4,000",567349,2+kk,8/1/2022,43 m²,Partly,12,1.0,78.84,1013.3,248.61,259.08,505.61,251.41,586.22,52.14,507.67,32.75,"Kettnerova, Prague - Stodůlky",50.0467139,14.3215573,"CZK 40,000",B,Very good,Prefab concrete,1.0,,Central,Personal,,,,,Complete,,,,,,,
"CZK 16,990","CZK 3,135",723551,3+kk,7/15/2022,67 m²,Fully furnished,5,1.0,264.17,762.92,576.35,1141.36,376.36,686.16,97.2,193.97,330.84,59.75,"Kukelská, Prague - Hloubětín",50.10467333333,14.55090638888,"CZK 20,125",D,Good,Prefab concrete,,,,Personal,,,1.0,,,,,,"CZK 20,125",,,
"CZK 18,000","CZK 5,000",723539,2+kk,9/1/2022,72 m²,Fully furnished,2,,361.76,818.92,370.6,816.22,547.65,652.53,802.21,357.69,683.47,463.74,Prague - Hlubočepy,50.02861,14.37722,"CZK 23,000",C,Very good,Brick,,,,,1.0,,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000",722786,3+1,7/1/2022,72 m²,Partly,9,1.0,502.28,1145.66,191.28,1675.73,196.3,703.67,615.35,240.74,554.68,47.61,Prague - Háje,50.03866,14.51428,"CZK 50,000",G,Very good,Prefab concrete,1.0,1.0,,,,,,,,,,,,,,
"CZK 33,000","CZK 5,500",719488,4+1,6/1/2022,95 m²,Partly,2,,133.04,483.89,56.62,114.47,43.03,194.66,258.1,595.3,582.32,538.59,"Vodičkova, Prague - Nové Město",50.078353473259,14.421772050418,"CZK 66,000",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 12,900","CZK 3,850",100882,Studio,7/11/2022,27 m²,Partly,2,,286.14,502.11,145.56,316.52,86.9,298.73,164.33,370.74,733.35,330.31,"Klimentská, Prague - Nové Město",50.0924491,14.4347928,"CZK 25,000",,,Brick,,,,Personal,,,,,,,,,,,,
"CZK 15,500",CZK 800,512858,2 bedroom,7/10/2022,56 m²,Partly,1,1.0,295.71,485.94,173.5,324.82,82.85,336.11,275.34,322.04,342.03,295.64,"Letohradská, Prague - Holešovice",50.0982368,14.4271526,"CZK 22,000",G,,Brick,,,,Personal,,,,,,,,,,,,
"CZK 28,500","CZK 4,000",663082,3+kk,7/1/2022,85 m²,Fully furnished,6,1.0,401.81,486.8,416.01,949.76,311.07,434.51,822.24,254.35,465.37,503.8,"Na Plzeňce, Prague - Smíchov",50.06501,14.40972,"CZK 30,000",B,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 11,669","CZK 2,020",722329,Studio,7/11/2022,25 m²,Partly,2,,177.29,852.7,157.08,599.15,102.52,459.52,448.67,334.63,338.73,234.19,Prague - Žižkov,50.09293,14.48177,"CZK 20,000",G,Good,Other,,,Electric boiler,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",723435,2+kk,6/23/2022,68 m²,Partly,1,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,"CZK 18,000",B,New-build,Low-energy,,,Electric boiler,Personal,1.0,Up to 10 years,,Luxurious,,,,1.0,,,,
"CZK 18,990","CZK 3,084",723434,3+kk,7/15/2022,63 m²,Unfurnished,3,1.0,201.25,894.88,296.37,993.65,208.05,871.69,345.75,179.86,1228.62,114.29,"Šimůnkova, Prague - Kobylisy",50.13441861111,14.47227972222,"CZK 22,073",G,Good,Prefab concrete,,,,Personal,,,,,,,,,"CZK 22,073",,,
"CZK 14,000","CZK 2,000",723422,Studio,10/1/2022,27 m²,Unfurnished,1,,287.1,1725.48,900.29,1496.48,267.21,1144.13,591.93,1205.27,1540.44,400.91,Prague - Modřany,50.01155,14.40082,"CZK 40,000",G,New-build,Prefab concrete,,,,,,,1.0,,,,,,,,,
"CZK 17,500","CZK 4,000",723355,2+kk,7/1/2022,55 m²,Unfurnished,3,1.0,448.02,1266.67,739.26,3876.55,428.89,715.97,1073.48,3299.2,1230.88,419.97,Prague - Dolní Měcholupy,50.06719,14.5541,"CZK 35,000",C,Very good,Other,1.0,,Central,Personal,1.0,,1.0,,,,1.0,,,,,
"CZK 27,500","CZK 7,500",722751,3+kk,1/1/2023,75 m²,Fully furnished,5,1.0,307.01,958.22,236.72,584.41,384.0,597.44,367.73,723.27,941.0,451.05,Prague - Vysočany,50.10394,14.50117,"CZK 50,000",G,Very good,Brick,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,
"CZK 22,000","CZK 5,000",723383,3+1,8/1/2022,80 m²,Partly,5,1.0,93.57,149.51,75.29,588.81,70.88,200.05,191.27,191.27,253.04,143.65,Prague - Vršovice,50.0702,14.4774,"CZK 44,000",D,Very good,Brick,1.0,,Central,,1.0,,,,,,,,,,,
"CZK 12,000","CZK 4,000",723381,1 bedroom,6/23/2022,46 m²,Partly,3,,799.73,1253.97,951.75,1258.99,891.21,1191.31,1040.85,1013.14,1161.77,727.28,"Jihlavská, Prague - Michle",50.0447595,14.451753,"CZK 15,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",497695,Small studio,8/1/2022,20 m²,Partly,4,1.0,169.5,782.89,497.35,473.47,144.51,231.57,276.21,607.04,693.03,151.71,Prague - Michle,50.0434577,14.455405,"CZK 11,000",B,,Brick,1.0,,Central,Personal,,,,Standard,,,,,,,,
"CZK 13,000","CZK 4,500",723304,Studio,7/4/2022,45 m²,Fully furnished,5,,185.71,419.21,30.18,416.51,289.54,281.44,691.64,335.13,885.21,134.88,Prague - Hlubočepy,50.0316,14.37526,"CZK 30,000",G,Good,Brick,,,,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 16,000","CZK 5,000",723341,3+1,6/27/2022,73 m²,Unfurnished,1,,162.88,419.7,160.69,95.05,155.11,207.42,102.01,666.55,354.92,81.81,Prague - Strašnice,50.07475,14.4886,"CZK 24,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,400",719771,2+kk,7/15/2022,34 m²,Fully furnished,1,,308.29,1328.5,473.88,919.99,540.98,808.71,615.2,658.1,1775.13,336.45,"Šedova, Prague - Černý Most",50.1024,14.57373,"CZK 16,900",G,New-build,Other,,,Distance,Personal,,,,,,,,1.0,,,,
"CZK 17,000","CZK 6,500",723297,3+kk,7/1/2022,65 m²,Unfurnished,5,1.0,105.57,1146.59,263.16,1596.96,357.21,298.41,209.63,613.26,1641.8,262.0,Prague - Chodov,50.02396,14.51371,"CZK 34,000",G,Very good,Prefab concrete,1.0,,,,,,1.0,,,,,,,,,
"CZK 13,000","CZK 4,000",566827,2+kk,7/1/2022,55 m²,Fully furnished,1,,304.84,1462.3,1926.3,1990.69,402.91,2080.13,860.62,1743.03,2661.13,1987.19,Prague - Koloděje,50.0639387,14.6460319,"CZK 17,000",C,Very good,Brick,,,Gas boiler,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 7,000","CZK 2,000",723282,3+1,6/22/2022,75 m²,Fully furnished,2,,250.12,935.7,46.38,1256.14,754.19,616.1,246.84,248.81,1292.31,343.74,Prague - Černý Most,50.10301,14.56813,"CZK 9,000",B,Good,Prefab concrete,,,,,,,1.0,,,,,,,,,
"CZK 11,500","CZK 2,000",723274,Studio,6/22/2022,27 m²,Partly,6,1.0,91.54,309.61,177.01,375.0,243.68,309.63,112.37,362.43,156.97,106.68,Prague - Vinohrady,50.07754,14.466,"CZK 13,500",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 4,300",723270,Studio,6/22/2022,40 m²,Fully furnished,2,1.0,667.09,864.94,824.28,1204.56,707.71,776.14,727.6,500.23,565.1,32.7,Prague - Bohnice,50.13021,14.44148,"CZK 22,000",C,Very good,Prefab concrete,,1.0,Central,Personal,,30 - 50 years,,Standard,Bathroom unit,,,,,,,
"CZK 8,500","CZK 1,500",411850,Small studio,6/25/2022,35 m²,Fully furnished,1,,152.19,749.96,437.46,443.94,292.14,228.66,353.32,265.53,387.98,327.26,"Kryštofova, Prague - Háje",50.0349825,14.5274258,"CZK 10,000",,Very good,Brick,,,Central,Personal,1.0,Up to 10 years,,Standard,,1.0,,,,,,
"CZK 15,000","CZK 2,500",723260,2+kk,6/23/2022,54 m²,Partly,1,,22.47,726.55,218.31,510.55,462.57,180.23,474.11,358.55,530.47,324.66,Prague - Strašnice,50.08024,14.48898,"CZK 30,000",B,Very good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 3,000",723259,2 bedroom,6/22/2022,69 m²,Partly,1,1.0,216.68,412.15,123.75,188.73,142.03,186.65,234.29,113.99,367.44,125.06,Prague - Vršovice,50.06974,14.45502,"CZK 34,000",G,Very good,Brick,,,,,,,,,Interior,,,,,,,
"CZK 17,000",CZK 0,264497,2+kk,7/10/2022,40 m²,Fully furnished,7,,84.39,1272.0,252.94,1635.35,89.66,735.82,819.8,1151.62,536.65,357.7,"Štúrova, Prague - Krč",50.0293334,14.4502159,"CZK 17,000",,,Prefab concrete,,,,Personal,,,,,,,,,,,,
"CZK 25,000","CZK 3,500",657874,2+kk,8/1/2022,56 m²,Fully furnished,5,1.0,222.12,527.03,202.57,185.45,134.21,339.66,793.11,952.41,495.55,310.52,"U Mlýnského kanálu, Prague - Karlín",50.09558465,14.451427131585,"CZK 42,000",B,New-build,Prefab concrete,1.0,1.0,,Personal,1.0,Up to 10 years,1.0,Luxurious,,1.0,1.0,1.0,,,,
"CZK 23,500","CZK 4,500",723254,2 bedroom,6/22/2022,80 m²,Partly,1,,379.01,2220.23,439.08,1703.58,367.87,1663.38,2056.56,2989.86,401.69,189.22,Prague - Hostavice,50.08462,14.55603,"CZK 56,000",G,Very good,Brick,,,,,1.0,,1.0,,,1.0,,,,,,
"CZK 15,300","CZK 3,400",312370,2+kk,8/1/2022,48 m²,Partly,12,1.0,188.97,238.63,233.21,173.46,173.49,260.21,605.12,794.94,1356.8,300.58,"Hnězdenská, Prague - Troja",50.1269493,14.4184301,"CZK 45,900",C,Very good,Brick,1.0,1.0,Central,Personal,,10 to 30 years,,Standard,,,1.0,,,,,
"CZK 11,000","CZK 6,000",562554,2+kk,7/1/2022,37 m²,Partly,2,,107.5,1431.59,451.43,1373.19,489.44,915.36,1034.13,1018.0,501.73,449.7,"Záběhlická, Prague - Záběhlice",50.0558251,14.4824588,"CZK 17,000",,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 9,490","CZK 2,874",715514,Studio,7/15/2022,29 m²,Fully furnished,5,1.0,64.71,536.02,126.98,371.67,178.33,574.04,235.2,313.92,719.78,100.48,"28. pluku, Prague - Vršovice",50.07209666666,14.46993805555,"CZK 12,364",D,Good,Brick,1.0,,,Personal,,,,,,,,,"CZK 12,364",,,
"CZK 8,000",CZK 1,707888,3+1,2/22/2022,76 m²,Partly,,,320.48,356.24,809.46,838.12,373.66,335.37,622.04,837.26,884.04,166.21,"Ostravská, Prague - Letňany",50.13954,14.51638,"CZK 8,000",G,Very good,Prefab concrete,,,Distance,Personal,,10 to 30 years,1.0,Standard,,,,,,,,
"CZK 16,900","CZK 3,100",711070,2+kk,7/4/2022,59 m²,Partly,2,1.0,173.19,279.53,179.92,80.58,166.73,276.63,66.64,681.15,457.79,107.55,Prague - Podolí,50.0573177,14.4207856,"CZK 25,000",C,Very good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 8,500","CZK 1,000",681764,2+kk,9/15/2022,38 m²,Partly,3,,228.12,439.07,185.87,336.08,214.95,168.67,279.61,329.37,210.02,403.8,"Sámova, Prague - Vršovice",50.06698,14.45126,"CZK 9,500",C,Good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 15,400",CZK 800,518150,3+kk,7/1/2022,62 m²,Unfurnished,1,,139.12,159.39,174.39,608.18,271.85,210.26,849.46,528.11,1036.51,594.63,"Zenklova, Prague - Libeň",50.1193528,14.4614637,"CZK 30,800",,,Brick,,,,Personal,,,,,,,,,,,,
"CZK 13,900","CZK 2,700",639682,Small studio,6/30/2022,27 m²,Fully furnished,2,1.0,249.79,1710.44,113.54,1401.24,395.2,1033.68,1070.59,905.99,153.33,208.83,"U Pekařky, Prague - Libeň",50.114484,14.479922,"CZK 20,000",B,Very good,Brick,,,Gas boiler,Personal,1.0,Up to 10 years,1.0,,Complete,1.0,1.0,,,,,
"CZK 16,000","CZK 5,000",718623,2+kk,5/16/2022,55 m²,Partly,3,1.0,135.88,891.27,77.61,297.82,148.63,792.53,207.17,379.55,680.37,245.38,"Jivenská, Prague - Michle",50.05986,14.45105,"CZK 30,000",G,Very good,Brick,1.0,,Central,Personal,1.0,30 - 50 years,,Standard,,,,,,,,
"CZK 12,000","CZK 5,500",723148,Studio,7/4/2022,32 m²,Fully furnished,1,,213.45,1331.47,224.54,775.33,147.32,174.01,251.18,432.23,804.34,252.88,Prague - Dejvice,50.10596,14.38753,"CZK 12,000",G,Good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 8,000","CZK 1,090",723158,Studio,6/28/2022,28 m²,Unfurnished,1,,208.78,524.29,249.55,213.33,107.26,252.03,127.62,357.73,217.18,560.24,Prague - Vinohrady,50.07805,14.44072,"CZK 16,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",433678,2+kk,8/1/2022,55 m²,Fully furnished,3,1.0,182.02,841.06,184.83,707.65,201.23,705.57,506.16,404.59,622.28,143.63,"Bulharská, Prague - Vršovice",50.0718972,14.4633074,"CZK 32,000",,Very good,Brick,1.0,1.0,,Cooperative,,,,Standard,Interior,,,,,,,
"CZK 21,500","CZK 5,500",536912,2+kk,12/31/2021,70 m²,Fully furnished,2,1.0,155.94,1302.44,579.47,1187.86,705.22,968.67,1133.16,782.5,690.37,360.76,Prague - Strašnice,50.0848545,14.483906,"CZK 25,000",,,Brick,1.0,,,Personal,1.0,Up to 10 years,1.0,Luxurious,,,1.0,1.0,,,,
"CZK 22,000","CZK 3,000",563484,2+kk,7/1/2022,55 m²,Fully furnished,8,1.0,434.12,1300.89,592.53,1087.78,581.05,1255.04,904.9,432.4,1314.23,684.58,"Černochova, Prague - Košíře",50.0627301,14.3794721,"CZK 25,000",C,Very good,Other,,,Central,Personal,,10 to 30 years,,Standard,,1.0,,1.0,,,,
"CZK 18,203","CZK 2,297",618472,2+kk,9/1/2022,52 m²,Partly,2,1.0,264.99,377.5,251.5,842.07,312.38,129.88,459.27,482.27,500.31,291.41,"V Olšinách, Prague - Strašnice",50.070808,14.481175,"CZK 41,000",E,Very good,Brick,,,Distance,Personal,,,1.0,Standard,Complete,,,,,,,
"CZK 20,000","CZK 4,000",719872,2+kk,6/1/2022,56 m²,Fully furnished,5,1.0,638.17,1332.4,475.67,3919.9,394.79,654.64,1156.43,3342.61,1296.61,454.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,CZK 1,G,New-build,Other,,,Central,Personal,1.0,Up to 10 years,,,,1.0,1.0,1.0,,,,
"CZK 17,500","CZK 2,048",723123,Studio,6/30/2022,38 m²,Partly,6,1.0,109.14,420.72,13.48,160.48,20.58,227.8,517.98,1363.86,383.69,467.34,Prague - Karlín,50.09425,14.45343,"CZK 35,000",B,New-build,Low-energy,,,,,,,,,,,,1.0,,,,
"CZK 13,150",CZK 350,603537,Studio,9/1/2022,26 m²,,3,,165.93,191.97,67.38,138.04,28.04,93.77,436.85,355.78,481.44,98.47,"Slezská, Prague - Vinohrady",50.076885,14.460924,"CZK 27,000",E,Good,Brick,,,,Personal,,,,Standard,Bathroom unit,,,,,,,
"CZK 10,500","CZK 4,000",723115,Small studio,6/21/2022,30 m²,Unfurnished,5,1.0,117.82,609.52,42.93,386.1,120.37,384.02,198.04,323.73,683.94,316.57,Prague - Vršovice,50.0717,14.45883,"CZK 10,500",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,000",723045,2+kk,8/1/2022,46 m²,Unfurnished,2,1.0,286.64,926.64,159.76,1347.96,846.01,735.4,366.15,260.43,1233.08,316.32,Prague - Černý Most,50.10232,14.56732,"CZK 13,500",C,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 13,500","CZK 5,500",587681,2 bedroom,7/1/2022,51 m²,Fully furnished,5,1.0,272.98,539.89,175.03,46.29,146.63,200.85,498.48,676.09,330.33,582.18,"Krakovská, Prague - Nové Město",50.079564,14.428764,"CZK 19,000",E,Good,Brick,,,Gas boiler,Personal,,30 - 50 years,,Luxurious,,,,,,,,
"CZK 28,000","CZK 2,250",632286,2 bedroom,11/13/2020,99 m²,Partly,2,,472.8,591.9,370.65,837.9,398.29,798.06,458.89,380.18,619.64,679.52,"Perucká, Prague - Vinohrady",50.068862,14.438625,"CZK 35,000",G,Good,Brick,,,,Personal,1.0,,,,,,,,,,,
"CZK 11,000","CZK 2,000",723093,Small studio,6/26/2022,28 m²,Unfurnished,5,,106.65,254.61,102.37,270.27,152.72,411.57,406.54,452.11,114.22,303.64,Prague - Libeň,50.10408,14.47984,"CZK 15,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,800",718908,2 bedroom,8/1/2022,72 m²,Partly,4,,329.21,1376.46,416.11,989.03,529.71,568.17,452.54,585.97,485.17,516.5,"Komornická, Prague - Dejvice",50.1012,14.37707,"CZK 20,000",G,Good,Brick,1.0,1.0,Central,Cooperative,,Up to 10 years,,Standard,Interior,,,,,,,
"CZK 23,000","CZK 3,300",723071,3+kk,7/28/2022,64 m²,Fully furnished,4,,250.81,1213.14,171.15,1000.54,277.95,867.25,407.51,602.15,918.47,78.51,Prague - Karlín,50.09617,14.46611,"CZK 54,000",C,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,500",505285,Studio,7/1/2022,40 m²,Unfurnished,4,1.0,285.44,226.5,74.03,1568.72,223.18,1027.75,996.13,622.81,783.53,142.05,"Svitákova, Prague - Stodůlky",50.0473402,14.3031131,"CZK 20,000",A,,Brick,,,Distance,Personal,1.0,Up to 10 years,1.0,,,,,,,,,
"CZK 20,000","CZK 4,000",722256,3+kk,7/1/2022,74 m²,Partly,3,1.0,252.47,1591.39,360.9,1849.98,427.42,416.49,1230.51,428.67,1113.68,209.13,Prague - Hostivař,50.04334,14.51371,"CZK 40,000",B,New-build,Brick,1.0,1.0,Central,,1.0,,,,,,1.0,1.0,,,,
"CZK 13,500",CZK 600,722462,Studio,6/15/2022,48 m²,Partly,2,1.0,112.97,1189.08,0.32,225.45,250.73,306.82,581.74,308.14,189.49,119.19,Prague - Nusle,50.05571,14.43291,"CZK 13,500",D,Good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 11,800",CZK 700,262439,1 bedroom,9/1/2022,42 m²,Partly,,,169.0,876.31,61.35,567.33,40.54,658.18,17.25,1013.69,924.6,315.0,"Grafická, Prague - Smíchov",50.0730669,14.394531,"CZK 11,800",F,,Brick,,,Electric boiler,Personal,,,,,,,,,,,,
"CZK 14,500","CZK 3,500",721965,Studio,8/1/2022,40 m²,Partly,10,1.0,290.01,935.67,535.99,747.66,615.74,450.6,572.23,606.77,1331.2,481.92,Prague - Horní Měcholupy,50.04111,14.56876,"CZK 18,000",C,Very good,Brick,1.0,1.0,Distance,,1.0,Up to 10 years,,Standard,Complete,1.0,1.0,,,,,
"CZK 19,500","CZK 4,500",521592,2+kk,7/15/2022,45 m²,Fully furnished,2,1.0,325.12,573.46,49.12,430.23,20.87,313.53,332.94,100.84,310.88,327.01,"U Kanálky, Prague - Vinohrady",50.0781932,14.4457107,"CZK 24,000",,,Brick,,,,Personal,,Up to 10 years,,Luxurious,,,,,,,,
"CZK 13,000","CZK 2,000",665351,Studio,8/1/2022,30 m²,Fully furnished,3,1.0,250.71,640.9,251.32,638.21,278.65,629.99,651.8,299.94,854.35,357.55,"Peškova, Prague - Hlubočepy",50.03124,14.37194,"CZK 15,000",B,Very good,Prefab concrete,,,,Cooperative,,,,,,,,,,,,
"CZK 7,900","CZK 2,000",99515,Other,6/20/2022,20 m²,Fully furnished,1,,243.43,478.83,258.28,2044.18,115.96,1622.68,348.41,1542.5,460.96,481.67,Prague - Hrdlořezy,50.092641,14.515206,"CZK 9,900",B,Very good,Brick,,,Electric boiler,Personal,1.0,10 to 30 years,,Standard,Complete,1.0,,,,,,
"CZK 24,900","CZK 4,000",721300,3+kk,7/1/2022,102 m²,Fully furnished,4,1.0,440.42,728.77,431.33,523.39,391.85,688.39,476.07,9.59,804.23,437.77,Prague - Vysočany,50.10727,14.50628,"CZK 45,000",G,Very good,Brick,,,Central,Personal,,Up to 10 years,,Luxurious,,1.0,1.0,,,,,
"CZK 19,500",CZK 450,572804,3+1,7/1/2022,83 m²,Partly,2,,178.77,464.17,13.3,403.47,33.42,378.31,165.77,1071.07,489.66,253.15,"Křižíkova, Prague - Karlín",50.0912619,14.4438703,"CZK 39,000",G,Good,Brick,1.0,,,Personal,,,,Standard,Interior,1.0,,,,,,
"CZK 23,000","CZK 4,000",698426,2+kk,1/10/2022,44 m²,Fully furnished,1,1.0,452.26,809.03,494.17,569.55,208.72,612.15,436.34,304.16,301.3,59.82,"Olgy Havlové, Prague - Žižkov",50.0891,14.48368,"CZK 35,000",B,New-build,Brick,1.0,,,Personal,,Up to 10 years,,,,1.0,,1.0,,,,
