Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Reconstruction,Heating,Parking,Balcony,Terrace,New-build,Enclosed balcony,Designe,Garage,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 23,000","CZK 2,700","CZK 40,000",355467,2+kk,8/20/2022,6,Brick,,68 m²,Fully furnished,Very good,Personal,E,,1.0,171.18,561.13,143.98,177.93,141.34,216.31,466.91,274.22,248.1,93.43,Prague - Bubeneč,50.1026198,14.3963595,10 to 30 years,Interior,,,,1.0,,,,,,,
"CZK 21,375","CZK 7,125",,724916,Studio,9/5/2022,1,,,35 m²,Fully furnished,,,,,1.0,228.77,340.86,232.94,732.64,115.16,426.24,319.01,539.74,497.03,358.92,"U Nikolajky, Prague - Smíchov",50.0668274,14.3966153,,,,,1.0,1.0,,,,1.0,,,
"CZK 31,500","CZK 10,500",,724514,2 bedroom,9/1/2022,5,,,76 m²,Fully furnished,,,,,1.0,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,,,
"CZK 20,000","CZK 7,000","CZK 35,000",724913,2+kk,7/7/2022,1,Brick,,60 m²,Partly,Very good,,D,1.0,,339.05,1032.55,780.29,1399.18,348.52,825.52,461.22,992.09,120.68,330.53,Prague - Malešice,50.08665,14.5163,,,,1.0,,1.0,,,,,,,
"CZK 22,000","CZK 1,400","CZK 30,000",634155,2 bedroom,12/1/2020,2,Other,,80 m²,Partly,Very good,Other,G,,,234.48,595.41,45.79,424.68,31.49,247.34,252.66,884.92,968.01,334.04,Prague - Malá Strana,50.088636,14.39887,,,,,,,,,,,,,
"CZK 15,800",CZK 740,"CZK 31,600",724909,2 bedroom,7/6/2022,2,Brick,,60 m²,Unfurnished,Good,,G,,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000","CZK 50,000",540622,2 bedroom,7/5/2022,4,Brick,,78 m²,Fully furnished,Very good,Personal,E,,1.0,178.39,594.06,134.9,92.46,140.56,400.89,655.92,1015.03,941.33,427.67,Prague - Smíchov,50.0711324,14.408221,Up to 10 years,Complete,Gas boiler,,,,,,,,Housing,,
"CZK 12,000","CZK 4,000","CZK 30,000",459085,Studio,7/21/2022,3,Brick,,32 m²,Fully furnished,,Personal,,1.0,1.0,215.09,864.04,217.92,673.32,167.85,671.66,486.26,401.09,640.13,176.72,"Bulharská, Prague - Vršovice",50.071793,14.4628605,,Complete,Central,,,,,,,,,,
"CZK 28,000","CZK 4,500","CZK 56,000",724906,3+kk,7/15/2022,4,Brick,,78 m²,Partly,Very good,,G,1.0,1.0,324.49,1226.28,283.26,420.63,65.3,231.97,118.18,387.03,338.22,74.4,Prague - Vyšehrad,50.06614,14.4193,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 12,000",334808,Studio,7/1/2022,6,Brick,,26 m²,Partly,,Personal,,,1.0,84.99,71.65,46.69,409.73,81.2,42.46,137.8,322.41,117.47,187.7,Prague - Žižkov,50.0873552,14.4571023,10 to 30 years,,,,1.0,,,,Standard,,,,
"CZK 11,000","CZK 4,500","CZK 15,000",724903,Studio,7/6/2022,2,Other,,29 m²,Fully furnished,New-build,,A,1.0,1.0,62.41,928.02,321.1,851.07,233.65,873.15,630.87,439.6,406.72,380.47,Prague - Třebonice,50.05324,14.29116,,,,,1.0,,1.0,,,,,,
"CZK 13,000",CZK 800,"CZK 26,000",724902,Small studio,7/6/2022,4,Brick,,30 m²,Partly,Very good,,E,1.0,1.0,100.99,345.2,44.99,117.57,29.04,251.7,329.96,411.52,246.28,385.12,Prague - Holešovice,50.09969,14.42734,,,,,,,,,,,,,
"CZK 23,970","CZK 7,990",,723857,2 bedroom,8/12/2022,5,,,35 m²,Fully furnished,,,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,
"CZK 27,000","CZK 3,000","CZK 60,000",724897,3+1,8/1/2022,2,Brick,,99 m²,Partly,Good,,G,1.0,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,,,,1.0,1.0,,,,,,,,
"CZK 16,500","CZK 2,500","CZK 20,000",724847,2+kk,7/6/2022,3,Brick,,42 m²,Partly,Very good,,G,,1.0,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.1038943,14.4356415,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 20,000",718211,2+kk,6/1/2022,3,Brick,,44 m²,Partly,Very good,Personal,B,,1.0,200.88,390.19,174.18,334.98,112.41,295.27,41.14,350.39,39.16,535.77,"Dalimilova, Prague - Žižkov",50.08602,14.45007,10 to 30 years,Complete,,,,,,,Standard,,,,
"CZK 13,000","CZK 2,000","CZK 13,000",724886,Studio,7/6/2022,2,Brick,,22 m²,Fully furnished,Very good,,G,,,384.07,382.56,289.32,2374.75,385.04,332.9,139.41,1382.11,1271.68,223.22,Prague - Liboc,50.09256,14.30867,,,,,,,,,,,,,
"CZK 12,300","CZK 4,500","CZK 20,000",716293,2+kk,7/3/2022,5,Prefab concrete,,43 m²,Partly,Very good,Cooperative,F,,1.0,102.53,1037.28,255.45,998.79,45.8,799.29,783.88,482.34,1377.78,88.22,"Na Chobotě, Prague - Řepy",50.066,14.29848,,,Central,1.0,,,,,,,,,
"CZK 13,000","CZK 1,250","CZK 13,000",227330,1 bedroom,7/10/2022,2,Brick,,55 m²,Partly,,Personal,,,,91.93,1032.36,81.73,1095.74,204.16,256.42,594.62,425.96,1323.18,202.1,"Holečkova, Prague - Smíchov",50.0722702,14.3872098,,,,,1.0,,,,,,,,
"CZK 20,000","CZK 6,600","CZK 26,000",724878,2 bedroom,7/15/2022,1,Brick,,71 m²,Fully furnished,Good,,G,1.0,,314.38,523.2,270.33,649.42,240.01,443.04,294.07,489.2,251.92,393.96,Prague - Vinohrady,50.06619,14.4331,,,,,,,,,,,,,
"CZK 19,000","CZK 5,700","CZK 19,000",724873,2+kk,7/6/2022,1,Brick,,53 m²,Partly,Very good,,G,1.0,1.0,126.94,224.89,139.6,164.29,276.26,182.13,386.84,813.59,252.75,534.13,Prague - Břevnov,50.08435,14.36222,Up to 10 years,Complete,Central,,,,,,Standard,,,,
"CZK 15,500","CZK 5,000","CZK 31,000",574633,3+kk,7/8/2022,9,Prefab concrete,,63 m²,Fully furnished,,Personal,,,,70.26,529.39,207.62,452.45,57.22,527.57,397.46,212.87,624.33,149.34,"Makovského, Prague - Řepy",50.0665097,14.3026694,,,,,1.0,,,,,,,,
"CZK 16,000","CZK 3,640","CZK 32,000",617449,2+kk,9/1/2022,2,Brick,,55 m²,Partly,New-build,Personal,C,1.0,1.0,146.49,1732.41,705.87,1697.59,857.87,1365.78,1665.23,1342.66,943.04,164.09,"Za Mototechnou, Prague - Stodůlky",50.058701,14.329511,Up to 10 years,,Central,1.0,1.0,,,,Luxurious,,,,
"CZK 43,500","CZK 14,500",,717644,2 bedroom,7/17/2022,3,,,82 m²,Fully furnished,,,,,1.0,154.88,368.87,146.98,651.03,45.07,545.33,204.63,327.9,671.18,484.21,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,
"CZK 33,000","CZK 10,000","CZK 76,000",722291,3+1,6/14/2022,2,Brick,,126 m²,Partly,Very good,,G,,1.0,92.93,655.94,102.48,58.68,107.4,230.21,197.06,713.14,490.49,409.6,Prague - Nové Město,50.07986,14.42201,,,,,,,,,,,,,
"CZK 15,604","CZK 4,528","CZK 21,169",724865,2 bedroom,7/21/2022,1,Other,"CZK 2,206",56 m²,,Good,Personal,,,,89.8,373.94,115.17,157.23,127.95,86.38,301.57,19.73,393.41,88.47,"Na Vrcholu, Prague - Žižkov",50.0929388,14.4873973,,,,,,,,,,,,,
"CZK 24,235","CZK 3,974","CZK 26,937",724864,2+kk,8/1/2022,1,Other,"CZK 3,635",70 m²,,Good,Personal,,,,75.72,249.29,145.68,541.21,40.19,588.84,185.8,520.24,356.98,314.52,"Šeříková, Prague - Malá Strana",50.0815702,14.4062479,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 25,000",724861,3+kk,7/6/2022,1,Brick,,95 m²,Fully furnished,Very good,,G,,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,,,,,,,,,,,,,
"CZK 26,250","CZK 8,750",,723508,2+kk,8/4/2022,3,,,48 m²,Fully furnished,,,,,1.0,378.96,558.46,187.78,832.78,50.41,819.92,518.84,300.42,563.69,288.95,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,,,,
"CZK 7,300",CZK 0,"CZK 7,300",698576,3+1,8/1/2022,2,Brick,,105 m²,Partly,Good,Personal,G,,1.0,68.13,858.89,140.48,343.45,69.46,766.76,388.17,387.64,826.81,301.84,"Kloboučnická, Prague - Nusle",50.06086,14.44985,,,,,1.0,,,,,,,,
"CZK 12,000","CZK 2,400","CZK 25,000",524755,Studio,7/18/2022,7,Prefab concrete,,35 m²,Partly,,Personal,,1.0,1.0,274.19,766.52,142.01,736.86,432.21,732.58,369.97,529.58,409.24,100.83,"Nechvílova, Prague - Chodov",50.0225973,14.4961965,,Complete,,1.0,,,,,,,,,
"CZK 10,900","CZK 2,500","CZK 13,400",425853,1 bedroom,7/6/2022,,Brick,,30 m²,Fully furnished,,Personal,,,,113.32,3138.42,2610.14,4070.66,388.33,3375.38,3088.04,4584.4,3671.56,558.62,Prague - Přední Kopanina,50.1181523,14.2991096,,Interior,,,,,,,Standard,,,,
"CZK 10,000","CZK 2,000","CZK 12,000",656234,Small studio,7/4/2022,5,Prefab concrete,,35 m²,Partly,Very good,Cooperative,G,,1.0,296.01,853.73,281.82,551.82,361.57,638.12,325.17,414.12,595.57,115.18,"Kaplická, Prague - Podolí",50.04743,14.43253,,,,,1.0,1.0,,1.0,,,,,
"CZK 16,000","CZK 3,700","CZK 16,000",591711,2+kk,9/1/2022,2,Brick,,65 m²,Partly,New-build,Personal,B,,,289.14,362.62,894.02,5370.1,485.98,875.81,773.02,682.61,438.36,93.39,Prague - Vinoř,50.142886,14.574787,Up to 10 years,Complete,Electric boiler,1.0,,,1.0,,Standard,,,,
"CZK 37,125","CZK 12,375",,724853,2+kk,7/9/2022,4,,,45 m²,Fully furnished,,,,,1.0,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,,,,,,,,,,,,,
"CZK 17,175","CZK 5,725",,723112,Studio,7/16/2022,3,,,16 m²,Fully furnished,,,,,,151.47,346.94,58.54,123.52,76.82,121.44,203.9,179.2,421.36,192.43,"Holandská, Prague - Vršovice",50.0696405,14.4559213,,,,,,,,,,,,,
"CZK 10,875","CZK 3,625",,724851,1 bedroom,8/1/2022,2,,,86 m²,Fully furnished,,,,,,187.92,540.11,78.52,148.85,119.92,344.81,567.68,372.93,358.39,484.06,"Vrázova, Prague - Smíchov",50.0711107,14.4074285,,,,,,,,,,,,,
"CZK 7,500","CZK 2,000","CZK 9,500",629901,3+1,7/7/2022,1,Brick,,18 m²,Fully furnished,Good,Personal,C,1.0,,567.62,1436.61,1185.41,1463.88,443.74,1204.92,1360.11,482.77,968.1,1112.26,"Nad Popelářkou, Prague - Troja",50.118113,14.438568,,Complete,Gas boiler,1.0,,,,,Standard,,,,
"CZK 8,500","CZK 2,000","CZK 10,500",610637,3+1,2/1/2022,2,Brick,,20 m²,Fully furnished,Very good,Personal,C,,,63.23,1060.99,907.97,1209.43,139.4,1050.64,877.1,783.18,1269.33,226.47,"Vlnitá, Prague - Braník",50.038918,14.423419,,,Central,,,1.0,,,Standard,,,,
"CZK 11,900","CZK 1,800","CZK 15,000",569352,Studio,7/1/2022,2,Brick,,30 m²,Partly,,Personal,G,,1.0,167.57,256.77,271.48,277.53,32.21,354.87,536.37,597.13,615.16,462.61,"Na Ostrůvku, Prague - Nusle",50.066451,14.4391447,,,Gas boiler,,,,,,Standard,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,7/9/2022,2,,,67 m²,Fully furnished,,,,,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,1.0,1.0,,,,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",587428,3+kk,7/7/2022,,Brick,,80 m²,Fully furnished,Very good,Personal,,,,240.49,310.35,208.77,337.29,111.57,270.48,102.76,210.18,469.82,287.58,"Vlkova, Prague - Žižkov",50.083506,14.446204,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",721024,2+kk,8/1/2022,5,Brick,,50 m²,Unfurnished,Very good,,G,1.0,1.0,521.71,2048.1,210.24,1717.01,1300.44,794.28,1123.67,1436.73,1159.86,230.17,Prague - Vysočany,50.10361,14.50819,10 to 30 years,,Central,1.0,1.0,,,,Standard,,,,
"CZK 15,000","CZK 1,500","CZK 15,000",724837,2+kk,7/6/2022,2,Prefab concrete,,45 m²,Unfurnished,Very good,,G,1.0,1.0,217.04,827.33,180.99,369.77,188.48,371.92,358.77,191.42,1729.53,247.32,Prague - Stodůlky,50.04935,14.35053,,,,,,,,,,,,,
"CZK 18,000","CZK 2,980","CZK 30,000",724835,2+kk,8/1/2022,5,Brick,,50 m²,Fully furnished,New-build,,B,1.0,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,,,,1.0,1.0,,1.0,,,1.0,,,
"CZK 19,999","CZK 4,500","CZK 24,500",334624,Studio,7/8/2022,1,Brick,,39 m²,Fully furnished,New-build,Personal,,1.0,1.0,161.88,690.04,386.69,178.53,127.34,529.65,741.37,854.39,628.9,179.13,"Kališnická, Prague - Žižkov",50.089749,14.462776,,,Central,,,,1.0,,Luxurious,1.0,,,
"CZK 18,000","CZK 5,000","CZK 23,000",724832,2 bedroom,7/6/2022,4,Brick,,57 m²,Fully furnished,Very good,,G,,1.0,271.46,251.72,219.42,465.97,43.93,312.69,130.82,193.23,879.08,691.88,Prague - Vinohrady,50.07278,14.43781,,,,,,,,,,,,,
"CZK 16,000","CZK 3,200","CZK 19,200",724831,2+kk,7/6/2022,4,Other,,56 m²,Unfurnished,Very good,,B,,,110.68,1051.98,78.43,235.61,317.51,401.71,343.2,625.49,1092.38,223.56,Prague - Kobylisy,50.1238,14.44957,,,,,,1.0,,,,,,,
"CZK 14,000","CZK 2,500","CZK 14,000",677905,Studio,8/1/2022,5,Prefab concrete,,32 m²,Fully furnished,Very good,Personal,B,1.0,1.0,157.36,927.29,86.78,739.19,36.72,254.8,567.56,287.14,694.0,393.52,"Čumpelíkova, Prague - Kobylisy",50.12763,14.45974,Up to 10 years,,Distance,,1.0,,,,,,,,
"CZK 36,338","CZK 12,112",,720849,5+kk,8/1/2022,1,,,180 m²,Fully furnished,,,,,,694.98,2420.26,2010.62,3106.64,842.97,2503.88,2486.48,2324.36,2496.33,921.15,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,1.0,1.0,,,,1.0,,,
"CZK 34,500","CZK 11,500",,721077,2+kk,8/3/2022,6,,,45 m²,Fully furnished,,,,,1.0,149.44,274.13,59.7,440.76,20.27,421.03,58.77,552.06,690.27,456.83,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,718594,1 bedroom,7/18/2022,3,,,45 m²,Fully furnished,,,,,1.0,154.88,368.87,146.98,651.03,45.07,545.33,204.63,327.9,671.18,484.21,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,
"CZK 21,019","CZK 7,006",,721725,Studio,8/8/2022,1,,,32 m²,Fully furnished,,,,,,419.83,740.81,425.23,494.96,193.69,893.21,285.06,623.78,454.44,365.18,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,7/14/2022,4,,,70 m²,Fully furnished,,,,,1.0,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,
"CZK 26,250","CZK 8,750",,719202,2+kk,7/9/2022,3,,,46 m²,Fully furnished,,,,,,99.77,437.38,81.67,124.22,1.06,339.84,530.75,1037.92,1232.16,690.83,"Lidická, Prague - Smíchov",50.0723918,14.4059555,,,,,,,,,,,,,
"CZK 17,625","CZK 5,875",,724521,2+kk,9/1/2022,10,,,45 m²,Fully furnished,,,,,1.0,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,718218,2+kk,7/9/2022,2,,,45 m²,Fully furnished,,,,,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,717602,2+kk,7/17/2022,5,,,56 m²,Fully furnished,,,,,1.0,242.69,541.12,99.79,271.87,177.08,314.62,456.71,820.48,635.04,594.38,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,,,,,,
"CZK 16,000","CZK 2,000","CZK 18,000",621618,2 bedroom,7/12/2022,2,Brick,,67 m²,Partly,Very good,Personal,,1.0,1.0,70.42,1299.02,61.84,1411.7,156.5,1468.95,442.77,280.7,608.99,523.07,Prague - Podolí,50.0461236,14.4148065,,,Central,,,,,,Standard,,,,
"CZK 13,700","CZK 3,600","CZK 13,700",480578,2+kk,7/1/2022,1,Brick,,44 m²,Unfurnished,,Personal,,,,387.11,457.85,364.91,425.03,371.14,320.45,100.15,525.47,1069.28,222.62,"Kladenská, Prague - Vokovice",50.095408047564,14.355584856622,,,,,,,,,,,,,
"CZK 20,000","CZK 1,500","CZK 40,000",724319,2 bedroom,7/11/2022,4,Brick,,48 m²,Partly,New-build,Personal,E,,1.0,206.91,894.37,156.72,301.81,90.51,329.97,387.7,874.58,519.76,984.3,Prague - Holešovice,50.1019,14.43618,,,,,,,1.0,,,,,,
"CZK 14,000","CZK 3,000","CZK 17,000",724819,2+kk,7/5/2022,1,Brick,,52 m²,Partly,Very good,,G,,1.0,225.09,1075.4,84.77,1408.28,59.71,365.59,384.95,234.29,494.34,445.21,Prague - Libeň,50.11618,14.47081,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 48,000",712727,2+kk,4/4/2022,,Brick,,50 m²,Partly,Very good,Personal,G,1.0,,238.26,491.08,272.76,285.47,308.65,480.37,253.77,835.23,286.65,150.92,"Podolská, Prague - Podolí",50.05563,14.42088,,Complete,Gas boiler,,,,,,Luxurious,,,,
"CZK 29,700","CZK 9,900",,724815,Studio,8/28/2022,7,,,60 m²,Fully furnished,,,,,1.0,204.58,531.92,237.32,185.78,101.59,263.53,168.9,377.42,303.47,580.99,"Mánesova, Prague - Vinohrady",50.0778888,14.4403889,,,,,,,,,,,,,
"CZK 29,000","CZK 3,000","CZK 29,000",723967,2+kk,7/1/2022,3,Brick,,66 m²,Unfurnished,Very good,Personal,G,,1.0,94.6,179.51,50.1,180.57,11.07,205.85,33.73,51.82,190.79,175.81,Prague - Staré Město,50.08966,14.42489,,Complete,Central,,,,,,Luxurious,,,,
"CZK 36,750","CZK 12,250",,723533,2+kk,7/9/2022,6,,,56 m²,Fully furnished,,,,,1.0,345.14,1342.2,164.46,1280.58,177.52,640.24,86.84,430.13,282.25,213.81,"Střížkovská, Prague - Střížkov",50.1237895,14.4836132,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",,724407,2 bedroom,7/9/2022,4,,,65 m²,Fully furnished,,,,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,
"CZK 13,500","CZK 1,000","CZK 27,000",721008,1 bedroom,7/1/2022,1,Brick,,35 m²,Partly,Very good,Personal,G,,1.0,183.78,789.33,179.86,278.68,113.65,353.11,364.57,851.44,542.9,961.16,Prague - Holešovice,50.1017,14.43627,,Complete,Central,,,,,,,,,,
"CZK 12,500","CZK 4,700","CZK 12,500",659219,2+kk,4/19/2021,4,Brick,,40 m²,Partly,Very good,Personal,G,,,207.56,326.42,236.96,353.36,150.45,228.33,491.17,688.62,844.23,240.77,"Radlická, Prague - Smíchov",50.06749,14.40216,,,,,,,,,,,,,
"CZK 12,000","CZK 4,700","CZK 12,000",661635,1 bedroom,7/5/2022,1,Brick,,34 m²,Fully furnished,Very good,Personal,G,,,207.56,326.42,236.96,353.36,150.45,228.33,491.17,688.62,844.23,240.77,"Radlická, Prague - Smíchov",50.06749,14.40216,,,,,,,,,,,,,
"CZK 23,000","CZK 2,500","CZK 46,000",547738,3+1,8/1/2022,2,Brick,,70 m²,Partly,Very good,Personal,,1.0,1.0,25.28,770.44,30.0,387.35,26.57,392.89,409.51,282.6,288.16,255.73,"Koněvova, Prague - Žižkov",50.092202984839,14.481226167242,,Complete,Central,,1.0,,,,,,,,
"CZK 17,910","CZK 5,970",,724804,Studio,9/1/2022,-1,,,20 m²,Fully furnished,,,,,,436.44,651.72,157.26,839.93,42.83,786.22,373.8,99.97,596.11,264.86,"Šmilovského, Prague - Vinohrady",50.0705646,14.4422617,,,,,,,,,,1.0,,,
"CZK 21,750","CZK 7,250",,724302,2+kk,8/31/2022,1,,,56 m²,Fully furnished,,,,,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,,,,,,
"CZK 25,000","CZK 2,000","CZK 40,000",615826,3+kk,7/14/2022,1,Brick,,78 m²,Fully furnished,Good,Personal,G,,1.0,169.92,732.38,34.11,242.64,67.37,245.82,364.01,842.15,569.28,924.05,"Veletržní, Prague - Holešovice",50.102473,14.434403,,,Electric boiler,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",724802,2 bedroom,7/5/2022,4,Prefab concrete,,54 m²,Partly,Very good,,D,,1.0,292.12,361.81,219.77,524.94,398.6,499.67,330.11,44.15,610.06,43.87,Prague - Strašnice,50.07823,14.49603,,,,,,,,1.0,,,,,
"CZK 17,000","CZK 3,000","CZK 34,000",361647,3+kk,8/1/2022,2,Brick,,50 m²,Partly,Very good,Personal,D,,,165.95,1123.98,513.8,1098.89,372.92,768.07,782.02,395.84,425.99,373.57,"Opuková, Prague - Řepy",50.0717715,14.313566,,Complete,,,1.0,1.0,,,Standard,,,,
"CZK 38,040","CZK 12,680",,724143,2 bedroom,7/9/2022,5,,,70 m²,Fully furnished,,,,,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000","CZK 20,000",724794,2+kk,8/1/2022,7,Prefab concrete,,45 m²,Fully furnished,Very good,,G,1.0,1.0,229.08,661.5,302.86,614.64,407.15,293.3,297.68,268.0,1299.04,176.94,Prague - Stodůlky,50.05394,14.34403,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 19,000",717539,2+kk,8/1/2022,2,Brick,,45 m²,Partly,Very good,Personal,G,,,58.28,683.74,198.16,113.88,94.43,171.04,326.04,219.87,359.77,392.98,"Jičínská, Prague - Žižkov",50.0817642,14.4593369,,,,,1.0,,,,,,,,
"CZK 15,500","CZK 3,800","CZK 20,000",398053,2+kk,9/1/2022,5,Brick,,58 m²,Partly,Very good,Personal,C,,,149.51,792.56,157.71,749.67,430.13,226.52,603.77,484.79,901.49,281.93,"Na Křečku, Prague - Horní Měcholupy",50.0443911,14.5658259,Up to 10 years,,,,1.0,,,,,,,,
"CZK 16,482","CZK 3,200","CZK 21,082",722977,2 bedroom,6/2/2022,1,Other,"CZK 2,435",42 m²,,Good,Personal,,,,281.26,662.35,291.29,585.76,345.01,350.55,436.24,430.34,851.48,128.61,"Pod Rapidem, Prague - Vinohrady",50.0742759,14.4841423,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",,717693,2+kk,8/14/2022,3,,,,Fully furnished,,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,
"CZK 19,125","CZK 6,375",,724379,2 bedroom,8/15/2022,4,,,35 m²,Fully furnished,,,,,1.0,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,,,,,
"CZK 21,900","CZK 3,900","CZK 30,000",324795,3+kk,7/1/2022,4,Prefab concrete,,73 m²,Fully furnished,Very good,Personal,,1.0,1.0,383.78,917.71,600.32,556.39,610.75,611.91,346.62,688.65,483.09,215.39,"Bellušova, Prague - Stodůlky",50.0410429,14.3224894,10 to 30 years,Complete,Distance,1.0,1.0,,,1.0,Luxurious,1.0,Housing,,
"CZK 18,000","CZK 2,000","CZK 36,000",724781,2+kk,10/1/2022,3,Brick,,41 m²,Partly,New-build,,A,1.0,,182.3,1046.42,704.35,749.66,192.06,731.98,525.38,660.48,1065.98,205.8,Prague - Liboc,50.0854,14.33752,,,,1.0,,,1.0,,,,,,
"CZK 23,826","CZK 7,942",,722729,2+kk,7/11/2022,4,,,35 m²,Fully furnished,,,,,,356.54,736.2,458.21,353.24,376.04,829.05,1040.15,326.58,1014.22,65.27,"Buštěhradská, Prague - Střešovice",50.0968441,14.3897247,,,,,,,,,,,,,
"CZK 18,000","CZK 4,250","CZK 36,000",372292,2 bedroom,7/1/2022,2,Prefab concrete,,54 m²,Fully furnished,Very good,Cooperative,,1.0,,116.12,48.01,106.23,118.52,133.2,280.95,119.29,309.99,761.77,173.84,Prague - Malešice,50.082399002396,14.49976269259,,Complete,Distance,,,,,1.0,Standard,,,,
"CZK 11,800","CZK 2,500","CZK 12,000",724773,Small studio,7/5/2022,1,Brick,,42 m²,Partly,Very good,,B,,,168.4,647.02,195.21,339.01,196.19,297.72,444.19,528.1,574.34,624.02,Prague - Břevnov,50.08277,14.37108,,,,,,,,,,,,,
"CZK 12,000",CZK 300,"CZK 12,000",523543,6+1,6/13/2022,4,Brick,,130 m²,Fully furnished,,Personal,,,,247.3,334.94,287.76,345.77,91.45,381.84,241.84,1025.19,885.8,264.59,"Janáčkovo nábřeží, Prague - Smíchov",50.0773068,14.4080995,,Exterior,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 30,000",724769,2+kk,8/1/2022,9,Brick,,56 m²,Unfurnished,New-build,Personal,G,1.0,1.0,226.44,1005.49,218.97,951.68,220.54,761.37,611.84,613.01,729.55,157.57,Prague - Karlín,50.09741,14.46741,,,,,1.0,,,,,,,,
"CZK 30,968","CZK 10,322",,722787,1 bedroom,8/4/2022,3,,,52 m²,Fully furnished,,,,,1.0,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,,,,
