Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Condition,Ownership,EPC,Heating,Terrace,Cellar,New-build,Parking,Garage,Reconstruction,Sklep 2 m²,Balcony,Lodžie 7.5 m²,Designe,Balkón 6 m²,Sklep 34 m²,Sklep 4 m²,Domácí mazlíčci vítáni,Balkón 33 m²,Balkón 4 m²,Balkón 9 m²,Enclosed balcony,Balkón 60 m²,Balkón 10 m²,Sklep 10 m²,Balkón 2 m²,Sklep 5 m²,Balkón 8 m²,Terasa 20 m²,Sklep 6 m²,Administrative fee,Terasa 12 m²,Balkón 3.1 m²,Balkón 32 m²,Terasa 32 m²,Terasa 19 m²,Balkón 7 m²,Sklep 20 m²,Sklep 3 m²,Sklep 1 m²,Terasa 40 m²,Lodžie 8 m²,Balkón 3 m²,Lodžie 1 m²,Balkón 5 m²,Terasa 15 m²,Water,Sewage,Plot space,Sklep 44 m²,Terasa 10 m²,Sklep 8 m²
"CZK 9,490",CZK 0,605365,Small studio,10/1/2022,12 m²,Fully furnished,1,,153.14,505.33,91.47,187.05,15.88,379.79,532.9,338.15,323.61,703.92,"Na Bělidle, Prague - Smíchov",50.071815,14.406029,"CZK 5,000",Brick,,Good,Personal,G,Gas boiler,,,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,600","CZK 3,400",744407,2 bedroom,10/7/2022,40 m²,Fully furnished,9,1.0,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,"Štúrova, Prague - Krč",50.02978,14.44976,"CZK 20,000",Other,,Good,,C,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 2,300",744406,2+kk,10/7/2022,50 m²,Fully furnished,1,,460.67,1818.73,208.28,1119.99,386.96,472.88,771.97,287.14,357.3,806.89,"Lindleyova, Prague - Dejvice",50.11198,14.39038,"CZK 12,300",Brick,,Very good,,G,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 4,000","CZK 2,000",624255,3+1,7/1/2022,80 m²,Partly,2,,144.85,1346.38,1139.66,1260.56,978.11,1291.24,1220.92,1218.47,1153.38,882.21,"Slivenecká, Prague - Hlubočepy",50.038176,14.390958,"CZK 6,000",Brick,,Good,Personal,F,Central,,,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 5,000",261360,1 bedroom,10/1/2022,42 m²,Partly,1,,331.24,781.05,684.31,744.39,389.49,703.4,548.2,708.51,1253.91,306.21,Prague - Suchdol,50.1402544,14.3836969,"CZK 30,000",Brick,Over 50 years,Very good,Personal,,Central,,,,,,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000",743453,2 bedroom,10/2/2022,43 m²,Fully furnished,4,1.0,83.09,656.57,68.92,675.09,133.2,641.46,501.68,569.42,382.05,406.68,Prague - Vinohrady,50.06829,14.4342,"CZK 20,000",Brick,,Good,,G,Electric boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,500",744404,2+kk,10/7/2022,73 m²,Partly,1,,356.22,2642.41,868.67,5165.2,881.11,5034.06,1409.18,4690.23,2460.27,1020.21,Prague - Uhříněves,50.04535,14.59727,CZK 2,Brick,,New-build,,B,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",743443,2+kk,11/1/2022,57 m²,Fully furnished,4,1.0,393.07,2270.56,29.68,1942.81,36.12,444.65,993.36,1670.18,690.15,407.86,Prague - Motol,50.07136,14.34778,CZK 0,Prefab concrete,,Very good,,G,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",11362,2+kk,10/12/2022,50 m²,Fully furnished,6,1.0,40.44,211.67,106.07,146.84,38.45,164.17,56.16,38.5,136.63,121.65,"Masná, Prague - Staré Město",50.0893653,14.4243355,"CZK 42,000",Other,,,Other,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,980","CZK 2,800",551358,Studio,11/27/2022,36 m²,Fully furnished,4,1.0,209.44,598.58,150.79,250.65,75.2,331.29,626.16,431.4,416.86,382.78,"Vltavská, Prague - Smíchov",50.07004295,14.4094813,"CZK 20,000",Brick,Up to 10 years,Very good,Personal,,Distance,,,,,,Interior,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",744227,1 bedroom,11/1/2022,32 m²,Partly,1,,411.23,353.57,217.89,432.3,143.92,429.48,235.31,493.39,764.94,261.61,"Čajkovského, Prague - Žižkov",50.08089,14.45268,"CZK 13,500",Brick,,Very good,,G,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,500",330304,2+kk,11/1/2022,41 m²,Unfurnished,3,,161.51,952.81,103.52,376.43,48.87,372.55,663.7,718.38,536.25,174.63,"Nezamyslova, Prague - Nusle",50.065678,14.4268176,"CZK 15,110",Brick,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,500",743396,Studio,10/15/2022,29 m²,Partly,2,1.0,286.27,1144.45,494.04,504.46,643.38,588.99,611.11,1878.29,824.93,252.39,"Do Zahrádek I, Prague - Třebonice",50.05642215,14.2919529,"CZK 11,000",Low-energy,,New-build,Personal,B,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 3,405",744391,Studio,10/9/2022,39 m²,Fully furnished,6,1.0,105.06,197.9,1.02,143.88,67.76,248.31,190.15,380.85,873.34,142.27,"Počernická, Prague - Malešice",50.08137944444,14.49911055555,"CZK 34,790",Brick,,New-build,Personal,G,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 17,395",,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,500",719098,2 bedroom,11/1/2022,43 m²,Fully furnished,2,,218.91,611.55,237.55,492.12,561.42,312.81,250.46,362.38,742.8,282.58,"Počernická, Prague - Strašnice",50.0810281,14.4926073,"CZK 25,000",Brick,Up to 10 years,New-build,Personal,G,,,,,,,Complete,,1.0,,Luxurious,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,900","CZK 3,000",731675,Studio,10/8/2022,34 m²,Fully furnished,4,1.0,159.96,318.63,144.94,410.41,117.64,270.71,737.06,831.3,943.97,238.54,Prague - Uhříněves,50.03064,14.59533,"CZK 30,000",Brick,,Very good,,G,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,490","CZK 2,529",744386,3+kk,10/9/2022,65 m²,Fully furnished,9,1.0,214.8,1491.87,730.78,1542.93,171.3,1399.85,754.36,351.06,637.71,116.65,"Vazovova, Prague - Modřany",50.00572833333,14.43493527777,"CZK 19,019",Prefab concrete,,Very good,Personal,D,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 19,019",,,,,,,,,,,,,,,,,,,,,
"CZK 37,410","CZK 12,470",733049,3+kk,10/10/2022,78 m²,Fully furnished,5,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,238","CZK 10,412",740918,2 bedroom,11/26/2022,76 m²,Fully furnished,5,1.0,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",726634,3+kk,8/1/2022,80 m²,Partly,4,1.0,53.38,405.58,47.34,161.93,21.47,280.04,433.15,238.4,223.86,678.8,Prague - Nové Město,50.08334,14.43044,"CZK 25,000",Brick,,Good,Personal,E,,,,,,,,,,,Standard,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,500","CZK 4,850",565913,3+kk,7/1/2019,91 m²,Partly,5,1.0,290.46,1247.59,1124.79,2529.49,92.33,396.92,721.61,1660.1,1534.23,172.0,"V Zeleném údolí, Prague - Kunratice",50.0214074,14.4662731,"CZK 55,000",Brick,,,Personal,C,Distance,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 5,000",741037,3+kk,10/1/2022,105 m²,Partly,2,1.0,215.86,646.3,97.29,444.91,98.85,617.11,559.33,677.46,638.21,226.22,Prague - Žižkov,50.08699,14.46262,"CZK 30,000",Brick,,New-build,Personal,,Other,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000",689271,2+kk,11/1/2022,38 m²,Fully furnished,2,,348.7,745.02,280.88,361.74,259.48,401.52,416.82,280.59,1128.34,331.16,"Na Okraji, Prague - Veleslavín",50.0891522,14.3400657,"CZK 25,000",Brick,,Very good,Personal,E,Central,,,,,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000",673720,3+kk,11/1/2022,76 m²,Partly,3,1.0,327.29,1229.43,243.16,270.0,157.01,286.62,126.2,363.98,375.91,117.22,"Vratislavova, Prague - Vyšehrad",50.0661,14.41981,"CZK 52,000",Brick,,Very good,Personal,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 5,000",537428,2+kk,11/1/2022,71 m²,Fully furnished,6,1.0,315.6,524.42,271.55,650.64,241.23,444.26,295.29,490.42,253.14,395.18,"Na Folimance, Prague - Vinohrady",50.0662797,14.4331674,"CZK 20,000",Brick,Up to 10 years,Very good,Personal,,Gas boiler,,,,1.0,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,000",648846,3+1,11/1/2022,110 m²,Fully furnished,5,1.0,63.79,337.36,167.0,182.5,93.53,72.56,243.11,202.22,348.31,157.58,"Tusarova, Prague - Holešovice",50.101482,14.449581,"CZK 30,000",Brick,Up to 10 years,New-build,Personal,G,Gas boiler,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 7,000",743383,3+1,10/2/2022,60 m²,Fully furnished,2,,205.04,745.52,432.12,1124.24,146.8,451.68,833.51,195.95,4827.71,278.74,"Pod třešňovkou, Prague - Zbraslav",49.97061,14.38257,"CZK 34,000",Brick,,Very good,,G,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000",180353,Studio,10/2/2022,25 m²,Fully furnished,5,1.0,74.14,204.1,72.93,279.74,86.81,366.1,416.76,568.98,394.6,236.02,"Minská, Prague - Vršovice",50.0669648,14.4568866,"CZK 20,000",Brick,,Very good,Personal,G,,,1.0,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",197740,1 bedroom,10/17/2022,45 m²,Partly,1,,160.23,1187.97,163.54,1063.9,48.73,419.95,155.07,591.49,229.6,218.3,Prague - Libeň,50.1138542,14.4703419,"CZK 26,000",Brick,Over 50 years,Good,Personal,G,Other,,,,1.0,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500",CZK 133,743869,3+kk,11/14/2022,69 m²,Fully furnished,7,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,"CZK 63,000",Other,,Very good,,A,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 1,766",744378,Small studio,10/21/2022,13 m²,Partly,4,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,"CZK 21,000",Other,,Very good,,A,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,000",744333,2+kk,10/7/2022,54 m²,Partly,1,,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,Prague - Troja,50.12639,14.42051,"CZK 30,000",Other,,Very good,,G,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",710692,2 bedroom,12/1/2022,53 m²,Partly,,,153.31,830.53,78.08,595.15,613.37,408.2,729.77,297.78,374.19,330.86,"U Krbu, Prague - Strašnice",50.08176,14.4873,"CZK 24,000",Brick,,New-build,Personal,C,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 5,000",744377,Studio,11/1/2022,27 m²,Fully furnished,2,1.0,460.69,1227.11,353.33,1152.22,692.53,498.0,726.68,602.43,1156.87,115.57,Prague - Střížkov,50.13108,14.49209,"CZK 15,000",Brick,,New-build,,C,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
"CZK 44,500",CZK 133,744375,4+kk,11/1/2022,112 m²,Fully furnished,15,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,"CZK 89,000",Other,,Very good,,A,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
"CZK 17,852","CZK 5,148",497125,2+kk,1/24/2021,55 m²,Fully furnished,1,1.0,289.31,1030.71,185.29,875.56,580.15,1000.2,374.44,2240.15,1249.45,201.42,"Sazovická, Prague - Zličín",50.0570157,14.2807456,"CZK 23,000",Brick,Up to 10 years,New-build,Personal,,Central,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,100","CZK 13,700",744373,2+kk,11/1/2022,68 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,938","CZK 8,312",732307,1 bedroom,11/1/2022,16 m²,Fully furnished,2,,254.83,288.07,110.12,571.95,81.97,421.88,80.01,71.59,804.26,588.21,"Americká, Prague - Vinohrady",50.0721161,14.4387295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",735565,2+kk,10/10/2022,45 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 52,500","CZK 17,500",731817,2+kk,11/1/2022,80 m²,Fully furnished,3,1.0,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,675","CZK 11,225",731240,1 bedroom,10/22/2022,30 m²,Fully furnished,2,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000",540351,4+1,10/10/2022,87 m²,Partly,3,,580.61,1194.06,591.27,827.79,364.36,610.77,824.39,361.96,515.43,410.09,"Přádova, Prague - Libeň",50.1198846,14.4458245,"CZK 40,000",Prefab concrete,10 to 30 years,Very good,Personal,,Central,,,,1.0,1.0,Interior,,,,Standard,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 7,000",744369,4+kk,10/7/2022,70 m²,Partly,1,,236.25,894.97,378.85,601.56,437.04,494.33,337.44,577.84,115.62,514.74,Prague - Košíře,50.06688,14.367,"CZK 22,000",Brick,,Very good,,G,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500",744365,2+kk,10/7/2022,52 m²,Partly,2,1.0,191.84,272.22,233.36,342.34,166.12,316.63,802.89,965.29,1336.68,444.28,Prague - Troja,50.12614,14.41962,"CZK 15,000",Other,,New-build,,G,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",732720,3+1,10/10/2022,55 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",744364,2+kk,10/7/2022,44 m²,Fully furnished,3,1.0,175.02,284.46,281.69,1311.03,327.74,702.06,885.26,778.8,970.74,413.38,"U Nového dvora, Prague - Lhotka",50.01871,14.45077,"CZK 20,000",Low-energy,,New-build,,A,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"CZK 17,550",CZK 590,743344,2 bedroom,11/1/2022,79 m²,,2,,304.32,217.74,135.96,88.6,144.84,231.72,275.38,620.68,498.0,217.49,"Kafkova, Prague - Dejvice",50.09811,14.39877,"CZK 18,000",Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,169","CZK 4,831",743354,3+1,10/2/2022,74 m²,Fully furnished,8,1.0,244.4,890.31,259.27,215.33,269.69,270.85,96.46,347.59,494.46,166.67,"Bellušova, Prague - Stodůlky",50.04339,14.32082,"CZK 50,000",Prefab concrete,,Very good,Personal,G,Central,,,,,,Complete,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 700,744361,2+kk,11/1/2022,46 m²,Partly,1,,117.82,620.31,45.85,201.72,70.45,394.68,713.29,672.4,197.85,500.35,"V Háji, Prague - Holešovice",50.103926,14.4542397,"CZK 13,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,478","CZK 8,492",731157,Studio,10/24/2022,30 m²,Fully furnished,3,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",245888,1 bedroom,10/7/2022,55 m²,Partly,4,,45.98,978.91,672.51,1185.68,627.39,695.56,691.6,465.42,548.01,170.53,"Nad Popelkou, Prague - Smíchov",50.0684978,14.3880015,"CZK 32,000",Brick,10 to 30 years,Very good,Personal,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000",645441,4+1,12/1/2022,122 m²,Partly,2,,88.73,229.17,46.27,95.92,120.44,240.64,110.87,196.04,394.54,309.87,"Palmovka, Prague - Libeň",50.102482,14.474398,"CZK 40,000",Brick,Up to 10 years,Very good,Cooperative,G,Gas boiler,,,,,,Interior,,,,Luxurious,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"CZK 35,000","CZK 8,000",643676,3+kk,11/1/2022,96 m²,Partly,3,1.0,366.47,1003.51,146.68,527.6,121.69,476.09,363.91,660.2,597.03,522.1,"Lounských, Prague - Nusle",50.060578,14.433455,"CZK 50,000",Brick,,Very good,Personal,G,Central,,,,,,Complete,,,,Luxurious,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",744347,3+1,10/31/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,575","CZK 6,525",744346,2 bedroom,12/1/2022,70 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,490","CZK 2,700",648320,2+kk,12/1/2022,28 m²,Partly,3,,249.51,651.61,252.48,1148.17,392.99,293.2,195.82,507.34,507.21,434.85,"U Zahradního Města, Prague - Záběhlice",50.054584,14.497787,"CZK 11,190",Brick,,Very good,Personal,G,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
"CZK 7,900","CZK 4,100",613116,Studio,11/1/2022,22 m²,,1,,423.76,462.24,578.34,2626.5,660.65,1413.3,1876.3,2049.15,426.97,1029.31,"V Nížinách, Prague - Dolní Měcholupy",50.057305,14.555202,"CZK 12,000",Brick,,Very good,Personal,G,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 4,500",743593,2 bedroom,10/3/2022,53 m²,Partly,5,1.0,68.47,1024.35,99.34,338.92,104.21,311.36,123.31,366.99,678.07,110.42,Prague - Bubeneč,50.10685,14.39612,"CZK 48,000",Brick,,Good,,G,Central,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 4,000",744339,2+kk,10/7/2022,50 m²,Unfurnished,1,1.0,238.76,349.29,279.74,789.84,282.45,100.12,455.6,455.6,469.7,299.81,Prague - Strašnice,50.07085,14.48075,"CZK 25,000",Brick,,Good,,E,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"CZK 17,600","CZK 3,244",519664,2+kk,11/1/2022,60 m²,Unfurnished,2,1.0,187.9,402.07,259.91,707.0,575.45,622.25,335.74,405.5,468.62,150.08,"Nad Přehradou, Prague - Horní Měcholupy",50.0424016,14.5519466,"CZK 43,688",Brick,Up to 10 years,New-build,Personal,C,Central,,,1.0,1.0,,,,,,Luxurious,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,675","CZK 12,225",731158,2+kk,10/24/2022,55 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 5,500",743813,3+kk,11/1/2022,94 m²,Fully furnished,2,,255.31,280.06,351.49,1432.77,369.76,1267.71,541.92,878.1,811.36,195.9,"Ondrákové, Prague - Hlubočepy",50.02841,14.36164,"CZK 66,000",Other,,New-build,,G,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,600",744331,2 bedroom,10/15/2022,54 m²,Partly,1,,367.45,516.29,389.18,1973.52,459.77,642.42,865.71,501.3,693.92,212.89,Prague - Hostivař,50.05296,14.54175,"CZK 24,000",Prefab concrete,,Very good,,C,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500",CZK 700,660346,2 bedroom,11/1/2022,62 m²,Partly,5,,372.2,1038.24,263.22,779.8,421.4,913.54,272.91,189.07,850.35,354.31,"Sdružení, Prague - Nusle",50.05569,14.44403,"CZK 15,500",Brick,,Very good,Personal,D,Gas boiler,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,490","CZK 3,274",744326,2+kk,10/9/2022,52 m²,Unfurnished,1,1.0,256.64,338.5,294.68,273.33,273.36,299.93,705.34,858.86,1511.86,400.45,"Hnězdenská, Prague - Troja",50.12629777777,14.41881277777,"CZK 17,764",Prefab concrete,,New-build,Personal,G,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 17,764",,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",669787,2+kk,12/1/2022,33 m²,Unfurnished,1,1.0,175.62,1229.93,607.72,1211.48,880.36,1156.77,1160.04,1191.59,1059.99,422.63,"Granitova, Prague - Hloubětín",50.10861,14.52706,"CZK 15,000",Brick,Up to 10 years,New-build,Personal,B,Distance,,1.0,,1.0,,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,000",577089,Studio,10/8/2022,34 m²,Partly,3,,448.36,1129.75,547.04,1376.97,505.39,861.59,1255.8,768.87,1169.63,602.82,"Houdova, Prague - Košíře",50.064252,14.3821221,"CZK 25,000",Other,10 to 30 years,Good,Personal,E,Central,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 2,600",107622,3+1,11/7/2022,75 m²,Unfurnished,5,1.0,388.42,791.87,343.93,726.7,567.22,739.07,350.84,172.63,2057.36,277.82,"Krynická, Prague - Troja",50.1269242,14.4089477,"CZK 23,600",Prefab concrete,,,Cooperative,E,Distance,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 5,000",742673,2+kk,11/1/2022,45 m²,Fully furnished,2,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,"CZK 40,000",Brick,10 to 30 years,New-build,,C,Distance,,,1.0,,1.0,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",625188,1 bedroom,10/7/2022,33 m²,Partly,3,1.0,381.53,834.49,344.23,785.88,354.15,1035.88,509.99,603.18,390.33,236.29,"Jasmínová, Prague - Záběhlice",50.05592335,14.5109252,"CZK 17,000",Prefab concrete,,Very good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
