Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Terrace,Cellar,Balcony,New-build,Parking,Ownership,Heating,Designe,Garage,Age,Reconstruction,"You will rent this apartment for approximately CZK 18,038 CZK","You will rent this apartment for approximately CZK 20,978 CZK","You will rent this apartment for approximately CZK 13,021 CZK","You will rent this apartment for approximately CZK 14,785 CZK","You will rent this apartment for approximately CZK 15,067 CZK","You will rent this apartment for approximately CZK 19,842 CZK","You will rent this apartment for approximately CZK 16,685 CZK","You will rent this apartment for approximately CZK 26,628 CZK","You will rent this apartment for approximately CZK 15,484 CZK",Enclosed balcony,"You will rent this apartment for approximately CZK 13,555 CZK","You will rent this apartment for approximately CZK 11,653 CZK","You will rent this apartment for approximately CZK 14,502 CZK","You will rent this apartment for approximately CZK 16,168 CZK","You will rent this apartment for approximately CZK 19,295 CZK",Administrative fee,"You will rent this apartment for approximately CZK 19,219 CZK",Domácí mazlíčci vítáni,"You will rent this apartment for approximately CZK 22,478 CZK","You will rent this apartment for approximately CZK 11,958 CZK","You will rent this apartment for approximately CZK 16,710 CZK","You will rent this apartment for approximately CZK 14,973 CZK","You will rent this apartment for approximately CZK 10,802 CZK","You will rent this apartment for approximately CZK 13,881 CZK","You will rent this apartment for approximately CZK 17,882 CZK","You will rent this apartment for approximately CZK 16,430 CZK","You will rent this apartment for approximately CZK 16,433 CZK","You will rent this apartment for approximately CZK 13,310 CZK","You will rent this apartment for approximately CZK 16,917 CZK","You will rent this apartment for approximately CZK 18,373 CZK","You will rent this apartment for approximately CZK 12,389 CZK","You will rent this apartment for approximately CZK 12,342 CZK","You will rent this apartment for approximately CZK 18,271 CZK","You will rent this apartment for approximately CZK 25,924 CZK","You will rent this apartment for approximately CZK 15,979 CZK","You will rent this apartment for approximately CZK 10,688 CZK","You will rent this apartment for approximately CZK 20,472 CZK","You will rent this apartment for approximately CZK 14,704 CZK","You will rent this apartment for approximately CZK 14,436 CZK","You will rent this apartment for approximately CZK 13,970 CZK","You will rent this apartment for approximately CZK 20,023 CZK","You will rent this apartment for approximately CZK 14,724 CZK","You will rent this apartment for approximately CZK 18,643 CZK","You will rent this apartment for approximately CZK 19,743 CZK","You will rent this apartment for approximately CZK 11,793 CZK","You will rent this apartment for approximately CZK 14,967 CZK","You will rent this apartment for approximately CZK 21,299 CZK","You will rent this apartment for approximately CZK 10,879 CZK","You will rent this apartment for approximately CZK 15,662 CZK","You will rent this apartment for approximately CZK 15,864 CZK","You will rent this apartment for approximately CZK 10,343 CZK","You will rent this apartment for approximately CZK 23,918 CZK","You will rent this apartment for approximately CZK 20,140 CZK","You will rent this apartment for approximately CZK 16,221 CZK","You will rent this apartment for approximately CZK 13,251 CZK","You will rent this apartment for approximately CZK 17,653 CZK","You will rent this apartment for approximately CZK 21,704 CZK","You will rent this apartment for approximately CZK 16,003 CZK","You will rent this apartment for approximately CZK 16,196 CZK","You will rent this apartment for approximately CZK 17,219 CZK","You will rent this apartment for approximately CZK 11,412 CZK","You will rent this apartment for approximately CZK 15,137 CZK",Plot type,"You will rent this apartment for approximately CZK 15,092 CZK","You will rent this apartment for approximately CZK 12,236 CZK","You will rent this apartment for approximately CZK 15,029 CZK","You will rent this apartment for approximately CZK 15,119 CZK","You will rent this apartment for approximately CZK 13,665 CZK","You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 29,042","CZK 5,400",714221,2+kk,8/1/2022,41 m²,Fully furnished,2,1.0,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,"CZK 58,084",D,Very good,Brick,,,,,,Personal,Electric boiler,Standard,,Over 50 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,000",394340,2+kk,8/1/2022,65 m²,Fully furnished,2,,105.15,1215.58,166.3,890.12,227.38,725.86,166.47,871.11,1155.37,702.24,Prague - Vysočany,50.101475364278,14.504168211143,"CZK 20,000",G,Good,Brick,,1.0,,,1.0,Municipal,Gas boiler,Standard,,Over 50 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,891","CZK 4,100",714225,Studio,9/1/2022,27 m²,Fully furnished,5,1.0,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,"CZK 41,782",D,Very good,Brick,,,,,,Personal,Electric boiler,Standard,,Over 50 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 4,000",726261,4+kk,9/1/2022,105 m²,Partly,4,1.0,176.94,482.05,127.19,248.59,100.11,279.34,165.14,563.57,346.78,152.06,Prague - Bubeneč,50.09927,14.40151,"CZK 50,000",G,Very good,Brick,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,228",714459,Studio,8/15/2022,30 m²,Fully furnished,1,1.0,151.09,621.17,71.68,397.82,85.37,396.16,175.79,342.31,672.48,333.41,"Bulharská, Prague - Vršovice",50.07165,14.45777,"CZK 25,000",G,Very good,Brick,,,,,,Personal,Central,Standard,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 2,500",727020,2+kk,7/23/2022,50 m²,Partly,2,1.0,123.15,695.15,20.62,330.8,74.68,414.1,356.46,160.35,199.77,171.78,Prague - Nusle,50.06083,14.42666,"CZK 16,000",G,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",625904,1 bedroom,9/1/2022,38 m²,Partly,3,1.0,292.96,422.85,111.6,221.5,100.33,316.51,300.02,474.98,301.86,371.22,"Pod Stupni, Prague - Vršovice",50.068238,14.451752,"CZK 25,000",G,New-build,Other,,,,1.0,,Personal,Distance,,1.0,Up to 10 years,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000",CZK 700,620655,3+kk,9/1/2022,101 m²,Partly,1,,100.37,279.0,89.95,238.18,11.52,52.47,275.27,287.65,628.68,296.42,"Ječná, Prague - Nové Město",50.075923,14.42155,"CZK 16,000",G,Very good,Brick,,,,,,Personal,Gas boiler,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,500",726997,2+kk,8/1/2022,55 m²,Partly,2,1.0,207.73,569.54,301.26,370.44,171.38,378.02,505.22,643.85,770.01,187.08,Prague - Libeň,50.1252,14.46909,"CZK 23,000",,New-build,Other,,,1.0,1.0,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 2,000",725831,3+1,7/14/2022,80 m²,Partly,4,,388.09,370.72,221.81,343.13,41.23,618.21,375.66,616.81,682.72,239.59,Prague - Malá Strana,50.08615,14.40739,"CZK 27,500",G,Very good,Brick,,,,,,,Electric boiler,Standard,,Up to 10 years,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000",CZK 0,670901,3+1,8/20/2022,86 m²,Fully furnished,5,1.0,42.06,109.28,108.48,117.56,60.75,316.65,338.04,399.4,594.48,747.7,"Italská, Prague - Vinohrady",50.07689,14.43564,"CZK 35,000",C,Very good,Brick,,,,,,Personal,,Luxurious,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,995",CZK 1,614674,Studio,8/15/2022,45 m²,Partly,3,,473.56,1254.32,605.44,1035.59,947.56,1156.68,545.39,574.88,1519.13,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,"CZK 19,000",A,New-build,Brick,,,,1.0,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",281184,2 bedroom,7/15/2022,59 m²,Fully furnished,3,,165.18,743.39,393.65,446.86,317.32,429.18,230.19,392.21,907.09,231.17,"U Petřin 3, Prague - Břevnov",50.0862671,14.3412943,"CZK 30,000",,,Prefab concrete,,1.0,,,,Personal,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",51458,Studio,9/1/2022,32 m²,Fully furnished,3,1.0,373.29,594.25,405.29,546.15,231.64,662.61,486.14,444.54,304.31,615.44,"Na Kopečku, Prague - Libeň",50.0998089,14.4716108,"CZK 15,000",,,Brick,,,1.0,,,Personal,,,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,900","CZK 2,500",705981,2+kk,11/1/2022,58 m²,Partly,1,1.0,124.98,538.05,121.55,184.75,182.23,558.84,300.08,228.47,431.04,520.36,"Štítného, Prague - Žižkov",50.085145490135,14.451201540531,"CZK 30,000",C,Very good,Other,,,,,,Personal,Other,Standard,,Up to 10 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",709885,1 bedroom,8/1/2022,37 m²,Partly,1,1.0,165.17,249.88,164.4,240.1,103.38,251.14,487.12,470.61,437.54,263.39,"Bassova, Prague - Vysočany",50.10895,14.49978,"CZK 12,000",C,Very good,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",700427,Studio,8/1/2022,40 m²,Fully furnished,4,1.0,242.41,959.58,107.42,884.69,544.13,392.0,459.15,335.74,1075.44,127.48,"Makedonská, Prague - Střížkov",50.12964,14.49304,"CZK 38,000",B,New-build,Brick,,,,1.0,,Other,Central,,,Up to 10 years,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,,,,,,
"CZK 11,990","CZK 2,092",726829,Studio,8/14/2022,35 m²,Fully furnished,3,1.0,170.44,480.14,565.54,2721.77,474.46,497.8,883.73,634.24,1832.46,7.59,"Ouholická, Prague - Čimice",50.14279472222,14.43251361111,"CZK 14,082",G,Very good,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 14,082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",697696,2+kk,1/3/2022,43 m²,Partly,10,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.03225,14.55993,"CZK 20,000",C,Very good,Prefab concrete,,,,,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000",726802,3+1,8/10/2022,104 m²,Unfurnished,1,,30.99,580.65,82.43,202.75,110.34,513.64,715.01,279.02,587.09,176.4,Prague - Dejvice,50.10052,14.39031,"CZK 35,000",G,Very good,Brick,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,680",726793,3+kk,8/1/2022,85 m²,Partly,1,,122.52,1022.45,639.4,1382.08,404.72,1012.1,838.56,744.64,1143.79,247.53,Prague - Braník,50.04025,14.42222,CZK 0,C,Good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,952",726780,3+kk,10/1/2022,64 m²,Fully furnished,4,1.0,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,"CZK 20,000",C,Good,Prefab concrete,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,900",726694,Studio,7/20/2022,35 m²,Fully furnished,3,1.0,415.17,850.98,228.76,530.62,461.38,956.51,312.89,220.8,890.33,366.17,Prague - Nusle,50.05556,14.44671,"CZK 14,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",726778,2+kk,7/21/2022,59 m²,Partly,4,1.0,506.52,965.15,817.88,1056.93,874.33,917.23,1049.19,822.05,1590.49,873.76,Prague - Uhříněves,50.03346,14.58766,"CZK 30,000",G,Very good,Prefab concrete,,1.0,1.0,,,Personal,,Standard,,10 to 30 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,800",726774,2+kk,7/21/2022,56 m²,Partly,1,1.0,476.25,1252.23,589.77,904.96,375.21,638.49,345.35,710.99,1044.22,222.85,Prague - Háje,50.02447,14.52712,"CZK 39,000",B,New-build,Low-energy,,1.0,1.0,1.0,,,Central,,1.0,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 4,000",611255,2+kk,9/1/2022,85 m²,Partly,2,,228.14,583.81,118.21,272.29,4.57,92.92,188.84,737.14,215.8,175.76,"Mařákova, Prague - Dejvice",50.098672,14.403115,"CZK 60,000",G,Very good,Brick,,,,,,Personal,Gas boiler,Luxurious,,Up to 10 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 2,500",726727,1 bedroom,7/21/2022,32 m²,Partly,4,1.0,335.07,589.94,203.34,490.57,272.38,255.37,249.48,103.14,1050.25,44.47,Prague - Střížkov,50.12665,14.49526,"CZK 21,000",G,Good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",726726,2 bedroom,8/1/2022,54 m²,Partly,4,1.0,285.16,370.51,360.23,448.24,235.12,366.46,776.47,868.53,680.09,215.76,Prague - Záběhlice,50.0545,14.51377,"CZK 17,000",G,Good,Prefab concrete,,1.0,,,,,Central,,,30 - 50 years,Bathroom unit,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",726719,2 bedroom,7/20/2022,54 m²,Partly,1,,207.27,1557.89,131.92,938.53,269.58,1472.06,701.47,365.52,399.67,247.03,Prague - Liboc,50.0918,14.32846,"CZK 22,000",G,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 1,800",726711,3+kk,7/20/2022,80 m²,Partly,4,1.0,300.87,874.78,169.37,280.63,51.78,528.14,649.99,565.19,776.48,568.23,Prague - Žižkov,50.08594,14.43948,"CZK 46,000",G,Good,Brick,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,"CZK 15,000",G,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,300",604273,2+kk,7/20/2022,61 m²,Partly,1,,45.95,1093.17,702.03,2199.64,255.82,1187.69,725.05,1617.73,372.2,860.89,"Drnovská, Prague - Ruzyně",50.082872,14.310397,"CZK 20,000",B,Very good,Brick,,,1.0,,1.0,Personal,Gas boiler,,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,600",726688,1 bedroom,7/20/2022,39 m²,Partly,4,,247.2,509.85,279.35,288.49,304.6,290.19,538.66,721.57,788.84,306.27,Prague - Libeň,50.12064,14.45436,"CZK 20,000",G,Very good,Brick,1.0,1.0,,,,Cooperative,Central,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,500",726668,2+kk,8/14/2022,43 m²,Partly,4,1.0,145.09,591.38,292.24,889.6,399.45,186.08,315.13,845.68,201.27,184.54,Prague - Záběhlice,50.05742,14.49519,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 3,000",725907,1 bedroom,7/20/2022,27 m²,Fully furnished,3,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,"CZK 27,000",G,Very good,Brick,1.0,,1.0,,,,Central,Luxurious,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 5,500",581083,3+kk,8/1/2022,56 m²,Unfurnished,4,,12.93,584.69,279.92,529.49,138.63,489.78,263.04,380.49,337.99,632.92,"Husitská, Prague - Žižkov",50.086617,14.447053,"CZK 16,500",G,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",G,Good,Low-energy,,1.0,,,1.0,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,000",610315,2+kk,8/1/2022,50 m²,,4,1.0,224.27,661.77,250.27,1036.34,270.86,440.41,130.68,352.96,1134.79,502.75,"Plzeňská, Prague - Košíře",50.070903,14.383151,"CZK 36,000",C,New-build,Brick,,1.0,,,,Personal,Central,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500",726579,2 bedroom,10/1/2022,52 m²,Partly,5,1.0,289.99,845.36,152.24,549.72,133.45,625.56,433.23,533.28,540.92,121.18,Prague - Bubeneč,50.10223,14.4038,"CZK 20,000",D,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,500",726509,2+kk,7/20/2022,43 m²,Partly,4,1.0,198.83,809.12,162.78,351.55,170.27,353.71,386.01,173.21,1711.32,229.11,Prague - Stodůlky,50.04951,14.35047,"CZK 23,000",G,Good,Prefab concrete,,1.0,,,1.0,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",726506,2+kk,7/19/2022,44 m²,Partly,13,1.0,215.93,295.36,218.93,2616.52,271.82,262.51,304.72,1672.13,1318.21,146.24,Prague - Ruzyně,50.08964,14.30656,"CZK 30,000",G,Very good,Prefab concrete,,,1.0,,1.0,,Central,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",726495,2+kk,7/19/2022,48 m²,Fully furnished,1,,168.52,601.11,188.98,427.62,114.89,345.84,262.68,771.05,114.89,162.44,Prague - Nusle,50.06141,14.43832,"CZK 30,000",F,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000",725839,2+kk,7/14/2022,72 m²,Fully furnished,2,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,"CZK 46,000",B,New-build,Low-energy,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,500",715217,2+kk,5/1/2022,37 m²,Partly,1,,124.02,1124.46,421.65,753.55,655.3,1203.3,1300.79,1112.93,1125.9,259.97,"Špačkova, Prague - Suchdol",50.13348,14.36849,"CZK 22,500",B,Very good,Brick,,,1.0,,,Personal,,Standard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000","CZK 2,000",635073,Small studio,3/20/2021,20 m²,Partly,1,,216.36,1299.7,1149.66,1953.19,500.36,1050.51,1087.91,1406.68,1547.89,484.38,"Božanovská, Prague - Horní Počernice",50.105394,14.606666,"CZK 9,000",G,Good,Brick,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",620132,2+kk,8/1/2022,67 m²,,2,,223.78,311.91,33.03,496.77,42.87,123.69,112.96,121.68,557.72,222.65,"Křižíkova, Prague - Karlín",50.091526,14.445837,"CZK 20,000",C,Very good,Brick,,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",F,Good,Brick,,,,,,Personal,Distance,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 6,000",724498,2+kk,7/2/2022,43 m²,Fully furnished,1,1.0,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,"CZK 32,000",B,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",726100,3+kk,8/21/2022,55 m²,Fully furnished,2,,285.3,527.21,150.71,437.69,231.4,257.81,259.66,346.37,1019.43,228.25,Prague - Střížkov,50.1262,14.4956,"CZK 30,000",A,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,650",633374,Small studio,8/15/2022,24 m²,Partly,1,1.0,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.126922,14.464589,"CZK 15,000",D,Very good,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 5,000",726316,Studio,9/1/2022,35 m²,Partly,3,1.0,189.02,311.41,105.38,95.59,96.38,138.78,215.35,327.3,1089.46,274.69,Prague - Stodůlky,50.05052,14.34436,"CZK 13,000",G,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500",512975,2+kk,9/1/2022,45 m²,Partly,5,,243.69,642.56,158.63,321.57,313,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,"CZK 15,000",C,,Prefab concrete,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 2,450",726283,Studio,8/1/2022,28 m²,Unfurnished,1,,284.02,1477.58,313.2,862.98,409.82,388.09,654.56,546.67,661.89,388.69,Prague - Bubeneč,50.11055,14.39638,"CZK 10,000",G,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 4,000",443850,2+kk,9/1/2022,45 m²,Unfurnished,2,,169.95,436.29,706.29,872.76,144.76,778.35,317.0,1141.4,2335.68,203.78,"Polívkova, Prague - Jinonice",50.0517995,14.3653519,"CZK 12,500",,,Prefab concrete,,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,990",CZK 0,722477,2+kk,7/14/2022,88 m²,Fully furnished,3,,55.18,233.26,29.65,96.24,7.41,183.92,185.53,258.44,151.78,202.27,Prague - Staré Město,50.09075,14.42626,"CZK 45,000",,Very good,Brick,,1.0,,,,Personal,,,,Over 50 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
