Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Heating,Age,Design,Total number of floors,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
717346,"CZK 30,636",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,,63 m²,"CZK 10,212",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,04. 06. 2022,,,,,,,,,,,
717345,"CZK 42,814",50.0722637,14.3926388,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,79 m²,"CZK 14,271",,,,,Furnished,6,No,No,No,No,No,No,No,,10,927,65,618,170,761,228,"1,106",933,331,08. 05. 2022,,,,,,,,,,,
717344,"CZK 54,803",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom with open-plan kitchen,,160 m²,"CZK 18,268",,,,,Furnished,6,No,Yes,No,No,No,Yes,Yes,,123,293,167,222,66,246,411,"1,258",283,254,01. 06. 2022,,,,,,,,,,,
717343,"CZK 30,744",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,,45 m²,"CZK 10,248",,,,,Furnished,2,No,No,No,No,No,Yes,Yes,,123,293,167,222,66,246,411,"1,258",283,254,05. 06. 2022,,,,,,,,,,,
717342,"CZK 40,037",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom with open-plan kitchen,,66 m²,"CZK 13,345",,,,,Furnished,1,No,Yes,No,No,No,Yes,Yes,,123,293,167,222,66,246,411,"1,258",283,254,20. 05. 2022,,,,,,,,,,,
717341,"CZK 31,039",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,,95 m²,"CZK 10,346",,,,,Furnished,3,No,Yes,No,No,No,Yes,Yes,,123,293,167,222,66,246,411,"1,258",283,254,06. 06. 2022,,,,,,,,,,,
717339,"CZK 33,865",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",2 bedroom,,88 m²,"CZK 11,288",,,,,Furnished,5,No,No,No,No,No,Yes,Yes,,81,251,125,181,24,205,369,"1,216",241,212,01. 06. 2022,,,,,,,,,,,
717338,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,,,Furnished,2,Yes,No,No,No,No,No,No,,281,192,58,183,11,369,315,297,289,305,29. 05. 2022,,,,,,,,,,,
717337,"CZK 20,663",50.0910052,14.4210032,"Bílkova, Prague - Staré Město",Studio,,35 m²,"CZK 6,887",,,,,Furnished,5,Yes,No,No,No,No,Yes,No,,190,595,159,287,45,281,221,427,252,401,10. 06. 2022,,,,,,,,,,,
717336,"CZK 16,733",50.1072949,14.5063022,"Za Lidovým domem, Prague - Vysočany",2 bedroom with open-plan kitchen,,58 m²,"CZK 5,577",,,,,Furnished,3,Yes,No,No,No,No,Yes,Yes,,438,726,428,526,395,685,473,7,801,441,04. 07. 2022,,,,,,,,,,,
717335,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,,86 m²,"CZK 21,000",,,,,Furnished,3,No,No,No,No,No,No,No,,138,70,36,61,45,257,146,128,234,214,01. 06. 2022,,,,,,,,,,,
717334,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 13,005",,,,,Furnished,3,No,No,No,No,No,No,No,,281,192,58,183,11,368,315,297,289,305,19. 05. 2022,,,,,,,,,,,
717333,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 16,550",,,,,Furnished,3,No,No,No,No,No,Yes,No,,281,192,58,183,11,368,315,297,289,305,06. 06. 2022,,,,,,,,,,,
717332,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,,150 m²,"CZK 28,875",,,,,Furnished,4,No,No,No,No,No,No,No,,281,192,58,183,11,368,315,297,289,305,11. 06. 2022,,,,,,,,,,,
717330,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,,144,325,176,152,60,230,49,259,388,439,18. 05. 2022,,,,,,,,,,,
717329,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 16,550",,,,,Furnished,6,No,No,No,No,No,Yes,No,,62,263,122,95,13,113,64,46,150,138,19. 05. 2022,,,,,,,,,,,
717328,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,367",,,,,Furnished,3,No,No,No,No,No,Yes,No,,298,541,99,261,14,253,193,593,251,217,16. 05. 2022,,,,,,,,,,,
717326,"CZK 16,200",50.0478326,14.4843362,"Hrusická, Prague - Záběhlice",2 bedroom,,52 m²,"CZK 5,400",,,,,Furnished,1,No,No,No,No,No,Yes,No,,132,324,308,337,285,"1,437",187,359,"1,164",362,01. 07. 2022,,,,,,,,,,,
717325,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,,Furnished,3,No,No,No,No,No,Yes,No,,149,274,60,441,20,421,59,552,690,457,29. 05. 2022,,,,,,,,,,,
717324,"CZK 46,530",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",2 bedroom,,48 m²,"CZK 15,510",,,,,Furnished,2,No,No,No,No,No,No,No,,158,249,155,246,113,320,391,409,155,114,08. 05. 2022,,,,,,,,,,,
717323,"CZK 53,510",50.0824664,14.4140344,"Divadelní, Prague - Staré Město",4 bedroom,,110 m²,"CZK 17,836",,,,,Furnished,7,No,Yes,No,No,No,Yes,No,,260,938,207,294,98,143,489,445,401,362,01. 07. 2022,,,,,,,,,,,
717322,"CZK 43,710",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",3 bedroom,,55 m²,"CZK 14,570",,,,,Furnished,2,No,No,No,No,No,No,No,,158,249,155,246,113,320,391,409,155,114,01. 07. 2022,,,,,,,,,,,
717321,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,90 m²,"CZK 12,375",,,,,Furnished,2,No,No,No,No,No,Yes,No,,149,274,60,441,20,421,59,552,690,457,05. 06. 2022,,,,,,,,,,,
717320,"CZK 27,225",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,45 m²,"CZK 9,075",,,,,Furnished,6,No,No,No,No,No,Yes,No,,149,274,60,441,20,421,59,552,690,457,01. 07. 2022,,,,,,,,,,,
717319,"CZK 32,918",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",Studio,,35 m²,"CZK 10,972",,,,,Furnished,2,No,No,No,No,No,No,No,,249,259,109,237,65,537,295,274,806,231,01. 07. 2022,,,,,,,,,,,
717318,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 13,200",,,,,Furnished,2,No,No,No,No,No,No,No,,249,259,109,237,65,537,295,274,806,231,28. 05. 2022,,,,,,,,,,,
717316,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,,Furnished,1,No,Yes,No,No,No,No,No,,337,356,19,335,43,634,392,362,865,215,03. 06. 2022,,,,,,,,,,,
717314,"CZK 43,500",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,,82 m²,"CZK 14,500",,,,,Furnished,3,No,No,No,No,No,Yes,No,,155,369,147,651,45,545,205,328,671,484,01. 07. 2022,,,,,,,,,,,
717313,"CZK 51,656",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,60 m²,"CZK 17,219",,,,,Furnished,4,No,No,No,No,No,Yes,No,,110,274,157,129,77,143,300,496,282,367,01. 07. 2022,,,,,,,,,,,
717312,"CZK 35,925",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,,30 m²,"CZK 11,975",,,,,Furnished,6,No,No,No,No,No,Yes,No,,22,463,81,96,72,158,361,436,384,451,21. 05. 2022,,,,,,,,,,,
717307,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,475",,,,,Furnished,2,No,No,No,No,No,Yes,No,,211,382,250,989,170,745,812,"1,050",387,543,19. 05. 2022,,,,,,,,,,,
717306,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,,Furnished,-1,No,No,No,No,No,Yes,No,,211,382,250,989,170,745,812,"1,050",387,543,08. 05. 2022,,,,,,,,,,,
717305,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,,,Furnished,3,No,No,No,No,No,Yes,No,,211,382,250,989,170,745,812,"1,050",387,543,16. 05. 2022,,,,,,,,,,,
717304,"CZK 25,463",50.0848162,14.4690502,"Pitterova, Prague - Žižkov",Studio,,50 m²,"CZK 8,487",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,Yes,,130,178,103,494,73,222,671,527,372,445,22. 05. 2022,,,,,,,,,,,
717303,"CZK 26,775",50.0911861,14.4228786,"U Obecního dvora, Prague - Staré Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 8,925",,,,,Furnished,2,No,No,No,No,No,No,No,,154,470,120,271,120,288,315,411,239,203,01. 07. 2022,,,,,,,,,,,
717302,"CZK 28,688",50.0730353,14.4083714,"Zborovská, Prague - Smíchov",Studio,,40 m²,"CZK 9,562",,,,,Furnished,2,Yes,Yes,No,No,No,No,No,,94,401,89,199,59,403,430,911,"1,115",601,27. 06. 2022,,,,,,,,,,,
717301,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,,49 m²,"CZK 6,240",,,,,Furnished,2,No,No,No,No,No,Yes,No,,84,743,87,659,277,595,408,307,678,198,06. 06. 2022,,,,,,,,,,,
717300,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 7,875",,,,,Furnished,5,No,No,No,No,No,Yes,No,,220,310,47,185,156,218,202,"1,485",496,451,01. 06. 2022,,,,,,,,,,,
717299,"CZK 22,493",50.1013638,14.4546402,"V Háji, Prague - Holešovice",Studio,,30 m²,"CZK 7,497",,,,,Furnished,3,No,No,No,No,No,Yes,Yes,,236,686,234,408,154,248,547,510,133,319,01. 07. 2022,,,,,,,,,,,
717298,"CZK 63,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 21,000",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,,144,325,176,152,60,230,49,259,388,439,18. 06. 2022,,,,,,,,,,,
717297,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 14,450",,,,,Furnished,3,No,No,No,No,No,Yes,No,,68,269,126,89,16,107,70,52,156,144,18. 05. 2022,,,,,,,,,,,
717296,"CZK 22,478",50.0830187,14.4654473,"Olšanská, Prague - Žižkov",Studio,,30 m²,"CZK 7,492",,,,,Furnished,3,No,No,No,No,No,No,Yes,,99,368,492,556,426,352,496,585,430,491,01. 07. 2022,,,,,,,,,,,
717295,"CZK 36,675",50.0830187,14.4654473,"Olšanská h, Prague - Žižkov",1 bedroom with open-plan kitchen,,62 m²,"CZK 12,225",,,,,Furnished,7,No,No,No,No,No,Yes,No,,99,368,492,556,426,352,496,585,430,491,27. 06. 2022,,,,,,,,,,,
717293,"CZK 31,725",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 10,575",,,,,Furnished,3,No,No,No,No,No,Yes,No,,134,417,252,351,68,251,205,205,457,712,21. 06. 2022,,,,,,,,,,,
717292,"CZK 56,700",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,,72 m²,"CZK 18,900",,,,,Furnished,3,No,No,No,No,No,Yes,No,,186,811,109,132,85,110,274,275,231,398,02. 07. 2022,,,,,,,,,,,
717288,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,075",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,,144,325,176,152,60,230,49,259,388,439,05. 06. 2022,,,,,,,,,,,
717287,"CZK 18,675",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,,45 m²,"CZK 6,225",,,,,Furnished,2,No,Yes,No,No,No,No,No,,79,38,77,287,79,287,384,531,326,376,03. 07. 2022,,,,,,,,,,,
717285,"CZK 37,620",50.0706439,14.4164891,"Trojická, Prague - Nové Město",1 bedroom with open-plan kitchen,,60 m²,"CZK 12,540",,,,,Furnished,3,No,No,No,No,No,Yes,No,,212,694,96,186,110,101,316,52,369,339,30. 06. 2022,,,,,,,,,,,
717284,"CZK 17,346",50.1030733,14.4335679,"Šimáčkova, Prague - Holešovice",Studio,,30 m²,"CZK 5,782",,,,,Furnished,3,Yes,No,No,No,No,Yes,No,,139,794,157,306,80,123,368,481,882,,01. 07. 2022,,,,,,,,,,,
717280,"CZK 39,000",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 13,000",,,,,Furnished,2,No,No,No,No,No,Yes,No,,110,274,157,129,77,143,300,496,282,367,01. 07. 2022,,,,,,,,,,,
717279,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,67 m²,"CZK 13,775",,,,,Furnished,4,Yes,Yes,No,No,No,Yes,No,,110,274,157,129,77,143,300,496,282,367,30. 06. 2022,,,,,,,,,,,
717278,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,,Furnished,-1,No,No,No,No,No,No,No,,211,382,250,989,170,745,812,"1,050",387,543,16. 05. 2022,,,,,,,,,,,
717276,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,,40 m²,"CZK 10,625",,,,,Furnished,1,No,No,No,No,No,No,No,,124,153,54,67,17,194,209,158,151,202,26. 05. 2022,,,,,,,,,,,
717275,"CZK 23,625",50.097327,14.4663608,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,,40 m²,"CZK 7,875",,,,,Furnished,7,No,No,No,No,No,Yes,Yes,,148,"1,069",121,"1,015",205,744,547,541,774,101,01. 07. 2022,,,,,,,,,,,
717274,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,56 m²,"CZK 12,500",,,,,Furnished,5,No,No,No,No,No,Yes,No,,243,541,100,272,177,315,457,820,635,594,01. 06. 2022,,,,,,,,,,,
717273,"CZK 35,175",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",2 bedroom,,65 m²,"CZK 11,725",,,,,Furnished,4,No,No,No,No,No,Yes,No,,168,319,99,227,101,409,227,243,632,429,01. 06. 2022,,,,,,,,,,,
717272,"CZK 35,175",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",2 bedroom,,65 m²,"CZK 11,725",,,,,Furnished,3,No,No,No,No,No,Yes,No,,168,319,99,227,101,409,227,243,632,429,02. 06. 2022,,,,,,,,,,,
717271,"CZK 48,000",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,,72 m²,"CZK 16,000",,,,,Furnished,5,No,No,No,No,No,Yes,No,,274,300,81,587,69,312,103,253,793,568,25. 06. 2022,,,,,,,,,,,
717270,"CZK 59,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 19,750",,,,,Furnished,2,No,No,No,No,No,Yes,No,,140,528,224,126,38,67,511,"1,001","1,181",559,08. 05. 2022,,,,,,,,,,,
717269,"CZK 29,700",50.0778888,14.4403889,"Mánesova, Prague - Vinohrady",Studio,,60 m²,"CZK 9,900",,,,,Furnished,7,No,No,No,No,No,Yes,No,,229,544,212,97,87,308,108,378,237,578,01. 07. 2022,,,,,,,,,,,
717268,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 12,475",,,,,Furnished,2,No,No,No,No,No,Yes,No,,22,463,81,96,72,158,361,436,384,451,15. 05. 2022,,,,,,,,,,,
717267,"CZK 31,439",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,49 m²,"CZK 10,480",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,08. 05. 2022,,,,,,,,,,,
717266,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,,38 m²,"CZK 12,875",,,,,Furnished,4,No,No,No,No,No,Yes,No,,69,269,125,89,15,106,70,52,156,144,29. 05. 2022,,,,,,,,,,,
717159,"CZK 15,000",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",Studio,New build,45 m²,"CZK 4,000","CZK 20,000",,Cooperative,Brick building,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,B,150,845,468,387,639,"1,165",809,100,,,23. 05. 2022,,,,,,,,,,,
717265,"CZK 21,019",50.1033901,14.4020568,"U Zeměpisného ústavu, Prague - Bubeneč",Studio,,28 m²,"CZK 7,006",,,,,Furnished,1,No,No,No,No,No,No,No,,192,792,137,285,93,475,243,337,508,82,02. 07. 2022,,,,,,,,,,,
717254,"CZK 18,500",49.96056835,14.383290675536,"Pickova, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 4,000","CZK 37,000",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,A,352,448,707,736,"1,098",331,349,,,,01. 06. 2022,,,,,,,,,,,
668396,"CZK 19,000",50.04028,14.56921,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,48 m²,"CZK 3,000","CZK 22,000",,Personal,Brick building,Partially furnished,6,No,Yes,Yes,No,No,Yes,Yes,C,338,923,684,787,809,379,480,748,"1,280",390,01. 07. 2022,,,,,,,,,,,
681854,"CZK 19,500",50.09687,14.46518,"Molákova, Prague - Karlín",2 bedroom,Excellent,41 m²,"CZK 5,500","CZK 25,000",,Personal,Other,Furnished,6,No,Yes,Yes,No,No,Yes,No,G,116,"1,185",101,"1,040",234,780,434,694,909,141,01. 07. 2022,Central heating,,,,,,,,,,
717234,"CZK 12,500",50.08034,14.49916,"Nad Úžlabinou, Prague - Malešice",Studio,Excellent,34 m²,"CZK 3,000","CZK 15,000",,Personal,Prefab concrete building,Partially furnished,6,Yes,No,Yes,No,No,Yes,Yes,C,194,279,149,197,197,168,289,671,905,130,06. 05. 2022,District heating,1 to 10 years years,Standard materials and solutions,Middle floor,,,,,,,
717233,"CZK 15,600",50.06799,14.55658,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom,New build,54 m²,"CZK 3,900","CZK 25,000",,Cooperative,Brick building,Unfurnished,2,Yes,No,No,No,No,Yes,No,B,784,"1,478",621,540,800,"1,302","1,442",600,,,01. 06. 2022,,,,,,,,,,,
717232,"CZK 17,500",50.07454,14.44721,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 1,100","CZK 25,000",,Personal,Brick building,Partially furnished,3,No,No,No,Yes,No,Yes,No,G,300,314,259,505,225,476,493,226,405,257,06. 05. 2022,Gas boiler,,,Middle floor,Overall,,,,,,
660548,"CZK 36,000",50.10666,14.3884,"Bechyňova, Prague - Dejvice",3 bedroom with open-plan kitchen,New build,100 m²,"CZK 6,000","CZK 72,000",,Personal,Other,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,G,51,"1,254",57,661,139,115,352,322,694,354,01. 05. 2022,District heating,1 to 10 years years,Premium materials and solutions,Middle floor,,,,,,,
467055,"CZK 16,000",50.134464,14.4676022,"Šimůnkova, Prague - Kobylisy",2 bedroom with open-plan kitchen,,62 m²,"CZK 4,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,D,334,911,391,933,378,811,317,275,364,,01. 07. 2022,,,,,,,,,,,
625052,"CZK 12,000",50.155715,14.514947,"Tryskovická, Prague - Čakovice",Studio,New build,30 m²,"CZK 3,000","CZK 15,000",,Personal,Prefab concrete building,Furnished,1,No,Yes,Yes,No,Yes,Yes,No,B,598,"1,043",282,211,"1,048",997,158,190,,,01. 07. 2022,,,,,,Yes,25 m²,,,,
716481,"CZK 18,000",50.042789,14.4612313,"Jihlavská, Prague - Michle",2 bedroom,Excellent,52 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,G,108,835,263,839,12,162,678,732,691,402,10. 05. 2022,,,,,Overall,,,,,,
717226,"CZK 17,990",50.07907277777,14.48585333333,"Janýrova, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 3,655","CZK 21,645","CZK 21,645

                                
                                
                
i",Personal,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,G,295,738,376,414,264,347,761,776,421,150,,,,,,,,,,,,
715898,"CZK 26,000",50.07245,14.39363,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 4,000","CZK 45,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,B,42,871,178,562,166,691,172,997,907,293,01. 06. 2022,,1 to 10 years years,Premium materials and solutions,,,,,,,,
600337,"CZK 37,000",50.09534,14.452358,Prague - Karlín,2 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 5,000","CZK 50,000",,,Brick building,Furnished,6,Yes,Yes,Yes,No,No,Yes,No,C,188,493,169,169,68,306,682,"1,442",462,545,01. 04. 2021,Gas boiler,1 to 10 years years,Premium materials and solutions,Top floor,Overall,,,,,,
717219,"CZK 17,990",50.06351777777,14.4378525,"Boleslavova, Prague - Nusle",2 bedroom,Excellent,56 m²,"CZK 2,659","CZK 20,649","CZK 20,649

                                
                                
                
i",Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,C,233,245,108,178,248,321,394,341,468,196,,,,,,,,,,,,
717216,"CZK 13,000",50.0573,14.28258,"Prušánecká, Prague - Zličín",Studio,Excellent,37 m²,"CZK 3,000","CZK 20,000",,Personal,Brick building,Furnished,4,Yes,No,Yes,Yes,Yes,Yes,Yes,C,212,998,825,754,839,879,228,"1,101",102,,06. 05. 2022,,,,,,,,,,,
712729,"CZK 16,200",50.03251,14.60945,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,700","CZK 40,000",,Personal,Prefab concrete building,Partially furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,G,175,"1,088",254,"1,096",595,"1,041",613,"1,116",758,357,30. 04. 2022,Central heating,10 to 30 years years,Standard materials and solutions,Ground floor,,,24 m²,,,,
476246,"CZK 12,500",50.0763304,14.4690282,"Šrobárova, Prague - Vinohrady",Studio,Excellent,23 m²,"CZK 1,500","CZK 12,500",,Cooperative,Brick building,Furnished,2,No,No,No,No,No,No,No,B,325,675,245,406,122,458,158,785,144,296,01. 05. 2022,District heating,,,Middle floor,,,,,,,
714040,"CZK 28,000",50.10117,14.40446,"Bubenečská, Prague - Bubeneč",3 bedroom with open-plan kitchen,Excellent,125 m²,,"CZK 28,000",,Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,No,No,G,262,807,170,525,171,442,395,624,401,312,12. 04. 2022,Gas boiler,,,Middle floor,,,,,,,
704707,"CZK 14,000",50.06597,14.49684,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,500","CZK 28,000",,Personal,Brick building,Partially furnished,5,Yes,No,No,No,Yes,Yes,No,B,162,159,"1,182",251,525,370,326,898,414,,01. 05. 2022,District heating,10 to 30 years years,Premium materials and solutions,Middle floor,,,,,,,
495321,"CZK 23,000",50.0720059,14.3730476,"Pod Lipkami, Prague - Smíchov",2 bedroom with open-plan kitchen,,88 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,137,395,113,548,416,606,707,878,427,301,01. 07. 2022,Gas boiler,,,,,,100 m²,,,,
494645,"CZK 23,000",50.0720059,14.3730476,"Pod Lipkami, Prague - Smíchov",2 bedroom with open-plan kitchen,,85 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,,137,395,113,548,416,606,707,878,427,301,01. 07. 2022,Gas boiler,,,,,,100 m²,,,,
