Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Cellar,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Lift,Heating,Domácí mazlíčci vítáni,Parking,Enclosed balcony,Designe,Reconstruction,New-build,Garage,Age,"You will rent this apartment for approximately CZK 12,389 CZK",Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 13,000","CZK 4,500","CZK 17,500",727234,2+kk,9/1/2022,5,Prefab concrete,,44 m²,Partly,Very good,,G,,1.0,273.83,789.67,459.76,886.71,196.93,949.95,228.89,87.77,598.78,114.83,Prague - Horní Měcholupy,50.04683,14.55872,,1.0,Central,,,,,Complete,,,,,,
"CZK 14,000","CZK 2,500","CZK 25,000",612251,Studio,9/1/2022,1,Brick,,25 m²,,New-build,Personal,B,,,211.15,237.15,355.34,868.62,194.77,283.9,145.14,177.97,611.03,466.53,"Omská, Prague - Vršovice",50.072914,14.478114,,,,,,,,,,,,,,
"CZK 18,900","CZK 5,400","CZK 19,000",481187,3+1,6/28/2022,3,Prefab concrete,,70 m²,Partly,,Personal,,,1.0,76.93,257.89,345.98,1178.12,200.24,544.99,283.38,110.64,707.91,152.52,"Valentova, Prague - Chodov",50.0323705,14.5050402,,1.0,,,1.0,1.0,,Interior,,,,,,
"CZK 13,500","CZK 3,000","CZK 14,640",729940,2+kk,10/1/2022,4,Brick,,45 m²,Unfurnished,Good,,G,,,90.06,303.71,81.05,135.34,39.32,126.73,96.87,532.93,309.59,235.63,Prague - Nusle,50.06312,14.44003,,,,1.0,,,,,,,,,,
"CZK 24,000","CZK 5,000","CZK 75,000",729939,3+kk,8/15/2022,3,Brick,,80 m²,Fully furnished,New-build,,G,1.0,1.0,404.22,627.09,484.92,932.02,709.91,847.27,542.04,621.82,662.9,305.7,Prague - Horní Měcholupy,50.04295,14.54968,,1.0,Central,,1.0,,,Complete,1.0,1.0,10 to 30 years,,,
"CZK 12,000","CZK 3,500","CZK 14,998",462357,Studio,9/1/2022,1,Brick,,30 m²,Fully furnished,,Personal,,,1.0,284.43,507.29,365.12,812.22,599.34,727.47,422.24,502.02,543.1,195.13,"Padovská, Prague - Horní Měcholupy",50.0426908,14.550883,,1.0,,,,,,,,1.0,,,,
"CZK 18,000","CZK 3,500","CZK 30,000",729796,2+kk,8/14/2022,4,Brick,,52 m²,Partly,Very good,,C,1.0,,201.08,1066.07,233.17,1074.42,574.15,1018.89,591.09,1094.29,736.86,346.97,Prague - Uhříněves,50.03233,14.60946,,1.0,,,1.0,,,,1.0,,,,,
"CZK 28,425","CZK 9,475",,729524,Studio,8/17/2022,3,,,30 m²,Fully furnished,,,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,1.0,,,,,,,,,,,,
"CZK 21,019","CZK 7,006",,729938,Studio,10/1/2022,1,,,32 m²,Fully furnished,,,,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,
"CZK 16,240","CZK 4,760","CZK 21,000",598253,3+kk,9/1/2022,2,Brick,,62 m²,Fully furnished,Good,Cooperative,E,1.0,1.0,43.9,1481.21,321.11,1214.55,271.5,1639.89,581.9,182.8,842.09,733.21,"Jeremenkova, Prague - Podolí",50.045654,14.419161,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500","CZK 17,500",177188,2+kk,10/1/2022,4,Brick,,50 m²,Fully furnished,,Personal,,1.0,,129.15,496.6,548.8,535.24,652.16,641.56,642.27,943.64,1359.31,423.04,Prague - Stodůlky,50.0619404,14.3107778,,1.0,Electric boiler,,,,,,1.0,,Up to 10 years,,,
"CZK 12,900","CZK 5,100","CZK 18,000",711589,Studio,9/15/2022,1,Brick,,40 m²,Fully furnished,Good,Personal,G,1.0,,438.88,940.13,77.75,747.77,397.2,513.24,157.25,742.38,1542.92,450.79,"Schwarzenberská, Prague - Jinonice",50.05468,14.35292,,1.0,Electric boiler,,,,Standard,,,,10 to 30 years,,,
"CZK 25,500",CZK 0,"CZK 51,000",656580,3+kk,10/15/2022,3,Brick,,79 m²,Partly,Very good,Personal,G,,1.0,165.26,428.49,81.56,324.24,167.43,267.04,108.89,330.95,485.95,263.54,Prague - Žižkov,50.0827042,14.455385,,1.0,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 23,000",666043,Studio,9/1/2022,8,Prefab concrete,,29 m²,Partly,Very good,Personal,D,,,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,,1.0,Electric boiler,,1.0,,Standard,Bathroom unit,,,,,,
"CZK 25,900","CZK 4,500","CZK 40,000",577288,2+kk,9/1/2022,6,Brick,,60 m²,Fully furnished,Very good,Personal,C,1.0,1.0,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,,1.0,Gas boiler,,1.0,,,,,,,,,
"CZK 18,000","CZK 1,300","CZK 15,000",718466,2+kk,8/15/2022,5,Brick,,56 m²,Fully furnished,Very good,Personal,G,,,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,,1.0,Distance,,,1.0,Standard,,,,Up to 10 years,,,
"CZK 19,000","CZK 4,000","CZK 19,000",514627,2+kk,9/1/2022,8,Other,,53 m²,Partly,New-build,Personal,,1.0,1.0,436.45,482.38,355.27,2168.88,451.43,585.29,902.55,311.64,478.12,124.82,"Kytínská, Prague - Hostivař",50.0529798,14.5443391,,1.0,Distance,,,,Standard,,1.0,1.0,Up to 10 years,,,
"CZK 18,824","CZK 4,500","CZK 60,000",729928,2+kk,8/15/2022,7,Brick,,58 m²,Partly,New-build,,A,1.0,1.0,202.54,969.45,502.22,781.44,701.07,484.38,606.02,640.55,1310.13,515.71,Prague - Horní Měcholupy,50.04145,14.56877,1.0,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 14,000",CZK 600,"CZK 14,000",538941,Studio,9/1/2022,5,Brick,,32 m²,Partly,,Personal,,,,172.71,932.23,143.93,381.62,49.0,314.45,235.06,275.0,282.85,68.91,Prague - Nové Město,50.0684511,14.4165468,,,Electric boiler,,,,,Complete,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",713312,2+kk,9/1/2022,2,Brick,,65 m²,Partly,Very good,Personal,B,,,320.54,804.25,643.24,6158.2,842.45,668.33,418.35,358.48,633.23,430.5,"Moravanská, Prague - Vinoř",50.1484241,14.58219925,,,Electric boiler,,1.0,,Luxurious,Complete,,,Up to 10 years,,,
"CZK 12,941","CZK 2,900","CZK 40,000",729926,Studio,8/15/2022,2,Brick,,36 m²,Partly,Good,,B,,,59.84,606.52,202.38,593.79,395.39,618.46,697.22,227.5,354.31,172.55,Prague - Hostivař,50.05336,14.52516,,1.0,,1.0,,,,,,,,,,
"CZK 17,500","CZK 3,000","CZK 30,000",729925,2+kk,10/1/2022,5,Other,,43 m²,Partly,Very good,,C,,,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,Prague - Žižkov,50.08574,14.44495,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,600","CZK 15,000",488212,Other,10/1/2022,1,Brick,,50 m²,Fully furnished,,Personal,B,,1.0,70.79,525.09,35.11,155.92,83.28,67.83,136.08,296.99,57.09,406.71,Prague - Holešovice,50.0992805,14.4298792,,,Other,,,,,,,,,,,
"CZK 28,800","CZK 5,800","CZK 45,000",566375,2 bedroom,9/1/2022,1,Brick,,65 m²,Fully furnished,,Personal,G,1.0,,124.79,451.96,157.36,293.51,128.12,183.56,213.19,293.47,135.81,471.93,"Mánesova, Prague - Vinohrady",50.0779063,14.4417343,,1.0,Gas boiler,,,,,,,,,,,
"CZK 21,500","CZK 3,500","CZK 30,000",729492,2+kk,9/1/2022,4,Brick,,47 m²,Partly,Very good,,G,,,134.46,669.35,190.02,469.25,90.59,366.62,360.94,239.34,574.35,331.79,Prague - Žižkov,50.08208,14.44511,1.0,1.0,,,1.0,,,Complete,,,,,,
"CZK 19,000",CZK 800,"CZK 38,000",729919,2 bedroom,8/15/2022,3,Brick,,60 m²,Partly,Very good,,G,1.0,,161.54,1057.24,132.77,925.83,322.62,816.45,897.65,310.85,817.62,111.99,Prague - Dejvice,50.09833,14.37579,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,000","CZK 17,500",729918,Small studio,9/1/2022,4,Low-energy,,46 m²,Partly,Very good,,B,,1.0,429.47,593.72,439.47,420.44,320.34,450.26,320.19,168.85,825.59,243.46,Prague - Vokovice,50.09832,14.35548,,1.0,,,,,,,,1.0,,,,
"CZK 22,500","CZK 5,000","CZK 45,000",683548,2+kk,10/1/2022,4,Brick,,68 m²,Partly,Very good,Personal,D,1.0,1.0,231.82,688.19,238.77,396.79,288.67,346.25,666.97,484.38,370.9,167.66,"Janýrova, Prague - Strašnice",50.0792694,14.4866147,1.0,1.0,Distance,,1.0,,,,,1.0,,,,
"CZK 22,000","CZK 4,281","CZK 60,000",729916,3+1,8/15/2022,1,Brick,,93 m²,Partly,Good,,C,1.0,1.0,194.07,510.93,163.84,452.52,383.77,1417.19,383.18,748.71,1150.08,541.37,Prague - Záběhlice,50.04768,14.49317,,1.0,,1.0,,,,,,,,,,
"CZK 14,000","CZK 3,300","CZK 35,000",519071,Studio,8/10/2022,1,Brick,,35 m²,Fully furnished,New-build,Personal,B,,,270.8,465.97,462.71,505.95,362.97,524.87,359.82,260.66,144.15,249.62,Prague - Hostivař,50.0514172,14.5222681,1.0,,Distance,,,,Standard,,,,Up to 10 years,,,
"CZK 21,900","CZK 3,783","CZK 40,000",728853,2+kk,10/1/2022,9,Brick,,65 m²,Fully furnished,New-build,,G,,,187.61,796.91,219.72,789.56,413.49,693.0,349.3,774.1,429.2,512.14,Prague - Kamýk,50.01897,14.43788,1.0,1.0,,,1.0,,,,,,,,,
"CZK 13,000",CZK 0,"CZK 13,000",729911,Studio,9/1/2022,,Brick,,36 m²,Fully furnished,Good,,C,,,323.42,1575.2,1109.44,1343.97,1257.51,1799.06,1288.39,1403.21,499.67,448.07,Prague - Hloubětín,50.09394,14.52976,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,000","CZK 25,000",729907,2 bedroom,9/12/2022,6,Prefab concrete,,53 m²,Partly,Very good,Personal,C,,,154.59,121.63,210.28,406.06,427.2,165.42,331.31,69.33,839.62,83.63,Prague - Veleslavín,50.09015,14.34795,,1.0,Distance,1.0,,,Standard,Complete,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",707969,2+kk,8/11/2022,1,Brick,,53 m²,Fully furnished,New-build,Personal,G,1.0,1.0,219.15,1232.78,398.4,420.45,357.75,688.13,520.05,476.99,231.34,52.33,"Tupolevova, Prague - Letňany",50.13287,14.50548,,1.0,,,1.0,,,,1.0,,,,,
"CZK 26,000",CZK 700,"CZK 26,000",515108,2 bedroom,9/10/2022,3,Brick,,86 m²,Fully furnished,Very good,Personal,,,,265.77,542.68,147.13,453.32,30.41,219.17,236.4,243.59,121.47,388.34,"Polská, Prague - Vinohrady",50.0784326,14.4433314,,1.0,Gas boiler,,,,,Interior,,,,,,
"CZK 57,000","CZK 19,000",,724522,3+1,10/2/2022,3,,,130 m²,Fully furnished,,,,,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,1.0,,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,8/21/2022,2,,,46 m²,Fully furnished,,,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,
"CZK 28,000","CZK 4,563","CZK 28,000",729902,4+kk,8/15/2022,4,Brick,,82 m²,Partly,New-build,,E,1.0,1.0,161.65,765.5,142.86,407.11,246.49,106.07,669.1,189.12,2004.8,372.35,Prague - Černý Most,50.10689,14.57603,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 18,000","CZK 3,000","CZK 12,000",705090,Studio,7/15/2022,1,Brick,,31 m²,Fully furnished,Very good,Cooperative,C,,,113.34,289.06,83.65,400.81,17.89,95.25,270.37,279.09,374.04,331.65,"Sokolovská, Prague - Karlín",50.0925008,14.4438167,,,Central,,,,Luxurious,Complete,,,Up to 10 years,,,
"CZK 12,500","CZK 3,700","CZK 13,000",729900,Studio,8/15/2022,2,Brick,,28 m²,Fully furnished,New-build,,B,,1.0,303.19,807.71,152.21,787.08,450.7,811.76,945.04,463.1,409.62,412.95,Prague - Hostivař,50.05456,14.52654,,1.0,,,,,,,1.0,,,,,
"CZK 12,000","CZK 3,000","CZK 20,000",275844,1 bedroom,9/1/2022,1,Brick,,35 m²,Partly,Very good,Personal,,,,325.63,647.92,361.45,532.99,389.75,462.14,521.63,491.27,1145.53,208.4,"Zachova, Prague - Krč",50.0395754,14.4450065,,,Gas boiler,,,,Standard,Interior,,,Up to 10 years,,,
"CZK 16,400","CZK 2,500","CZK 20,000",545224,Studio,9/1/2022,4,Brick,,38 m²,Partly,New-build,Personal,B,,,109.24,1039.06,442.08,846.12,540.6,637.35,35.01,1310.4,767.89,296.17,Prague - Holešovice,50.11065,14.449746,,1.0,Central,,,,Luxurious,,1.0,,Up to 10 years,,,
"CZK 21,000","CZK 3,000","CZK 21,000",703730,2+kk,9/1/2022,5,Brick,,47 m²,Fully furnished,Very good,Cooperative,C,1.0,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,,1.0,Central,,,,Standard,Complete,,,10 to 30 years,,,
"CZK 14,900","CZK 2,900","CZK 17,800",521605,Studio,9/1/2022,1,Brick,,31 m²,Fully furnished,,Personal,B,,1.0,413.56,1896.45,194.15,1197.72,368.34,363.51,849.69,364.87,435.02,700.34,"Lindleyova, Prague - Dejvice",50.1126353,14.3907162,1.0,1.0,,,,,,,1.0,,,,,
"CZK 18,500","CZK 1,500","CZK 25,000",127984,2 bedroom,8/9/2022,1,Brick,,75 m²,Partly,Very good,Personal,G,,,377.86,952.52,268.88,785.46,427.06,919.2,278.57,123.86,840.54,359.97,"Zdařilá, Prague - Nusle",50.0551428,14.4464394,,,Central,,,,Standard,Complete,,,Over 50 years,,,
"CZK 37,125","CZK 12,375",,726070,2 bedroom,9/30/2022,2,,,90 m²,Fully furnished,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,1.0,,,,,,,,,,,,
"CZK 9,300","CZK 4,500","CZK 15,000",729762,Studio,8/20/2022,2,Brick,,26 m²,Partly,Very good,,G,1.0,,114.97,208.62,396.31,1615.36,9.96,1381.57,274.93,170.26,414.89,259.12,Prague - Střešovice,50.08912,14.38529,,1.0,,,1.0,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 20,500",729781,2 bedroom,9/30/2022,2,Brick,,58 m²,Partly,Very good,,G,,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",729326,2+kk,8/9/2022,3,Prefab concrete,,55 m²,Partly,New-build,,G,1.0,,244.31,1139.36,535.55,3749.24,225.17,512.26,929.55,3171.89,1088.17,286.69,Prague - Dolní Měcholupy,50.06691,14.55204,,1.0,Central,,,,,,1.0,,Up to 10 years,,,
"CZK 22,200","CZK 3,800","CZK 26,000",657252,2+kk,11/1/2022,4,Brick,,50 m²,Fully furnished,Very good,Cooperative,G,,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,,1.0,,,,,,,,,,,,
"CZK 23,760","CZK 7,920",,728259,2 bedroom,10/1/2022,1,,,60 m²,Fully furnished,,,,,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,,,,,
"CZK 28,425","CZK 9,475",,728696,2+kk,10/4/2022,5,,,45 m²,Fully furnished,,,,,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",,724407,2 bedroom,9/19/2022,4,,,65 m²,Fully furnished,,,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,1.0,,,,,,,,,,,,
"CZK 51,656","CZK 17,219",,728895,2 bedroom,10/6/2022,4,,,60 m²,Fully furnished,,,,,,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,1.0,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",,729613,2 bedroom,10/11/2022,3,,,72 m²,Fully furnished,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,1.0,,,,,,,,,,,,
"CZK 33,000","CZK 11,000",,728257,3+kk,10/1/2022,2,,,80 m²,Fully furnished,,,,,,156.94,402.05,153.34,284.97,151.52,248.16,393.35,447.14,193.37,153.39,"Anežská, Prague - Staré Město",50.0920126,14.4239059,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 37,500",729342,3+kk,8/9/2022,1,Brick,,80 m²,Partly,Very good,,G,,,230.83,161.53,209.42,104.01,6.23,121.09,173.31,192.99,768.1,276.15,Prague - Vinohrady,50.07649,14.45237,,,,,,,,,,,,,,
"CZK 21,684","CZK 2,000","CZK 22,000",729875,2 bedroom,8/14/2022,1,Brick,,85 m²,Unfurnished,Very good,,G,,,132.32,724.22,171.21,424.33,69.84,458.88,315.63,566.47,243.45,354.39,Prague - Bubeneč,50.10023,14.40394,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 2,200","CZK 40,000",545848,2 bedroom,8/1/2022,1,Brick,,49 m²,Partly,Very good,Cooperative,C,,,173.27,1025.47,133.71,559.96,129.28,588.5,460.88,303.16,221.32,257.05,Prague - Libeň,50.1072306,14.4876828,,,Gas boiler,,,,,Complete,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,8/17/2022,6,,,69 m²,Fully furnished,,,,1.0,,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,1.0,1.0,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,1,,,180 m²,Fully furnished,,,,1.0,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,1.0,,,,,,,,,1.0,,,,
"CZK 12,000","CZK 2,000","CZK 15,000",729866,Studio,9/1/2022,3,Low-energy,,27 m²,Partly,New-build,,B,1.0,1.0,460.69,1227.11,353.33,1152.22,692.53,498.0,726.68,602.43,1156.87,115.57,Prague - Střížkov,50.13108,14.49209,,1.0,,,,,,,1.0,,,,,
"CZK 34,000","CZK 6,000","CZK 68,000",729867,3+kk,9/1/2022,3,Brick,,86 m²,Partly,New-build,,B,1.0,,619.74,957.8,1278.08,1960.39,141.51,1073.98,1363.22,1191.22,343.89,293.25,Prague - Letňany,50.14159,14.52344,,1.0,,,,,,,,1.0,,,,
"CZK 13,500","CZK 3,000","CZK 27,000",502005,1 bedroom,11/1/2022,3,Brick,,42 m²,Partly,Very good,Personal,C,1.0,1.0,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,,1.0,,,,,Standard,,,,Up to 10 years,,,
"CZK 8,000","CZK 1,500",CZK 0,666742,Small studio,4/2/2022,1,Brick,,14 m²,Fully furnished,Good,Personal,A,,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,"Bělohorská, Prague - Břevnov",50.07573,14.33054,,,Central,,1.0,,Standard,,,,10 to 30 years,,,
"CZK 8,000","CZK 1,500",CZK 0,729860,Small studio,8/22/2022,3,Brick,,14 m²,,New-build,,G,,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,,,,1.0,,,,,,,,,,
"CZK 33,750","CZK 11,250",,726019,2+kk,8/17/2022,6,,,75 m²,Fully furnished,,,,1.0,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,1.0,,,,,,,,,,,,
"CZK 22,000","CZK 5,500","CZK 44,000",531774,2+kk,8/1/2022,2,Brick,,57 m²,Fully furnished,Good,Personal,,,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,1.0,,,,,,,,,,,,,
"CZK 13,600",CZK 700,"CZK 14,300",729856,2 bedroom,8/14/2022,,Brick,,54 m²,Unfurnished,Good,,E,,,40.93,198.52,62.04,554.48,113.39,283.91,131.16,351.89,510.24,156.24,Prague - Smíchov,50.067,14.3991,,,,1.0,,,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,8/17/2022,2,,,67 m²,Fully furnished,,,,1.0,,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,1.0,1.0,,,,,,,,,,,,
"CZK 20,729","CZK 6,910",,727823,2 bedroom,9/10/2022,2,,,47 m²,Fully furnished,,,,1.0,,156.38,1229.0,162.03,220.23,25.89,81.62,279.46,502.09,319.11,381.66,"Viklefova, Prague - Žižkov",50.0907344,14.4740295,1.0,1.0,,,,,,,,,,,,
"CZK 11,200","CZK 5,767","CZK 18,000",344341,1 bedroom,9/10/2022,2,Brick,,44 m²,Fully furnished,Very good,Personal,,,1.0,199.41,1049.72,59.09,1433.99,85.41,339.91,410.66,208.61,520.05,470.92,"Františka Kadlece, Prague - Libeň",50.1161741,14.4704328,,,Gas boiler,,,,Standard,Complete,,,Over 50 years,,,
"CZK 11,000","CZK 5,000","CZK 22,000",699502,2+kk,8/15/2022,3,Prefab concrete,,45 m²,Partly,Good,Personal,,,1.0,310.87,678.41,306.73,231.93,227.39,288.41,215.04,71.63,277.99,69.98,"U Jezera, Prague - Stodůlky",50.04586,14.32411,,1.0,Central,,,,,Complete,,,,,,
"CZK 41,625","CZK 13,875",,720848,4+kk,10/2/2022,4,,,112 m²,Fully furnished,,,,1.0,,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,1.0,1.0,,,,,,,,,,,,
"CZK 8,500",CZK 500,"CZK 3,000",491568,3+kk,8/22/2022,10,Prefab concrete,,12 m²,Fully furnished,Good,Other,,,,64.8,576.84,139.85,1549.89,337.01,577.64,489.17,495.03,331.36,261.09,Prague - Chodov,50.036257,14.508483,,1.0,Central,,,,,,,,,,,
"CZK 31,752","CZK 10,584",,726633,2 bedroom,9/2/2022,7,,,57 m²,Fully furnished,,,,1.0,,7.74,76.74,105.28,213.89,45.41,117.47,178.45,327.18,381.26,239.99,"Dělnická, Prague - Holešovice",50.1031132,14.4472134,1.0,1.0,,,,,,,,,,,,
"CZK 35,063","CZK 11,687",,729576,3+kk,9/14/2022,5,,,89 m²,Fully furnished,,,,1.0,,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,,,,,,,,1.0,,,,
"CZK 17,250","CZK 5,750",,727831,3+kk,9/16/2022,2,,,90 m²,Fully furnished,,,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,1.0,,,,,,,,,,,,
"CZK 16,000",CZK 0,"CZK 45,000",520177,2+kk,9/1/2022,1,Brick,,52 m²,Partly,Very good,Personal,C,,1.0,192.56,288.18,172.3,531.29,189.43,530.81,222.94,399.91,332.18,102.12,"Přípotoční, Prague - Vršovice",50.0652003,14.4562707,,1.0,Gas boiler,,,,Standard,Interior,,,Up to 10 years,,,
"CZK 15,000","CZK 2,700","CZK 22,000",574643,2 bedroom,9/1/2022,3,Brick,,54 m²,Partly,Very good,Personal,D,,,78.31,270.98,111.86,177.77,220.6,148.23,200.59,169.97,686.53,257.79,"Na Petřinách, Prague - Břevnov",50.088277,14.346283,,,Distance,,,1.0,,Interior,,,,,,
"CZK 13,000","CZK 4,500","CZK 26,000",729825,2+kk,9/15/2022,1,Prefab concrete,,46 m²,Partly,Good,,C,,,174.03,594.0,541.65,1059.35,209.58,827.67,730.29,210.17,539.55,220.53,Prague - Záběhlice,50.0534,14.50354,,,,,,1.0,,,,,,,,
"CZK 17,000","CZK 4,100","CZK 34,000",729826,3+1,8/14/2022,5,Prefab concrete,,71 m²,Unfurnished,Good,,G,,,319.61,427.94,124.9,498.07,291.38,441.9,626.7,942.06,1028.81,293.48,Prague - Troja,50.12653,14.42324,,,,,,1.0,,,,,,,,
"CZK 21,000","CZK 6,000","CZK 30,000",729790,3+kk,8/14/2022,1,Prefab concrete,,70 m²,Unfurnished,Very good,,G,1.0,1.0,180.86,791.15,144.81,333.58,152.3,335.74,327.57,155.24,1693.35,211.14,Prague - Stodůlky,50.04967,14.35043,,1.0,,,1.0,,,,,,,,,
"CZK 25,000","CZK 8,000","CZK 50,000",488207,3+kk,10/1/2022,,Brick,,68 m²,Partly,Very good,Personal,D,,,136.58,210.07,741.46,5420.28,333.42,723.25,620.46,489.5,285.8,101.34,"Velkoosecká, Prague - Vinoř",50.1438182,14.576116,1.0,,Gas boiler,,1.0,,Standard,,,1.0,10 to 30 years,,,
"CZK 11,000","CZK 2,000","CZK 11,000",539202,Studio,9/1/2022,3,Brick,,40 m²,Partly,Very good,Personal,B,,,106.7,1582.57,758.41,966.99,749.35,746.68,500.95,640.15,2235.11,368.11,"Ve žlíbku, Prague - Horní Počernice",50.1089946,14.6244569,,,Electric boiler,,,,,,,,,,,
"CZK 8,000","CZK 3,500","CZK 11,343",544787,Small studio,9/1/2022,,Brick,,19 m²,Fully furnished,Very good,Personal,,,,96.72,989.4,234.88,512.51,13.45,358.12,365.95,354.86,328.29,225.86,"Rašínovo nábřeží, Prague - Nové Město",50.0688474,14.415003,,,Central,,,,Standard,,,,,,,
"CZK 17,000","CZK 5,400","CZK 17,000",588609,3+1,9/1/2022,2,Brick,,82 m²,Partly,Very good,Personal,B,1.0,,106.81,1582.69,758.53,967.11,749.47,746.79,501.07,640.27,2235.23,368.23,"Ve žlíbku, Prague - Horní Počernice",50.108993,14.624449,,,Gas boiler,,,,,,,,,,,
