Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Front garden,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
717703,"CZK 51,000",50.0903205,14.4200069,"Elišky Krásnohorské, Prague - Josefov",2 bedroom,110 m²,"CZK 17,000",Furnished,5,No,No,No,No,No,Yes,No,25. 06. 2022,110,373,218,256,23,273,141,384,214,476,,,,,,,,,,,,,,,,,
717682,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 15,780",Furnished,6,Yes,Yes,No,No,No,Yes,No,21. 05. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
717668,"CZK 36,379",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",2 bedroom,88 m²,"CZK 12,126",Furnished,5,No,No,No,No,No,Yes,Yes,01. 06. 2022,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,,,,,,
717670,"CZK 38,745",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom with open-plan kitchen,66 m²,"CZK 12,915",Furnished,1,No,Yes,No,No,No,Yes,Yes,21. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
717680,"CZK 24,439",50.0735628,14.4373343,"Uruguayská, Prague - Vinohrady",Studio,26 m²,"CZK 8,146",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,193,168,131,353,18,256,47,213,857,690,,,,,,,,,,,,,,,,,
717664,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 16,550",Furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,,
717643,"CZK 51,656",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 17,219",Furnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717646,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,56 m²,"CZK 13,324",Furnished,1,No,Yes,No,No,No,No,No,07. 06. 2022,337,356,19,335,43,634,392,362,865,215,,,,,,,,,,,,,,,,,
717648,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 13,200",Furnished,2,No,No,No,No,No,No,No,07. 06. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,,
717652,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,90 m²,"CZK 12,375",Furnished,2,No,No,No,No,No,Yes,No,30. 06. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
717597,"CZK 34,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,30 m²,"CZK 11,475",Furnished,2,No,No,No,No,No,Yes,No,21. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,,
717635,"CZK 33,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 11,225",Furnished,3,No,No,No,No,No,Yes,No,30. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
717629,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,38 m²,"CZK 12,875",Furnished,4,No,No,No,No,No,Yes,No,30. 05. 2022,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,,,,,,,
717626,"CZK 22,493",50.1013638,14.4546402,"V Háji, Prague - Holešovice",Studio,30 m²,"CZK 7,497",Furnished,3,No,No,No,No,No,Yes,Yes,01. 07. 2022,236,686,234,408,154,248,547,510,133,319,,,,,,,,,,,,,,,,,
717622,"CZK 36,675",50.0830187,14.4654473,"Olšanská h, Prague - Žižkov",1 bedroom with open-plan kitchen,62 m²,"CZK 12,225",Furnished,7,No,No,No,No,No,Yes,No,27. 06. 2022,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,,,,,,,
717608,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,67 m²,"CZK 13,775",Furnished,4,Yes,Yes,No,No,No,Yes,No,30. 06. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717609,"CZK 39,000",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 13,000",Furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
718017,"CZK 47,025",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,64 m²,"CZK 15,675",Furnished,3,Yes,Yes,No,No,No,Yes,No,09. 07. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717604,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,40 m²,"CZK 10,625",Furnished,1,No,No,No,No,No,No,No,26. 05. 2022,124,153,54,67,17,194,209,158,151,202,,,,,,,,,,,,,,,,,
717603,"CZK 23,625",50.097327,14.4663608,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,40 m²,"CZK 7,875",Furnished,7,No,No,No,No,No,Yes,Yes,01. 07. 2022,148,"1,069",121,"1,015",205,744,547,541,774,101,,,,,,,,,,,,,,,,,
718844,"CZK 11,000",49.98822,14.41096,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,17. 05. 2022,375,352,354,522,,,,,,,Good,"CZK 15,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
718595,"CZK 53,289",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom with open-plan kitchen,160 m²,"CZK 17,763",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
717823,"CZK 60,000",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",1 bedroom with open-plan kitchen,72 m²,"CZK 20,000",Furnished,2,No,No,No,No,No,No,No,08. 07. 2022,81,691,54,466,24,287,520,610,545,144,,,,,,,,,,,,,,,,,
698214,"CZK 38,500",50.08594,14.45368,"Prokopova, Prague - Žižkov",3 bedroom with open-plan kitchen,94 m²,"CZK 7,000",Furnished,7,No,Yes,Yes,No,Yes,Yes,No,01. 07. 2022,129,280,56,403,157,288,138,242,310,318,Excellent,"CZK 77,000",Personal,Brick building,,1 to 10 years years,Central heating,Top floor,B,Premium materials and solutions,,,,,,,
559780,"CZK 14,000",50.0611797,14.4438006,Prague - Nusle,2 bedroom,42 m²,CZK 600,Unfurnished,1,No,No,No,No,No,No,No,01. 07. 2022,231,750,108,455,243,479,514,824,449,411,Excellent,"CZK 14,000",Personal,Brick building,,,,Ground floor,,Standard materials and solutions,Overall,,,,,,
494519,"CZK 14,000",50.1137092,14.4733803,"Ve Vrchu, Prague - Libeň",Studio,36 m²,"CZK 2,300",Furnished,3,No,No,No,No,No,Yes,No,01. 08. 2021,94,"1,369",143,"1,013",65,581,360,"1,358",659,172,New build,"CZK 14,000",Personal,Brick building,,1 to 10 years years,District heating,Middle floor,,Standard materials and solutions,Overall,,,,,,
718279,"CZK 20,000",50.1038,14.51146,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,58 m²,"CZK 3,500",Furnished,6,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,328,161,"1,495","1,181",601,877,"1,233",957,55,,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
465918,"CZK 17,000",50.0715092,14.409671,"Na Celné, Prague - Smíchov",1 bedroom,37 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,No,No,21. 05. 2022,211,650,144,146,139,547,689,941,818,378,,"CZK 17,000",Personal,Brick building,,,,,,,Overall,,,,,,
718822,"CZK 18,500",50.01668,14.5816,"Pýchavková, Prague - Pitkovice",1 bedroom with open-plan kitchen,131 m²,"CZK 4,250",Partially furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,288,"1,073",,,,,,,,,New build,"CZK 18,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
643020,"CZK 16,000",50.030915,14.534496,"Hlavatého, Prague - Háje",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,13,No,No,Yes,No,No,Yes,No,01. 06. 2022,115,327,217,258,364,597,283,318,671,249,Excellent,"CZK 32,000",Personal,Prefab concrete building,,1 to 10 years years,Central heating,Middle floor,C,Premium materials and solutions,Overall,,,,,,
538505,"CZK 14,500",50.1025207,14.4273498,"Umělecká, Prague - Holešovice",1 bedroom,42 m²,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,18. 05. 2022,201,572,150,298,174,412,100,159,458,,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
718811,"CZK 13,500",50.02852,14.36832,"Wassermannova, Prague - Hlubočepy",Studio,37 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,Yes,No,16. 05. 2022,164,"1,064",291,"1,055",236,"1,053",0,431,355,300,New build,"CZK 20,000",Personal,Brick building,,,,,A,,,,,,,,
688162,"CZK 18,500",50.0430221,14.4610878,"Jihlavská, Prague - Michle",2 bedroom with open-plan kitchen,67 m²,"CZK 1,500",Partially furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,158,788,313,817,38,212,667,721,681,351,Excellent,"CZK 35,000",Personal,Brick building,,,,,C,,,,,,,,
718809,"CZK 9,000",50.01257,14.42,"Mazancova, Prague - Modřany",1 bedroom with open-plan kitchen,54 m²,"CZK 5,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,17. 05. 2022,195,"1,127",141,"1,029",896,"1,054",270,224,962,239,Good,"CZK 14,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
718810,"CZK 9,900",50.1276,14.4148,"Mazurská, Prague - Troja",Studio,30 m²,"CZK 3,200",Partially furnished,3,No,No,Yes,No,No,Yes,No,16. 06. 2022,95,322,217,257,257,172,345,553,384,,Good,"CZK 9,900",Personal,Prefab concrete building,,,,,B,,,,,,,,
632286,"CZK 28,000",50.068862,14.438625,"Perucká, Prague - Vinohrady",2 bedroom,99 m²,"CZK 2,250",Partially furnished,2,No,No,No,No,Yes,No,No,13. 11. 2020,473,592,371,838,398,798,459,380,620,680,Good,"CZK 35,000",Personal,Brick building,,,,,G,,,,,,,,
542357,"CZK 10,500",50.0718204,14.4569012,"Bulharská, Prague - Vršovice",1 bedroom,47 m²,"CZK 1,010",Unfurnished,1,No,No,No,No,No,No,No,01. 06. 2022,187,648,75,424,143,422,117,304,686,275,Good,"CZK 21,000",Personal,Brick building,,10 to 30 years years,Electric boiler,Middle floor,,Standard materials and solutions,Interior,,,,,,
718797,"CZK 17,500",50.10562,14.54546,"Slévačská, Prague - Hloubětín",1 bedroom with open-plan kitchen,56 m²,"CZK 4,500",Furnished,3,No,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,252,696,157,715,324,768,315,440,893,246,Excellent,"CZK 30,000",Personal,Brick building,,,,,A,,,,,,,,
718794,"CZK 26,933",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",Studio,50 m²,"CZK 8,977",Furnished,1,No,No,No,No,No,Yes,Yes,01. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
718789,"CZK 13,990",50.04469388888,14.30318083333,"Ferrariho, Prague - Stodůlky",Studio,39 m²,"CZK 3,655",Unfurnished,2,No,No,No,No,Yes,Yes,No,,270,209,261,243,"1,040","1,137",743,903,196,,New build,"CZK 17,645",Cooperative,Other,Yes,,,,B,,,,,,,"CZK 17,645

                                
                                
                
i",
688668,"CZK 19,500",50.07413,14.3961,"Holečkova, Prague - Smíchov",Studio,40 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,70,937,289,648,121,632,234,"1,083","1,005",390,New build,"CZK 40,000",Personal,Brick building,,,,,G,,,,,,,,
718728,"CZK 19,500",50.01368,14.40018,"Vorařská, Prague - Modřany",1 bedroom with open-plan kitchen,73 m²,"CZK 2,300",Partially furnished,4,No,No,Yes,No,No,Yes,Yes,16. 05. 2022,229,"1,162",346,"1,458",876,"1,467","1,212",798,,,Excellent,"CZK 20,000",Personal,Brick building,,,,,C,,,,,,,,
718784,"CZK 7,500",50.0469838,14.5164035,"Vajdova, Prague - Hostivař",Studio,30 m²,"CZK 2,600",Partially furnished,8,No,No,No,No,No,Yes,No,17. 05. 2022,109,"1,445",267,"1,407",415,231,788,164,"1,278",139,Good,"CZK 7,500",Cooperative,Prefab concrete building,,,,,B,,,,,,,,
673049,"CZK 16,000",50.0392667,14.3313304,Prague - Stodůlky,1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,15. 05. 2022,340,883,374,854,434,493,633,"1,044",370,422,Excellent,"CZK 16,000",Cooperative,Brick building,,,,,C,,,,,,,,
718780,"CZK 45,000",50.07689,14.43612,"Římská, Prague - Vinohrady",3 bedroom,100 m²,"CZK 8,000",Partially furnished,1,Yes,No,No,No,No,Yes,No,16. 05. 2022,68,135,134,165,64,177,430,545,596,771,Excellent,,Cooperative,Brick building,,,,,E,,,,,,,,
718485,"CZK 34,128",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,42 m²,"CZK 11,376",Furnished,5,No,No,No,No,No,Yes,Yes,01. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
718775,"CZK 13,000",50.10853,14.53625,"Zelenečská, Prague - Hloubětín",2 bedroom,54 m²,"CZK 2,500",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,344,442,227,423,339,259,325,98,640,97,Excellent,"CZK 13,000",Personal,Brick building,,,District heating,Middle floor,G,Standard materials and solutions,Exterior,,,,,,
568565,"CZK 16,000",50.0710169,14.4493407,"Černomořská, Prague - Vršovice",1 bedroom with open-plan kitchen,42 m²,CZK 650,Furnished,2,No,No,Yes,No,No,No,No,01. 07. 2022,238,775,246,322,154,512,292,531,296,389,,"CZK 25,000",Personal,Brick building,,,,,,,,,,,,,
718360,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,70 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,No,03. 07. 2022,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,,,,,,
350172,"CZK 16,000",50.0313256324,14.3923930653,"Lumiérů, Prague - Hlubočepy",2 bedroom,46 m²,"CZK 3,800",Furnished,4,Yes,Yes,No,No,No,No,No,01. 07. 2022,9,"1,359",674,"1,266",127,"1,325","1,491","1,477","1,456",182,,"CZK 30,000",Personal,Brick building,,10 to 30 years years,Central heating,Top floor,,Standard materials and solutions,Interior,,,,,,
718770,"CZK 21,000",50.07468,14.3949,"Švédská, Prague - Smíchov",1 bedroom with open-plan kitchen,65 m²,"CZK 1,700",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,16. 05. 2022,52,989,268,730,310,684,316,930,"1,088",443,New build,"CZK 42,000",Personal,Low-energy building,,1 to 10 years years,Gas boiler,Middle floor,B,Premium materials and solutions,,,,,,,
642466,"CZK 30,000",50.016075,14.5309,"Na Formance, Prague - Újezd u Průhonic",2 bedroom with open-plan kitchen,135 m²,"CZK 5,500",Furnished,3,No,Yes,No,No,No,No,Yes,01. 06. 2022,164,"1,397","1,016",847,834,,,,,,Excellent,"CZK 50,000",Personal,Other,,,,,E,,,,,,,,
593841,"CZK 20,000",50.086497,14.503346,"Univerzitní, Prague - Malešice",1 bedroom with open-plan kitchen,56 m²,"CZK 4,500",Partially furnished,3,Yes,No,No,No,Yes,Yes,Yes,20. 05. 2022,283,734,764,834,562,939,698,504,770,448,New build,"CZK 20,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,G,Standard materials and solutions,,,,,,,
666825,"CZK 15,000",50.04542,14.45545,"Bítovská, Prague - Michle",Studio,24 m²,"CZK 3,000",Furnished,8,No,No,No,No,No,Yes,No,01. 09. 2022,284,478,434,537,228,466,430,303,390,47,Excellent,"CZK 27,000",Personal,Prefab concrete building,,,District heating,Middle floor,C,,Interior,,,,,,
718764,"CZK 15,500",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,53 m²,"CZK 4,500",Partially furnished,2,No,No,No,Yes,No,Yes,No,16. 05. 2022,150,845,468,387,639,"1,165",809,100,,,New build,"CZK 15,500",Cooperative,Brick building,,,,,B,,,,,,,,
718761,"CZK 18,000",50.06652,14.42064,"Neklanova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,39 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,171,"1,124",139,165,146,202,231,472,432,499,Excellent,"CZK 18,000",Personal,Brick building,,,,,G,,,,,,,,
529488,"CZK 13,500",50.1262383,14.4196594,"Hnězdenská, Prague - Troja",Studio,43 m²,"CZK 3,500",Furnished,6,Yes,No,No,No,No,No,No,01. 06. 2022,201,261,286,331,155,306,791,981,"1,324",433,,"CZK 34,000",Personal,Other,,,,,,,,,,,,,
453760,"CZK 18,000",50.0712513,14.3890549,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,184,"1,018",121,911,79,"1,061",575,924,"1,107",162,,"CZK 35,000",Personal,Other,,,,,,,,,,,,,
718741,"CZK 12,000",50.07597,14.32918,"Bubnova, Prague - Břevnov",1 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,220,438,531,"1,099",633,"1,002",421,,,,Good,"CZK 17,000",Personal,Brick building,,10 to 30 years years,Gas boiler,Attic,D,Standard materials and solutions,Interior,,,,,,
30826,"CZK 14,000",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,63 m²,"CZK 6,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,16. 05. 2022,198,690,414,653,675,694,"1,120",923,679,93,Excellent,"CZK 20,000",Personal,Prefab concrete building,,10 to 30 years years,District heating,Middle floor,G,Standard materials and solutions,Overall,,,,,,
573409,"CZK 14,900",50.0993953,14.4314036,"Milady Horákové, Prague - Holešovice",Studio,36 m²,"CZK 3,900",Furnished,4,No,No,No,No,No,No,No,,99,631,70,39,99,66,172,86,417,,Excellent,"CZK 18,798",Personal,Brick building,,,Central heating,,C,Premium materials and solutions,Overall,,,,,,
690639,"CZK 11,500",50.0869795,14.4446955,"Husitská, Prague - Žižkov",1 bedroom with open-plan kitchen,40 m²,CZK 750,Partially furnished,3,No,No,No,Yes,No,No,No,01. 05. 2022,151,665,424,620,142,633,400,440,482,450,Excellent,"CZK 12,250",Personal,Brick building,,,Electric boiler,,G,Standard materials and solutions,Overall,,,,,,
718437,"CZK 30,000",50.0862376,14.4435427,"Řehořova, Prague - Žižkov",4 bedroom,120 m²,"CZK 10,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,482,754,346,457,298,741,433,473,526,783,,,,,,,,,,,,,,,,,
718737,"CZK 29,000",50.11347,14.39006,"Paťanka, Prague - Dejvice",2 bedroom with open-plan kitchen,79 m²,"CZK 5,000",Furnished,5,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,450,356,"1,393",262,"1,121","1,009",510,168,744,,Excellent,"CZK 29,000",Personal,Brick building,,10 to 30 years years,District heating,Middle floor,G,Premium materials and solutions,,,,,,,
718735,"CZK 22,000",50.05312,14.51396,"Kamelova, Prague - Záběhlice",2 bedroom with open-plan kitchen,88 m²,"CZK 4,600",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,340,325,314,273,95,321,959,"1,179",671,256,Excellent,"CZK 22,000",Personal,Brick building,,,,,A,,,,,,,,
718734,"CZK 15,000",50.0203,14.45305,"Štúrova, Prague - Krč",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Furnished,13,No,No,No,Yes,Yes,Yes,No,01. 06. 2022,248,361,245,432,290,974,"1,069",895,656,,Good,"CZK 35,000",Personal,Prefab concrete building,,,,,E,,,,,,,,
208559,"CZK 19,900",50.0715554,14.4419613,"Na Kozačce, Prague - Vinohrady",Studio,32 m²,"CZK 1,552",Furnished,1,No,No,No,No,No,No,No,23. 05. 2022,269,477,154,839,109,771,424,205,580,295,Excellent,"CZK 25,000",Personal,Brick building,,,,,,,,,,,,,
718730,"CZK 31,500",50.076837,14.4602531,"Slezská, Prague - Vinohrady",2 bedroom,76 m²,"CZK 10,500",Furnished,5,No,No,No,No,No,Yes,No,01. 07. 2022,175,255,130,201,87,157,488,422,532,88,,,,,,,,,,,,,,,,,
309823,"CZK 19,500",50.0853624,14.450115,"Štítného, Prague - Žižkov",1 bedroom with open-plan kitchen,49 m²,CZK 900,Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 06. 2022,257,238,33,194,10,206,79,294,111,536,Excellent,"CZK 30,000",Personal,Brick building,,1 to 10 years years,Central heating,Top floor,B,Standard materials and solutions,Overall,,,,,,
718720,"CZK 25,000",50.0780458,14.4684212,"Vinohradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,Yes,No,16. 05. 2022,87,436,143,285,240,98,204,959,326,181,Excellent,"CZK 50,000",Personal,Brick building,,,,,G,,,,,,,,
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,130 m²,"CZK 10,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,21. 03. 2022,376,883,245,949,420,609,461,787,"1,290",596,Excellent,"CZK 79,998",Personal,Brick building,,1 to 10 years years,Central heating,Raised ground floor,C,Premium materials and solutions,Overall,,,,,,
718719,"CZK 28,793",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 9,597",Furnished,2,No,Yes,No,No,No,Yes,Yes,08. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,,
416524,"CZK 13,000",50.0136513,14.4544814,"Mirotická, Prague - Libuš",1 bedroom with open-plan kitchen,40 m²,,Furnished,6,Yes,No,No,No,No,Yes,No,09. 05. 2022,125,771,621,213,"1,098","1,035","1,153","1,079",555,,Excellent,,Personal,Prefab concrete building,,1 to 10 years years,District heating,,C,Premium materials and solutions,Interior,,,,,,
492410,"CZK 17,000",50.0983131,14.4249055,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,40 m²,"CZK 5,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,218,307,78,180,163,214,176,"1,459",502,426,Excellent,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Other,Middle floor,G,Premium materials and solutions,Overall,,,,,,
716838,"CZK 23,000",50.07665,14.36829,"Zdíkovská, Prague - Smíchov",3 bedroom,67 m²,"CZK 5,500",Partially furnished,3,No,No,Yes,Yes,No,No,Yes,06. 06. 2022,89,"1,287","1,035","1,149",693,"1,159","1,131","1,332",419,464,Excellent,"CZK 46,000",Personal,Brick building,,,,Middle floor,G,Standard materials and solutions,,,,,,,
577627,"CZK 15,000",50.0779838,14.422826,"Příčná, Prague - Nové Město",Studio,21 m²,"CZK 1,000",Furnished,2,No,No,No,No,No,No,No,06. 06. 2022,208,545,128,216,20,238,294,487,483,424,Excellent,"CZK 25,000",Personal,Brick building,,,Electric boiler,Middle floor,G,Standard materials and solutions,Overall,,,,,,
717699,"CZK 21,000",50.1234603,14.456174,"Klapkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,56 m²,"CZK 7,000",Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,69,650,120,98,122,196,92,456,836,528,,,,,,,,,,,,,,,,,
717678,"CZK 34,416",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 11,472",Furnished,3,No,No,No,No,No,Yes,Yes,08. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,,
717697,"CZK 21,000",50.108944,14.501028,"Freyova, Prague - Vysočany",Studio,25 m²,"CZK 7,000",Furnished,12,No,No,No,No,No,Yes,No,01. 07. 2022,190,256,204,195,172,262,433,416,436,299,,,,,,,,,,,,,,,,,
