Price,Fees,Refundable security deposit,Listing ID,Layout,Condition,Ownership,EPC,Floor space,Avaliable from,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Reconstruction,Fully furnished,Heating,Designe,Cellar,Balcony,Terrace,Enclosed balcony,Age,New-build,Parking,Garage,Domácí mazlíčci vítáni,Administrative fee,Plot type
"CZK 38,000","CZK 4,000","CZK 60,000",730311,3+1,Very good,,C,135 m²,8/22/2022,1,Brick,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,,Unfurnished,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",730297,Studio,Very good,,C,38 m²,9/1/2022,5,Low-energy,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,Prague - Strašnice,50.07897,14.48762,,Fully furnished,,,,1.0,,,,,1.0,,,,
"CZK 27,000","CZK 7,000","CZK 30,000",601657,3+kk,Very good,Personal,G,92 m²,9/1/2022,1,Brick,,385.44,258.55,28.35,299.17,17.26,478.16,328.59,513.48,872.36,214.33,"Jagellonská, Prague - Vinohrady",50.079319,14.453,Interior,Fully furnished,Gas boiler,Standard,,,,,Up to 10 years,,,,,,
"CZK 18,000","CZK 5,000","CZK 20,000",730300,2+kk,New-build,,G,70 m²,9/1/2022,4,Brick,,246.08,288.42,5.77,372.0,138.71,577.97,125.8,715.83,535.91,371.62,Prague - Malá Strana,50.07977,14.40686,,Partly,,,,1.0,,,,,,,,,
"CZK 23,000","CZK 3,869","CZK 40,000",728906,2+kk,Very good,Personal,B,52 m²,9/1/2022,2,Brick,1.0,100.67,552.16,76.41,168.19,45.96,95.08,323.13,505.31,539.03,607.16,Prague - Vinohrady,50.0739,14.43092,Complete,Fully furnished,,Standard,,,,,,,,,,,
"CZK 22,000","CZK 5,500","CZK 44,000",531774,2+kk,Good,Personal,,57 m²,8/1/2022,2,Brick,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,,Fully furnished,,,,,1.0,,,,,,,,
"CZK 16,500","CZK 4,500","CZK 20,000",443036,2+kk,,Personal,C,54 m²,10/1/2022,2,Brick,1.0,366.55,1891.02,174.93,1565.56,1164.21,652.38,915.51,1300.32,1003.83,7.27,"Pod Harfou, Prague - Vysočany",50.1033467,14.5114565,Interior,Unfurnished,,Standard,,1.0,,,10 to 30 years,,1.0,1.0,,,
"CZK 16,700","CZK 3,000","CZK 30,000",730005,1 bedroom,Very good,,F,43 m²,8/15/2022,2,Brick,,140.31,577.69,111.66,240.73,76.22,133.51,193.16,217.01,516.54,227.06,Prague - Košíře,50.06889,14.36945,,Partly,,,,,,,,,,,,,
"CZK 16,000",CZK 0,"CZK 45,000",520177,2+kk,Very good,Personal,C,52 m²,9/1/2022,1,Brick,1.0,192.56,288.18,172.3,531.29,189.43,530.81,222.94,399.91,332.18,102.12,"Přípotoční, Prague - Vršovice",50.0652003,14.4562707,Interior,Partly,Gas boiler,Standard,1.0,,,,Up to 10 years,,,,,,
"CZK 18,500","CZK 4,500","CZK 37,000",564594,2+kk,Very good,Personal,,42 m²,10/1/2022,2,Brick,,194.89,963.05,372.61,353.99,331.39,786.83,758.81,273.24,1119.02,416.56,"Velvarská, Prague - Dejvice",50.099268,14.3842157,Complete,Partly,Electric boiler,Standard,,1.0,,,Up to 10 years,,,,,,
"CZK 18,000","CZK 3,500","CZK 45,000",593418,2+kk,New-build,Personal,A,55 m²,10/1/2022,2,Prefab concrete,1.0,294.21,673.31,134.15,695.24,347.37,573.28,168.91,377.15,1505.14,162.74,"Jelínkova, Prague - Kobylisy",50.132785,14.466411,,,,,,,,,,,,,,,
"CZK 16,400","CZK 2,500","CZK 20,000",545224,Studio,New-build,Personal,B,38 m²,9/1/2022,4,Brick,1.0,109.24,1039.06,442.08,846.12,540.6,637.35,35.01,1310.4,767.89,296.17,Prague - Holešovice,50.11065,14.449746,,Partly,Central,Luxurious,,,,,Up to 10 years,1.0,,,,,
"CZK 20,000","CZK 3,900","CZK 20,000",718608,2+kk,New-build,Personal,G,72 m²,10/1/2022,1,Brick,,179.61,210.27,72.02,334.04,55.39,313.69,302.45,395.64,509.36,219.04,"Semanského, Prague - Uhříněves",50.02972,14.60008,,Partly,,,,1.0,1.0,1.0,,1.0,,,,,
"CZK 45,000","CZK 5,000","CZK 50,000",729675,2 bedroom,Very good,,G,52 m²,9/1/2022,3,Brick,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,,Fully furnished,,,,,1.0,,,,,,,,
"CZK 17,000","CZK 7,500","CZK 34,000",730280,2 bedroom,Very good,,G,51 m²,8/17/2022,5,Brick,1.0,174.57,1207.36,174.27,505.0,209.71,126.79,445.15,418.56,527.51,385.81,Prague - Dejvice,50.1077,14.39349,,Partly,,,1.0,,,,,,,,,,
"CZK 14,990","CZK 2,245","CZK 17,235",730281,Studio,New-build,Personal,B,32 m²,8/21/2022,4,Other,1.0,94.95,1132.45,103.67,538.53,105.16,438.79,18.24,373.78,179.33,116.36,"Kovářská, Prague - Libeň",50.10573416666,14.49143999999,,Unfurnished,,,,,,,,1.0,,,,"CZK 17,235",
"CZK 13,000","CZK 2,700","CZK 10,000",568519,Studio,Very good,Personal,E,36 m²,9/1/2022,3,Brick,,358.29,1029.27,131.85,658.68,256.45,529.27,501.63,197.91,226.53,237.55,"Jeseniova, Prague - Žižkov",50.0905831,14.4805142,Interior,Fully furnished,Gas boiler,Standard,1.0,,,,,,,,,,
"CZK 7,880",CZK 0,"CZK 7,000",727583,4+kk,Very good,,C,75 m²,7/27/2022,1,Prefab concrete,,420.52,1658.05,1076.45,1709.11,538.55,1279.92,1010.73,544.61,894.08,350.84,Prague - Modřany,50.00685,14.43654,,Partly,,,1.0,,,1.0,,,,,,,
"CZK 19,000","CZK 4,500",CZK 19,677694,2+kk,Very good,Personal,G,60 m²,10/1/2022,,Brick,1.0,356.63,408.97,83.3,339.28,65.34,601.45,235.27,476.95,936.92,258.13,"Lucemburská, Prague - Žižkov",50.07929,14.45599,Complete,Partly,Central,,,,,,,,,,,,
"CZK 13,800","CZK 4,800","CZK 18,000",341638,Studio,Very good,Personal,,34 m²,8/17/2022,6,Other,1.0,136.45,973.09,67.89,711.09,418.74,835.73,213.02,2078.74,1087.17,96.34,"Míšovická, Prague - Zličín",50.0570375,14.2829647,,Fully furnished,,Standard,,,,,10 to 30 years,,,,,,
"CZK 18,500","CZK 7,500","CZK 37,000",730267,2+kk,New-build,Personal,G,55 m²,9/2/2022,,Other,1.0,134.96,1056.21,507.07,1107.28,363.41,1124.77,648.61,524.6,639.62,315.42,Prague - Modřany,50.00556,14.42918,,Fully furnished,,Luxurious,1.0,,1.0,,Up to 10 years,1.0,1.0,1.0,1.0,,
"CZK 20,000","CZK 7,000","CZK 40,000",730261,3+kk,Very good,,G,70 m²,11/1/2022,3,Prefab concrete,1.0,179.41,734.25,199.06,3432.53,206.66,1356.73,829.3,261.64,1918.6,104.41,Prague - Čakovice,50.15711,14.51994,,Partly,,,,1.0,,,,,1.0,,1.0,,
"CZK 16,000","CZK 2,500","CZK 37,000",730259,Studio,New-build,,B,32 m²,8/17/2022,2,Brick,,110.17,1151.62,486.69,1390.49,516.43,1141.26,906.6,797.73,1015.03,331.85,Prague - Braník,50.0358252,14.4138519,,Fully furnished,,,,,1.0,,,,,,,,
"CZK 17,000",CZK 0,"CZK 25,000",646389,2+kk,Very good,Personal,G,45 m²,9/1/2022,3,Prefab concrete,1.0,229.05,428.91,317.53,743.48,407.24,177.07,644.95,176.06,563.33,55.22,"Heranova, Prague - Stodůlky",50.04552,14.312901,,Partly,,,,,,,,,,,,,
"CZK 10,500","CZK 4,590","CZK 15,000",730254,2+kk,Very good,,A,43 m²,8/17/2022,5,Prefab concrete,1.0,98.34,317.95,96.58,1360.95,209.23,173.01,497.97,369.03,4675.82,15.74,Prague - Zbraslav,49.96752,14.38501,,Fully furnished,,,1.0,,,,,,1.0,,,,
"CZK 18,000","CZK 3,805","CZK 18,000",671792,2+kk,Good,Personal,,50 m²,10/1/2022,5,Brick,1.0,255.46,654.83,154.69,311.05,39.3,368.22,507.54,394.6,556.94,265.4,"Sudoměřská, Prague - Žižkov",50.08065,14.45862,Bathroom unit,Partly,Electric boiler,Standard,,,,,Over 50 years,,,,1.0,,
"CZK 20,000","CZK 4,000","CZK 8,000",729802,2 bedroom,Good,,B,36 m²,8/15/2022,3,Brick,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,,Fully furnished,,,,,,,,,1.0,,,,
"CZK 16,490","CZK 1,171","CZK 17,661",730250,2+kk,Good,Cooperative,G,44 m²,8/21/2022,4,Brick,1.0,291.46,380.53,115.23,69.0,67.47,276.05,173.81,624.08,397.73,27.54,"Jaselská, Prague - Bubeneč",50.09875527777,14.40048833333,,Partly,,,,,,,,,,,,"CZK 17,661",
"CZK 19,000","CZK 1,500","CZK 38,000",730244,2+kk,Very good,,G,56 m²,10/1/2022,5,Brick,1.0,224.14,656.8,214.71,257.03,52.44,140.05,289.35,427.62,159.48,537.34,Prague - Holešovice,50.10079,14.43043,,Partly,,,1.0,1.0,,,,,1.0,,,,
"CZK 50,000","CZK 10,610","CZK 50,000",682234,5+kk,New-build,Personal,C,162 m²,9/1/2022,11,Other,1.0,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,,Partly,,,1.0,,1.0,,,,,1.0,,,
"CZK 13,000","CZK 3,000","CZK 14,000",716235,Studio,New-build,Personal,B,33 m²,10/1/2022,8,Brick,1.0,136.53,1155.17,16.79,951.53,631.99,52.01,805.63,686.65,1103.35,483.79,"Hornoměcholupská, Prague - Horní Měcholupy",50.04454,14.56863,,Partly,,,,1.0,,,,,1.0,,,,
"CZK 11,000","CZK 3,677","CZK 15,000",730242,Studio,Very good,,G,33 m²,8/17/2022,2,Prefab concrete,1.0,128.26,735.25,517.29,665.13,353.72,611.59,537.6,901.33,1630.38,341.49,Prague - Bohnice,50.13183,14.41764,,Partly,,,1.0,,,,,,1.0,,,,
"CZK 20,000","CZK 3,750","CZK 20,000",730206,2+kk,Very good,Personal,G,50 m²,8/17/2022,3,Brick,1.0,83.09,656.57,68.92,675.09,133.2,641.46,501.68,569.42,382.05,406.68,Prague - Vinohrady,50.06829,14.4342,Complete,Partly,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 15,000",730158,Small studio,Very good,,G,30 m²,9/1/2022,1,Brick,,181.77,836.05,177.05,232.05,126.91,511.38,440.05,285.41,538.27,134.66,Prague - Bubeneč,50.10302,14.40106,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 14,900","CZK 3,000","CZK 30,000",657536,Studio,New-build,Personal,B,39 m²,11/1/2022,7,Other,1.0,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,,Partly,Central,Luxurious,1.0,1.0,1.0,1.0,Up to 10 years,,,,,,
"CZK 16,500","CZK 5,200","CZK 18,000",730239,2+kk,Very good,,E,73 m²,8/17/2022,1,Brick,,19.96,1099.92,11.9,951.61,104.15,1277.39,136.39,179.77,484.69,218.49,Prague - Vysočany,50.10057,14.48891,,Partly,,,1.0,,,,,,,,1.0,,
"CZK 16,990","CZK 4,517","CZK 21,507",730240,3+kk,New-build,Personal,C,55 m²,8/22/2022,4,Brick,1.0,260.07,811.21,109.09,802.45,407.57,827.12,901.91,419.98,366.49,369.83,"Vladycká, Prague - Hostivař",50.05422138888,14.52650805555,,Fully furnished,,,,1.0,,,,1.0,1.0,1.0,,"CZK 21,507",
"CZK 14,000","CZK 3,500","CZK 20,000",680477,2+kk,Very good,Personal,C,46 m²,9/1/2021,4,Brick,,7.74,689.1,123.69,684.43,184.85,22.29,399.14,496.48,410.57,259.22,"Jaromírova, Prague - Nusle",50.06516,14.42953,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 12,990","CZK 2,312","CZK 15,302",730236,Studio,Very good,Personal,D,40 m²,8/22/2022,4,Brick,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,,Fully furnished,,,,,,,,,,,,"CZK 15,302",
"CZK 12,990","CZK 2,312","CZK 15,302",730237,Studio,Very good,Personal,D,40 m²,8/21/2022,4,Brick,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,,Fully furnished,,,,,,,,,,,,"CZK 15,302",
"CZK 11,000","CZK 3,000","CZK 28,000",730234,Studio,Good,,G,40 m²,9/1/2022,1,Brick,,65.34,218.79,100.4,434.15,28.29,425.13,214.32,91.05,807.08,865.26,Prague - Vinohrady,50.07124,14.43563,,Partly,,,,,,,,,,,,,
"CZK 11,200","CZK 3,800","CZK 15,000",730230,2+kk,Very good,,G,43 m²,8/17/2022,,Brick,,67.67,505.17,66.53,879.75,114.26,596.76,26.0,196.36,1013.91,346.15,Prague - Košíře,50.07069,14.38098,,Unfurnished,,,,,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 14,000",583096,Small studio,Very good,Personal,B,27 m²,8/20/2022,3,Prefab concrete,1.0,113.18,386.47,194.66,339.41,263.29,417.1,315.13,448.25,906.99,131.23,"Počernická, Prague - Malešice",50.080924,14.496629,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 16,500",CZK 133,"CZK 33,000",730233,Studio,Very good,,A,25 m²,10/14/2022,3,Other,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,,Fully furnished,,,1.0,,1.0,,,1.0,1.0,,,,
"CZK 16,500",CZK 133,"CZK 33,000",730228,Studio,Very good,,A,30 m²,10/14/2022,3,Other,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,,Fully furnished,,,1.0,,1.0,,,1.0,1.0,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",151768,3+1,,Personal,,80 m²,9/1/2022,,Brick,,202.88,698.15,61.59,734.78,131.92,675.65,195.73,279.66,675.08,496.05,"Dvouletky, Prague - Strašnice",50.0757297,14.5007619,,Fully furnished,Distance,Standard,,,,,10 to 30 years,,,,,,
"CZK 17,000","CZK 6,500","CZK 17,000",730057,3+1,Good,,G,108 m²,8/16/2022,1,Brick,,138.59,325.23,586.63,2399.76,302.01,1385.97,1143.24,1676.91,1317.12,360.11,Prague - Libuš,50.01141,14.45905,,Unfurnished,,,,,,,,,,,1.0,,
"CZK 23,500","CZK 4,000","CZK 47,000",729642,2+kk,Very good,,C,79 m²,9/15/2022,,Brick,1.0,121.48,1227.99,928.72,1099.69,499.69,876.19,826.93,1182.44,637.73,82.41,Prague - Řeporyje,50.03812,14.32275,,Fully furnished,Electric boiler,Luxurious,1.0,,1.0,1.0,10 to 30 years,,1.0,1.0,1.0,,
"CZK 27,999","CZK 3,900","CZK 27,999",730132,4+1,Good,Personal,G,94 m²,8/16/2022,3,Brick,,319.09,325.97,227.01,251.15,242.38,191.69,343.27,530.31,1101.55,143.32,Prague - Vokovice,50.09625,14.35756,,Fully furnished,Central,Standard,,1.0,,,Over 50 years,,,,1.0,,
"CZK 12,000","CZK 2,000","CZK 15,000",730221,Studio,Very good,,G,27 m²,9/1/2022,2,Brick,,43.39,465.36,39.04,107.52,10.36,258.39,340.32,302.31,247.76,366.7,Prague - Žižkov,50.08752,14.46899,,Partly,,,,,,,,,,,1.0,,
"CZK 28,000","CZK 5,000","CZK 35,000",730219,3+kk,Very good,Personal,G,74 m²,8/17/2022,1,Brick,,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,,Fully furnished,,,1.0,1.0,,,,,1.0,,,,
"CZK 13,500","CZK 2,000","CZK 25,000",730217,Studio,Very good,,C,23 m²,10/1/2022,1,Other,,229.79,293.08,77.08,237.88,34.66,198.17,64.92,281.76,68.07,564.67,Prague - Žižkov,50.08538,14.44998,,Partly,,,,,,,,,,,,,
"CZK 10,000",CZK 0,"CZK 20,000",729631,Small studio,New-build,,C,26 m²,8/31/2022,3,Brick,1.0,137.3,643.4,595.04,2614.11,519.43,871.16,518.14,518.14,131.53,491.64,Prague - Kbely,50.13535,14.54158,,Fully furnished,,,,,,,,1.0,,1.0,,,
"CZK 30,000","CZK 5,000","CZK 50,000",730208,3+kk,New-build,,G,88 m²,8/17/2022,4,Low-energy,1.0,617.6,1263.84,484.11,2402.58,455.18,2080.47,784.66,1309.64,1735.19,224.38,Prague - Dolní Chabry,50.13929,14.4453,,Fully furnished,,,1.0,,1.0,,,1.0,1.0,1.0,,,
"CZK 18,000","CZK 3,000","CZK 20,000",730204,2+kk,Very good,,E,43 m²,8/17/2022,6,Prefab concrete,1.0,429.21,1235.37,367.37,873.84,266.53,904.62,412.98,488.52,959.42,224.87,Prague - Karlín,50.09537,14.4672,,Fully furnished,,,1.0,,,1.0,,,,,1.0,,
"CZK 24,000","CZK 3,000","CZK 24,000",730205,3+1,Very good,,G,76 m²,8/17/2022,1,Prefab concrete,1.0,395.99,509.43,163.26,504.86,440.33,508.9,453.56,279.74,995.17,176.46,Prague - Hlubočepy,50.03685,14.37189,,Partly,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",320811,1 bedroom,,Personal,,40 m²,10/1/2022,2,Brick,,46.46,410.4,413.35,2912.61,234.75,528.18,470.99,1222.1,885.46,315.84,"Jizerská, Prague - Čakovice",50.1499895,14.5253636,,Fully furnished,Central,Standard,,,1.0,,Up to 10 years,,1.0,,,,
"CZK 19,500","CZK 4,000","CZK 20,000",593841,2+kk,New-build,Personal,G,56 m²,9/1/2022,3,Brick,1.0,262.67,736.25,283.72,756.23,562.34,942.85,698.71,478.02,754.83,151.91,"Univerzitní, Prague - Malešice",50.086497,14.503346,,Partly,Distance,Standard,,1.0,,,Up to 10 years,1.0,1.0,1.0,,,
"CZK 14,500","CZK 4,000","CZK 18,500",730200,Studio,New-build,,A,35 m²,9/1/2022,,Brick,,99.64,1068.06,938.4,1181.5,305.86,786.58,924.01,796.99,416.96,112.49,Prague - Modřany,49.99909,14.41013,,Fully furnished,,,1.0,,1.0,,,1.0,1.0,,1.0,,
"CZK 25,500","CZK 4,000","CZK 29,500",730199,2+kk,Very good,,G,43 m²,8/17/2022,1,Brick,1.0,357.59,1747.78,1125.9,1506.46,596.44,846.28,429.19,909.76,445.41,393.7,Prague - Motol,50.07465,14.35863,,Fully furnished,,,,1.0,,,,,1.0,,,,
"CZK 18,000","CZK 5,500","CZK 25,000",730198,3+1,Very good,,B,65 m²,9/1/2022,5,Prefab concrete,1.0,424.34,939.28,566.26,935.99,424.47,485.28,590.77,533.03,1392.05,59.0,Prague - Braník,50.02708,14.4251,,Partly,Central,,,,,1.0,,,,,,,
"CZK 22,000",CZK 1,"CZK 44,000",659396,3+kk,Very good,Personal,B,75 m²,10/1/2022,-1,Brick,,51.61,489.31,46.18,84.8,159.63,568.15,1042.43,477.78,442.42,240.28,"Kamýcká, Prague - Suchdol",50.13239,14.37724,,Fully furnished,,Standard,1.0,,,,,,1.0,,,,
"CZK 13,167","CZK 1,333","CZK 29,000",728104,Studio,Good,Personal,C,20 m²,10/1/2022,1,Brick,,257.3,355.51,136.02,544.38,348.13,356.87,179.85,77.83,658.54,300.0,"Jakutská, Prague - Vršovice",50.0725171,14.47334415,Complete,Unfurnished,Central,,,,,,,,,,,,
"CZK 18,500",CZK 0,"CZK 25,000",127984,2 bedroom,Very good,Personal,G,75 m²,8/29/2022,1,Brick,,377.86,952.52,268.88,785.46,427.06,919.2,278.57,123.86,840.54,359.97,"Zdařilá, Prague - Nusle",50.0551428,14.4464394,Complete,Partly,Central,Standard,,,,,Over 50 years,,,,,,
"CZK 15,000","CZK 1,000","CZK 16,000",697622,1 bedroom,New-build,Personal,B,42 m²,9/1/2022,2,Low-energy,,292.69,656.94,498.74,327.69,154.18,1254.37,385.86,685.76,207.05,339.6,"Pod Stárkou, Prague - Michle",50.0576031,14.4536973,,Partly,,Luxurious,,1.0,1.0,1.0,,,1.0,,,,
"CZK 22,000","CZK 4,000","CZK 26,000",197779,2+kk,Very good,Personal,,60 m²,9/1/2022,5,Low-energy,1.0,195.44,463.66,233.63,209.44,268.34,316.67,397.32,439.16,752.79,118.29,"Pod Kavalírkou, Prague - Košíře",50.069057434,14.3726345429,,Fully furnished,Central,Luxurious,1.0,1.0,,,Up to 10 years,,,,,,
"CZK 32,000","CZK 4,500","CZK 32,000",694990,3+kk,New-build,Personal,B,70 m²,9/4/2022,3,Brick,1.0,215.76,469.07,95.13,267.91,25.12,274.76,406.69,365.8,112.66,398.28,"Tusarova, Prague - Holešovice",50.101638767123,14.452644197097,,Fully furnished,,,1.0,,,,Up to 10 years,1.0,,,,,
"CZK 4,000","CZK 2,500","CZK 7,000",547762,4+1,,Personal,,10 m²,8/17/2022,4,Prefab concrete,1.0,343.53,1075.45,138.13,909.28,382.08,380.0,744.17,1267.9,614.52,46.73,"Hrdličkova, Prague - Chodov",50.0363218,14.4851105,,,Central,,,1.0,,1.0,,,,,,,
"CZK 8,000","CZK 1,000","CZK 9,000",685013,6+kk,Very good,Other,G,150 m²,9/1/2022,2,Brick,,293.92,1315.64,723.43,1721.17,455.86,718.94,1138.4,1565.83,1233.41,647.96,"Studnická, Prague - Horní Počernice",50.1088652,14.5988617,,Fully furnished,,,,1.0,,,,,,,,,
"CZK 21,000","CZK 3,000","CZK 24,000",730149,2+kk,Very good,,C,45 m²,9/1/2022,5,Brick,1.0,306.88,153.0,186.74,193.61,149.85,433.62,372.85,468.9,989.51,228.08,Prague - Vinohrady,50.07826,14.45382,,Partly,,,1.0,,1.0,,,,,,,,
"CZK 20,000","CZK 8,000","CZK 28,000",729578,3+kk,Very good,Personal,D,60 m²,9/1/2022,7,Prefab concrete,,320.94,543.82,152.65,630.62,46.44,103.62,115.9,621.44,600.12,518.7,Prague - Břevnov,50.08744,14.36686,Complete,Partly,Central,,1.0,1.0,,,,,,,,,
"CZK 12,500","CZK 1,500","CZK 20,000",623402,Studio,Very good,Personal,,26 m²,9/1/2022,1,Brick,1.0,119.72,253.35,187.66,341.99,59.61,456.47,361.12,422.32,279.07,343.72,"Novákových, Prague - Libeň",50.104372,14.477902,Complete,Partly,Other,,,,,,Up to 10 years,,,,,,
"CZK 14,500","CZK 3,000","CZK 20,000",729438,1 bedroom,Very good,,G,48 m²,8/17/2022,5,Brick,,434.9,655.87,466.9,607.76,169.97,682.28,547.75,382.87,338.16,559.67,Prague - Libeň,50.09945,14.4709,,Unfurnished,,,,,,,,,,,,,
"CZK 15,000","CZK 1,000","CZK 15,000",730119,2+kk,Very good,,C,47 m²,8/16/2022,1,Brick,1.0,115.52,213.18,87.49,399.12,155.35,260.62,361.69,510.42,495.18,117.86,Prague - Holešovice,50.10328,14.44447,,Fully furnished,Central,,,,,,,,,,1.0,,
"CZK 31,000","CZK 6,000","CZK 31,000",628613,3+1,Very good,Personal,G,89 m²,9/1/2022,1,Brick,1.0,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,Complete,Fully furnished,Electric boiler,Standard,,,,,30 - 50 years,,,,,,
"CZK 19,500","CZK 5,000","CZK 24,500",550500,2+kk,,Personal,,45 m²,9/1/2022,3,Brick,1.0,88.97,116.24,130.39,148.56,32.83,248.95,470.04,547.81,404.84,162.86,"Sokolovská, Prague - Karlín",50.0933848,14.4494205,,Fully furnished,,,,,,,,,,,,,
"CZK 15,499","CZK 1,500","CZK 40,000",540296,Studio,New-build,Personal,B,33 m²,8/1/2022,3,Brick,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,,Unfurnished,Central,Luxurious,,1.0,,,Up to 10 years,1.0,,,,,
"CZK 46,000","CZK 10,000","CZK 92,000",607655,4+1,Very good,Personal,G,145 m²,1/15/2022,1,Brick,1.0,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,,Fully furnished,,,,1.0,,,,,,,,,
"CZK 20,990","CZK 4,649","CZK 25,639",730097,3+kk,Very good,Personal,G,70 m²,8/21/2022,4,Prefab concrete,,18.89,637.86,620.35,1804.84,624.01,576.78,115.89,801.14,901.7,732.61,"Vlastina, Prague - Liboc",50.09144722222,14.31673388888,,Partly,,,1.0,1.0,,,,,,,,"CZK 25,639",
"CZK 6,000","CZK 3,000","CZK 9,000",661029,Small studio,Very good,,D,20 m²,5/3/2021,3,Other,1.0,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,,Fully furnished,Distance,Standard,,,,,,,,,,,
"CZK 18,499","CZK 2,900",CZK 0,730088,1 bedroom,Very good,Personal,G,42 m²,9/5/2022,2,Brick,1.0,340.95,897.63,209.45,320.71,161.41,757.28,575.98,605.27,662.58,647.43,Prague - Žižkov,50.08608,14.44166,Complete,Fully furnished,,,,,,,,,,,,,
"CZK 26,500","CZK 3,000","CZK 60,000",724897,3+1,Good,,G,99 m²,8/11/2022,2,Brick,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,,Partly,,,1.0,1.0,,,,,1.0,,,,
"CZK 12,490","CZK 2,637","CZK 15,127",730086,1 bedroom,Good,Personal,G,33 m²,8/22/2022,6,Prefab concrete,1.0,394.19,523.99,385.26,1684.42,479.12,787.59,712.33,1152.2,912.59,443.77,"V Štíhlách, Prague - Krč",50.02144527777,14.45602166666,,Unfurnished,,,1.0,1.0,,1.0,,,,,,"CZK 15,127",
"CZK 18,000","CZK 4,500","CZK 20,000",729971,2+kk,New-build,Personal,B,54 m²,8/15/2022,1,Brick,1.0,125.19,476.66,279.77,479.36,289.08,314.3,666.75,218.94,863.25,151.45,Prague - Hlubočepy,50.029679849841,14.361795168886,,Partly,Central,,,,,1.0,Up to 10 years,1.0,,1.0,,,
CZK 1,"CZK 2,000",CZK 1,724123,2 bedroom,Under construction,Personal,G,73 m²,8/15/2022,5,Brick,,261.32,369.9,189.95,760.08,189.22,495.41,255.48,280.96,452.06,238.59,Prague - Vinohrady,50.07363,14.44468,Complete,Unfurnished,,,,,,,Over 50 years,,,,,,
"CZK 28,000","CZK 3,904","CZK 28,000",729808,4+1,Good,,G,90 m²,8/14/2022,1,Prefab concrete,1.0,372.64,553.15,87.51,772.99,216.28,446.53,178.69,794.53,458.59,198.12,Prague - Chodov,50.03011,14.48337,,Partly,Central,,1.0,,,,,,,,1.0,,
"CZK 16,500","CZK 3,000","CZK 25,000",729907,2 bedroom,Very good,Personal,C,53 m²,9/12/2022,6,Prefab concrete,1.0,154.59,121.63,210.28,406.06,427.2,165.42,331.31,69.33,839.62,83.63,Prague - Veleslavín,50.09015,14.34795,Complete,Partly,Distance,Standard,,,,,,,,,1.0,,
"CZK 20,000","CZK 8,733","CZK 20,000",730067,Studio,Very good,,G,56 m²,9/12/2022,3,Brick,1.0,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,,Fully furnished,,,1.0,,,,,,,,,,
