Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Balcony,Cellar,Lift,New-build,Parking,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Ownership,Designe,Reconstruction,Terrace,Heating,Enclosed balcony,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 13,000",CZK 800,CZK 0,307636,2+kk,6/13/2022,1,,42 m²,Partly,,Brick,,,,,,,135.96,674.82,171.77,378.18,151.28,420.94,563.03,698.41,733.26,606.24,Prague - Nusle,50.0625723,14.4456048,,Personal,,,,Electric boiler,,,,,
"CZK 11,000",CZK 800,"CZK 11,000",691465,2+kk,11/8/2021,3,G,43 m²,Partly,Good,Brick,,,,,,,136.12,674.65,171.94,378.01,151.45,420.77,562.86,698.57,733.43,606.41,"Rostislavova, Prague - Nusle",50.06256,14.44555,,Personal,,,,Electric boiler,,,,,
"CZK 15,000","CZK 5,500","CZK 30,000",227403,3+kk,6/2/2022,2,B,45 m²,Partly,,Brick,,,1.0,,,,15.63,217.12,84.75,57.41,13.31,20.03,446.87,488.55,206.43,316.92,"Komunardů, Prague - Holešovice",50.1048745,14.4501149,,Cooperative,,Complete,,,,,,,
"CZK 12,600","CZK 3,000","CZK 20,000",722112,Studio,6/13/2022,1,C,30 m²,Fully furnished,New-build,Brick,,1.0,1.0,1.0,1.0,1.0,524.88,706.93,889.8,819.38,604.43,944.01,214.31,1904.09,916.2,70.01,Prague - Zličín,50.05967,14.28446,,,,,1.0,,,,,,
"CZK 10,000","CZK 2,000","CZK 16,000",698830,2 bedroom,1/10/2022,5,C,45 m²,Fully furnished,Very good,Brick,,1.0,1.0,,,,114.29,914.05,79.46,259.39,77.33,232.45,333.83,288.29,555.34,425.8,"Rečkova, Prague - Žižkov",50.09012,14.4708,,Personal,,,,,,,,,
"CZK 20,500","CZK 6,000","CZK 39,000",442759,4+kk,7/1/2022,9,C,85 m²,Partly,Very good,Prefab concrete,1.0,,1.0,,,,314.59,451.01,328.21,1443.21,274.42,131.86,816.46,910.98,737.82,582.27,"V Štíhlách, Prague - Krč",50.020736739691,14.454215390738,10 to 30 years,Personal,Standard,Bathroom unit,,Distance,1.0,,,,
"CZK 12,000",CZK 1,"CZK 12,000",686168,Other,6/15/2022,2,C,17 m²,Fully furnished,Very good,Brick,,,,,,,356.39,574.9,344.22,661.8,377.58,561.45,246.18,484.78,276.75,245.58,"Staňkova, Prague - Háje",50.03587,14.53193,,Personal,,,,Gas boiler,1.0,,,,
"CZK 25,000","CZK 5,500",CZK 0,598464,2+kk,8/1/2022,6,G,82 m²,Fully furnished,Very good,Brick,,,1.0,,,1.0,189.92,340.28,277.32,138.17,138.95,179.94,317.81,813.67,987.95,371.59,"Karla Engliše, Prague - Smíchov",50.070236,14.401672,,Personal,,,,,,,,,
"CZK 19,500","CZK 5,500","CZK 25,000",74790,2 bedroom,6/8/2022,5,,75 m²,Fully furnished,,Brick,1.0,,1.0,1.0,,,66.34,956.42,421.88,1191.14,379.58,558.18,685.36,989.8,1423.64,574.31,"Davídkova, Prague - Libeň",50.1193735,14.4697848,,Personal,,,1.0,Central,,,,,
"CZK 10,490","CZK 1,396","CZK 11,886",714156,Studio,7/4/2022,9,G,28 m²,Fully furnished,Very good,Prefab concrete,,,1.0,,,,242.14,573.73,92.96,545.29,621.08,600.01,592.65,80.72,1121.73,85.66,"Nad lesním divadlem, Prague - Braník",50.02520305555,14.44032111111,,Personal,,,,,,"CZK 11,886",,,
"CZK 5,000","CZK 1,800","CZK 9,500",721993,4+1,6/11/2022,3,D,76 m²,Partly,Very good,Prefab concrete,,,1.0,,,,294.58,282.1,51.42,369.01,84.79,321.09,279.71,162.97,369.32,76.55,Prague - Háje,50.03324,14.53196,,,,,,,,,,,
"CZK 17,900","CZK 4,600","CZK 45,000",722059,2+kk,8/1/2022,5,E,54 m²,Partly,Very good,Brick,,1.0,1.0,,,,265.73,765.52,153.15,179.81,106.41,278.85,501.5,524.62,470.75,329.17,Prague - Žižkov,50.08863,14.46576,,,,,,,1.0,,,,
"CZK 18,500",CZK 0,"CZK 20,000",578001,Studio,7/25/2022,2,A,40 m²,Partly,New-build,Low-energy,1.0,,1.0,1.0,1.0,1.0,396.12,1125.11,199.43,3684.03,118.55,366.0,867.79,3106.74,1035.76,165.89,"Kryšpínova, Prague - Dolní Měcholupy",50.06698,14.5509831,,,Standard,,,Distance,,,,,
"CZK 17,000","CZK 3,986","CZK 34,000",496332,2+kk,7/1/2022,10,B,92 m²,Partly,New-build,Brick,1.0,1.0,1.0,1.0,1.0,1.0,285.95,908.47,538.62,743.59,663.22,365.05,466.07,602.7,1266.44,375.76,"Modenská, Prague - Horní Měcholupy",50.0403097,14.5684593,Up to 10 years,Personal,Luxurious,,,Central,1.0,,,,
"CZK 14,500","CZK 7,000","CZK 29,000",722013,3+1,7/1/2022,10,E,66 m²,Fully furnished,Very good,Prefab concrete,,,,,,,403.02,736.6,289.1,536.38,316.62,733.71,506.41,1025.18,116.8,351.77,Prague - Kobylisy,50.12658,14.46964,,,,,,,1.0,,,,
"CZK 19,000","CZK 5,800","CZK 19,000",572133,3+kk,6/15/2022,10,C,78 m²,,Good,Prefab concrete,1.0,1.0,1.0,,,,208.27,302.11,303.29,330.77,316.18,322.95,311.11,252.63,713.99,63.55,"Bronzová, Prague - Stodůlky",50.0457781,14.3302232,10 to 30 years,Personal,Standard,Complete,,Distance,,,,,
"CZK 20,000","CZK 5,000","CZK 27,000",273191,2+kk,7/1/2022,2,,66 m²,Fully furnished,,Brick,1.0,1.0,1.0,1.0,1.0,1.0,153.89,703.64,277.96,668.82,656.6,337.01,636.46,480.83,644.6,447.6,"Nárožní, Prague - Stodůlky",50.0534654,14.3358042,Up to 10 years,Personal,Luxurious,,1.0,,1.0,,,,
"CZK 33,000","CZK 4,500","CZK 30,000",310862,4+kk,8/1/2022,4,A,97 m²,Fully furnished,,Brick,,,,,,,356.72,414.06,106.88,342.97,236.72,164.88,255.77,1821.11,146.14,321.05,Prague - Bubeneč,50.1021761,14.4253942,,Personal,,,,,,,,,
"CZK 16,800","CZK 3,000","CZK 32,000",483590,2+kk,7/15/2022,2,D,51 m²,Fully furnished,Very good,Brick,,,1.0,,,,153.21,174.05,37.03,357.03,105.15,392.22,100.19,325.04,73.45,67.62,"Drahobejlova, Prague - Libeň",50.1062137,14.4908762,,Personal,,Interior,,,,,,,
"CZK 16,000","CZK 6,220","CZK 22,000",31263,3+1,4/27/2022,,,70 m²,Unfurnished,Good,Brick,,,,,,,207.23,1286.1,437.79,976.98,150.15,621.81,755.76,1017.59,699.27,40.94,Prague - Libeň,50.1115724,14.4775255,,Personal,Standard,Interior,,Electric boiler,,,,,
"CZK 22,900",CZK 0,"CZK 35,000",308726,4+kk,7/4/2022,1,,97 m²,Fully furnished,Very good,Brick,,1.0,1.0,,,,145.59,689.06,91.99,114.73,157.68,217.69,361.03,384.15,330.28,301.85,"Zelenky-Hajského, Prague - Žižkov",50.0884267,14.467243,Up to 10 years,Personal,,,,Gas boiler,,,,,
"CZK 28,000","CZK 9,000","CZK 38,000",322699,4+kk,8/1/2022,4,A,110 m²,Partly,New-build,Brick,1.0,,1.0,1.0,1.0,,227.08,1365.83,680.53,1273.33,259.03,1331.61,1498.19,1483.67,1463.26,198.92,Prague - Hlubočepy,50.0314899,14.3921594,,Personal,Luxurious,,,Central,,,,,
"CZK 12,000","CZK 4,200","CZK 20,000",564493,2 bedroom,6/20/2022,4,C,53 m²,Partly,,Prefab concrete,,,1.0,,,,153.36,506.07,495.79,454.03,385.82,502.02,742.78,737.89,923.12,242.95,"Práčská, Prague - Záběhlice",50.05405,14.5116025,,Personal,,,,Distance,1.0,,,,
"CZK 21,000","CZK 4,000","CZK 50,000",699444,2+kk,7/1/2022,3,G,52 m²,Fully furnished,New-build,Brick,,,1.0,,,,183.11,528.51,119.32,213.49,29.51,197.26,367.77,453.27,637.18,686.93,"Tyršova, Prague - Nové Město",50.07306,14.43085,Up to 10 years,Personal,Standard,Complete,,,,,,,
"CZK 15,000","CZK 4,175","CZK 30,000",721918,2+kk,6/10/2022,3,D,58 m²,Fully furnished,Good,Brick,,,,,1.0,,142.72,2084.62,127.71,1998.79,175.32,2033.24,824.51,420.1,333.48,199.89,Prague - Hlubočepy,50.04139,14.39244,,,,,1.0,,,,,,
"CZK 13,990","CZK 3,199","CZK 17,189",721912,2+kk,7/4/2022,3,C,52 m²,Fully furnished,Very good,Brick,1.0,1.0,,,,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,,Personal,,,,,,"CZK 17,189",,,
"CZK 13,990","CZK 3,199","CZK 17,189",721913,2+kk,7/4/2022,3,C,52 m²,Fully furnished,Very good,Brick,1.0,1.0,,,,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,,Personal,,,,,,"CZK 17,189",,,
"CZK 19,500",CZK 700,"CZK 39,000",721889,1 bedroom,6/10/2022,,G,40 m²,Fully furnished,New-build,Brick,,,,,,,89.88,369.82,71.41,254.71,45.66,98.42,357.31,327.09,560.2,269.09,Prague - Vinohrady,50.0755,14.45124,,,,,,,,,,,
"CZK 16,000","CZK 2,000","CZK 16,000",721878,1 bedroom,6/10/2022,3,G,52 m²,Partly,Very good,Brick,,,1.0,,,,179.09,280.63,110.44,230.57,134.87,9.21,268.12,416.29,649.4,294.02,Prague - Vinohrady,50.07551,14.45249,,,,,,,,,,,
"CZK 14,000",CZK 700,"CZK 14,000",666741,2+kk,7/1/2022,3,F,50 m²,Partly,Good,Brick,,,1.0,,1.0,,274.35,67.73,97.69,229.98,186.73,268.53,406.93,539.28,531.36,425.39,"Čajkovského, Prague - Žižkov",50.08278,14.45186,,Personal,,,,,,,,,
"CZK 12,000","CZK 1,500","CZK 24,000",595793,Small studio,3/1/2020,2,D,20 m²,Partly,Very good,Brick,,,,,,,351.84,581.73,340.73,536.46,257.71,549.35,316.54,356.43,409.59,826.9,"Řehořova, Prague - Žižkov",50.086179,14.445161,Over 50 years,Personal,Standard,Interior,,Central,,,,,
"CZK 12,500",CZK 900,"CZK 12,500",615538,1 bedroom,7/1/2022,5,D,50 m²,Partly,Very good,Brick,1.0,,,,1.0,,187.43,227.54,227.89,285.9,109.14,321.98,134.44,1040.08,860.16,338.41,"Zborovská, Prague - Smíchov",50.076849,14.407253,,Other,,,,Gas boiler,,,,,
"CZK 16,000","CZK 4,000","CZK 20,000",721842,3+1,7/1/2022,11,G,73 m²,Unfurnished,Very good,Prefab concrete,,1.0,1.0,,,,223.03,346.03,268.08,1109.05,450.74,462.68,267.93,245.22,746.15,60.77,Prague - Chodov,50.0302,14.5151,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",721852,1 bedroom,6/10/2022,5,C,42 m²,Unfurnished,Very good,Brick,1.0,,,,,,201.9,857.0,681.58,960.85,551.07,943.73,773.08,1112.2,404.02,367.19,Prague - Smíchov,50.06923,14.39057,,,,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 36,000",721846,2 bedroom,6/10/2022,4,C,60 m²,Unfurnished,Good,Brick,,,,,,,201.9,857.0,681.58,960.85,551.07,943.73,773.08,1112.2,404.02,367.19,Prague - Smíchov,50.06923,14.39057,,,,,,,,,,,
"CZK 19,900","CZK 5,500","CZK 35,000",591911,3+kk,6/30/2022,3,E,60 m²,Fully furnished,Good,Brick,,1.0,1.0,,,,,,,,,,,,,,"Kubelíkova, Prague - Žižkov",50.082319,14.452574,10 to 30 years,Personal,Standard,Complete,,Gas boiler,,,,,
"CZK 14,000","CZK 5,000","CZK 25,000",721137,2 bedroom,6/30/2022,3,G,50 m²,Fully furnished,Very good,Brick,,,,,,,125.97,424.17,168.37,2346.58,83.83,250.66,349.93,126.17,1246.59,277.12,Prague - Braník,50.0351,14.41188,Over 50 years,,Standard,Interior,,Electric boiler,,,,,
"CZK 11,000","CZK 4,500","CZK 22,000",720459,Studio,6/30/2022,7,B,35 m²,Partly,Very good,Prefab concrete,1.0,,,,,,251.76,397.42,347.04,327.29,307.01,393.95,425.18,592.76,1513.07,146.07,Prague - Bohnice,50.1291,14.41537,,,,,,,,,,,
"CZK 14,500","CZK 4,500","CZK 29,000",721818,2+kk,6/15/2022,10,G,47 m²,Partly,Very good,Prefab concrete,,1.0,1.0,,,,109.32,440.68,93.94,1225.08,560.21,557.33,392.87,224.0,444.79,207.45,Prague - Chodov,50.03262,14.51372,,,Standard,,,Distance,1.0,,,,
"CZK 18,000","CZK 4,000","CZK 20,000",496885,2+kk,7/1/2022,5,,51 m²,Fully furnished,Very good,Brick,,,,,,,252.85,217.75,143.73,408.02,132.11,138.85,151.01,303.03,573.83,97.02,"Osadní, Prague - Holešovice",50.1009304,14.447175,,Personal,,,,,,,,,
"CZK 24,000","CZK 4,938",CZK 0,458058,3+kk,7/1/2022,3,B,89 m²,Partly,Very good,Brick,1.0,1.0,1.0,,1.0,,275.47,310.49,223.37,1114.08,344.05,288.69,166.74,204.5,352.99,82.11,Prague - Stodůlky,50.035934193686,14.339309368262,,Personal,Luxurious,Complete,,,1.0,,,,
"CZK 19,500","CZK 1,000","CZK 39,000",436266,2 bedroom,6/8/2022,2,E,54 m²,Partly,,Brick,,1.0,,,,,103.79,354.65,122.31,361.99,82.78,322.27,58.59,410.71,58.8,629.48,"Cimburkova, Prague - Žižkov",50.0863668,14.4509168,,Personal,,Complete,,Electric boiler,,,,,
"CZK 12,000","CZK 3,500","CZK 24,000",547061,Studio,8/1/2022,4,B,35 m²,Fully furnished,New-build,Brick,1.0,1.0,1.0,,,1.0,496.75,948.94,126.46,3262.95,142.95,1533.26,919.68,93.14,2129.56,125.33,Prague - Čakovice,50.1561965,14.5162757,Up to 10 years,Personal,Standard,,,Central,,,,,
"CZK 13,000","CZK 3,000","CZK 13,000",721796,2+kk,8/1/2022,1,G,48 m²,Partly,Very good,Brick,,,,,,,106.13,877.36,8.65,450.26,3.22,214.47,134.55,343.82,241.51,219.26,Prague - Břevnov,50.08494,14.37708,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 20,000",621548,2+kk,6/15/2022,2,G,44 m²,,Very good,Brick,,,,,,,178.02,437.96,221.26,443.55,114.78,390.23,486.84,194.34,458.2,155.98,"Pod Kotlaskou, Prague - Libeň",50.105583,14.478044,,Personal,,,,,,,,,
"CZK 8,400","CZK 2,500","CZK 10,900",678820,Studio,7/5/2022,1,G,20 m²,Partly,Very good,Brick,,1.0,,,,,484.59,774.37,651.57,2085.85,515.76,680.85,795.44,1553.62,1343.79,826.35,"Pasteurova, Prague - Krč",50.01784,14.46071,,Personal,,,1.0,,,,,,
"CZK 26,436","CZK 1,679","CZK 46,000",566874,2+kk,7/1/2022,2,B,58 m²,Fully furnished,,Brick,1.0,1.0,1.0,,,,85.9,789.89,82.8,529.66,84.0,486.85,288.61,1007.01,537.37,219.6,"Kaizlovy sady, Prague - Karlín",50.0953316,14.4581819,,Personal,,Complete,1.0,,,,,,
"CZK 25,000","CZK 6,300","CZK 35,000",647576,3+kk,6/20/2022,1,G,56 m²,Fully furnished,Very good,Brick,,,,,,,169.19,651.73,100.8,306.24,66.53,199.93,641.56,1132.08,1036.09,522.44,"Jindřicha Plachty, Prague - Smíchov",50.070384,14.406253,,Personal,Standard,Complete,,Gas boiler,,,,,
"CZK 24,000","CZK 3,000","CZK 23,000",222383,2 bedroom,6/10/2022,5,,104 m²,Partly,Very good,Brick,,1.0,1.0,,,,271.18,335.43,101.4,334.35,95.16,363.16,204.0,204.4,554.19,230.91,Prague - Vinohrady,50.0792487,14.4494301,Up to 10 years,Personal,Standard,Complete,,Electric boiler,1.0,,,,
"CZK 14,000","CZK 3,000","CZK 20,000",671452,Studio,8/1/2022,2,B,30 m²,Fully furnished,Very good,Brick,,,1.0,,,,131.84,1431.83,149.85,1101.35,102.93,669.88,453.35,1299.45,747.34,294.61,Prague - Libeň,50.1137374,14.4744586,10 to 30 years,Personal,,,,Central,,,,,
"CZK 30,000","CZK 2,600","CZK 30,000",616402,3+kk,6/9/2022,5,G,96 m²,Partly,New-build,Brick,,,1.0,,,,155.6,746.12,192.5,761.71,128.87,620.23,485.36,665.43,298.18,385.32,"Pod Karlovem, Prague - Vinohrady",50.06773,14.432892,Up to 10 years,Cooperative,Luxurious,Complete,1.0,Gas boiler,,,,,
"CZK 26,500","CZK 3,500","CZK 29,999",548160,2 bedroom,7/1/2022,4,,110 m²,Fully furnished,Very good,Brick,1.0,1.0,1.0,,,,406.27,241.25,223.41,421.75,150.83,515.2,439.67,488.43,751.14,257.64,Prague - Vinohrady,50.0806157,14.4526379,Up to 10 years,Personal,Luxurious,Complete,,Gas boiler,1.0,,,,
"CZK 12,200","CZK 1,800","CZK 14,000",578576,1 bedroom,7/1/2022,4,E,35 m²,Partly,Good,Brick,,,,,,,302.05,1457.82,217.83,844.26,256.74,619.28,750.98,623.82,713.32,296.19,"M. J. Lermontova, Prague - Bubeneč",50.110053,14.395992,30 - 50 years,Cooperative,Standard,Exterior,,Electric boiler,,,,,
"CZK 12,000","CZK 2,000","CZK 24,000",716397,2+kk,4/29/2022,1,G,46 m²,Fully furnished,Good,Prefab concrete,,,1.0,,,,237.78,412.31,275.48,1021.91,379.71,409.01,318.48,277.84,370.77,46.81,"Borovanského, Prague - Stodůlky",50.03878,14.34191,,Personal,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 28,000",602238,2+kk,7/1/2022,3,A,57 m²,Partly,New-build,Brick,,1.0,1.0,1.0,1.0,1.0,313.47,271.5,446.94,1383.22,231.46,357.0,862.51,301.12,1354.19,235.05,"Kačírkova, Prague - Jinonice",50.056781,14.37651,Up to 10 years,Personal,Luxurious,,,Central,1.0,,,,
"CZK 10,000","CZK 8,000","CZK 20,000",721694,2 bedroom,8/1/2022,2,B,70 m²,Partly,Very good,Prefab concrete,1.0,1.0,1.0,,,,303.93,1040.09,302.12,571.68,588.6,588.08,252.95,191.66,411.15,374.9,Prague - Letňany,50.13314,14.50757,,,,,,,1.0,,,,
"CZK 11,500","CZK 2,500","CZK 23,000",721144,1 bedroom,7/11/2022,4,G,30 m²,Partly,Very good,Prefab concrete,,,1.0,,,,304.64,425.34,96.47,371.63,165.34,197.5,296.08,292.15,927.05,133.67,Prague - Střížkov,50.12587,14.49505,,,,,,,1.0,,,,
"CZK 11,900","CZK 2,900","CZK 14,800",693193,Studio,6/9/2022,5,G,31 m²,Unfurnished,Very good,Prefab concrete,,1.0,1.0,,,,483.72,958.99,210.78,935.91,183.26,960.83,265.87,592.39,424.85,266.16,"Rakovského, Prague - Modřany",50.00982,14.42695,,Personal,Standard,,,Distance,,,,,
"CZK 23,000","CZK 5,400","CZK 23,000",720810,2+kk,8/1/2022,2,B,62 m²,Partly,Very good,Brick,,,1.0,,,,164.21,358.69,107.09,216.93,128.45,168.62,648.61,473.47,733.73,208.66,Prague - Žižkov,50.0783,14.45922,,,,,,,,,,,
"CZK 25,000","CZK 7,000","CZK 50,000",721657,2+kk,7/1/2022,4,C,78 m²,Fully furnished,New-build,Other,1.0,1.0,1.0,1.0,1.0,1.0,129.15,280.45,55.53,403.36,157.37,288.09,137.5,242.24,309.5,318.32,Prague - Žižkov,50.08594,14.45368,,,,,,,,,,,
"CZK 12,500","CZK 3,000","CZK 20,000",458341,Studio,7/15/2022,4,A,36 m²,Fully furnished,New-build,Low-energy,1.0,,1.0,1.0,,1.0,234.98,880.64,487.66,692.63,612.25,395.57,520.29,551.73,1320.65,429.98,"Modenská, Prague - Horní Měcholupy",50.0407835,14.5684987,Up to 10 years,Personal,Luxurious,,,Central,,,,,
"CZK 13,000","CZK 4,000","CZK 26,000",721611,Studio,6/8/2022,1,G,29 m²,Fully furnished,Very good,Prefab concrete,,,1.0,,1.0,,172.13,1839.51,1331.3,1832.17,1196.12,1289.79,408.48,1487.36,1248.9,102.46,Prague - Hodkovičky,50.02141,14.41347,,,,,,,,,,,
"CZK 21,000","CZK 3,500","CZK 42,000",713143,3+1,5/1/2022,4,G,68 m²,Partly,Very good,Brick,,1.0,,,,,191.99,883.97,534.23,587.45,288.99,569.77,225.73,374.84,880.9,371.76,"Plojharova, Prague - Břevnov",50.08531,14.34044,30 - 50 years,Personal,Luxurious,Complete,,Distance,,,,,
"CZK 25,000","CZK 3,000","CZK 30,000",394263,2+kk,7/1/2022,2,,80 m²,Fully furnished,Very good,Brick,,,1.0,,,1.0,58.36,716.53,48.17,249.25,118.07,147.55,272.61,390.82,190.85,296.91,"Ve Smečkách, Prague - Nové Město",50.0776403,14.4264665,Up to 10 years,Personal,Standard,Complete,,Gas boiler,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",216916,3+kk,6/8/2022,3,,60 m²,Unfurnished,,Brick,,,,,,,131.07,181.13,97.24,504.32,111.56,246.39,347.7,295.88,347.91,436.51,"Roháčova, Prague - Žižkov",50.0868140356,14.4540507614,Up to 10 years,Personal,Standard,Complete,,Distance,,,,,
"CZK 12,990","CZK 3,936","CZK 16,926",713415,2 bedroom,7/4/2022,2,C,57 m²,,Very good,Prefab concrete,,1.0,1.0,,,,165.35,1019.67,411.49,489.09,572.52,576.0,224.29,147.73,405.09,281.08,"Chlebovická, Prague - Letňany",50.13219944444,14.50963111111,,Personal,,,,,1.0,"CZK 16,926",,,
"CZK 14,600","CZK 2,000","CZK 19,000",533941,1 bedroom,7/1/2022,1,,43 m²,Partly,,Brick,1.0,,1.0,,,,172.93,428.66,147.22,224.88,180.49,543.64,206.33,165.95,494.31,237.7,Prague - Žižkov,50.0814102,14.4571483,,Personal,,,,,1.0,,,,
"CZK 16,000","CZK 4,500","CZK 41,000",512665,2+kk,6/7/2022,4,C,56 m²,Partly,Very good,Brick,1.0,,1.0,,1.0,1.0,471.13,1427.58,1304.77,2546.6,250.01,607.05,634.02,1572.5,1738.66,222.86,Prague - Kunratice,50.020304,14.4668142,,Personal,,,,Central,,,,,
"CZK 13,500","CZK 2,500","CZK 13,500",260419,1 bedroom,6/15/2022,3,,40 m²,Partly,Very good,Brick,,,1.0,,,,63.34,301.3,59.36,268.31,99.75,113.23,173.46,273.35,502.47,259.5,"Chelčického, Prague - Žižkov",50.0839993,14.4540791,,Personal,,,,Electric boiler,,,,,
"CZK 14,000","CZK 3,500","CZK 14,000",333983,2+kk,9/13/2020,1,E,50 m²,Fully furnished,Good,Brick,,,1.0,,,,254.24,809.76,131.92,518.8,113.1,592.7,334.6,501.05,622.38,53.69,"Puškinovo náměstí, Prague - Bubeneč",50.102601,14.403504,,Personal,,,,,,,,,
"CZK 12,700","CZK 1,500","CZK 24,000",721507,2+kk,6/7/2022,2,G,50 m²,Unfurnished,Very good,Brick,,,,,,,129.78,692.84,140.96,239.3,84.29,554.23,181.87,466.8,285.07,408.03,Prague - Vršovice,50.0713,14.44996,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 20,000",515023,Studio,7/13/2022,1,E,40 m²,Fully furnished,,Brick,,1.0,,,,,311.86,543.54,262.67,477.09,482.12,445.7,351.21,349.3,850.89,163.9,"Šumberova, Prague - Veleslavín",50.0921996,14.3446151,Up to 10 years,Personal,Luxurious,Complete,,Distance,,,,,
"CZK 12,000",CZK 600,"CZK 12,000",687768,Other,6/30/2022,5,G,100 m²,Partly,Very good,Brick,,1.0,,,,,78.94,248.13,19.75,360.41,75.2,407.6,445.03,529.5,395.07,274.13,"Vršovická, Prague - Vršovice",50.0665265,14.4573797,,Other,,Complete,,Electric boiler,,,,,
"CZK 22,500",CZK 850,"CZK 23,350",721479,3+1,6/7/2022,2,G,75 m²,Partly,Very good,Low-energy,,,,,,,140.55,502.34,51.47,365.25,4.8,340.09,203.94,1032.85,451.44,214.93,Prague - Karlín,50.09095,14.44347,,,Standard,Complete,,,,,,,
"CZK 16,000","CZK 3,500","CZK 32,000",710659,2 bedroom,6/7/2022,1,C,49 m²,Fully furnished,Good,Brick,,1.0,1.0,,,,137.6,432.89,114.92,121.53,39.32,202.26,390.92,465.26,229.49,492.19,"Mikovcova, Prague - Vinohrady",50.0765,14.43062,,Cooperative,Standard,Exterior,,,,,,,
"CZK 17,900","CZK 4,106","CZK 30,000",597163,2 bedroom,9/1/2022,3,B,56 m²,Fully furnished,Very good,Prefab concrete,,1.0,,,,,133.17,334.41,168.63,195.07,273.13,71.2,414.77,627.1,1005.64,137.83,"Plaňanská, Prague - Malešice",50.080589,14.501555,10 to 30 years,Personal,Standard,Complete,,Distance,,,,,
"CZK 14,000","CZK 3,500","CZK 28,000",699944,Studio,7/1/2022,2,C,32 m²,Partly,New-build,Prefab concrete,,,1.0,,1.0,,307.67,1000.95,645.3,858.3,678.86,921.72,559.15,940.69,775.23,252.82,"Wiesenthalova, Prague - Řeporyje",50.03951,14.32074,Up to 10 years,Personal,Luxurious,,1.0,Distance,,,,,
"CZK 20,000","CZK 3,786","CZK 20,000",721473,2+kk,6/7/2022,3,B,61 m²,Fully furnished,Very good,Brick,1.0,,1.0,,,,160.9,141.1,180.53,70.53,191.55,230.27,354.1,626.59,241.63,87.98,Prague - Libeň,50.10457,14.4882,10 to 30 years,Personal,Standard,,,Central,,,,,
"CZK 16,000",CZK 0,"CZK 16,000",721450,2+kk,8/1/2022,1,D,55 m²,Partly,Very good,Brick,,,,,1.0,,265.3,1361.55,1214.76,1745.86,925.52,3333.06,904.15,1947.23,2056.89,305.71,Prague - Horní Počernice,50.10433,14.6123,,,,,1.0,,,,,,
"CZK 25,000","CZK 7,000","CZK 40,000",518108,3+1,6/1/2022,3,D,80 m²,Partly,,Prefab concrete,1.0,,1.0,,,,393.86,985.23,398.42,946.74,372.82,623.64,468.14,316.35,1633.43,515.68,"Španielova, Prague - Řepy",50.06799,14.30409,,Personal,,,,Distance,,,,,
"CZK 18,000",CZK 1,"CZK 18,000",721422,3+1,7/30/2022,2,G,76 m²,Unfurnished,Very good,Other,1.0,1.0,,,,,1154.25,3602.28,2297.94,3634.0,2300.02,3583.01,4147.95,3062.32,3363.34,1199.68,Prague - Točná,49.97862,14.42224,,,,,,Other,,,,,
"CZK 15,500","CZK 1,582","CZK 20,000",493971,2 bedroom,8/1/2022,5,,48 m²,Unfurnished,,Brick,,,,,,,219.79,400.37,261.3,506.87,102.36,473.9,173.65,646.11,218.24,195.43,"Písecká, Prague - Vinohrady",50.0766922,14.4652011,,Personal,,,,Other,,,,,
"CZK 12,600","CZK 3,500","CZK 15,000",721330,1 bedroom,6/6/2022,1,G,43 m²,Fully furnished,Very good,Brick,,,,,,,284.96,605.48,352.77,392.38,402.43,1315.5,693.55,383.02,568.78,454.51,Prague - Radlice,50.06009,14.38442,,,,,,,,,,,
"CZK 19,200","CZK 3,160","CZK 38,400",563070,3+kk,6/1/2022,1,B,64 m²,Partly,,Brick,,,,,,,57.07,2026.23,656.23,1660.28,292.79,738.41,468.62,438.15,289.33,277.17,"Na Pískách, Prague - Dejvice",50.1086988,14.375396,,Personal,,,,,,,,,
"CZK 12,500","CZK 2,000","CZK 15,000",718598,5+1,6/1/2022,7,G,155 m²,Unfurnished,Very good,Brick,1.0,,1.0,,,,185.96,157.3,207.9,573.15,305.36,243.77,755.51,356.3,817.23,457.37,"U Stírky, Prague - Libeň",50.11997,14.46192,10 to 30 years,Personal,Standard,,,Gas boiler,,,,,
