Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Ownership,Age,Designe,Building type,Heating,EPC,Condition,Enclosed balcony,Lift,Cellar,Balcony,Parking,Garage,New-build,Reconstruction,Terrace,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 17,500","CZK 2,156",724249,2+kk,7/18/2022,52 m²,Partly,2,63.68,792.74,364.53,647.56,245.71,312.94,244.87,508.72,745.89,119.03,Prague - Vokovice,50.09643,14.35185,"CZK 17,500",,,,Prefab concrete,,G,Very good,1.0,1.0,1.0,,,,,,,,,,
"CZK 18,500","CZK 5,000",685106,Studio,8/15/2022,33 m²,Fully furnished,5,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 23,500",Personal,,,Brick,,B,New-build,,,,1.0,,,,,,,,,
"CZK 31,000","CZK 5,000",639703,2 bedroom,8/1/2022,76 m²,Fully furnished,1,281.04,439.68,100.81,187.07,72.69,444.68,171.71,477.4,342.81,483.28,"Železná, Prague - Staré Město",50.086328,14.422386,"CZK 36,000",Personal,,,Brick,,G,Very good,,,,,1.0,,,,,,,,
"CZK 18,500","CZK 5,000",723793,3+kk,6/27/2022,67 m²,Partly,2,240.15,1229.76,663.49,1151.97,207.94,897.97,1163.17,739.5,67.17,192.62,Prague - Strašnice,50.082,14.48192,"CZK 35,000",Personal,,,Brick,,G,Very good,,,,,1.0,,,,,,,,
"CZK 15,000","CZK 5,800",445733,2+kk,8/1/2022,60 m²,Partly,2,381.54,929.0,77.44,451.25,313.48,922.89,279.27,195.43,856.71,286.8,"U Družstva Život, Prague - Nusle",50.05642,14.4470012,"CZK 20,000",Personal,,,Brick,Gas boiler,,Very good,,,1.0,,1.0,,,,,,,,
"CZK 30,000","CZK 7,000",118686,3+kk,7/15/2022,110 m²,Partly,2,357.8,1260.77,961.85,1327.31,647.87,1114.49,769.88,534.69,576.95,211.24,"Na Fialce II, Prague - Řepy",50.0695036,14.3174676,"CZK 70,000",Personal,10 to 30 years,Luxurious,Brick,Gas boiler,D,Very good,,,,1.0,,1.0,,,,,,,
"CZK 19,000","CZK 2,500",478537,2+kk,8/1/2022,54 m²,Partly,11,237.14,835.94,220.12,540.54,240.82,241.03,45.23,682.13,226.67,203.82,"Gutova, Prague - Strašnice",50.0702967,14.4929472,"CZK 19,000",Personal,Up to 10 years,Luxurious,Prefab concrete,Distance,,Very good,1.0,1.0,,,1.0,,,Complete,,,,,
"CZK 21,000","CZK 6,000",724165,3+1,6/29/2022,95 m²,Partly,1,220.59,1849.6,507.94,488.18,645.6,1182.62,814.47,954.51,458.99,802.82,Prague - Vokovice,50.09405,14.33334,"CZK 32,000",,,,Brick,,B,Very good,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",425448,Small studio,9/1/2022,18 m²,Fully furnished,1,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 13,000",Personal,Up to 10 years,Standard,Brick,,,Very good,,,,,,,,Complete,,,,,
"CZK 11,900","CZK 3,000",150673,Studio,8/1/2022,31 m²,Fully furnished,1,340.45,773.04,133.14,754.61,457.55,879.25,251.83,2122.99,1119.22,86.45,"Tulešická, Prague - Zličín",50.0586898,14.2826339,"CZK 19,000",Other,Up to 10 years,Standard,Brick,,,,,,,,,,1.0,,,,,,
"CZK 12,500",CZK 800,724181,1 bedroom,7/25/2022,27 m²,Partly,2,147.2,743.4,164.97,447.21,167.27,486.82,642.04,662.98,750.5,580.62,Prague - Nusle,50.06262,14.4464,"CZK 19,000",,,,Brick,,G,Very good,,,1.0,1.0,,,,,,,,,
"CZK 10,000","CZK 2,500",698535,Studio,7/1/2022,30 m²,Fully furnished,2,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 12,000",Personal,,,Prefab concrete,Central,G,Very good,,1.0,,,,,,,,,,,
"CZK 14,500","CZK 4,500",722823,2 bedroom,8/1/2022,58 m²,Partly,2,517.27,579.39,339.53,584.7,86.41,513.86,393.31,189.47,94.45,265.87,"Lihovarská, Prague - Libeň",50.10489775,14.48593875,"CZK 19,000",Personal,,,Brick,Central,G,Very good,,1.0,1.0,,1.0,,,Complete,,,,,
"CZK 15,000","CZK 3,500",724043,Studio,7/1/2022,40 m²,Partly,2,164.07,1595.57,526.38,1270.11,670.42,579.01,417.83,1251.1,1107.75,499.59,Prague - Vysočany,50.10284,14.51,"CZK 30,000",,,,Other,,B,New-build,1.0,1.0,,,1.0,1.0,1.0,,,,,,
"CZK 12,500","CZK 3,300",491996,Studio,10/1/2022,27 m²,Partly,1,215.27,586.31,164.28,470.7,188.5,302.61,110.42,688.27,172.95,443.5,"Umělecká, Prague - Holešovice",50.1026409,14.4272798,"CZK 31,600",Personal,,,Brick,Central,,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",603525,Studio,6/29/2022,38 m²,Unfurnished,2,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,"CZK 16,000",Personal,,,Brick,Central,C,New-build,,,1.0,1.0,1.0,,,,,,,,
"CZK 13,000","CZK 3,000",642689,Studio,7/1/2022,32 m²,Unfurnished,4,99.21,1303.77,573.78,791.38,640.94,1382.61,793.64,1292.24,412.87,124.99,"Sídlištní, Prague - Lysolaje",50.127532,14.379521,"CZK 16,000",Personal,,,Brick,Distance,C,New-build,,,1.0,1.0,,,,,,,,,
"CZK 24,000","CZK 7,000",685115,2+kk,8/22/2022,50 m²,Fully furnished,4,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 31,000",Personal,,,Brick,,B,New-build,1.0,1.0,,,1.0,1.0,,,,,,,
"CZK 18,000","CZK 4,000",724124,2+kk,7/15/2022,60 m²,Fully furnished,4,53.38,405.58,47.34,161.93,21.47,280.04,433.15,238.4,223.86,678.8,Prague - Smíchov,50.07216,14.4068,"CZK 22,000",,,,Brick,,E,Very good,,1.0,,,1.0,,,,,,,,
"CZK 19,000","CZK 4,190",724110,2+kk,7/15/2022,59 m²,Partly,3,313.43,846.63,206.55,865.05,474.66,714.61,347.91,269.19,436.37,179.88,"Waltariho, Prague - Hloubětín",50.107846350438,14.525244403462,"CZK 30,000",,,,Other,,B,New-build,,1.0,1.0,1.0,,1.0,,,,,,,
"CZK 17,000","CZK 5,000",437320,2+kk,9/1/2022,54 m²,Fully furnished,1,507.19,1277.25,594.18,935.9,363.85,627.13,376.73,741.93,1069.24,237.55,"Loosova, Prague - Háje",50.024486493456,14.526685576196,"CZK 17,000",Personal,Up to 10 years,,Brick,,,New-build,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
"CZK 22,000","CZK 6,000",724068,2 bedroom,6/28/2022,69 m²,Fully furnished,1,364.57,1186.1,274.61,1006.22,198.47,584.67,537.47,616.1,399.36,107.73,Prague - Střešovice,50.08888,14.37347,"CZK 44,000",,,,Brick,,G,Very good,,,,,,,,,1.0,,,,
"CZK 6,000",CZK 1,603260,Other,6/30/2022,120 m²,Fully furnished,1,93.86,355.52,190.16,381.87,43.18,335.72,486.36,228.61,381.24,99.62,"Ronkova, Prague - Libeň",50.105767,14.476739,"CZK 6,500",Personal,,,Brick,,D,Very good,,1.0,,,,,,,,,,,
"CZK 27,000","CZK 7,900",723391,3+kk,8/1/2022,88 m²,Unfurnished,1,375.59,111.77,112.3,401.73,23.31,218.97,42.14,863.05,40.14,553.19,Prague - Nové Město,50.08277,14.42981,"CZK 54,000",,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 9,000","CZK 11,000",370707,2 bedroom,7/1/2022,60 m²,Fully furnished,7,222.73,428.11,140.39,286.97,73.11,475.74,109.6,231.18,787.01,220.12,"Amurská, Prague - Vršovice",50.0695915,14.4736856,"CZK 30,000",,,,Brick,Central,,,,1.0,,,,,,,,,,,
"CZK 20,000","CZK 5,000",491571,1 bedroom,9/1/2022,33 m²,Fully furnished,3,140.45,542.55,237.77,487.34,96.72,447.63,220.9,338.34,295.84,596.42,"Jeronýmova, Prague - Žižkov",50.0862903,14.4481553,"CZK 20,000",Personal,,,Brick,Electric boiler,D,Very good,,1.0,,,,,,,,,,,
"CZK 18,000","CZK 3,300",720065,Studio,5/27/2022,28 m²,Unfurnished,5,185.24,329.01,194.37,186.19,90.06,377.21,518.65,520.95,413.15,566.37,Prague - Vinohrady,50.07794,14.43242,"CZK 36,000",,,,Brick,,D,Very good,,1.0,,,,,,,,,,,
"CZK 26,000","CZK 4,000",724051,2+kk,7/15/2022,67 m²,Partly,2,373.83,1098.13,908.55,1934.22,807.19,1821.86,588.6,1794.2,492.45,918.39,Prague - Hrdlořezy,50.09171,14.52037,"CZK 60,000",Personal,Up to 10 years,,Low-energy,Central,B,New-build,,1.0,1.0,,1.0,1.0,1.0,Complete,1.0,,,,
"CZK 28,500","CZK 7,087",662434,3+kk,8/1/2022,68 m²,Fully furnished,4,180.38,1139.18,834.07,1380.23,595.41,824.12,1035.0,974.6,1315.1,301.71,"Ve Studeném, Prague - Braník",50.03086,14.42046,"CZK 35,000",Personal,Up to 10 years,Luxurious,Brick,Central,E,New-build,1.0,,,,1.0,1.0,,Complete,,,,,
"CZK 25,000","CZK 3,000",723730,3+1,6/26/2022,70 m²,Fully furnished,2,119.72,264.42,0.52,44.61,32.33,269.28,212.74,303.96,651.77,410.91,Prague - Nové Město,50.07743,14.41925,"CZK 25,000",,Over 50 years,Standard,Brick,Distance,G,Good,,1.0,,,,,,,,,,,
"CZK 16,000",CZK 700,724016,1 bedroom,6/28/2022,50 m²,Partly,2,80.24,942.02,462.59,260.57,378.99,677.81,792.61,179.3,1528.7,215.97,Prague - Horní Počernice,50.11695,14.623,"CZK 32,000",,,,Brick,,G,Very good,,,1.0,,,,,,,,,,
"CZK 34,000","CZK 5,000",688751,4+1,7/25/2022,121 m²,Unfurnished,2,213.54,743.4,213.98,766.79,497.92,675.26,347.96,342.97,1114.7,127.13,"Společná, Prague - Libeň",50.12421,14.47491,"CZK 45,000",Personal,,,Other,,C,New-build,,1.0,,1.0,1.0,1.0,,,,,,,
"CZK 16,000","CZK 3,500",723398,2 bedroom,6/28/2022,50 m²,Partly,1,487.31,1604.25,485.75,664.21,351.84,606.54,288.34,615.21,498.12,415.72,Prague - Vokovice,50.09699,14.34154,"CZK 32,000",Personal,,,Brick,Central,G,Very good,1.0,,,,,,,,,,,,
"CZK 12,500","CZK 3,500",724007,2 bedroom,8/1/2022,50 m²,Partly,7,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,"CZK 20,000",,,,Prefab concrete,,F,Good,,1.0,,1.0,,,,,,,,,
"CZK 45,000","CZK 5,500",723393,4+kk,6/23/2022,119 m²,Unfurnished,1,127.89,797.09,181.33,729.89,400.42,538.76,170.19,1154.09,552.92,158.3,Prague - Holešovice,50.11005,14.44738,"CZK 55,000",,,,Low-energy,,B,New-build,1.0,,,,,,,,,,,,
"CZK 16,000","CZK 4,500",659673,3+1,8/1/2022,77 m²,Partly,2,257.81,1357.38,102.59,1029.72,179.24,294.97,323.95,109.77,995.77,92.31,"Nedvězská, Prague - Strašnice",50.06685,14.49968,"CZK 20,000",Personal,,Standard,Brick,Central,G,Very good,,,1.0,,,,,Interior,,,,,
"CZK 15,500","CZK 2,400",330128,2+kk,8/31/2022,50 m²,Unfurnished,1,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,"CZK 16,000",Personal,,Standard,Brick,Electric boiler,B,Very good,,,,,,,,Interior,,,,,
"CZK 17,000","CZK 4,000",238023,2+kk,6/28/2022,35 m²,Fully furnished,2,51.46,118.07,81.91,92.62,0.78,79.82,159.64,283.27,261.16,311.55,"Benediktská, Prague - Staré Město",50.0902986,14.4271043,"CZK 21,000",Personal,,,Brick,Distance,,,,1.0,,,,,,Complete,,,,,
"CZK 14,000","CZK 2,500",193626,2+kk,6/28/2022,44 m²,,2,150.83,840.69,199.64,1124.5,136.37,315.33,752.31,558.47,915.95,573.5,"Nad Koulkou, Prague - Smíchov",50.0604688,14.4014771,"CZK 28,000",Personal,,,Brick,Central,,,,,,,,,,,,,,,
"CZK 35,000",CZK 0,723978,Studio,7/4/2022,25 m²,Fully furnished,1,201.33,360.24,395.68,459.97,371.82,343.98,468.56,216.38,574.45,255.18,Prague - Petrovice,50.03894,14.55581,CZK 0,,,,Brick,,G,New-build,,,,,1.0,,,,,,,,
"CZK 17,500","CZK 3,500",518354,2+kk,5/9/2022,64 m²,Partly,6,471.55,695.26,480.23,988.38,348.24,998.45,608.59,688.37,418.25,394.37,"Rudolfa Antonína Dvorského, Prague - Horní Měcholupy",50.0441344,14.5511037,"CZK 35,000",Personal,10 to 30 years,Standard,Brick,Distance,,Very good,,1.0,1.0,1.0,,1.0,,,,,,,
"CZK 12,900","CZK 2,207",145046,1 bedroom,6/28/2022,40 m²,Partly,1,139.22,1242.7,205.67,540.34,202.16,162.13,480.48,385.96,492.15,350.46,"Koulova, Prague - Dejvice",50.107998,14.3936916,"CZK 23,000",Personal,,,Brick,,,,,,,,,,,,,,,,
"CZK 17,000",CZK 950,723346,2 bedroom,7/1/2022,43 m²,Partly,3,45.81,900.67,266.63,345.48,140.71,326.46,704.24,178.93,508.39,480.9,Prague - Nusle,50.05428,14.43851,"CZK 30,000",,,,Brick,,G,Good,,1.0,,,,,,,,,,,
"CZK 35,000","CZK 5,500",723928,4+kk,8/15/2022,134 m²,Unfurnished,6,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,"CZK 40,000",,,,Brick,,G,Very good,,1.0,1.0,,,1.0,,,1.0,,,,
"CZK 20,000","CZK 4,000",722868,2+kk,6/27/2022,52 m²,Fully furnished,10,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,"CZK 20,000",Personal,Up to 10 years,Standard,Low-energy,,G,New-build,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,
"CZK 19,500","CZK 4,500",600447,Studio,9/1/2021,31 m²,Fully furnished,4,123.62,153.94,53.53,66.71,16.24,82.61,161.04,179.13,150.4,200.79,"Rybná, Prague - Staré Město",50.090283,14.426066,"CZK 25,000",Personal,,,Brick,Distance,B,Very good,,1.0,,,,,,Interior,,,,,
"CZK 18,400","CZK 1,400",723897,2+kk,7/1/2022,54 m²,Partly,4,228.17,733.65,140.62,333.14,70.82,408.98,351.48,320.3,435.87,100.87,Prague - Bubeneč,50.10292,14.40153,"CZK 18,400",,,,Brick,,G,Very good,,1.0,,,,,,,,,,,
"CZK 15,500","CZK 5,500",723882,2 bedroom,8/8/2022,52 m²,Fully furnished,5,121.68,524.51,177.12,384.91,94.96,401.76,115.44,258.33,613.27,110.41,Prague - Břevnov,50.08598,14.34611,"CZK 30,000",,,,Prefab concrete,,G,Very good,,,,,,,,,,,,,
"CZK 15,990","CZK 4,812",723845,4+kk,7/20/2022,95 m²,Unfurnished,3,690.5,966.08,881.11,963.43,768.55,845.22,881.81,1225.3,1131.99,689.65,"Gabčíkova, Prague - Libeň",50.11849583333,14.45980166666,"CZK 20,802",Personal,,,Brick,,G,Very good,,,,,,,,,,"CZK 20,802",,,
"CZK 36,000","CZK 6,000",528897,3+1,6/22/2022,120 m²,Fully furnished,3,146.64,442.17,50.87,75.01,23.87,70.51,213.14,404.97,599.27,668.7,Prague - Vinohrady,50.0740216,14.4323776,CZK 0,Personal,Up to 10 years,Luxurious,Brick,Gas boiler,,,,,,1.0,,,,Complete,,,,,
"CZK 15,500","CZK 3,500",678710,2+kk,8/1/2022,48 m²,Partly,1,210.19,904.42,795.57,3491.91,359.37,598.28,1137.22,2914.62,868.63,99.08,"Kryšpínova, Prague - Dolní Měcholupy",50.06541,14.55227,"CZK 31,000",Personal,,Standard,Prefab concrete,Central,C,Very good,,1.0,,1.0,,1.0,1.0,,,,,,
"CZK 4,000",CZK 0,723832,Studio,6/27/2022,10 m²,Fully furnished,1,231.24,1224.16,81.26,10.74,37.15,105.4,608.75,959.18,576.79,135.87,Prague - Libeň,50.10424,14.49114,CZK 0,,,,Brick,,G,Good,,,,1.0,,,,,,,,,
"CZK 13,900","CZK 5,100",723823,2 bedroom,6/27/2022,59 m²,Partly,2,232.61,146.06,13.95,221.87,10.19,63.91,278.39,443.83,1225.33,285.5,Prague - Vokovice,50.09625,14.3602,"CZK 18,000",Personal,,Standard,Brick,,G,Good,,,1.0,,1.0,,,,,,,,
"CZK 13,000",CZK 490,723816,Small studio,8/1/2022,30 m²,Partly,2,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,"CZK 15,000",,,,Brick,,G,Good,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500",576765,1 bedroom,7/1/2022,41 m²,Fully furnished,1,337.55,804.98,708.24,768.33,386.51,727.33,503.7,714.82,1277.85,312.52,"Ke Kolonii, Prague - Suchdol",50.1402088,14.3836043,"CZK 30,000",Personal,,,Brick,,C,,,,,,,,,Complete,,,,,
"CZK 17,000",CZK 650,723255,2 bedroom,7/1/2022,65 m²,Unfurnished,3,232.96,462.76,188.12,464.13,140.84,398.67,187.9,408.03,556.12,583.57,Prague - Nové Město,50.07083,14.43181,"CZK 17,000",,,,Brick,,G,Good,,1.0,,,,,,,,,,,
"CZK 22,500","CZK 3,000",703730,2+kk,9/1/2022,47 m²,Fully furnished,5,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,"CZK 22,500",Cooperative,,Standard,Brick,Central,C,Very good,,1.0,,1.0,,,,Complete,,,,,
"CZK 10,000","CZK 4,500",445036,Studio,6/27/2022,32 m²,Fully furnished,1,368.45,848.39,179.81,708.38,275.48,833.02,69.77,1935.48,944.78,104.37,"Míšovická, Prague - Zličín",50.0580695,14.2841563,"CZK 20,000",Personal,,,Prefab concrete,,,,,,,,1.0,,,,1.0,,,,
"CZK 12,000","CZK 2,500",600130,Studio,8/1/2022,30 m²,Partly,1,92.94,924.32,20.31,628.98,228.79,267.1,209.78,387.0,1003.42,307.72,"Plzeňská, Prague - Smíchov",50.072442,14.392718,"CZK 14,500",Personal,,,Brick,Central,G,Very good,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000",453746,2+kk,9/1/2022,45 m²,Partly,8,296.12,907.02,321.62,836.9,718.53,335.1,389.94,1155.13,1339.5,481.99,"Poznaňská, Prague - Bohnice",50.1304257,14.4196149,"CZK 20,000",Cooperative,,,Prefab concrete,Central,D,,,1.0,1.0,,,,,Complete,,,,,
"CZK 17,000","CZK 1,500",723725,2+kk,6/26/2022,43 m²,Partly,2,353.72,2282.69,201.34,1954.93,154.4,616.32,910.41,1682.31,702.27,255.78,Prague - Motol,50.07134,14.34932,"CZK 51,000",,,,Brick,,G,Very good,1.0,,1.0,,,,,,,,,,
"CZK 18,000","CZK 5,072",723721,2+kk,9/1/2022,74 m²,Fully furnished,1,349.48,364.52,250.06,1987.32,499.5,539.27,876.98,110.23,5223.12,130.5,Prague - Zbraslav,49.96249,14.38226,"CZK 40,000",,,,Prefab concrete,,B,Very good,,1.0,1.0,,1.0,,,,,,,,
"CZK 15,900","CZK 4,600",522570,2+kk,11/1/2021,69 m²,Fully furnished,5,425.53,1396.11,1273.31,2477.5,217.89,569.17,570.22,1508.7,1706.48,157.29,Prague - Kunratice,50.0200237,14.4672917,"CZK 30,000",Personal,10 to 30 years,Standard,Brick,,C,Very good,,1.0,,,1.0,1.0,,,1.0,,,,
"CZK 13,300","CZK 5,700",723155,3+kk,7/1/2022,69 m²,Partly,2,205.87,1409.2,256.16,1697.13,703.15,603.18,435.81,963.95,1741.3,76.35,Prague - Chodov,50.02146,14.51559,"CZK 13,300",,,Standard,Prefab concrete,Central,G,Very good,,,1.0,1.0,1.0,,,Complete,,,,,
"CZK 15,200","CZK 3,210",670902,2+kk,9/1/2022,50 m²,Partly,11,90.25,545.43,459.33,475.3,469.7,472.84,519.51,1015.48,1312.42,157.08,"Poznaňská, Prague - Bohnice",50.13047,14.4184,"CZK 23,000",Cooperative,30 - 50 years,Standard,Prefab concrete,Central,G,Very good,,1.0,1.0,,1.0,1.0,,Complete,,,,,
"CZK 20,000","CZK 6,000",59784,3+1,6/27/2022,78 m²,Partly,1,169.08,203.73,173.67,201.04,282.3,181.25,591.76,186.38,915.35,45.43,"Machatého, Prague - Hlubočepy",50.0330761,14.3762368,"CZK 30,000",Personal,,,Prefab concrete,Central,,Very good,,1.0,,1.0,,,,Complete,,,,,
"CZK 30,000","CZK 4,000",629967,2 bedroom,10/12/2020,63 m²,Fully furnished,,192.33,450.79,123.1,443.76,107.15,445.8,90.9,276.88,599.54,143.39,"Lannova, Prague - Nové Město",50.092769,14.431964,"CZK 22,000",Personal,,,Brick,Central,,Very good,,,,,,,,Complete,,,,,
"CZK 20,000","CZK 5,800",723676,3+1,6/26/2022,87 m²,Partly,12,66.51,124.74,126.5,412.33,182.62,218.01,319.08,467.81,508.39,69.15,Prague - Holešovice,50.1029,14.44467,"CZK 40,000",,,,Prefab concrete,,G,Very good,,1.0,1.0,1.0,,1.0,,,,,,,
"CZK 30,000","CZK 5,500",683431,3+kk,8/1/2022,89 m²,Partly,3,329.92,646.78,159.16,588.37,564.2,1588.28,456.26,884.56,1188.75,679.25,"Choceradská, Prague - Záběhlice",50.04802,14.49365,"CZK 40,000",Personal,,,Brick,Central,B,Very good,,1.0,,,1.0,1.0,,,,,,,
"CZK 20,000","CZK 3,700",590552,2+kk,10/1/2020,94 m²,Unfurnished,1,335.45,2188.05,2068.41,3106.71,392.75,1861.67,1870.35,2187.42,2234.91,316.01,"K Pitkovicům, Prague - Benice",50.012494,14.601121,"CZK 25,000",Personal,Up to 10 years,Luxurious,Brick,Other,A,New-build,,,,,,,1.0,Complete,,,,,
"CZK 9,500","CZK 4,500",529640,Studio,6/25/2022,25 m²,Fully furnished,2,293.21,773.4,614.72,558.35,411.78,668.94,248.49,1614.19,521.51,49.92,"Na Radosti, Prague - Zličín",50.0577592,14.2889989,"CZK 19,000",Personal,Up to 10 years,Luxurious,Brick,Central,,Very good,,,,,,,,Complete,,,,,
"CZK 15,000","CZK 4,500",459179,2+kk,7/18/2022,41 m²,Partly,8,202.98,778.32,400.67,513.14,375.45,386.78,173.19,350.23,839.96,141.01,"Litoměřická, Prague - Prosek",50.1188062,14.4937472,"CZK 20,000",Personal,10 to 30 years,Standard,Other,Distance,C,Very good,,1.0,,,,,,,,,,,
"CZK 13,500","CZK 4,500",723019,Small studio,9/1/2022,25 m²,Fully furnished,,196.41,679.0,168.5,100.72,76.61,170.21,167.95,242.3,235.36,148.39,Prague - Nové Město,50.0763,14.42761,"CZK 36,000",,,,Brick,,G,Very good,,1.0,1.0,,1.0,,,,1.0,,,,
"CZK 26,000","CZK 6,000",531739,3+kk,8/1/2022,77 m²,,6,91.66,985.05,39.0,194.45,100.81,319.5,207.08,678.43,483.41,788.15,"Heřmanova, Prague - Holešovice",50.1004365,14.435502,"CZK 26,000",Personal,,,Brick,,,,,1.0,1.0,,,,,,,,,,
"CZK 13,000","CZK 3,000",661912,Studio,7/1/2022,45 m²,Fully furnished,5,157.18,710.91,192.49,523.28,139.22,477.02,531.59,976.07,363.23,311.8,"U Uranie, Prague - Holešovice",50.10592,14.45496,"CZK 13,000",Personal,Up to 10 years,,Brick,Gas boiler,G,Very good,,1.0,,,1.0,,,,,,,,
"CZK 4,300","CZK 1,500",353788,3+1,6/27/2022,9 m²,Fully furnished,1,55.3,1356.22,138.56,854.13,23.68,588.74,701.49,699.55,925.31,586.32,"Klapkova, Prague - Kobylisy",50.1295899,14.455381,"CZK 5,800",Personal,,,Brick,,G,,,,,,,,,,,,,500 m²,
"CZK 7,000","CZK 2,500",354692,Other,6/27/2022,20 m²,Fully furnished,1,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,"CZK 9,000",Personal,,,Brick,,G,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",447035,Small studio,7/11/2022,31 m²,Partly,4,269.87,1520.42,280.43,861.87,297.03,681.89,504.56,339.0,775.92,235.35,"Ve Struhách, Prague - Bubeneč",50.1093304,14.3994934,"CZK 15,500",Cooperative,30 - 50 years,Standard,Brick,Electric boiler,,Very good,,,,,,,,Complete,1.0,,,,
"CZK 16,600","CZK 5,900",586877,3+1,7/1/2022,66 m²,Partly,3,414.91,1288.61,395.61,1537.27,715.07,717.06,779.41,1389.08,546.92,659.4,"Na Vinobraní, Prague - Záběhlice",50.057107,14.486841,"CZK 30,000",Personal,,,Prefab concrete,Central,B,Very good,1.0,1.0,1.0,,,,,Bathroom unit,,,,,
"CZK 17,500","CZK 4,750",722865,2 bedroom,7/1/2022,53 m²,Partly,2,127.87,120.65,228.58,251.83,244.42,210.31,257.42,608.9,211.81,475.79,Prague - Břevnov,50.08472,14.36321,"CZK 20,000",,,Standard,Brick,Central,G,Good,,,1.0,,,,,,,,,,
"CZK 15,000","CZK 1,000",723569,2+kk,8/15/2022,46 m²,Partly,5,301.04,577.84,314.87,328.54,262.78,263.1,893.12,734.26,88.14,166.47,"Na Harfě, Prague - Vysočany",50.1031249,14.50224785,"CZK 30,000",,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 25,000","CZK 4,962",719684,4+kk,8/16/2022,78 m²,Partly,2,160.89,258.92,368.25,304.7,258.92,1609.52,460.54,731.21,1317.5,475.65,"Bělčická, Prague - Záběhlice",50.04671,14.48928,"CZK 35,000",Personal,10 to 30 years,,Brick,Other,D,Very good,1.0,1.0,1.0,,,,,Complete,,,,,
"CZK 32,000","CZK 4,604",670095,3+1,8/1/2022,88 m²,Unfurnished,3,326.83,559.26,229.76,287.65,32.07,621.57,339.36,1277.0,241.42,262.56,"Nad Královskou oborou, Prague - Bubeneč",50.1030121,14.4187433,"CZK 64,000",Personal,,,Brick,,A,Very good,,1.0,1.0,,,,,,,,,,
"CZK 7,000","CZK 2,000",596545,Small studio,7/1/2022,25 m²,Fully furnished,1,314.02,1464.02,1896.98,1990.75,440.5,1913.46,877.04,2495.74,2567.59,472.78,"Savojská, Prague - Koloděje",50.063937,14.646024,"CZK 9,000",Personal,,Standard,Brick,Gas boiler,C,Good,,,1.0,,1.0,,,,,,,,
"CZK 16,990","CZK 3,135",723551,3+kk,7/20/2022,67 m²,Fully furnished,5,264.17,762.92,576.35,1141.36,376.36,686.16,97.2,193.97,330.84,59.75,"Kukelská, Prague - Hloubětín",50.10467333333,14.55090638888,"CZK 20,125",Personal,,,Prefab concrete,,D,Good,,1.0,,1.0,,,,,,"CZK 20,125",,,
"CZK 18,000","CZK 5,000",723539,2+kk,9/1/2022,72 m²,Fully furnished,2,361.76,818.92,370.6,816.22,547.65,652.53,802.21,357.69,683.47,463.74,Prague - Hlubočepy,50.02861,14.37722,"CZK 23,000",,,,Brick,,C,Very good,,,,1.0,1.0,,,,,,,,
